Country,ISO3,Year,vehicle_type,sales_count,source_method
Brunei Darussalam,BRN,2059,2W,182.47066448365803,stock_flow_gompertz
Brunei Darussalam,BRN,2060,2W,182.477852007706,stock_flow_gompertz
Brunei Darussalam,BRN,2005,Bus,131.05621565976344,stock_flow_hist
Brunei Darussalam,BRN,2006,Bus,131.7857600975035,stock_flow_hist
Brunei Darussalam,BRN,2007,Bus,133.34384807663628,stock_flow_hist
Brunei Darussalam,BRN,2008,Bus,133.90162849843068,stock_flow_hist
Brunei Darussalam,BRN,2009,Bus,132.30751369804602,stock_flow_hist
Brunei Darussalam,BRN,2010,Bus,128.8002053749749,stock_flow_hist
Brunei Darussalam,BRN,2011,Bus,125.0566780635254,stock_flow_hist
Brunei Darussalam,BRN,2012,Bus,123.35621894411224,stock_flow_hist
Brunei Darussalam,BRN,2013,Bus,123.962039077114,stock_flow_hist
Brunei Darussalam,BRN,2014,Bus,126.09831954261222,stock_flow_hist
Brunei Darussalam,BRN,2015,Bus,126.3992260344694,stock_flow_hist
Brunei Darussalam,BRN,2016,Bus,125.35795208805985,stock_flow_hist
Brunei Darussalam,BRN,2017,Bus,124.3163690988988,stock_flow_hist
Brunei Darussalam,BRN,2018,Bus,126.01009258788211,stock_flow_hist
Brunei Darussalam,BRN,2019,Bus,130.57753510914245,stock_flow_hist
Brunei Darussalam,BRN,2020,Bus,137.47275522469542,stock_flow_hist
Brunei Darussalam,BRN,2021,Bus,143.95813003332094,stock_flow_hist
Brunei Darussalam,BRN,2022,Bus,150.48973966909375,stock_flow_hist
Brunei Darussalam,BRN,2023,Bus,154.9065329494515,stock_flow_hist
Brunei Darussalam,BRN,2024,Bus,159.0111431468813,stock_flow_hist
Brunei Darussalam,BRN,2025,Bus,167.75168123176132,stock_flow_fe_ols
Brunei Darussalam,BRN,2026,Bus,176.97266995991907,stock_flow_fe_ols
Brunei Darussalam,BRN,2027,Bus,186.70051878331088,stock_flow_fe_ols
Brunei Darussalam,BRN,2028,Bus,196.96308883090188,stock_flow_fe_ols
Brunei Darussalam,BRN,2029,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2030,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2031,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2032,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2033,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2034,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2035,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2036,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2037,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2038,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2039,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2040,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2041,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2042,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2043,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2044,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2045,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2046,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2047,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2048,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2049,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2050,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2051,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2052,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2053,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2054,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2055,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2056,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2057,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2058,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2059,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2060,Bus,207.78977270457148,stock_flow_fe_ols
Brunei Darussalam,BRN,2005,LDV,10945.41177331409,stock_flow_hist
Brunei Darussalam,BRN,2006,LDV,11177.16061001069,stock_flow_hist
Brunei Darussalam,BRN,2007,LDV,11284.353979090065,stock_flow_hist
Brunei Darussalam,BRN,2008,LDV,11591.43785378683,stock_flow_hist
Brunei Darussalam,BRN,2009,LDV,11837.781796920499,stock_flow_hist
Brunei Darussalam,BRN,2010,LDV,12023.191453411113,stock_flow_hist
Brunei Darussalam,BRN,2011,LDV,11173.30206231002,stock_flow_hist
Brunei Darussalam,BRN,2012,LDV,10524.51574792981,stock_flow_hist
Brunei Darussalam,BRN,2013,LDV,9936.91022034259,stock_flow_hist
Brunei Darussalam,BRN,2014,LDV,10185.829055685896,stock_flow_hist
Brunei Darussalam,BRN,2015,LDV,10277.639267351375,stock_flow_hist
Brunei Darussalam,BRN,2016,LDV,10329.071476361745,stock_flow_hist
Brunei Darussalam,BRN,2017,LDV,10492.724364305373,stock_flow_hist
Brunei Darussalam,BRN,2018,LDV,10753.043591402775,stock_flow_hist
Brunei Darussalam,BRN,2019,LDV,11225.501865029173,stock_flow_hist
Brunei Darussalam,BRN,2020,LDV,12119.963330477418,stock_flow_hist
Brunei Darussalam,BRN,2021,LDV,12516.585023432712,stock_flow_hist
Brunei Darussalam,BRN,2022,LDV,12789.566836609252,stock_flow_hist
Brunei Darussalam,BRN,2023,LDV,12396.845171738914,stock_flow_hist
Brunei Darussalam,BRN,2024,LDV,12500.0,stock_flow_hist
Brunei Darussalam,BRN,2025,LDV,12448.381976684665,stock_flow_gompertz
Brunei Darussalam,BRN,2026,LDV,12756.004177965258,stock_flow_gompertz
Brunei Darussalam,BRN,2027,LDV,10946.381637031176,stock_flow_gompertz
Brunei Darussalam,BRN,2028,LDV,11045.565903557326,stock_flow_gompertz
Brunei Darussalam,BRN,2029,LDV,11140.243277745069,stock_flow_gompertz
Brunei Darussalam,BRN,2030,LDV,11959.135881968485,stock_flow_gompertz
Brunei Darussalam,BRN,2031,LDV,12043.360577757345,stock_flow_gompertz
Brunei Darussalam,BRN,2032,LDV,12121.856231700487,stock_flow_gompertz
Brunei Darussalam,BRN,2033,LDV,12194.916348838478,stock_flow_gompertz
Brunei Darussalam,BRN,2034,LDV,12259.554082379896,stock_flow_gompertz
Brunei Darussalam,BRN,2035,LDV,12313.464335659775,stock_flow_gompertz
Brunei Darussalam,BRN,2036,LDV,12353.63698256079,stock_flow_gompertz
Brunei Darussalam,BRN,2037,LDV,12382.47969486382,stock_flow_gompertz
Brunei Darussalam,BRN,2038,LDV,12393.830008536605,stock_flow_gompertz
Brunei Darussalam,BRN,2039,LDV,12392.312611967744,stock_flow_gompertz
Brunei Darussalam,BRN,2040,LDV,12378.584088224592,stock_flow_gompertz
Brunei Darussalam,BRN,2041,LDV,12355.931244564745,stock_flow_gompertz
Brunei Darussalam,BRN,2042,LDV,12328.243175997955,stock_flow_gompertz
Brunei Darussalam,BRN,2043,LDV,12298.4165676285,stock_flow_gompertz
Brunei Darussalam,BRN,2044,LDV,12270.717395004292,stock_flow_gompertz
Brunei Darussalam,BRN,2045,LDV,12245.307319507694,stock_flow_gompertz
Brunei Darussalam,BRN,2046,LDV,12222.549738013608,stock_flow_gompertz
Brunei Darussalam,BRN,2047,LDV,12217.134599332929,stock_flow_gompertz
Brunei Darussalam,BRN,2048,LDV,12219.118703434337,stock_flow_gompertz
Brunei Darussalam,BRN,2049,LDV,12226.680886288996,stock_flow_gompertz
Brunei Darussalam,BRN,2050,LDV,12238.603088507394,stock_flow_gompertz
Brunei Darussalam,BRN,2051,LDV,12252.724673860936,stock_flow_gompertz
Brunei Darussalam,BRN,2052,LDV,12268.143418349422,stock_flow_gompertz
Brunei Darussalam,BRN,2053,LDV,12283.19934925583,stock_flow_gompertz
Brunei Darussalam,BRN,2054,LDV,12298.708706102352,stock_flow_gompertz
Brunei Darussalam,BRN,2055,LDV,12315.430830477211,stock_flow_gompertz
Brunei Darussalam,BRN,2056,LDV,12318.253405177327,stock_flow_gompertz
Brunei Darussalam,BRN,2057,LDV,12317.60856929956,stock_flow_gompertz
Brunei Darussalam,BRN,2058,LDV,12314.769434376669,stock_flow_gompertz
Brunei Darussalam,BRN,2059,LDV,12310.44762381126,stock_flow_gompertz
Brunei Darussalam,BRN,2060,LDV,12306.416948039412,stock_flow_gompertz
Brunei Darussalam,BRN,2005,Truck,525.5314951901278,stock_flow_hist
Brunei Darussalam,BRN,2006,Truck,539.3770550867293,stock_flow_hist
Brunei Darussalam,BRN,2007,Truck,520.3402872135366,stock_flow_hist
Brunei Darussalam,BRN,2008,Truck,507.6787773750866,stock_flow_hist
Brunei Darussalam,BRN,2009,Truck,520.403189303731,stock_flow_hist
Brunei Darussalam,BRN,2010,Truck,569.6264126054848,stock_flow_hist
Brunei Darussalam,BRN,2011,Truck,626.3679094063317,stock_flow_hist
Brunei Darussalam,BRN,2012,Truck,702.7079669551522,stock_flow_hist
Brunei Darussalam,BRN,2013,Truck,644.7103005451772,stock_flow_hist
Brunei Darussalam,BRN,2014,Truck,591.3566558962093,stock_flow_hist
Brunei Darussalam,BRN,2015,Truck,603.3350279927054,stock_flow_hist
Brunei Darussalam,BRN,2016,Truck,725.1403089164969,stock_flow_hist
Brunei Darussalam,BRN,2017,Truck,735.0966201976289,stock_flow_hist
Brunei Darussalam,BRN,2018,Truck,720.3276364601079,stock_flow_hist
Brunei Darussalam,BRN,2019,Truck,658.991032936734,stock_flow_hist
Brunei Darussalam,BRN,2020,Truck,604.7702929930638,stock_flow_hist
Brunei Darussalam,BRN,2021,Truck,485.82671742592174,stock_flow_hist
Brunei Darussalam,BRN,2022,Truck,431.16132001280863,stock_flow_hist
Brunei Darussalam,BRN,2023,Truck,457.2528735703545,stock_flow_hist
Brunei Darussalam,BRN,2024,Truck,483.8186648776828,stock_flow_hist
Brunei Darussalam,BRN,2025,Truck,511.2416106126816,stock_flow_fe_ols
Brunei Darussalam,BRN,2026,Truck,540.218894795898,stock_flow_fe_ols
Brunei Darussalam,BRN,2027,Truck,570.838617664081,stock_flow_fe_ols
Brunei Darussalam,BRN,2028,Truck,603.1938729943014,stock_flow_fe_ols
Brunei Darussalam,BRN,2029,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2030,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2031,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2032,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2033,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2034,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2035,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2036,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2037,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2038,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2039,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2040,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2041,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2042,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2043,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2044,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2045,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2046,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2047,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2048,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2049,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2050,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2051,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2052,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2053,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2054,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2055,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2056,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2057,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2058,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2059,Truck,637.3830311388894,stock_flow_fe_ols
Brunei Darussalam,BRN,2060,Truck,637.3830311388894,stock_flow_fe_ols
Cambodia,KHM,2005,2W,85423.79572823607,stock_flow_hist
Cambodia,KHM,2006,2W,93958.46906209298,stock_flow_hist
Cambodia,KHM,2007,2W,104350.95315527794,stock_flow_hist
Cambodia,KHM,2008,2W,117015.05736470372,stock_flow_hist
Cambodia,KHM,2009,2W,132111.38865702244,stock_flow_hist
Cambodia,KHM,2010,2W,146415.85984938123,stock_flow_hist
Cambodia,KHM,2011,2W,158651.42391174723,stock_flow_hist
Cambodia,KHM,2012,2W,170396.17417152523,stock_flow_hist
Cambodia,KHM,2013,2W,193623.58738605143,stock_flow_hist
Cambodia,KHM,2014,2W,224769.77972181689,stock_flow_hist
Cambodia,KHM,2015,2W,251149.80433054568,stock_flow_hist
Cambodia,KHM,2016,2W,263506.0294818982,stock_flow_hist
Cambodia,KHM,2017,2W,269156.3955426506,stock_flow_hist
Cambodia,KHM,2018,2W,280600.8607034661,stock_flow_hist
Cambodia,KHM,2019,2W,293949.8454955692,stock_flow_hist
Cambodia,KHM,2020,2W,307093.2015906087,stock_flow_hist
Cambodia,KHM,2021,2W,320282.0007273094,stock_flow_hist
Cambodia,KHM,2022,2W,331328.68339322956,stock_flow_hist
Cambodia,KHM,2023,2W,340706.4179642987,stock_flow_hist
Cambodia,KHM,2024,2W,353603.0,stock_flow_hist
Cambodia,KHM,2025,2W,409819.487507255,stock_flow_gompertz
Cambodia,KHM,2026,2W,425144.0862613038,stock_flow_gompertz
Cambodia,KHM,2027,2W,430779.2426077409,stock_flow_gompertz
Cambodia,KHM,2028,2W,437169.0317905291,stock_flow_gompertz
Cambodia,KHM,2029,2W,437735.0716740609,stock_flow_gompertz
Cambodia,KHM,2030,2W,436641.1954292222,stock_flow_gompertz
Cambodia,KHM,2031,2W,434986.2310997265,stock_flow_gompertz
Cambodia,KHM,2032,2W,434309.93934123305,stock_flow_gompertz
Cambodia,KHM,2033,2W,434786.1817619693,stock_flow_gompertz
Cambodia,KHM,2034,2W,436540.37629444094,stock_flow_gompertz
Cambodia,KHM,2035,2W,455382.9543884,stock_flow_gompertz
Cambodia,KHM,2036,2W,465746.05596965353,stock_flow_gompertz
Cambodia,KHM,2037,2W,474695.3305824705,stock_flow_gompertz
Cambodia,KHM,2038,2W,482410.0869413277,stock_flow_gompertz
Cambodia,KHM,2039,2W,488965.23187481513,stock_flow_gompertz
Cambodia,KHM,2040,2W,494481.2018308221,stock_flow_gompertz
Cambodia,KHM,2041,2W,499028.1516284992,stock_flow_gompertz
Cambodia,KHM,2042,2W,502644.9421452492,stock_flow_gompertz
Cambodia,KHM,2043,2W,505805.7836154997,stock_flow_gompertz
Cambodia,KHM,2044,2W,508662.13575421926,stock_flow_gompertz
Cambodia,KHM,2045,2W,511309.2723250023,stock_flow_gompertz
Cambodia,KHM,2046,2W,514000.9062582538,stock_flow_gompertz
Cambodia,KHM,2047,2W,516890.8163137005,stock_flow_gompertz
Cambodia,KHM,2048,2W,519803.3731296748,stock_flow_gompertz
Cambodia,KHM,2049,2W,522731.01779086224,stock_flow_gompertz
Cambodia,KHM,2050,2W,525646.46502012,stock_flow_gompertz
Cambodia,KHM,2051,2W,528798.138804259,stock_flow_gompertz
Cambodia,KHM,2052,2W,531842.3401535964,stock_flow_gompertz
Cambodia,KHM,2053,2W,534791.4388404777,stock_flow_gompertz
Cambodia,KHM,2054,2W,537673.0070014325,stock_flow_gompertz
Cambodia,KHM,2055,2W,540490.9806996235,stock_flow_gompertz
Cambodia,KHM,2056,2W,542956.3899272996,stock_flow_gompertz
Cambodia,KHM,2057,2W,545669.2757775406,stock_flow_gompertz
Cambodia,KHM,2058,2W,548399.1239212622,stock_flow_gompertz
Cambodia,KHM,2059,2W,551172.3004085643,stock_flow_gompertz
Cambodia,KHM,2060,2W,554010.2803009801,stock_flow_gompertz
Cambodia,KHM,2005,Bus,2893.270791388961,stock_flow_hist
Cambodia,KHM,2006,Bus,2955.9434244362487,stock_flow_hist
Cambodia,KHM,2007,Bus,3034.7451065621135,stock_flow_hist
Cambodia,KHM,2008,Bus,3127.021126901338,stock_flow_hist
Cambodia,KHM,2009,Bus,3227.8307391495405,stock_flow_hist
Cambodia,KHM,2010,Bus,3314.8524462847636,stock_flow_hist
Cambodia,KHM,2011,Bus,3388.479685542032,stock_flow_hist
Cambodia,KHM,2012,Bus,3470.543267304521,stock_flow_hist
Cambodia,KHM,2013,Bus,3634.402915292172,stock_flow_hist
Cambodia,KHM,2014,Bus,3841.4640093804705,stock_flow_hist
Cambodia,KHM,2015,Bus,3980.3239520190177,stock_flow_hist
Cambodia,KHM,2016,Bus,4035.1868385049156,stock_flow_hist
Cambodia,KHM,2017,Bus,4067.8084705507786,stock_flow_hist
Cambodia,KHM,2018,Bus,4179.662954895444,stock_flow_hist
Cambodia,KHM,2019,Bus,4332.9402529379,stock_flow_hist
Cambodia,KHM,2020,Bus,4511.617532665499,stock_flow_hist
Cambodia,KHM,2021,Bus,4718.884148647056,stock_flow_hist
Cambodia,KHM,2022,Bus,4937.293645286474,stock_flow_hist
Cambodia,KHM,2023,Bus,5167.180410346409,stock_flow_hist
Cambodia,KHM,2024,Bus,5413.187213915349,stock_flow_hist
Cambodia,KHM,2025,Bus,6032.487365522495,stock_flow_fe_ols
Cambodia,KHM,2026,Bus,6265.4340868741565,stock_flow_fe_ols
Cambodia,KHM,2027,Bus,6479.17023280765,stock_flow_fe_ols
Cambodia,KHM,2028,Bus,6699.677080442634,stock_flow_fe_ols
Cambodia,KHM,2029,Bus,6872.896368448666,stock_flow_fe_ols
Cambodia,KHM,2030,Bus,7024.973799787986,stock_flow_fe_ols
Cambodia,KHM,2031,Bus,7160.930062817555,stock_flow_fe_ols
Cambodia,KHM,2032,Bus,7295.076892393306,stock_flow_fe_ols
Cambodia,KHM,2033,Bus,7431.35203331201,stock_flow_fe_ols
Cambodia,KHM,2034,Bus,7576.225205752155,stock_flow_fe_ols
Cambodia,KHM,2035,Bus,7984.504286147989,stock_flow_fe_ols
Cambodia,KHM,2036,Bus,8305.61897166993,stock_flow_fe_ols
Cambodia,KHM,2037,Bus,8635.899290554997,stock_flow_fe_ols
Cambodia,KHM,2038,Bus,8979.958279936036,stock_flow_fe_ols
Cambodia,KHM,2039,Bus,9335.38741307406,stock_flow_fe_ols
Cambodia,KHM,2040,Bus,9702.868374115453,stock_flow_fe_ols
Cambodia,KHM,2041,Bus,10077.794533562686,stock_flow_fe_ols
Cambodia,KHM,2042,Bus,10448.44779891755,stock_flow_fe_ols
Cambodia,KHM,2043,Bus,10824.59938506801,stock_flow_fe_ols
Cambodia,KHM,2044,Bus,11206.79088479717,stock_flow_fe_ols
Cambodia,KHM,2045,Bus,11592.218478556606,stock_flow_fe_ols
Cambodia,KHM,2046,Bus,11989.632273924071,stock_flow_fe_ols
Cambodia,KHM,2047,Bus,12408.356921085826,stock_flow_fe_ols
Cambodia,KHM,2048,Bus,12844.977570286252,stock_flow_fe_ols
Cambodia,KHM,2049,Bus,13299.98485523538,stock_flow_fe_ols
Cambodia,KHM,2050,Bus,13778.168224630994,stock_flow_fe_ols
Cambodia,KHM,2051,Bus,14299.777399435989,stock_flow_fe_ols
Cambodia,KHM,2052,Bus,14853.45796875842,stock_flow_fe_ols
Cambodia,KHM,2053,Bus,15441.351329668862,stock_flow_fe_ols
Cambodia,KHM,2054,Bus,16068.53003956168,stock_flow_fe_ols
Cambodia,KHM,2055,Bus,16735.92097052434,stock_flow_fe_ols
Cambodia,KHM,2056,Bus,17426.33637269796,stock_flow_fe_ols
Cambodia,KHM,2057,Bus,18123.40586145909,stock_flow_fe_ols
Cambodia,KHM,2058,Bus,18843.26296159177,stock_flow_fe_ols
Cambodia,KHM,2059,Bus,19585.294276248547,stock_flow_fe_ols
Cambodia,KHM,2060,Bus,20348.993583712145,stock_flow_fe_ols
Cambodia,KHM,2005,LDV,7278.7390130317835,stock_flow_hist
Cambodia,KHM,2006,LDV,8237.540802105588,stock_flow_hist
Cambodia,KHM,2007,LDV,9438.203515589628,stock_flow_hist
Cambodia,KHM,2008,LDV,10937.091773268628,stock_flow_hist
Cambodia,KHM,2009,LDV,12772.41692636683,stock_flow_hist
Cambodia,KHM,2010,LDV,14652.352717653535,stock_flow_hist
Cambodia,KHM,2011,LDV,16435.46795937206,stock_flow_hist
Cambodia,KHM,2012,LDV,18303.7645834814,stock_flow_hist
Cambodia,KHM,2013,LDV,21749.39688559813,stock_flow_hist
Cambodia,KHM,2014,LDV,26565.978681525914,stock_flow_hist
Cambodia,KHM,2015,LDV,30847.130441869678,stock_flow_hist
Cambodia,KHM,2016,LDV,33210.56079192686,stock_flow_hist
Cambodia,KHM,2017,LDV,34415.69586287967,stock_flow_hist
Cambodia,KHM,2018,LDV,36756.550543093974,stock_flow_hist
Cambodia,KHM,2019,LDV,39598.91612522079,stock_flow_hist
Cambodia,KHM,2020,LDV,42569.42801455369,stock_flow_hist
Cambodia,KHM,2021,LDV,45767.23641013064,stock_flow_hist
Cambodia,KHM,2022,LDV,48701.09567145864,stock_flow_hist
Cambodia,KHM,2023,LDV,51381.23638861144,stock_flow_hist
Cambodia,KHM,2024,LDV,54692.00000000001,stock_flow_hist
Cambodia,KHM,2025,LDV,70091.2173291307,stock_flow_gompertz
Cambodia,KHM,2026,LDV,74740.16223943049,stock_flow_gompertz
Cambodia,KHM,2027,LDV,77341.57197885348,stock_flow_gompertz
Cambodia,KHM,2028,LDV,79989.04261630632,stock_flow_gompertz
Cambodia,KHM,2029,LDV,80614.87928066461,stock_flow_gompertz
Cambodia,KHM,2030,LDV,80214.4888570073,stock_flow_gompertz
Cambodia,KHM,2031,LDV,79080.40743907544,stock_flow_gompertz
Cambodia,KHM,2032,LDV,77828.71763706213,stock_flow_gompertz
Cambodia,KHM,2033,LDV,76669.05316100296,stock_flow_gompertz
Cambodia,KHM,2034,LDV,75849.08672110157,stock_flow_gompertz
Cambodia,KHM,2035,LDV,82936.6633381837,stock_flow_gompertz
Cambodia,KHM,2036,LDV,86781.62380485692,stock_flow_gompertz
Cambodia,KHM,2037,LDV,90414.84675314857,stock_flow_gompertz
Cambodia,KHM,2038,LDV,93869.88660758914,stock_flow_gompertz
