branch_path,variable,units,scale,per
Resources\Primary\Coal Lignite,Exports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Coal Lignite,Import Cost,2020 USD,,Metric Tonne
Resources\Primary\Coal Lignite,Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Coal Lignite,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Coal Lignite,Maximum Imports,Gigajoule,,
Resources\Primary\Coal Lignite,Maximum Production,Gigajoule,,
Resources\Primary\Coal Lignite,Minimum Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Coal Lignite,Minimum Production,Gigajoule,,
Resources\Primary\Coal Lignite,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Coal Lignite,Production Cost,U.S. Dollar,,Metric Tonne
Resources\Primary\Coal Lignite,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Coal Lignite,Unmet Requirements,Percent,,
Resources\Primary\Coal Sub bituminous,Additions to Reserves,Metric Tonne,Thousand,
Resources\Primary\Coal Sub bituminous,Base Year Reserves,Metric Tonne,Thousand,
Resources\Primary\Coal Sub bituminous,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Coal Sub bituminous,Cost of Unmet Requirements,2020 USD,,Metric Tonne
Resources\Primary\Coal Sub bituminous,Export Benefit,2020 USD,,Metric Tonne
Resources\Primary\Coal Sub bituminous,Export Load Shape,Percent,,
Resources\Primary\Coal Sub bituminous,Exports,Gigajoule,,
Resources\Primary\Coal Sub bituminous,Import Cost,2020 USD,,Metric Tonne
Resources\Primary\Coal Sub bituminous,Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Coal Sub bituminous,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Coal Sub bituminous,Maximum Imports,Gigajoule,,
Resources\Primary\Coal Sub bituminous,Maximum Production,Gigajoule,,
Resources\Primary\Coal Sub bituminous,Minimum Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Coal Sub bituminous,Minimum Production,Gigajoule,,
Resources\Primary\Coal Sub bituminous,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Coal Sub bituminous,Production Cost,2020 USD,,Metric Tonne
Resources\Primary\Coal Sub bituminous,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Coal Sub bituminous,Unmet Requirements,Percent,,
Resources\Primary\Coal Unspecified,Additions to Reserves,Metric Tonne,Thousand,
Resources\Primary\Coal Unspecified,Base Year Reserves,Metric Tonne,Thousand,
Resources\Primary\Coal Unspecified,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Coal Unspecified,Cost of Unmet Requirements,U.S. Dollar,,Metric Tonne
Resources\Primary\Coal Unspecified,Export Benefit,U.S. Dollar,,Metric Tonne
Resources\Primary\Coal Unspecified,Export Load Shape,Percent,,
Resources\Primary\Coal Unspecified,Exports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Coal Unspecified,Import Cost,2020 USD,,Metric Tonne
Resources\Primary\Coal Unspecified,Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Coal Unspecified,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Coal Unspecified,Maximum Imports,Gigajoule,,
Resources\Primary\Coal Unspecified,Maximum Production,Gigajoule,,
Resources\Primary\Coal Unspecified,Minimum Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Coal Unspecified,Minimum Production,Gigajoule,,
Resources\Primary\Coal Unspecified,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Coal Unspecified,Production Cost,U.S. Dollar,,Metric Tonne
Resources\Primary\Coal Unspecified,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Coal Unspecified,Unmet Requirements,Percent,,
Resources\Primary\Coconut Oil,Area Harvested,ha,Thousand,
Resources\Primary\Coconut Oil,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Coconut Oil,Cost of Unmet Requirements,2020 USD,,Kilogramme
Resources\Primary\Coconut Oil,Crop Yield,t/ha,,
Resources\Primary\Coconut Oil,Export Benefit,2020 USD,,Kilogramme
Resources\Primary\Coconut Oil,Exports,Metric Tonne,Thousand,
Resources\Primary\Coconut Oil,Import Cost,2020 USD,,Metric Tonne
Resources\Primary\Coconut Oil,Imports,Metric Tonne,Thousand,
Resources\Primary\Coconut Oil,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Coconut Oil,Maximum Imports,Metric Tonne,Thousand,
Resources\Primary\Coconut Oil,Maximum Production,Metric Tonne,,
Resources\Primary\Coconut Oil,Minimum Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Coconut Oil,Minimum Production,Gigajoule,,
Resources\Primary\Coconut Oil,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Coconut Oil,Production Cost,2020 USD,,Metric Tonne
Resources\Primary\Coconut Oil,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Coconut Oil,Unmet Requirements,Percent,,
Resources\Primary\Corn,Area Harvested,ha,Thousand,
Resources\Primary\Corn,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Corn,Cost of Unmet Requirements,2020 USD,,Kilogramme
Resources\Primary\Corn,Crop Yield,t/ha,,
Resources\Primary\Corn,Export Benefit,2020 USD,,Kilogramme
Resources\Primary\Corn,Exports,Gigajoule,,
Resources\Primary\Corn,Import Cost,2020 USD,,Tonnes of Coal Equivalent
Resources\Primary\Corn,Imports,Gigajoule,,
Resources\Primary\Corn,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Corn,Maximum Imports,Gigajoule,,
Resources\Primary\Corn,Maximum Production,Metric Tonne,,
Resources\Primary\Corn,Minimum Imports,Gigajoule,,
Resources\Primary\Corn,Minimum Production,Gigajoule,,
Resources\Primary\Corn,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Corn,Production Cost,2020 USD,,Metric Tonne
Resources\Primary\Corn,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Corn,Unmet Requirements,Percent,,
Resources\Primary\Crude Oil,Additions to Reserves,Barrel of Oil Equivalent,Billion,
Resources\Primary\Crude Oil,Base Year Reserves,Barrel of Oil Equivalent,Billion,
Resources\Primary\Crude Oil,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Crude Oil,Cost of Unmet Requirements,2020 USD,,Metric Tonne
Resources\Primary\Crude Oil,Export Benefit,2020 USD,,Metric Tonne
Resources\Primary\Crude Oil,Export Load Shape,Percent,,
Resources\Primary\Crude Oil,Exports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Crude Oil,Import Cost,2020 USD,,Barrel
Resources\Primary\Crude Oil,Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Crude Oil,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Crude Oil,Maximum Imports,Gigajoule,,
Resources\Primary\Crude Oil,Maximum Production,Petajoule,,
Resources\Primary\Crude Oil,Minimum Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Crude Oil,Minimum Production,Gigajoule,,
Resources\Primary\Crude Oil,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Crude Oil,Production Cost,2020 USD,,Barrel
Resources\Primary\Crude Oil,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Crude Oil,Unmet Requirements,Percent,,
Resources\Primary\Geothermal,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Geothermal,Cost of Unmet Requirements,2020 USD,,Gigajoule
Resources\Primary\Geothermal,Export Benefit,2020 USD,,Gigajoule
Resources\Primary\Geothermal,Exports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Geothermal,Import Cost,2020 USD,,Gigajoule
Resources\Primary\Geothermal,Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Geothermal,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Geothermal,Maximum Imports,Gigajoule,,
Resources\Primary\Geothermal,Maximum Production,Terawatt-hour,,
Resources\Primary\Geothermal,Minimum Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Geothermal,Minimum Production,Gigajoule,,
Resources\Primary\Geothermal,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Geothermal,Production Cost,2020 USD,,Gigajoule
Resources\Primary\Geothermal,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Geothermal,Unmet Requirements,Percent,,
Resources\Primary\Large Hydro,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Large Hydro,Cost of Unmet Requirements,2020 USD,,Gigajoule
Resources\Primary\Large Hydro,Export Benefit,2020 USD,,Gigajoule
Resources\Primary\Large Hydro,Exports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Large Hydro,Import Cost,2020 USD,,Gigajoule
Resources\Primary\Large Hydro,Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Large Hydro,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Large Hydro,Maximum Imports,Gigajoule,,
Resources\Primary\Large Hydro,Maximum Production,Terawatt-hour,,
Resources\Primary\Large Hydro,Minimum Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Large Hydro,Minimum Production,Gigajoule,,
Resources\Primary\Large Hydro,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Large Hydro,Production Cost,2020 USD,,Gigajoule
Resources\Primary\Large Hydro,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Large Hydro,Unmet Requirements,Percent,,
Resources\Primary\Molasses,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Molasses,Cost of Unmet Requirements,2020 USD,,Kilogramme
Resources\Primary\Molasses,Export Benefit,2020 USD,,Kilogramme
Resources\Primary\Molasses,Exports,Gigajoule,,
Resources\Primary\Molasses,Import Cost,2020 USD,,Metric Tonne
Resources\Primary\Molasses,Imports,Gigajoule,,
Resources\Primary\Molasses,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Molasses,Maximum Imports,Gigajoule,,
Resources\Primary\Molasses,Maximum Production,Metric Tonne,,
Resources\Primary\Molasses,Minimum Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Molasses,Minimum Production,Gigajoule,,
Resources\Primary\Molasses,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Molasses,Production Cost,2020 USD,,Metric Tonne
Resources\Primary\Molasses,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Molasses,Unmet Requirements,Percent,,
Resources\Primary\Municipal Solid Waste,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Municipal Solid Waste,Cost of Unmet Requirements,U.S. Dollar,,Metric Tonne
Resources\Primary\Municipal Solid Waste,Export Benefit,U.S. Dollar,,Metric Tonne
Resources\Primary\Municipal Solid Waste,Exports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Municipal Solid Waste,Import Cost,2020 USD,,Metric Tonne
Resources\Primary\Municipal Solid Waste,Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Municipal Solid Waste,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Municipal Solid Waste,Maximum Imports,Gigajoule,,
Resources\Primary\Municipal Solid Waste,Maximum Production,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Municipal Solid Waste,Minimum Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Municipal Solid Waste,Minimum Production,Gigajoule,,
Resources\Primary\Municipal Solid Waste,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Municipal Solid Waste,Production Cost,U.S. Dollar,,Metric Tonne
Resources\Primary\Municipal Solid Waste,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Municipal Solid Waste,Unmet Requirements,Percent,,
Resources\Primary\Natural Gas,Additions to Reserves,Cubic Meter,Trillion,
Resources\Primary\Natural Gas,Base Year Reserves,Cubic Meter,Trillion,
Resources\Primary\Natural Gas,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Natural Gas,Cost of Unmet Requirements,U.S. Dollar,,Cubic Meter
Resources\Primary\Natural Gas,Export Benefit,U.S. Dollar,,Cubic Meter
Resources\Primary\Natural Gas,Export Load Shape,Percent,,
Resources\Primary\Natural Gas,Exports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Natural Gas,Import Cost,2020 USD,,Million BTU
Resources\Primary\Natural Gas,Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Natural Gas,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Natural Gas,Maximum Imports,Gigajoule,,
Resources\Primary\Natural Gas,Maximum Production,Gigajoule,,
Resources\Primary\Natural Gas,Minimum Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Natural Gas,Minimum Production,Gigajoule,,
Resources\Primary\Natural Gas,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Natural Gas,Production Cost,U.S. Dollar,,Million BTU
Resources\Primary\Natural Gas,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Natural Gas,Unmet Requirements,Percent,,
Resources\Primary\Natural Gas Liquids,Additions to Reserves,Metric Tonne,,
Resources\Primary\Natural Gas Liquids,Base Year Reserves,Metric Tonne,,
Resources\Primary\Natural Gas Liquids,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Natural Gas Liquids,Cost of Unmet Requirements,2020 USD,,Metric Tonne
Resources\Primary\Natural Gas Liquids,Export Benefit,2020 USD,,Metric Tonne
Resources\Primary\Natural Gas Liquids,Export Load Shape,Percent,,
Resources\Primary\Natural Gas Liquids,Exports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Natural Gas Liquids,Import Cost,2020 USD,,Million BTU
Resources\Primary\Natural Gas Liquids,Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Natural Gas Liquids,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Natural Gas Liquids,Maximum Imports,Gigajoule,,
Resources\Primary\Natural Gas Liquids,Maximum Production,Gigajoule,,
Resources\Primary\Natural Gas Liquids,Minimum Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Natural Gas Liquids,Minimum Production,Gigajoule,,
Resources\Primary\Natural Gas Liquids,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Natural Gas Liquids,Production Cost,2020 USD,,Million BTU
Resources\Primary\Natural Gas Liquids,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Natural Gas Liquids,Unmet Requirements,Percent,,
Resources\Primary\Nuclear,Additions to Reserves,Gigajoule,,
Resources\Primary\Nuclear,Base Year Reserves,Gigajoule,,
Resources\Primary\Nuclear,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Nuclear,Cost of Unmet Requirements,2020 USD,,Gigajoule
Resources\Primary\Nuclear,Export Benefit,2020 USD,,Gigajoule
Resources\Primary\Nuclear,Exports,Gigajoule,,
Resources\Primary\Nuclear,Import Cost,2020 USD,,Megawatt-Hour
Resources\Primary\Nuclear,Imports,Gigajoule,,
Resources\Primary\Nuclear,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Nuclear,Maximum Imports,Gigajoule,,
Resources\Primary\Nuclear,Maximum Production,Gigajoule,,
Resources\Primary\Nuclear,Minimum Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Nuclear,Minimum Production,Gigajoule,,
Resources\Primary\Nuclear,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Nuclear,Production Cost,2020 USD,,Gigajoule
Resources\Primary\Nuclear,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Nuclear,Unmet Requirements,Percent,,
Resources\Primary\Palm Oil,Area Harvested,ha,Thousand,
Resources\Primary\Palm Oil,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Palm Oil,Cost of Unmet Requirements,2020 USD,,Kilogramme
Resources\Primary\Palm Oil,Crop Yield,t/ha,,
Resources\Primary\Palm Oil,Export Benefit,2020 USD,,Kilogramme
Resources\Primary\Palm Oil,Exports,Metric Tonne,Thousand,
Resources\Primary\Palm Oil,Import Cost,2020 USD,,Metric Tonne
Resources\Primary\Palm Oil,Imports,Metric Tonne,Thousand,
Resources\Primary\Palm Oil,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Palm Oil,Maximum Imports,Metric Tonne,Thousand,
Resources\Primary\Palm Oil,Maximum Production,Metric Tonne,,
Resources\Primary\Palm Oil,Minimum Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Palm Oil,Minimum Production,Gigajoule,,
Resources\Primary\Palm Oil,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Palm Oil,Production Cost,2020 USD,,Metric Tonne
Resources\Primary\Palm Oil,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Palm Oil,Unmet Requirements,Percent,,
Resources\Primary\Palm Oil Mill Effluent,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Palm Oil Mill Effluent,Cost of Unmet Requirements,2020 USD,,Kilogramme
Resources\Primary\Palm Oil Mill Effluent,Export Benefit,2020 USD,,Kilogramme
Resources\Primary\Palm Oil Mill Effluent,Exports,Gigajoule,,
Resources\Primary\Palm Oil Mill Effluent,Import Cost,2020 USD,,Kilogramme
Resources\Primary\Palm Oil Mill Effluent,Imports,Gigajoule,,
Resources\Primary\Palm Oil Mill Effluent,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Palm Oil Mill Effluent,Maximum Imports,Gigajoule,,
Resources\Primary\Palm Oil Mill Effluent,Maximum Production,Metric Tonne,,
Resources\Primary\Palm Oil Mill Effluent,Minimum Imports,Gigajoule,,
Resources\Primary\Palm Oil Mill Effluent,Minimum Production,Gigajoule,,
Resources\Primary\Palm Oil Mill Effluent,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Palm Oil Mill Effluent,Production Cost,2020 USD,,Tonnes of Oil Equivalent
Resources\Primary\Palm Oil Mill Effluent,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Palm Oil Mill Effluent,Unmet Requirements,Percent,,
Resources\Primary\Perennial,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Perennial,Cost of Unmet Requirements,2020 USD,,Metric Tonne
Resources\Primary\Perennial,Export Benefit,2020 USD,,Metric Tonne
Resources\Primary\Perennial,Exports,Gigajoule,,
Resources\Primary\Perennial,Import Cost,2020 USD,,Metric Tonne
Resources\Primary\Perennial,Imports,Gigajoule,,
Resources\Primary\Perennial,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Perennial,Maximum Imports,Gigajoule,,
Resources\Primary\Perennial,Maximum Production,Cubic Meter,,
Resources\Primary\Perennial,Minimum Imports,Gigajoule,,
Resources\Primary\Perennial,Minimum Production,Gigajoule,,
Resources\Primary\Perennial,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Perennial,Production Cost,2020 USD,,Metric Tonne
Resources\Primary\Perennial,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Perennial,Unmet Requirements,Percent,,
Resources\Primary\Small Hydro,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Small Hydro,Cost of Unmet Requirements,2020 USD,,Gigajoule
Resources\Primary\Small Hydro,Export Benefit,2020 USD,,Gigajoule
Resources\Primary\Small Hydro,Exports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Small Hydro,Import Cost,2020 USD,,Gigajoule
Resources\Primary\Small Hydro,Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Small Hydro,Industrial Consumer Price,2011 USD / GJ,,
Resources\Primary\Small Hydro,Maximum Imports,Gigajoule,,
Resources\Primary\Small Hydro,Maximum Production,Terawatt-hour,,
Resources\Primary\Small Hydro,Minimum Imports,Tonnes of Oil Equivalent,Thousand,
Resources\Primary\Small Hydro,Minimum Production,Gigajoule,,
Resources\Primary\Small Hydro,Other Consumer Price,2011 USD / GJ,,
Resources\Primary\Small Hydro,Production Cost,2020 USD,,Gigajoule
Resources\Primary\Small Hydro,Residential Consumer Price,2011 USD / GJ,,
Resources\Primary\Small Hydro,Unmet Requirements,Percent,,
Resources\Primary\Solar,Commercial Consumer Price,2011 USD / GJ,,
Resources\Primary\Solar,Cost of Unmet Requirements,2020 USD,,Gigajoule
Resources\Primary\Solar,Export Benefit,2020 USD,,Gigajoule
Resources\Primary\Solar,Exports,Tonnes of Oil Equivalent,Thousand,
