branch_path,variable,scenario,region,expression,units,scale,per
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Current Accounts,Philippines,0,U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Current Accounts,Singapore,0,U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Current Accounts,Thailand,0,U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Current Accounts,Timor Leste,0,U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Current Accounts,Vietnam,Remainder(100),U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Regional Aspiration Scenario,Base Template,0,U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Regional Aspiration Scenario,Brunei,0,U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Regional Aspiration Scenario,Cambodia,0,U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Regional Aspiration Scenario,Indonesia,0,U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Regional Aspiration Scenario,Laos,0,U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Regional Aspiration Scenario,Malaysia,0,U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Regional Aspiration Scenario,Myanmar,0,U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Regional Aspiration Scenario,Philippines,0,U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Regional Aspiration Scenario,Singapore,0,U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Regional Aspiration Scenario,Thailand,0,U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Regional Aspiration Scenario,Timor Leste,0,U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Price,Regional Aspiration Scenario,Vietnam,Remainder(100),U.S. Dollar,,Kilowatt-Hour
Transformation\Anthracite Coal Production\Output Fuels\Coal Anthracite,Output Share,Regional Aspiration Scenario,ALL (12 regions),100,Share,%,
Transformation\Anthracite Coal Production\Processes\All Mines,Dispatch Rule,AMS Target Scenario,ALL (12 regions),PercentShare,None,,
Transformation\Anthracite Coal Production\Processes\All Mines,Dispatch Rule,Baseline Simulation,ALL (12 regions),PercentShare,None,,
Transformation\Anthracite Coal Production\Processes\All Mines,Dispatch Rule,Current Accounts,ALL (12 regions),PercentShare,None,,
Transformation\Anthracite Coal Production\Processes\All Mines,Lifetime,Regional Aspiration Scenario,ALL (12 regions),30,Years,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,AMS Target Scenario,Base Template,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,AMS Target Scenario,Brunei,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 11.1111111112, 2013, 52.8957528957, 2014, 60.1542416452, 2015, 59.9508599509, 2016, 60.7981220657, 2017, 80.7563959956, 2018, 61.9246861925, 2019, 59.8762445572, 2020, 57.5899933239, 2022, 0)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,AMS Target Scenario,Cambodia,"Interp(2005, 21.2350099628, 2006, 17.8937327181, 2007, 9.94923960178, 2008, 10.6936889588, 2009, 0, 2010, 0, 2011, 8.15124301092, 2012, 9.86931424607, 2013, 2.04084313651, 2014, 2.02288572372, 2015, 0, 2016, 0.545567343943, 2017, 11.8131582064, 2018, 0, 2019, 0, 2020, 0, 2022, 10)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,AMS Target Scenario,Indonesia,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,AMS Target Scenario,Laos,"Interp(2005, 0.13201320132, 2006, 0.275860215054, 2007, 0, 2008, 0.122943490701, 2009, 0.127544298046, 2010, 0.0630856601988, 2011, 0, 2012, 0.0848325673014, 2013, 0, 2014, 0.0414771622935, 2015, 45.4224445379, 2016, 14.5610790613, 2017, 8.72442884616, 2018, 0, 2019, 0, 2020, 0)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,AMS Target Scenario,Malaysia,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,AMS Target Scenario,Myanmar,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,AMS Target Scenario,Philippines,"Interp(2005, 2.98, 2006, 0, 2007, 0, 2008, 5.59, 2009, 2.46, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0.68, 2018, 1.5, 2019, 0.23, 2020, 3.15, 2022, 0)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,AMS Target Scenario,Singapore,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,AMS Target Scenario,Thailand,"Interp(2022, 10)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,AMS Target Scenario,Timor Leste,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,AMS Target Scenario,Vietnam,"Interp(2005, 9.24400175014, 2006, 8.49141657686, 2007, 7.80863765005, 2008, 9.93548036955, 2009, 13.5063634965, 2010, 5.74715146461, 2011, 3.26755499816, 2012, 1.69541066792, 2013, 0, 2014, 4.29588020583, 2015, 0.715488511663, 2016, 1.83170540475, 2017, 0, 2018, 17.5861825665, 2019, 18.9504671056, 2020, 22.5935083671, 2022, 10)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Baseline Simulation,Base Template,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Baseline Simulation,Brunei,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 11.1111111112, 2013, 52.8957528957, 2014, 60.1542416452, 2015, 59.9508599509, 2016, 60.7981220657, 2017, 80.7563959956, 2018, 61.9246861925, 2019, 59.8762445572, 2020, 57.5899933239, 2022, 0)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Baseline Simulation,Cambodia,"Interp(2005, 21.2350099628, 2006, 17.8937327181, 2007, 9.94923960178, 2008, 10.6936889588, 2009, 0, 2010, 0, 2011, 8.15124301092, 2012, 9.86931424607, 2013, 2.04084313651, 2014, 2.02288572372, 2015, 0, 2016, 0.545567343943, 2017, 11.8131582064, 2018, 0, 2019, 0, 2020, 0, 2022, 10)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Baseline Simulation,Indonesia,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Baseline Simulation,Laos,"Interp(2005, 0.13201320132, 2006, 0.275860215054, 2007, 0, 2008, 0.122943490701, 2009, 0.127544298046, 2010, 0.0630856601988, 2011, 0, 2012, 0.0848325673014, 2013, 0, 2014, 0.0414771622935, 2015, 45.4224445379, 2016, 14.5610790613, 2017, 8.72442884616, 2018, 0, 2019, 0, 2020, 0)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Baseline Simulation,Malaysia,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Baseline Simulation,Myanmar,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Baseline Simulation,Philippines,"Interp(2005, 2.98, 2006, 0, 2007, 0, 2008, 5.59, 2009, 2.46, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0.68, 2018, 1.5, 2019, 0.23, 2020, 3.15, 2022, 0)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Baseline Simulation,Singapore,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Baseline Simulation,Thailand,"Interp(2022, 10)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Baseline Simulation,Timor Leste,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Baseline Simulation,Vietnam,"Interp(2005, 9.24400175014, 2006, 8.49141657686, 2007, 7.80863765005, 2008, 9.93548036955, 2009, 13.5063634965, 2010, 5.74715146461, 2011, 3.26755499816, 2012, 1.69541066792, 2013, 0, 2014, 4.29588020583, 2015, 0.715488511663, 2016, 1.83170540475, 2017, 0, 2018, 17.5861825665, 2019, 18.9504671056, 2020, 22.5935083671, 2022, 10)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Current Accounts,Base Template,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Current Accounts,Brunei,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 11.1111111112, 2013, 52.8957528957, 2014, 60.1542416452, 2015, 59.9508599509, 2016, 60.7981220657, 2017, 80.7563959956, 2018, 61.9246861925, 2019, 59.8762445572, 2020, 57.5899933239, 2022, 0)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Current Accounts,Cambodia,"Interp(2005, 21.2350099628, 2006, 17.8937327181, 2007, 9.94923960178, 2008, 10.6936889588, 2009, 0, 2010, 0, 2011, 8.15124301092, 2012, 9.86931424607, 2013, 2.04084313651, 2014, 2.02288572372, 2015, 0, 2016, 0.545567343943, 2017, 11.8131582064, 2018, 0, 2019, 0, 2020, 0, 2022, 10)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Current Accounts,Indonesia,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Current Accounts,Laos,"Interp(2005, 0.13201320132, 2006, 0.275860215054, 2007, 0, 2008, 0.122943490701, 2009, 0.127544298046, 2010, 0.0630856601988, 2011, 0, 2012, 0.0848325673014, 2013, 0, 2014, 0.0414771622935, 2015, 45.4224445379, 2016, 14.5610790613, 2017, 8.72442884616, 2018, 0, 2019, 0, 2020, 0)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Current Accounts,Malaysia,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Current Accounts,Myanmar,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Current Accounts,Philippines,"Interp(2005, 2.98, 2006, 0, 2007, 0, 2008, 5.59, 2009, 2.46, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0.68, 2018, 1.5, 2019, 0.23, 2020, 3.15, 2022, 0)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Current Accounts,Singapore,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Current Accounts,Thailand,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Current Accounts,Timor Leste,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Current Accounts,Vietnam,"Interp(2005, 9.24400175014, 2006, 8.49141657686, 2007, 7.80863765005, 2008, 9.93548036955, 2009, 13.5063634965, 2010, 5.74715146461, 2011, 3.26755499816, 2012, 1.69541066792, 2013, 0, 2014, 4.29588020583, 2015, 0.715488511663, 2016, 1.83170540475, 2017, 0, 2018, 17.5861825665, 2019, 18.9504671056, 2020, 22.5935083671, 2022, 10)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Regional Aspiration Scenario,Base Template,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Regional Aspiration Scenario,Brunei,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 11.1111111112, 2013, 52.8957528957, 2014, 60.1542416452, 2015, 59.9508599509, 2016, 60.7981220657, 2017, 80.7563959956, 2018, 61.9246861925, 2019, 59.8762445572, 2020, 57.5899933239, 2022, 0)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Regional Aspiration Scenario,Cambodia,"Interp(2005, 21.2350099628, 2006, 17.8937327181, 2007, 9.94923960178, 2008, 10.6936889588, 2009, 0, 2010, 0, 2011, 8.15124301092, 2012, 9.86931424607, 2013, 2.04084313651, 2014, 2.02288572372, 2015, 0, 2016, 0.545567343943, 2017, 11.8131582064, 2018, 0, 2019, 0, 2020, 0, 2022, 10)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Regional Aspiration Scenario,Indonesia,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Regional Aspiration Scenario,Laos,"Interp(2005, 0.13201320132, 2006, 0.275860215054, 2007, 0, 2008, 0.122943490701, 2009, 0.127544298046, 2010, 0.0630856601988, 2011, 0, 2012, 0.0848325673014, 2013, 0, 2014, 0.0414771622935, 2015, 45.4224445379, 2016, 14.5610790613, 2017, 8.72442884616, 2018, 0, 2019, 0, 2020, 0)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Regional Aspiration Scenario,Malaysia,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Regional Aspiration Scenario,Myanmar,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Regional Aspiration Scenario,Philippines,"Interp(2005, 2.98, 2006, 0, 2007, 0, 2008, 5.59, 2009, 2.46, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0.68, 2018, 1.5, 2019, 0.23, 2020, 3.15, 2022, 0)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Regional Aspiration Scenario,Singapore,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Regional Aspiration Scenario,Thailand,"Interp(2022, 10)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Regional Aspiration Scenario,Timor Leste,0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Losses,Regional Aspiration Scenario,Vietnam,"Interp(2005, 9.24400175014, 2006, 8.49141657686, 2007, 7.80863765005, 2008, 9.93548036955, 2009, 13.5063634965, 2010, 5.74715146461, 2011, 3.26755499816, 2012, 1.69541066792, 2013, 0, 2014, 4.29588020583, 2015, 0.715488511663, 2016, 1.83170540475, 2017, 0, 2018, 17.5861825665, 2019, 18.9504671056, 2020, 22.5935083671, 2022, 10)",Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Maximum Production,Regional Aspiration Scenario,ALL (12 regions),Unlimited,Gigajoule,,
Transformation\Anthracite Coal Production\Processes\All Mines,Maximum_Share_of_Production,AMS Target Scenario,ALL (12 regions),100,%,,
Transformation\Anthracite Coal Production\Processes\All Mines,Maximum_Share_of_Production,Baseline Simulation,ALL (12 regions),100,%,,
Transformation\Anthracite Coal Production\Processes\All Mines,Maximum_Share_of_Production,Regional Aspiration Scenario,ALL (12 regions),100,%,,
Transformation\Anthracite Coal Production\Processes\All Mines,Minimum Production,Regional Aspiration Scenario,ALL (12 regions),0,Gigajoule,,
Transformation\Anthracite Coal Production\Processes\All Mines,Minimum Share of Production,Regional Aspiration Scenario,ALL (12 regions),0,Percent,,
Transformation\Anthracite Coal Production\Processes\All Mines,Optimized New Capacity,Regional Aspiration Scenario,Base Template,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX),Tonnes Oil Equiv/Year,Thousand,
Transformation\Anthracite Coal Production\Processes\All Mines,Optimized New Capacity,Regional Aspiration Scenario,Brunei,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX),Tonnes Oil Equiv/Year,Thousand,
Transformation\Anthracite Coal Production\Processes\All Mines,Optimized New Capacity,Regional Aspiration Scenario,Cambodia,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX),Tonnes Oil Equiv/Year,Thousand,
Transformation\Anthracite Coal Production\Processes\All Mines,Optimized New Capacity,Regional Aspiration Scenario,Indonesia,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX),Tonnes Oil Equiv/Year,Thousand,
Transformation\Anthracite Coal Production\Processes\All Mines,Optimized New Capacity,Regional Aspiration Scenario,Laos,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX),Tonnes Oil Equiv/Year,Thousand,
Transformation\Anthracite Coal Production\Processes\All Mines,Optimized New Capacity,Regional Aspiration Scenario,Malaysia,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX),Tonnes Oil Equiv/Year,Thousand,
Transformation\Anthracite Coal Production\Processes\All Mines,Optimized New Capacity,Regional Aspiration Scenario,Myanmar,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX),Tonnes Oil Equiv/Year,Thousand,
Transformation\Anthracite Coal Production\Processes\All Mines,Optimized New Capacity,Regional Aspiration Scenario,Philippines,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX),Tonnes Oil Equiv/Year,Thousand,
Transformation\Anthracite Coal Production\Processes\All Mines,Optimized New Capacity,Regional Aspiration Scenario,Singapore,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX),Tonnes Oil Equiv/Year,Thousand,
Transformation\Anthracite Coal Production\Processes\All Mines,Optimized New Capacity,Regional Aspiration Scenario,Thailand,"Data(2060, 11) ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX)",Tonnes Oil Equiv/Year,Thousand,
Transformation\Anthracite Coal Production\Processes\All Mines,Optimized New Capacity,Regional Aspiration Scenario,Timor Leste,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX),Tonnes Oil Equiv/Year,Thousand,
Transformation\Anthracite Coal Production\Processes\All Mines,Optimized New Capacity,Regional Aspiration Scenario,Vietnam,"Data(2030, 15307.6, 2060, 671) ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX)",Tonnes Oil Equiv/Year,Thousand,
Transformation\Anthracite Coal Production\Processes\All Mines,Process Share,AMS Target Scenario,ALL (12 regions),100,Share,%,
Transformation\Anthracite Coal Production\Processes\All Mines,Process Share,Baseline Simulation,ALL (12 regions),100,Share,%,
Transformation\Anthracite Coal Production\Processes\All Mines,Process Share,Current Accounts,ALL (12 regions),100,Share,%,
Transformation\Anthracite Coal Production\Processes\All Mines,Variable OM Cost,AMS Target Scenario,ALL (12 regions),0,U.S. Dollar,,Gigajoule
Transformation\Anthracite Coal Production\Processes\All Mines,Variable OM Cost,Baseline Simulation,ALL (12 regions),0,U.S. Dollar,,Gigajoule
Transformation\Anthracite Coal Production\Processes\All Mines,Variable OM Cost,Current Accounts,ALL (12 regions),0,U.S. Dollar,,Gigajoule
Transformation\Anthracite Coal Production\Processes\All Mines,Variable OM Cost,Regional Aspiration Scenario,ALL (12 regions),0,U.S. Dollar,,Gigajoule
Transformation\Anthracite Coal Production\Processes\All Mines\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,AMS Target Scenario,Base Template,100,U.S. Dollar,,Gigajoule
Transformation\Anthracite Coal Production\Processes\All Mines\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,AMS Target Scenario,Brunei,100,U.S. Dollar,,Gigajoule
Transformation\Anthracite Coal Production\Processes\All Mines\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,AMS Target Scenario,Cambodia,100,U.S. Dollar,,Gigajoule
Transformation\Anthracite Coal Production\Processes\All Mines\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,AMS Target Scenario,Indonesia,100,U.S. Dollar,,Gigajoule
Transformation\Anthracite Coal Production\Processes\All Mines\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,AMS Target Scenario,Laos,100,U.S. Dollar,,Gigajoule
Transformation\Anthracite Coal Production\Processes\All Mines\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,AMS Target Scenario,Malaysia,100,U.S. Dollar,,Gigajoule
Transformation\Anthracite Coal Production\Processes\All Mines\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,AMS Target Scenario,Myanmar,100,U.S. Dollar,,Gigajoule
Transformation\Anthracite Coal Production\Processes\All Mines\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,AMS Target Scenario,Philippines,100,U.S. Dollar,,Gigajoule
Transformation\Anthracite Coal Production\Processes\All Mines\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,AMS Target Scenario,Singapore,100,U.S. Dollar,,Gigajoule
Transformation\Anthracite Coal Production\Processes\All Mines\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,AMS Target Scenario,Thailand,100,U.S. Dollar,,Gigajoule
Transformation\Anthracite Coal Production\Processes\All Mines\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,AMS Target Scenario,Timor Leste,100,U.S. Dollar,,Gigajoule
Transformation\Anthracite Coal Production\Processes\All Mines\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,AMS Target Scenario,Vietnam,Remainder(100),U.S. Dollar,,Gigajoule
