branch_path,variable,units,scale,per
Transformation\Diesel Blending,Peak Load Ratio,Percent,,
Transformation\Diesel Blending,Planning Reserve Margin,Percent,,
Transformation\Diesel Blending,Renewable Target,Percent,,
Transformation\Diesel Blending,Use Addition Size,None,,
Transformation\Diesel Blending\Output Fuels\Blended Diesel,Export Target,Tonnes of Oil Equivalent,,
Transformation\Diesel Blending\Output Fuels\Blended Diesel,Import Target,Tonnes of Oil Equivalent,,
Transformation\Diesel Blending\Output Fuels\Blended Diesel,Output Share,Share,%,
Transformation\Diesel Blending\Output Fuels\Blended Diesel,Shortfall Rule,None,,
Transformation\Diesel Blending\Output Fuels\Blended Diesel,Surplus Rule,None,,
Transformation\Diesel Blending\Output Fuels\Blended Diesel,Usage Rule,None,,
Transformation\Diesel Blending\Processes\Biodiesel,Capacity Credit,Percent,,
Transformation\Diesel Blending\Processes\Biodiesel,Dispatch Rule,None,,
Transformation\Diesel Blending\Processes\Biodiesel,Dispatchable,Yes/No,,
Transformation\Diesel Blending\Processes\Biodiesel,Endogenous Capacity,Megawatt,,
Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,Megawatt,,
Transformation\Diesel Blending\Processes\Biodiesel,First Simulation Year,Years,,
Transformation\Diesel Blending\Processes\Biodiesel,Interest Rate,Percent,,
Transformation\Diesel Blending\Processes\Biodiesel,Lifetime,Years,,
Transformation\Diesel Blending\Processes\Biodiesel,Maximum Availability,Percent,,
Transformation\Diesel Blending\Processes\Biodiesel,Maximum Capacity,Megawatt,,
Transformation\Diesel Blending\Processes\Biodiesel,Maximum Capacity Addition,Megawatt,,
Transformation\Diesel Blending\Processes\Biodiesel,Maximum Production,Gigajoule,,
Transformation\Diesel Blending\Processes\Biodiesel,Maximum_Share_of_Production,%,,
Transformation\Diesel Blending\Processes\Biodiesel,Merit Order,Merit Order,,
Transformation\Diesel Blending\Processes\Biodiesel,Minimum Capacity,Megawatt,,
Transformation\Diesel Blending\Processes\Biodiesel,Minimum Capacity Addition,Megawatt,,
Transformation\Diesel Blending\Processes\Biodiesel,Minimum Production,Gigajoule,,
Transformation\Diesel Blending\Processes\Biodiesel,Minimum Share of Production,Percent,,
Transformation\Diesel Blending\Processes\Biodiesel,Minimum Utilization,Percent,,
Transformation\Diesel Blending\Processes\Biodiesel,Optimized New Capacity,Megawatt,,
Transformation\Diesel Blending\Processes\Biodiesel,Process Efficiency,Percent,,
Transformation\Diesel Blending\Processes\Biodiesel,Process Share,Share,%,
Transformation\Diesel Blending\Processes\Biodiesel,Renewable Qualified,Percent,,
Transformation\Diesel Blending\Processes\Biodiesel\Feedstock Fuels\Biodiesel,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Diesel Blending\Processes\Biodiesel\Feedstock Fuels\Biodiesel,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Diesel Blending\Processes\Diesel,Capacity Credit,Percent,,
Transformation\Diesel Blending\Processes\Diesel,Dispatch Rule,None,,
Transformation\Diesel Blending\Processes\Diesel,Dispatchable,Yes/No,,
Transformation\Diesel Blending\Processes\Diesel,Endogenous Capacity,Megawatt,,
Transformation\Diesel Blending\Processes\Diesel,Exogenous Capacity,Megawatt,,
Transformation\Diesel Blending\Processes\Diesel,First Simulation Year,Years,,
Transformation\Diesel Blending\Processes\Diesel,Interest Rate,Percent,,
Transformation\Diesel Blending\Processes\Diesel,Lifetime,Years,,
Transformation\Diesel Blending\Processes\Diesel,Maximum Availability,Percent,,
Transformation\Diesel Blending\Processes\Diesel,Maximum Capacity,Megawatt,,
Transformation\Diesel Blending\Processes\Diesel,Maximum Capacity Addition,Megawatt,,
Transformation\Diesel Blending\Processes\Diesel,Maximum Production,Gigajoule,,
Transformation\Diesel Blending\Processes\Diesel,Maximum_Share_of_Production,%,,
Transformation\Diesel Blending\Processes\Diesel,Merit Order,Merit Order,,
Transformation\Diesel Blending\Processes\Diesel,Minimum Capacity,Megawatt,,
Transformation\Diesel Blending\Processes\Diesel,Minimum Capacity Addition,Megawatt,,
Transformation\Diesel Blending\Processes\Diesel,Minimum Production,Gigajoule,,
Transformation\Diesel Blending\Processes\Diesel,Minimum Share of Production,Percent,,
Transformation\Diesel Blending\Processes\Diesel,Minimum Utilization,Percent,,
Transformation\Diesel Blending\Processes\Diesel,Optimized New Capacity,Megawatt,,
Transformation\Diesel Blending\Processes\Diesel,Process Efficiency,Percent,,
Transformation\Diesel Blending\Processes\Diesel,Process Share,Share,%,
Transformation\Diesel Blending\Processes\Diesel,Renewable Qualified,Percent,,
Transformation\Diesel Blending\Processes\Diesel\Feedstock Fuels\Diesel,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Diesel Blending\Processes\Diesel\Feedstock Fuels\Diesel,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Energy Sector Own Use,Module Costs,U.S. Dollar,,
Transformation\Energy Sector Own Use\Processes\Crude Oil,Lifetime,Years,,
Transformation\Energy Sector Own Use\Processes\Crude Oil,Losses,Percent,,
Transformation\Energy Sector Own Use\Processes\Crude Oil,Maximum Production,Gigajoule,,
Transformation\Energy Sector Own Use\Processes\Crude Oil,Maximum_Share_of_Production,%,,
Transformation\Energy Sector Own Use\Processes\Crude Oil,Minimum Production,Gigajoule,,
Transformation\Energy Sector Own Use\Processes\Crude Oil,Minimum Share of Production,Percent,,
Transformation\Energy Sector Own Use\Processes\Crude Oil,Optimized New Capacity,Megawatt,,
Transformation\Energy Sector Own Use\Processes\Crude Oil,Variable OM Cost,2020 USD,,Tonnes of Oil Equivalent
Transformation\Energy Sector Own Use\Processes\Crude Oil\Feedstock Fuels\Crude Oil,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Energy Sector Own Use\Processes\Crude Oil\Feedstock Fuels\Crude Oil,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Energy Sector Own Use\Processes\Crude Oil\Feedstock Fuels\Crude Oil,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Energy Sector Own Use\Processes\Crude Oil\Feedstock Fuels\Crude Oil\Ammonia,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Energy Sector Own Use\Processes\Crude Oil\Feedstock Fuels\Crude Oil\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Crude Oil\Feedstock Fuels\Crude Oil\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Energy Sector Own Use\Processes\Crude Oil\Feedstock Fuels\Crude Oil\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Crude Oil\Feedstock Fuels\Crude Oil\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Crude Oil\Feedstock Fuels\Crude Oil\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Crude Oil\Feedstock Fuels\Crude Oil\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Crude Oil\Feedstock Fuels\Crude Oil\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Crude Oil\Feedstock Fuels\Crude Oil\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Crude Oil\Feedstock Fuels\Crude Oil\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Crude Oil\Feedstock Fuels\Crude Oil\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Crude Oil\Feedstock Fuels\Crude Oil\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Energy Sector Own Use\Processes\Electricity,Lifetime,Years,,
Transformation\Energy Sector Own Use\Processes\Electricity,Losses,Percent,,
Transformation\Energy Sector Own Use\Processes\Electricity,Maximum Production,Gigajoule,,
Transformation\Energy Sector Own Use\Processes\Electricity,Maximum_Share_of_Production,%,,
Transformation\Energy Sector Own Use\Processes\Electricity,Minimum Production,Gigajoule,,
Transformation\Energy Sector Own Use\Processes\Electricity,Minimum Share of Production,Percent,,
Transformation\Energy Sector Own Use\Processes\Electricity,Optimized New Capacity,Megawatt,,
Transformation\Energy Sector Own Use\Processes\Electricity,Variable OM Cost,2020 USD,,Tonnes of Oil Equivalent
Transformation\Energy Sector Own Use\Processes\Electricity\Feedstock Fuels\Electricity,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Energy Sector Own Use\Processes\Electricity\Feedstock Fuels\Electricity,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Energy Sector Own Use\Processes\Electricity\Feedstock Fuels\Electricity,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Energy Sector Own Use\Processes\LNG,Lifetime,Years,,
Transformation\Energy Sector Own Use\Processes\LNG,Losses,Percent,,
Transformation\Energy Sector Own Use\Processes\LNG,Maximum Production,Gigajoule,,
Transformation\Energy Sector Own Use\Processes\LNG,Maximum_Share_of_Production,%,,
Transformation\Energy Sector Own Use\Processes\LNG,Minimum Production,Gigajoule,,
Transformation\Energy Sector Own Use\Processes\LNG,Minimum Share of Production,Percent,,
Transformation\Energy Sector Own Use\Processes\LNG,Optimized New Capacity,Megawatt,,
Transformation\Energy Sector Own Use\Processes\LNG,Variable OM Cost,2020 USD,,Tonnes of Oil Equivalent
Transformation\Energy Sector Own Use\Processes\LNG\Feedstock Fuels\LNG,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Energy Sector Own Use\Processes\LNG\Feedstock Fuels\LNG,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Energy Sector Own Use\Processes\LNG\Feedstock Fuels\LNG,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Energy Sector Own Use\Processes\LNG\Feedstock Fuels\LNG\Ammonia,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Energy Sector Own Use\Processes\LNG\Feedstock Fuels\LNG\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LNG\Feedstock Fuels\LNG\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Energy Sector Own Use\Processes\LNG\Feedstock Fuels\LNG\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LNG\Feedstock Fuels\LNG\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LNG\Feedstock Fuels\LNG\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LNG\Feedstock Fuels\LNG\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LNG\Feedstock Fuels\LNG\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LNG\Feedstock Fuels\LNG\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LNG\Feedstock Fuels\LNG\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LNG\Feedstock Fuels\LNG\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LNG\Feedstock Fuels\LNG\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Energy Sector Own Use\Processes\LPG,Lifetime,Years,,
Transformation\Energy Sector Own Use\Processes\LPG,Losses,Percent,,
Transformation\Energy Sector Own Use\Processes\LPG,Maximum Production,Gigajoule,,
Transformation\Energy Sector Own Use\Processes\LPG,Maximum_Share_of_Production,%,,
Transformation\Energy Sector Own Use\Processes\LPG,Minimum Production,Gigajoule,,
Transformation\Energy Sector Own Use\Processes\LPG,Minimum Share of Production,Percent,,
Transformation\Energy Sector Own Use\Processes\LPG,Optimized New Capacity,Megawatt,,
Transformation\Energy Sector Own Use\Processes\LPG,Variable OM Cost,2020 USD,,Tonnes of Oil Equivalent
Transformation\Energy Sector Own Use\Processes\LPG\Feedstock Fuels\LPG,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Energy Sector Own Use\Processes\LPG\Feedstock Fuels\LPG,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Energy Sector Own Use\Processes\LPG\Feedstock Fuels\LPG,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Energy Sector Own Use\Processes\LPG\Feedstock Fuels\LPG\Ammonia,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Energy Sector Own Use\Processes\LPG\Feedstock Fuels\LPG\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LPG\Feedstock Fuels\LPG\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Energy Sector Own Use\Processes\LPG\Feedstock Fuels\LPG\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LPG\Feedstock Fuels\LPG\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LPG\Feedstock Fuels\LPG\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LPG\Feedstock Fuels\LPG\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LPG\Feedstock Fuels\LPG\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LPG\Feedstock Fuels\LPG\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LPG\Feedstock Fuels\LPG\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LPG\Feedstock Fuels\LPG\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\LPG\Feedstock Fuels\LPG\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Energy Sector Own Use\Processes\Natural Gas,Lifetime,Years,,
Transformation\Energy Sector Own Use\Processes\Natural Gas,Losses,Percent,,
Transformation\Energy Sector Own Use\Processes\Natural Gas,Maximum Production,Gigajoule,,
Transformation\Energy Sector Own Use\Processes\Natural Gas,Maximum_Share_of_Production,%,,
Transformation\Energy Sector Own Use\Processes\Natural Gas,Minimum Production,Gigajoule,,
Transformation\Energy Sector Own Use\Processes\Natural Gas,Minimum Share of Production,Percent,,
Transformation\Energy Sector Own Use\Processes\Natural Gas,Optimized New Capacity,Megawatt,,
Transformation\Energy Sector Own Use\Processes\Natural Gas,Variable OM Cost,2020 USD,,Tonnes of Oil Equivalent
Transformation\Energy Sector Own Use\Processes\Natural Gas\Feedstock Fuels\Natural Gas,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Energy Sector Own Use\Processes\Natural Gas\Feedstock Fuels\Natural Gas,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Energy Sector Own Use\Processes\Natural Gas\Feedstock Fuels\Natural Gas,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Energy Sector Own Use\Processes\Natural Gas\Feedstock Fuels\Natural Gas\Ammonia,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Energy Sector Own Use\Processes\Natural Gas\Feedstock Fuels\Natural Gas\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Natural Gas\Feedstock Fuels\Natural Gas\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Energy Sector Own Use\Processes\Natural Gas\Feedstock Fuels\Natural Gas\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Natural Gas\Feedstock Fuels\Natural Gas\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Natural Gas\Feedstock Fuels\Natural Gas\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Natural Gas\Feedstock Fuels\Natural Gas\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Natural Gas\Feedstock Fuels\Natural Gas\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Natural Gas\Feedstock Fuels\Natural Gas\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Natural Gas\Feedstock Fuels\Natural Gas\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Natural Gas\Feedstock Fuels\Natural Gas\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Energy Sector Own Use\Processes\Natural Gas\Feedstock Fuels\Natural Gas\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Gas Processing,Module Costs,2020 USD,,
Transformation\Gas Processing,Optimize,None,,
Transformation\Gas Processing,Peak Load Ratio,Percent,,
Transformation\Gas Processing,Planning Reserve Margin,Percent,,
Transformation\Gas Processing,Renewable Target,Percent,,
Transformation\Gas Processing,Use Addition Size,None,,
Transformation\Gas Processing\Output Fuels\Diesel,Export Target,Tonnes of Oil Equivalent,Thousand,
Transformation\Gas Processing\Output Fuels\Diesel,Import Target,Tonnes of Oil Equivalent,Thousand,
Transformation\Gas Processing\Output Fuels\Diesel,Output Price,U.S. Dollar,,Kilowatt-Hour
Transformation\Gas Processing\Output Fuels\Diesel,Output Share,Share,%,
Transformation\Gas Processing\Output Fuels\Diesel,Shortfall Rule,None,,
Transformation\Gas Processing\Output Fuels\Diesel,Surplus Rule,None,,
Transformation\Gas Processing\Output Fuels\Diesel,Usage Rule,None,,
Transformation\Gas Processing\Output Fuels\Kerosene,Export Target,Tonnes of Oil Equivalent,Thousand,
Transformation\Gas Processing\Output Fuels\Kerosene,Import Target,Tonnes of Oil Equivalent,Thousand,
Transformation\Gas Processing\Output Fuels\Kerosene,Output Price,U.S. Dollar,,Kilowatt-Hour
Transformation\Gas Processing\Output Fuels\Kerosene,Output Share,Share,%,
Transformation\Gas Processing\Output Fuels\Kerosene,Shortfall Rule,None,,
Transformation\Gas Processing\Output Fuels\Kerosene,Surplus Rule,None,,
Transformation\Gas Processing\Output Fuels\Kerosene,Usage Rule,None,,
Transformation\Gas Processing\Output Fuels\LNG,Export Target,Tonnes of Oil Equivalent,Thousand,
Transformation\Gas Processing\Output Fuels\LNG,Import Target,Tonnes of Oil Equivalent,Thousand,
Transformation\Gas Processing\Output Fuels\LNG,Output Price,U.S. Dollar,,Kilowatt-Hour
Transformation\Gas Processing\Output Fuels\LNG,Output Share,Share,%,
Transformation\Gas Processing\Output Fuels\LNG,Shortfall Rule,None,,
Transformation\Gas Processing\Output Fuels\LNG,Surplus Rule,None,,
Transformation\Gas Processing\Output Fuels\LNG,Usage Rule,None,,
Transformation\Gas Processing\Output Fuels\LPG,Export Target,Tonnes of Oil Equivalent,Thousand,
Transformation\Gas Processing\Output Fuels\LPG,Import Target,Tonnes of Oil Equivalent,Thousand,
Transformation\Gas Processing\Output Fuels\LPG,Output Price,U.S. Dollar,,Kilowatt-Hour
Transformation\Gas Processing\Output Fuels\LPG,Output Share,Share,%,
Transformation\Gas Processing\Output Fuels\LPG,Shortfall Rule,None,,
Transformation\Gas Processing\Output Fuels\LPG,Surplus Rule,None,,
Transformation\Gas Processing\Output Fuels\LPG,Usage Rule,None,,
Transformation\Gas Processing\Output Fuels\Natural Gas Liquids,Export Target,Tonnes of Oil Equivalent,Thousand,
Transformation\Gas Processing\Output Fuels\Natural Gas Liquids,Import Target,Tonnes of Oil Equivalent,Thousand,
Transformation\Gas Processing\Output Fuels\Natural Gas Liquids,Output Price,U.S. Dollar,,Kilowatt-Hour
Transformation\Gas Processing\Output Fuels\Natural Gas Liquids,Output Share,Share,%,
Transformation\Gas Processing\Output Fuels\Natural Gas Liquids,Shortfall Rule,None,,
Transformation\Gas Processing\Output Fuels\Natural Gas Liquids,Surplus Rule,None,,
Transformation\Gas Processing\Output Fuels\Natural Gas Liquids,Usage Rule,None,,
Transformation\Gas Processing\Output Fuels\Oil,Export Target,Tonnes of Oil Equivalent,Thousand,
Transformation\Gas Processing\Output Fuels\Oil,Import Target,Tonnes of Oil Equivalent,Thousand,
Transformation\Gas Processing\Output Fuels\Oil,Output Price,U.S. Dollar,,Kilowatt-Hour
Transformation\Gas Processing\Output Fuels\Oil,Output Share,Share,%,
Transformation\Gas Processing\Output Fuels\Oil,Shortfall Rule,None,,
Transformation\Gas Processing\Output Fuels\Oil,Surplus Rule,None,,
Transformation\Gas Processing\Output Fuels\Oil,Usage Rule,None,,
Transformation\Gas Processing\Processes\Natural Gas,Capacity Credit,Percent,,
