domain,variable,scenario,region,year,value,unit,branch_leaf,branch_path
power,Generation,AMS Target Scenario,Cambodia,2030,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Cambodia,2040,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Cambodia,2050,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Cambodia,2060,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Indonesia,2010,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Indonesia,2020,67.53400000000002,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Indonesia,2030,52.55299199999998,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Indonesia,2040,68.34201600000002,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Indonesia,2050,68.34201600000003,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Indonesia,2060,68.34201600000003,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Laos,2010,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Laos,2020,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Laos,2030,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Laos,2040,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Laos,2050,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Laos,2060,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Malaysia,2010,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Malaysia,2020,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Malaysia,2030,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Malaysia,2040,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Malaysia,2050,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Malaysia,2060,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Myanmar,2010,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Myanmar,2020,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Myanmar,2030,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Myanmar,2040,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Myanmar,2050,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Myanmar,2060,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Philippines,2010,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Philippines,2020,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Philippines,2030,1.8921600000000007,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Philippines,2040,1.892160000000001,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Philippines,2050,1.892160000000001,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Philippines,2060,1.892160000000001,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Singapore,2010,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Singapore,2020,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Singapore,2030,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Singapore,2040,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Singapore,2050,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Singapore,2060,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Thailand,2010,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Thailand,2020,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Thailand,2030,0.4204800000000003,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Thailand,2040,0.4204800000000003,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Thailand,2050,0.4204800000000003,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Thailand,2060,0.4204800000000003,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Vietnam,2010,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Vietnam,2020,0.0,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Vietnam,2030,47.000329344000036,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Vietnam,2040,98.63061302399994,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Vietnam,2050,174.61134902399985,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Vietnam,2060,174.61134902399985,TWh,Coal Supercritical,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical
power,Generation,AMS Target Scenario,Brunei,2010,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Brunei,2020,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Brunei,2030,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Brunei,2040,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Brunei,2050,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Brunei,2060,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Cambodia,2010,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Cambodia,2020,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Cambodia,2030,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Cambodia,2040,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Cambodia,2050,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Cambodia,2060,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Indonesia,2010,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Indonesia,2020,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Indonesia,2030,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Indonesia,2040,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Indonesia,2050,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Indonesia,2060,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Laos,2010,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Laos,2020,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Laos,2030,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Laos,2040,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Laos,2050,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Laos,2060,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Malaysia,2010,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Malaysia,2020,17.77507,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Malaysia,2030,25.281403800000017,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Malaysia,2040,30.493678259999978,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Malaysia,2050,30.493678259999978,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Malaysia,2060,30.493678259999978,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Myanmar,2010,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Myanmar,2020,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Myanmar,2030,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Myanmar,2040,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Myanmar,2050,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Myanmar,2060,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Philippines,2010,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Philippines,2020,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Philippines,2030,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Philippines,2040,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Philippines,2050,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Philippines,2060,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Singapore,2010,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Singapore,2020,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Singapore,2030,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Singapore,2040,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Singapore,2050,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Singapore,2060,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Thailand,2010,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Thailand,2020,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Thailand,2030,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Thailand,2040,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Thailand,2050,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Thailand,2060,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Vietnam,2010,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Vietnam,2020,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Vietnam,2030,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Vietnam,2040,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Vietnam,2050,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Vietnam,2060,0.0,TWh,Coal Ultrasupercritical,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical
power,Generation,AMS Target Scenario,Brunei,2010,0.0,TWh,Coal IGCC,Transformation\Centralized Electricity Generation\Processes\Coal IGCC
power,Generation,AMS Target Scenario,Brunei,2020,0.9144798099999996,TWh,Coal IGCC,Transformation\Centralized Electricity Generation\Processes\Coal IGCC
power,Generation,AMS Target Scenario,Brunei,2030,1.4240256,TWh,Coal IGCC,Transformation\Centralized Electricity Generation\Processes\Coal IGCC
power,Generation,AMS Target Scenario,Brunei,2040,1.281623039999999,TWh,Coal IGCC,Transformation\Centralized Electricity Generation\Processes\Coal IGCC
power,Generation,AMS Target Scenario,Brunei,2050,1.281623039999999,TWh,Coal IGCC,Transformation\Centralized Electricity Generation\Processes\Coal IGCC
