ams,branch,variable,expression,unit,fuel,source,note,src_csv,data_confidence,scenario
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,AMS Target Scenario
Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Regional Aspiration Scenario
Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Current Accounts
Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,DEA Indonesia (computed),power sendback 20260707 (cleaned per CLEANING_NOTES_20260707),power_sendback_consolidated.csv,High,Baseline Simulation
