ams,branch,variable,expression,unit,fuel,source,note,src_csv,domain,data_confidence
Brunei,Resources\Primary\Rice Straw,Production Cost,"Interp(2025, 45.0000, 2030, 46.3663, 2035, 47.7741, 2040, 49.2246, 2045, 50.7192, 2050, 52.2591, 2055, 53.8458, 2060, 55.4807)",USD/t rice straw dry,,Searle & Malins (2013) ICCT White Paper $30-60/t dry; NREL (2011) TP-5100-47764,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Rice Straw,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Cambodia,Resources\Primary\Rice Straw,Production Cost,"Interp(2025, 45.0000, 2030, 46.3663, 2035, 47.7741, 2040, 49.2246, 2045, 50.7192, 2050, 52.2591, 2055, 53.8458, 2060, 55.4807)",USD/t rice straw dry,,Searle & Malins (2013) ICCT White Paper $30-60/t dry; NREL (2011) TP-5100-47764,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Rice Straw,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Indonesia,Resources\Primary\Rice Straw,Production Cost,"Interp(2025, 45.0000, 2030, 46.3663, 2035, 47.7741, 2040, 49.2246, 2045, 50.7192, 2050, 52.2591, 2055, 53.8458, 2060, 55.4807)",USD/t rice straw dry,,Searle & Malins (2013) ICCT White Paper $30-60/t dry; NREL (2011) TP-5100-47764,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Rice Straw,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Laos,Resources\Primary\Rice Straw,Production Cost,"Interp(2025, 45.0000, 2030, 46.3663, 2035, 47.7741, 2040, 49.2246, 2045, 50.7192, 2050, 52.2591, 2055, 53.8458, 2060, 55.4807)",USD/t rice straw dry,,Searle & Malins (2013) ICCT White Paper $30-60/t dry; NREL (2011) TP-5100-47764,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Rice Straw,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Malaysia,Resources\Primary\Rice Straw,Production Cost,"Interp(2025, 45.0000, 2030, 46.3663, 2035, 47.7741, 2040, 49.2246, 2045, 50.7192, 2050, 52.2591, 2055, 53.8458, 2060, 55.4807)",USD/t rice straw dry,,Searle & Malins (2013) ICCT White Paper $30-60/t dry; NREL (2011) TP-5100-47764,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Rice Straw,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Myanmar,Resources\Primary\Rice Straw,Production Cost,"Interp(2025, 45.0000, 2030, 46.3663, 2035, 47.7741, 2040, 49.2246, 2045, 50.7192, 2050, 52.2591, 2055, 53.8458, 2060, 55.4807)",USD/t rice straw dry,,Searle & Malins (2013) ICCT White Paper $30-60/t dry; NREL (2011) TP-5100-47764,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Rice Straw,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Philippines,Resources\Primary\Rice Straw,Production Cost,"Interp(2025, 45.0000, 2030, 46.3663, 2035, 47.7741, 2040, 49.2246, 2045, 50.7192, 2050, 52.2591, 2055, 53.8458, 2060, 55.4807)",USD/t rice straw dry,,Searle & Malins (2013) ICCT White Paper $30-60/t dry; NREL (2011) TP-5100-47764,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Rice Straw,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Singapore,Resources\Primary\Rice Straw,Production Cost,"Interp(2025, 45.0000, 2030, 46.3663, 2035, 47.7741, 2040, 49.2246, 2045, 50.7192, 2050, 52.2591, 2055, 53.8458, 2060, 55.4807)",USD/t rice straw dry,,Searle & Malins (2013) ICCT White Paper $30-60/t dry; NREL (2011) TP-5100-47764,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Rice Straw,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Thailand,Resources\Primary\Rice Straw,Production Cost,"Interp(2025, 45.0000, 2030, 46.3663, 2035, 47.7741, 2040, 49.2246, 2045, 50.7192, 2050, 52.2591, 2055, 53.8458, 2060, 55.4807)",USD/t rice straw dry,,Searle & Malins (2013) ICCT White Paper $30-60/t dry; NREL (2011) TP-5100-47764,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Rice Straw,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Vietnam,Resources\Primary\Rice Straw,Production Cost,"Interp(2025, 45.0000, 2030, 46.3663, 2035, 47.7741, 2040, 49.2246, 2045, 50.7192, 2050, 52.2591, 2055, 53.8458, 2060, 55.4807)",USD/t rice straw dry,,Searle & Malins (2013) ICCT White Paper $30-60/t dry; NREL (2011) TP-5100-47764,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Rice Straw,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Brunei,Resources\Primary\Used Cooking Oil,Maximum Production,"Interp(2025, 207, 2030, 216, 2035, 223, 2040, 230, 2045, 232, 2050, 234)",Tonne,,Geospatial pipeline 07_resource_potential.py Tier 3 'uco' — SRR + competing-use-fraction deducted per config.RESIDUE_RATIOS/WASTE_PARAMS,"Post-consumer collection infrastructure, 2025 anchor. Source: Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t. Consumed by UCO Biodiesel (future process per §B1).",Bioenergy/Geospatial Bioenergy/data/processed/resource_potential.csv,residue_resource,Medium
Cambodia,Resources\Primary\Used Cooking Oil,Maximum Production,"Interp(2025, 7920, 2030, 8370, 2035, 8753, 2040, 9135, 2045, 9382, 2050, 9630)",Tonne,,Geospatial pipeline 07_resource_potential.py Tier 3 'uco' — SRR + competing-use-fraction deducted per config.RESIDUE_RATIOS/WASTE_PARAMS,"Post-consumer collection infrastructure, 2025 anchor. Source: Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t. Consumed by UCO Biodiesel (future process per §B1).",Bioenergy/Geospatial Bioenergy/data/processed/resource_potential.csv,residue_resource,Medium
Indonesia,Resources\Primary\Used Cooking Oil,Maximum Production,"Interp(2025, 125550, 2030, 130500, 2035, 134325, 2040, 138150, 2045, 140400, 2050, 142650)",Tonne,,Geospatial pipeline 07_resource_potential.py Tier 3 'uco' — SRR + competing-use-fraction deducted per config.RESIDUE_RATIOS/WASTE_PARAMS,"Post-consumer collection infrastructure, 2025 anchor. Source: Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t. Consumed by UCO Biodiesel (future process per §B1).",Bioenergy/Geospatial Bioenergy/data/processed/resource_potential.csv,residue_resource,Medium
Laos,Resources\Primary\Used Cooking Oil,Maximum Production,"Interp(2025, 3465, 2030, 3690, 2035, 3892, 2040, 4095, 2045, 4230, 2050, 4365)",Tonne,,Geospatial pipeline 07_resource_potential.py Tier 3 'uco' — SRR + competing-use-fraction deducted per config.RESIDUE_RATIOS/WASTE_PARAMS,"Post-consumer collection infrastructure, 2025 anchor. Source: Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t. Consumed by UCO Biodiesel (future process per §B1).",Bioenergy/Geospatial Bioenergy/data/processed/resource_potential.csv,residue_resource,Medium
Malaysia,Resources\Primary\Used Cooking Oil,Maximum Production,"Interp(2025, 15435, 2030, 16155, 2035, 16740, 2040, 17325, 2045, 17640, 2050, 17955)",Tonne,,Geospatial pipeline 07_resource_potential.py Tier 3 'uco' — SRR + competing-use-fraction deducted per config.RESIDUE_RATIOS/WASTE_PARAMS,"Post-consumer collection infrastructure, 2025 anchor. Source: Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t. Consumed by UCO Biodiesel (future process per §B1).",Bioenergy/Geospatial Bioenergy/data/processed/resource_potential.csv,residue_resource,Medium
Myanmar,Resources\Primary\Used Cooking Oil,Maximum Production,"Interp(2025, 24300, 2030, 24840, 2035, 25132, 2040, 25425, 2045, 25268, 2050, 25110)",Tonne,,Geospatial pipeline 07_resource_potential.py Tier 3 'uco' — SRR + competing-use-fraction deducted per config.RESIDUE_RATIOS/WASTE_PARAMS,"Post-consumer collection infrastructure, 2025 anchor. Source: Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t. Consumed by UCO Biodiesel (future process per §B1).",Bioenergy/Geospatial Bioenergy/data/processed/resource_potential.csv,residue_resource,Medium
Philippines,Resources\Primary\Used Cooking Oil,Maximum Production,"Interp(2025, 52650, 2030, 55350, 2035, 57600, 2040, 59850, 2045, 61425, 2050, 63000)",Tonne,,Geospatial pipeline 07_resource_potential.py Tier 3 'uco' — SRR + competing-use-fraction deducted per config.RESIDUE_RATIOS/WASTE_PARAMS,"Post-consumer collection infrastructure, 2025 anchor. Source: Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t. Consumed by UCO Biodiesel (future process per §B1).",Bioenergy/Geospatial Bioenergy/data/processed/resource_potential.csv,residue_resource,Medium
Singapore,Resources\Primary\Used Cooking Oil,Maximum Production,"Interp(2025, 2700, 2030, 2790, 2035, 2835, 2040, 2880, 2045, 2880, 2050, 2880)",Tonne,,Geospatial pipeline 07_resource_potential.py Tier 3 'uco' — SRR + competing-use-fraction deducted per config.RESIDUE_RATIOS/WASTE_PARAMS,"Post-consumer collection infrastructure, 2025 anchor. Source: Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t. Consumed by UCO Biodiesel (future process per §B1).",Bioenergy/Geospatial Bioenergy/data/processed/resource_potential.csv,residue_resource,Medium
Thailand,Resources\Primary\Used Cooking Oil,Maximum Production,"Interp(2025, 32310, 2030, 32220, 2035, 31815, 2040, 31410, 2045, 30668, 2050, 29925)",Tonne,,Geospatial pipeline 07_resource_potential.py Tier 3 'uco' — SRR + competing-use-fraction deducted per config.RESIDUE_RATIOS/WASTE_PARAMS,"Post-consumer collection infrastructure, 2025 anchor. Source: Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t. Consumed by UCO Biodiesel (future process per §B1).",Bioenergy/Geospatial Bioenergy/data/processed/resource_potential.csv,residue_resource,Medium
Vietnam,Resources\Primary\Used Cooking Oil,Maximum Production,"Interp(2025, 45000, 2030, 45900, 2035, 46350, 2040, 46800, 2045, 46800, 2050, 46800)",Tonne,,Geospatial pipeline 07_resource_potential.py Tier 3 'uco' — SRR + competing-use-fraction deducted per config.RESIDUE_RATIOS/WASTE_PARAMS,"Post-consumer collection infrastructure, 2025 anchor. Source: Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t. Consumed by UCO Biodiesel (future process per §B1).",Bioenergy/Geospatial Bioenergy/data/processed/resource_potential.csv,residue_resource,Medium
Brunei,Resources\Primary\Used Cooking Oil,Production Cost,"Interp(2025, 300.0000, 2030, 309.1086, 2035, 318.4939, 2040, 328.1640, 2045, 338.1278, 2050, 348.3941, 2055, 358.9721, 2060, 369.8713)",USD/t UCO,,Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Used Cooking Oil,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Cambodia,Resources\Primary\Used Cooking Oil,Production Cost,"Interp(2025, 300.0000, 2030, 309.1086, 2035, 318.4939, 2040, 328.1640, 2045, 338.1278, 2050, 348.3941, 2055, 358.9721, 2060, 369.8713)",USD/t UCO,,Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Used Cooking Oil,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Indonesia,Resources\Primary\Used Cooking Oil,Production Cost,"Interp(2025, 300.0000, 2030, 309.1086, 2035, 318.4939, 2040, 328.1640, 2045, 338.1278, 2050, 348.3941, 2055, 358.9721, 2060, 369.8713)",USD/t UCO,,Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Used Cooking Oil,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Laos,Resources\Primary\Used Cooking Oil,Production Cost,"Interp(2025, 300.0000, 2030, 309.1086, 2035, 318.4939, 2040, 328.1640, 2045, 338.1278, 2050, 348.3941, 2055, 358.9721, 2060, 369.8713)",USD/t UCO,,Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Used Cooking Oil,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Malaysia,Resources\Primary\Used Cooking Oil,Production Cost,"Interp(2025, 300.0000, 2030, 309.1086, 2035, 318.4939, 2040, 328.1640, 2045, 338.1278, 2050, 348.3941, 2055, 358.9721, 2060, 369.8713)",USD/t UCO,,Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Used Cooking Oil,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Myanmar,Resources\Primary\Used Cooking Oil,Production Cost,"Interp(2025, 300.0000, 2030, 309.1086, 2035, 318.4939, 2040, 328.1640, 2045, 338.1278, 2050, 348.3941, 2055, 358.9721, 2060, 369.8713)",USD/t UCO,,Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Used Cooking Oil,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Philippines,Resources\Primary\Used Cooking Oil,Production Cost,"Interp(2025, 300.0000, 2030, 309.1086, 2035, 318.4939, 2040, 328.1640, 2045, 338.1278, 2050, 348.3941, 2055, 358.9721, 2060, 369.8713)",USD/t UCO,,Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Used Cooking Oil,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Singapore,Resources\Primary\Used Cooking Oil,Production Cost,"Interp(2025, 300.0000, 2030, 309.1086, 2035, 318.4939, 2040, 328.1640, 2045, 338.1278, 2050, 348.3941, 2055, 358.9721, 2060, 369.8713)",USD/t UCO,,Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Used Cooking Oil,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Thailand,Resources\Primary\Used Cooking Oil,Production Cost,"Interp(2025, 300.0000, 2030, 309.1086, 2035, 318.4939, 2040, 328.1640, 2045, 338.1278, 2050, 348.3941, 2055, 358.9721, 2060, 369.8713)",USD/t UCO,,Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Used Cooking Oil,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
Vietnam,Resources\Primary\Used Cooking Oil,Production Cost,"Interp(2025, 300.0000, 2030, 309.1086, 2035, 318.4939, 2040, 328.1640, 2045, 338.1278, 2050, 348.3941, 2055, 358.9721, 2060, 369.8713)",USD/t UCO,,Pavlenko (2019) ICCT HEFA cost breakdown $200-400/t,ASEAN-blended collection cost (no per-AMS variation v1); 2025 anchor compounded at 0.6%/yr (≈ +23% by 2060) to mirror ag-wage pass-through that crops carry via per_ams_feedstock_cost_panel. Branch: Resources\Primary\Used Cooking Oil,build_unified_input.py:load_residue_resources (RESIDUE_RESOURCES inline),residue_resource,Medium
All 10 AMS,Transformation\Bioethanol Production\Processes\Cellulosic Rice Straw,Capital Cost,"Interp(2025, 9.4423, 2030, 8.1084, 2035, 6.963, 2040, 5.9794, 2045, 5.1347, 2050, 4.4093, 2055, 3.7864, 2060, 3.2515)",USD/GJ,Ethanol,processing_cost_anchors.csv + leap_fuel_properties.csv (cost_generator.py),Harmonised across AMS (equipment is globally traded); output_fuel=Ethanol,Bioenergy/Analysis/cost_numeric_paste.csv,processing_cost,Medium
Brunei,Transformation\Bioethanol Production\Processes\Cellulosic Rice Straw,Maximum Capacity,"Interp(2025, 0.0, 2030, 0.0, 2035, 0.0, 2040, 0.0, 2045, 0.0, 2050, 0.0, 2055, 0.0, 2060, 0.0)",Million Tonnes/yr,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",baseline_2023=0.0 Mt/yr; max_addition_rate=0.0 Mt/yr/yr (empirical history); practical_ceiling=0.0 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ/yr' depending on biofuel accounting unit); source-of-truth: Bioenergy/Analysis/refinery_capacity_panel.csv; output_fuel=Ethanol,Bioenergy/Analysis/refinery_capacity_panel.csv,refining_capacity,Low
Cambodia,Transformation\Bioethanol Production\Processes\Cellulosic Rice Straw,Maximum Capacity,"Interp(2025, 0.0, 2030, 0.0, 2035, 0.0, 2040, 0.0, 2045, 0.0, 2050, 0.0, 2055, 0.0, 2060, 0.0)",Million Tonnes/yr,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",baseline_2023=0.0 Mt/yr; max_addition_rate=0.0 Mt/yr/yr (empirical history); practical_ceiling=0.0 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ/yr' depending on biofuel accounting unit); source-of-truth: Bioenergy/Analysis/refinery_capacity_panel.csv; output_fuel=Ethanol,Bioenergy/Analysis/refinery_capacity_panel.csv,refining_capacity,Low
Indonesia,Transformation\Bioethanol Production\Processes\Cellulosic Rice Straw,Maximum Capacity,"Interp(2025, 0.1, 2030, 0.35, 2035, 0.5, 2040, 0.5, 2045, 0.5, 2050, 0.5, 2055, 0.5, 2060, 0.5)",Million Tonnes/yr,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",baseline_2023=0.0 Mt/yr; max_addition_rate=0.05 Mt/yr/yr (empirical history); practical_ceiling=0.5 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ/yr' depending on biofuel accounting unit); source-of-truth: Bioenergy/Analysis/refinery_capacity_panel.csv; output_fuel=Ethanol,Bioenergy/Analysis/refinery_capacity_panel.csv,refining_capacity,Low
