r,t,f,y,val,solvedtm,region_name,tech_name,fuel_name
R13,P2668,F22,2060,18.39375617416815,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas output from ""Natural Gas Transmission and Distribution"" [LEAP ID:2]"
R13,P2668,F22,2050,19.844684147208238,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas output from ""Natural Gas Transmission and Distribution"" [LEAP ID:2]"
R13,P2653,F20,2025,0.5517000487524157,2026-05-13 13:38:49.789,Laos,LNG,"LNG output from ""Gas Processing"" [LEAP ID:64]"
R13,P2653,F20,2045,7.970867049300957,2026-05-13 13:38:49.789,Laos,LNG,"LNG output from ""Gas Processing"" [LEAP ID:64]"
R13,P2653,F20,2040,5.788747622897277,2026-05-13 13:38:49.789,Laos,LNG,"LNG output from ""Gas Processing"" [LEAP ID:64]"
R13,P2653,F20,2035,3.896339046865483,2026-05-13 13:38:49.789,Laos,LNG,"LNG output from ""Gas Processing"" [LEAP ID:64]"
R13,P2653,F20,2030,2.188655647662866,2026-05-13 13:38:49.789,Laos,LNG,"LNG output from ""Gas Processing"" [LEAP ID:64]"
R13,P2653,F20,2055,13.366627858664978,2026-05-13 13:38:49.789,Laos,LNG,"LNG output from ""Gas Processing"" [LEAP ID:64]"
R13,P2653,F20,2060,16.59464999666109,2026-05-13 13:38:49.789,Laos,LNG,"LNG output from ""Gas Processing"" [LEAP ID:64]"
R13,P2653,F20,2050,10.503671929380182,2026-05-13 13:38:49.789,Laos,LNG,"LNG output from ""Gas Processing"" [LEAP ID:64]"
R13,P2605,F72,2025,20.967732406361076,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas input to ""Natural Gas Production"" [LEAP ID:2]"
R13,P2605,F72,2045,22.202769927976806,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas input to ""Natural Gas Production"" [LEAP ID:2]"
R13,P2605,F72,2040,22.202769927976806,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas input to ""Natural Gas Production"" [LEAP ID:2]"
R13,P2605,F72,2035,22.202769927976806,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas input to ""Natural Gas Production"" [LEAP ID:2]"
R13,P2605,F72,2030,22.202769927976796,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas input to ""Natural Gas Production"" [LEAP ID:2]"
R13,P2605,F72,2055,19.21926800173188,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas input to ""Natural Gas Production"" [LEAP ID:2]"
R13,P2605,F72,2060,18.39375617416815,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas input to ""Natural Gas Production"" [LEAP ID:2]"
R13,P2605,F72,2050,22.202769927976806,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas input to ""Natural Gas Production"" [LEAP ID:2]"
R13,P4240,F13,2045,5.57809021228248,2026-05-13 13:38:49.789,Laos,Solar Floating,"Solar input to ""Centralized Electricity Generation"" [LEAP ID:30]"
R13,P4240,F13,2040,5.57809021228248,2026-05-13 13:38:49.789,Laos,Solar Floating,"Solar input to ""Centralized Electricity Generation"" [LEAP ID:30]"
R13,P4240,F13,2035,4.407069016476001,2026-05-13 13:38:49.789,Laos,Solar Floating,"Solar input to ""Centralized Electricity Generation"" [LEAP ID:30]"
R13,P4240,F13,2030,3.1479064403400008,2026-05-13 13:38:49.789,Laos,Solar Floating,"Solar input to ""Centralized Electricity Generation"" [LEAP ID:30]"
R13,P4240,F13,2055,5.57809021228248,2026-05-13 13:38:49.789,Laos,Solar Floating,"Solar input to ""Centralized Electricity Generation"" [LEAP ID:30]"
R13,P4240,F13,2060,5.57809021228248,2026-05-13 13:38:49.789,Laos,Solar Floating,"Solar input to ""Centralized Electricity Generation"" [LEAP ID:30]"
R13,P4240,F13,2050,5.57809021228248,2026-05-13 13:38:49.789,Laos,Solar Floating,"Solar input to ""Centralized Electricity Generation"" [LEAP ID:30]"
R13,P19886,F17,2025,1.3291359662925912,2026-05-13 13:38:49.789,Laos,Biodiesel,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,P19886,F17,2045,21.40115934655794,2026-05-13 13:38:49.789,Laos,Biodiesel,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,P19886,F17,2040,20.401236567559156,2026-05-13 13:38:49.789,Laos,Biodiesel,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,P19886,F17,2035,17.068415129394225,2026-05-13 13:38:49.789,Laos,Biodiesel,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,P19886,F17,2030,12.379714031907131,2026-05-13 13:38:49.789,Laos,Biodiesel,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,P19886,F17,2055,18.454296709784177,2026-05-13 13:38:49.789,Laos,Biodiesel,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,P19886,F17,2060,16.269596103202808,2026-05-13 13:38:49.789,Laos,Biodiesel,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,P19886,F17,2050,20.411913308923726,2026-05-13 13:38:49.789,Laos,Biodiesel,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,P2510,F59,2025,44.68200568594587,2026-05-13 13:38:49.789,Laos,Gasoline,"Gasoline output from ""Oil Refining"" [LEAP ID:3]"
R13,P2510,F59,2045,47.974626668876205,2026-05-13 13:38:49.789,Laos,Gasoline,"Gasoline output from ""Oil Refining"" [LEAP ID:3]"
R13,P2510,F59,2040,47.974626668876205,2026-05-13 13:38:49.789,Laos,Gasoline,"Gasoline output from ""Oil Refining"" [LEAP ID:3]"
R13,P2510,F59,2035,47.974626668876205,2026-05-13 13:38:49.789,Laos,Gasoline,"Gasoline output from ""Oil Refining"" [LEAP ID:3]"
R13,P2510,F59,2030,46.96745459516092,2026-05-13 13:38:49.789,Laos,Gasoline,"Gasoline output from ""Oil Refining"" [LEAP ID:3]"
R13,P2510,F59,2055,3.292620982930371,2026-05-13 13:38:49.789,Laos,Gasoline,"Gasoline output from ""Oil Refining"" [LEAP ID:3]"
R13,P2510,F59,2060,1.0071720737152612,2026-05-13 13:38:49.789,Laos,Gasoline,"Gasoline output from ""Oil Refining"" [LEAP ID:3]"
R13,P2510,F59,2050,47.974626668876205,2026-05-13 13:38:49.789,Laos,Gasoline,"Gasoline output from ""Oil Refining"" [LEAP ID:3]"
R13,P2521,F71,2025,20.967732406361087,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas output from ""Natural Gas Production"" [LEAP ID:2]"
R13,P2521,F71,2045,20.73754090784622,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas output from ""Natural Gas Production"" [LEAP ID:2]"
R13,P2521,F71,2040,21.46587132092771,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas output from ""Natural Gas Production"" [LEAP ID:2]"
R13,P2521,F71,2035,21.991849022571436,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas output from ""Natural Gas Production"" [LEAP ID:2]"
R13,P2521,F71,2030,22.202769927976796,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas output from ""Natural Gas Production"" [LEAP ID:2]"
R13,P2521,F71,2055,19.21926800173188,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas output from ""Natural Gas Production"" [LEAP ID:2]"
R13,P2521,F71,2060,18.39375617416815,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas output from ""Natural Gas Production"" [LEAP ID:2]"
R13,P2521,F71,2050,20.957237632586835,2026-05-13 13:38:49.789,Laos,Natural Gas,"Natural Gas output from ""Natural Gas Production"" [LEAP ID:2]"
R13,P11942,F25,2055,0.28299804995441014,2026-05-13 13:38:49.789,Laos,Pumped Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
R13,P11942,F25,2060,2.620349290624287,2026-05-13 13:38:49.789,Laos,Pumped Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
R13,P19882,F16,2025,87.132246679181,2026-05-13 13:38:49.789,Laos,Diesel,"Diesel output from ""Gas Processing"" [LEAP ID:6]"
R13,P19882,F16,2045,214.0115934655794,2026-05-13 13:38:49.789,Laos,Diesel,"Diesel output from ""Gas Processing"" [LEAP ID:6]"
R13,P19882,F16,2040,204.01236567559158,2026-05-13 13:38:49.789,Laos,Diesel,"Diesel output from ""Gas Processing"" [LEAP ID:6]"
R13,P19882,F16,2035,170.68415129394222,2026-05-13 13:38:49.789,Laos,Diesel,"Diesel output from ""Gas Processing"" [LEAP ID:6]"
R13,P19882,F16,2030,123.79714031907132,2026-05-13 13:38:49.789,Laos,Diesel,"Diesel output from ""Gas Processing"" [LEAP ID:6]"
R13,P19882,F16,2055,184.54296709784177,2026-05-13 13:38:49.789,Laos,Diesel,"Diesel output from ""Gas Processing"" [LEAP ID:6]"
R13,P19882,F16,2060,162.69596103202807,2026-05-13 13:38:49.789,Laos,Diesel,"Diesel output from ""Gas Processing"" [LEAP ID:6]"
R13,P19882,F16,2050,204.1191330892372,2026-05-13 13:38:49.789,Laos,Diesel,"Diesel output from ""Gas Processing"" [LEAP ID:6]"
R17,P2627,F74,2025,492.4222148820477,2026-05-13 13:38:49.789,Malaysia,All Mines,"Coal Bituminous input to ""Bituminous Coal Production"" [LEAP ID:13]"
R17,P2627,F74,2045,618.4437822723155,2026-05-13 13:38:49.789,Malaysia,All Mines,"Coal Bituminous input to ""Bituminous Coal Production"" [LEAP ID:13]"
R17,P2627,F74,2040,594.1850423434842,2026-05-13 13:38:49.789,Malaysia,All Mines,"Coal Bituminous input to ""Bituminous Coal Production"" [LEAP ID:13]"
R17,P2627,F74,2035,564.0565236105904,2026-05-13 13:38:49.789,Malaysia,All Mines,"Coal Bituminous input to ""Bituminous Coal Production"" [LEAP ID:13]"
R17,P2627,F74,2030,526.9569987093262,2026-05-13 13:38:49.789,Malaysia,All Mines,"Coal Bituminous input to ""Bituminous Coal Production"" [LEAP ID:13]"
R17,P2627,F74,2055,629.7648655325513,2026-05-13 13:38:49.789,Malaysia,All Mines,"Coal Bituminous input to ""Bituminous Coal Production"" [LEAP ID:13]"
R17,P2627,F74,2060,625.8899643594049,2026-05-13 13:38:49.789,Malaysia,All Mines,"Coal Bituminous input to ""Bituminous Coal Production"" [LEAP ID:13]"
R17,P2627,F74,2050,633.6637563204176,2026-05-13 13:38:49.789,Malaysia,All Mines,"Coal Bituminous input to ""Bituminous Coal Production"" [LEAP ID:13]"
R17,P2698,F24,2025,397.16050241661935,2026-05-13 13:38:49.789,Malaysia,Crude Oil,"Crude Oil output from ""Crude Oil Production"" [LEAP ID:12]"
R17,P2698,F24,2045,397.16050241661935,2026-05-13 13:38:49.789,Malaysia,Crude Oil,"Crude Oil output from ""Crude Oil Production"" [LEAP ID:12]"
R17,P2698,F24,2040,397.16050241661935,2026-05-13 13:38:49.789,Malaysia,Crude Oil,"Crude Oil output from ""Crude Oil Production"" [LEAP ID:12]"
R17,P2698,F24,2035,397.16050241661935,2026-05-13 13:38:49.789,Malaysia,Crude Oil,"Crude Oil output from ""Crude Oil Production"" [LEAP ID:12]"
R17,P2698,F24,2030,397.16050241661935,2026-05-13 13:38:49.789,Malaysia,Crude Oil,"Crude Oil output from ""Crude Oil Production"" [LEAP ID:12]"
R17,P2698,F24,2055,397.16050241661935,2026-05-13 13:38:49.789,Malaysia,Crude Oil,"Crude Oil output from ""Crude Oil Production"" [LEAP ID:12]"
R17,P2698,F24,2060,397.16050241661935,2026-05-13 13:38:49.789,Malaysia,Crude Oil,"Crude Oil output from ""Crude Oil Production"" [LEAP ID:12]"
R17,P2698,F24,2050,397.16050241661935,2026-05-13 13:38:49.789,Malaysia,Crude Oil,"Crude Oil output from ""Crude Oil Production"" [LEAP ID:12]"
R17,P2613,F73,2025,1178.3351988890508,2026-05-13 13:38:49.789,Malaysia,Crude Oil,"Crude Oil input to ""Crude Oil Production"" [LEAP ID:12]"
R17,P2613,F73,2045,1308.4159920849231,2026-05-13 13:38:49.789,Malaysia,Crude Oil,"Crude Oil input to ""Crude Oil Production"" [LEAP ID:12]"
R17,P2613,F73,2040,1288.4684752755013,2026-05-13 13:38:49.789,Malaysia,Crude Oil,"Crude Oil input to ""Crude Oil Production"" [LEAP ID:12]"
R17,P2613,F73,2035,1257.0754302568353,2026-05-13 13:38:49.789,Malaysia,Crude Oil,"Crude Oil input to ""Crude Oil Production"" [LEAP ID:12]"
R17,P2613,F73,2030,1215.9324452497517,2026-05-13 13:38:49.789,Malaysia,Crude Oil,"Crude Oil input to ""Crude Oil Production"" [LEAP ID:12]"
R17,P2613,F73,2055,1379.2929305077337,2026-05-13 13:38:49.789,Malaysia,Crude Oil,"Crude Oil input to ""Crude Oil Production"" [LEAP ID:12]"
R17,P2613,F73,2060,1457.4054770392677,2026-05-13 13:38:49.789,Malaysia,Crude Oil,"Crude Oil input to ""Crude Oil Production"" [LEAP ID:12]"
R17,P2613,F73,2050,1310.557384118284,2026-05-13 13:38:49.789,Malaysia,Crude Oil,"Crude Oil input to ""Crude Oil Production"" [LEAP ID:12]"
R17,P14937,F22,2025,0.09623905110858151,2026-05-13 13:38:49.789,Malaysia,SMR,"Natural Gas output from ""Natural Gas Transmission and Distribution"" [LEAP ID:2]"
R17,P14937,F22,2045,0.0962390511085815,2026-05-13 13:38:49.789,Malaysia,SMR,"Natural Gas output from ""Natural Gas Transmission and Distribution"" [LEAP ID:2]"
R17,P14937,F22,2040,0.09623905110858168,2026-05-13 13:38:49.789,Malaysia,SMR,"Natural Gas output from ""Natural Gas Transmission and Distribution"" [LEAP ID:2]"
R17,P14937,F22,2035,0.09623905110858151,2026-05-13 13:38:49.789,Malaysia,SMR,"Natural Gas output from ""Natural Gas Transmission and Distribution"" [LEAP ID:2]"
R17,P14937,F22,2030,0.09623905110859593,2026-05-13 13:38:49.789,Malaysia,SMR,"Natural Gas output from ""Natural Gas Transmission and Distribution"" [LEAP ID:2]"
R17,P14937,F25,2025,0.006809566952062012,2026-05-13 13:38:49.789,Malaysia,SMR,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
R17,P14937,F25,2045,0.006809566952062009,2026-05-13 13:38:49.789,Malaysia,SMR,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
R17,P14937,F25,2040,0.00680956695206202,2026-05-13 13:38:49.789,Malaysia,SMR,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
R17,P14937,F25,2035,0.006809566952062007,2026-05-13 13:38:49.789,Malaysia,SMR,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
R17,P14937,F25,2030,0.0068095669520630295,2026-05-13 13:38:49.789,Malaysia,SMR,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
R17,P2641,F18,2025,649.4563344575436,2026-05-13 13:38:49.789,Malaysia,Electricity,"Electricity output from ""Electricity Transmission and Distribution"" [LEAP ID:1]"
R17,P2641,F18,2045,766.6429089684837,2026-05-13 13:38:49.789,Malaysia,Electricity,"Electricity output from ""Electricity Transmission and Distribution"" [LEAP ID:1]"
R17,P2641,F18,2040,686.993859793583,2026-05-13 13:38:49.789,Malaysia,Electricity,"Electricity output from ""Electricity Transmission and Distribution"" [LEAP ID:1]"
R17,P2641,F18,2035,625.2052649901042,2026-05-13 13:38:49.789,Malaysia,Electricity,"Electricity output from ""Electricity Transmission and Distribution"" [LEAP ID:1]"
R17,P2641,F18,2030,640.7257114228346,2026-05-13 13:38:49.789,Malaysia,Electricity,"Electricity output from ""Electricity Transmission and Distribution"" [LEAP ID:1]"
R17,P2641,F18,2055,979.4215223084354,2026-05-13 13:38:49.789,Malaysia,Electricity,"Electricity output from ""Electricity Transmission and Distribution"" [LEAP ID:1]"
R17,P2641,F18,2060,1075.6731150949652,2026-05-13 13:38:49.789,Malaysia,Electricity,"Electricity output from ""Electricity Transmission and Distribution"" [LEAP ID:1]"
R17,P2641,F18,2050,868.6214806916511,2026-05-13 13:38:49.789,Malaysia,Electricity,"Electricity output from ""Electricity Transmission and Distribution"" [LEAP ID:1]"
R17,P2589,F22,2025,136.45486285750212,2026-05-13 13:38:49.789,Malaysia,Natural Gas,"Natural Gas output from ""Natural Gas Transmission and Distribution"" [LEAP ID:2]"
R17,P2589,F22,2045,194.61421731338612,2026-05-13 13:38:49.789,Malaysia,Natural Gas,"Natural Gas output from ""Natural Gas Transmission and Distribution"" [LEAP ID:2]"
R17,P2589,F22,2040,175.29135376821125,2026-05-13 13:38:49.789,Malaysia,Natural Gas,"Natural Gas output from ""Natural Gas Transmission and Distribution"" [LEAP ID:2]"
R17,P2589,F22,2035,159.94244874987606,2026-05-13 13:38:49.789,Malaysia,Natural Gas,"Natural Gas output from ""Natural Gas Transmission and Distribution"" [LEAP ID:2]"
R17,P2589,F22,2030,147.32063348191093,2026-05-13 13:38:49.789,Malaysia,Natural Gas,"Natural Gas output from ""Natural Gas Transmission and Distribution"" [LEAP ID:2]"
R17,P2589,F22,2055,243.5265807662954,2026-05-13 13:38:49.789,Malaysia,Natural Gas,"Natural Gas output from ""Natural Gas Transmission and Distribution"" [LEAP ID:2]"
R17,P2589,F22,2060,272.98468126349167,2026-05-13 13:38:49.789,Malaysia,Natural Gas,"Natural Gas output from ""Natural Gas Transmission and Distribution"" [LEAP ID:2]"
R17,P2589,F22,2050,217.5132722179372,2026-05-13 13:38:49.789,Malaysia,Natural Gas,"Natural Gas output from ""Natural Gas Transmission and Distribution"" [LEAP ID:2]"
R17,P2516,F25,2025,679.9165980501919,2026-05-13 13:38:49.789,Malaysia,Electricity,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
R17,P2516,F25,2045,802.599360310389,2026-05-13 13:38:49.789,Malaysia,Electricity,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
R17,P2516,F25,2040,719.2146773383411,2026-05-13 13:38:49.789,Malaysia,Electricity,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
R17,P2516,F25,2035,654.5281249896403,2026-05-13 13:38:49.789,Malaysia,Electricity,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
R17,P2516,F25,2030,670.776498558244,2026-05-13 13:38:49.789,Malaysia,Electricity,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
R17,P2516,F25,2055,1025.3575401051462,2026-05-13 13:38:49.789,Malaysia,Electricity,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
R17,P2516,F25,2060,1126.1234454511784,2026-05-13 13:38:49.789,Malaysia,Electricity,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
R17,P2516,F25,2050,909.3608466202377,2026-05-13 13:38:49.789,Malaysia,Electricity,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
R17,P2683,F21,2025,160.6519668766861,2026-05-13 13:38:49.789,Malaysia,LPG,"LPG output from ""Gas Processing"" [LEAP ID:8]"
R17,P2683,F21,2045,204.58148263788743,2026-05-13 13:38:49.789,Malaysia,LPG,"LPG output from ""Gas Processing"" [LEAP ID:8]"
R17,P2683,F21,2040,192.05178181911643,2026-05-13 13:38:49.789,Malaysia,LPG,"LPG output from ""Gas Processing"" [LEAP ID:8]"
R17,P2683,F21,2035,180.71894865803924,2026-05-13 13:38:49.789,Malaysia,LPG,"LPG output from ""Gas Processing"" [LEAP ID:8]"
R17,P2683,F21,2030,170.0392083621086,2026-05-13 13:38:49.789,Malaysia,LPG,"LPG output from ""Gas Processing"" [LEAP ID:8]"
R17,P2683,F21,2055,238.1073572713012,2026-05-13 13:38:49.789,Malaysia,LPG,"LPG output from ""Gas Processing"" [LEAP ID:8]"
R17,P2683,F21,2060,261.4430813820976,2026-05-13 13:38:49.789,Malaysia,LPG,"LPG output from ""Gas Processing"" [LEAP ID:8]"
R17,P2683,F21,2050,217.5220168539301,2026-05-13 13:38:49.789,Malaysia,LPG,"LPG output from ""Gas Processing"" [LEAP ID:8]"
R17,P16131,F78,2025,96.25891901091592,2026-05-13 13:38:49.789,Malaysia,All Mines,"Coal Unspecified input to ""Unspecified Coal Production"" [LEAP ID:51]"
R17,P16131,F78,2045,106.04630671204002,2026-05-13 13:38:49.789,Malaysia,All Mines,"Coal Unspecified input to ""Unspecified Coal Production"" [LEAP ID:51]"
