r,rr,f,y,val,solvedtm,region_name,destination_region_name,fuel_name
R13,R15,F29,2035,1.8723397978813163,2026-05-13 13:38:49.789,Laos,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R15,F29,2050,7.270561114336229,2026-05-13 13:38:49.789,Laos,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R15,F17,2025,0.44736750464138647,2026-05-13 13:38:49.789,Laos,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R15,F17,2045,0.13307024572498768,2026-05-13 13:38:49.789,Laos,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R15,F17,2040,32.36686480118357,2026-05-13 13:38:49.789,Laos,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R15,F17,2035,22.98162354536415,2026-05-13 13:38:49.789,Laos,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R15,F17,2030,24.473067855246285,2026-05-13 13:38:49.789,Laos,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R15,F17,2055,68.25343726099358,2026-05-13 13:38:49.789,Laos,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R15,F17,2060,3.7446136476863066,2026-05-13 13:38:49.789,Laos,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R15,F17,2050,1.5199545130304246,2026-05-13 13:38:49.789,Laos,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R15,F15,2025,-3.2590156205274996e-07,2026-05-13 13:38:49.789,Laos,Brunei,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R15,F15,2050,-7.179692876712328e-07,2026-05-13 13:38:49.789,Laos,Brunei,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R11,F29,2025,0.16181679558597342,2026-05-13 13:38:49.789,Laos,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R11,F29,2045,4.604272108291754,2026-05-13 13:38:49.789,Laos,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R11,F29,2040,1.7446037608107414,2026-05-13 13:38:49.789,Laos,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R11,F29,2035,3.1214828357751863,2026-05-13 13:38:49.789,Laos,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R11,F29,2030,0.8844110536885876,2026-05-13 13:38:49.789,Laos,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R11,F29,2055,5.7181458037771575,2026-05-13 13:38:49.789,Laos,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R11,F29,2060,8.660756772113738,2026-05-13 13:38:49.789,Laos,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R11,F29,2050,8.722387526911497,2026-05-13 13:38:49.789,Laos,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R11,F17,2025,21.40835791014658,2026-05-13 13:38:49.789,Laos,Thailand,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R11,F17,2045,85.8265730822763,2026-05-13 13:38:49.789,Laos,Thailand,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R11,F17,2040,2.479162002474058,2026-05-13 13:38:49.789,Laos,Thailand,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R11,F17,2035,31.878249037793335,2026-05-13 13:38:49.789,Laos,Thailand,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R11,F17,2030,117.85494826002319,2026-05-13 13:38:49.789,Laos,Thailand,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R11,F17,2055,21.343334413759443,2026-05-13 13:38:49.789,Laos,Thailand,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R11,F17,2060,2.4861561063555726,2026-05-13 13:38:49.789,Laos,Thailand,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R11,F17,2050,54.590482467113496,2026-05-13 13:38:49.789,Laos,Thailand,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R11,F15,2025,6.865105062359435e-07,2026-05-13 13:38:49.789,Laos,Thailand,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R11,F15,2045,-2.938407123287671e-07,2026-05-13 13:38:49.789,Laos,Thailand,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R11,F15,2030,3.3410229571984446e-07,2026-05-13 13:38:49.789,Laos,Thailand,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R11,F15,2060,-2.938407123287671e-07,2026-05-13 13:38:49.789,Laos,Thailand,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R11,F34,2050,-2.0564304416463667e-07,2026-05-13 13:38:49.789,Laos,Thailand,"Cassava input to ""Bioethanol Production"" [LEAP ID:81]"
R13,R20,F29,2025,0.07347065234052749,2026-05-13 13:38:49.789,Laos,Timor Leste,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R20,F29,2040,0.7312996586412148,2026-05-13 13:38:49.789,Laos,Timor Leste,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R20,F29,2035,0.5236133830075675,2026-05-13 13:38:49.789,Laos,Timor Leste,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R20,F15,2040,-2.938407123287671e-07,2026-05-13 13:38:49.789,Laos,Timor Leste,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R20,F15,2030,-1.9405393614412883e-07,2026-05-13 13:38:49.789,Laos,Timor Leste,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R20,F15,2050,-6.361928630136986e-07,2026-05-13 13:38:49.789,Laos,Timor Leste,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R6,F29,2025,0.03956272967872016,2026-05-13 13:38:49.789,Laos,Cambodia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R6,F29,2040,1.0728820978604499,2026-05-13 13:38:49.789,Laos,Cambodia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R6,F29,2055,3.1640115492723315,2026-05-13 13:38:49.789,Laos,Cambodia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R6,F17,2025,10.784043330949473,2026-05-13 13:38:49.789,Laos,Cambodia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R6,F17,2045,0.08021278068047938,2026-05-13 13:38:49.789,Laos,Cambodia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R6,F17,2040,2.219951246196411,2026-05-13 13:38:49.789,Laos,Cambodia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R6,F17,2035,0.7770083443290094,2026-05-13 13:38:49.789,Laos,Cambodia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R6,F17,2030,24.689507242328027,2026-05-13 13:38:49.789,Laos,Cambodia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R6,F17,2055,0.41875432862216877,2026-05-13 13:38:49.789,Laos,Cambodia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R6,F17,2060,6.515706977765202,2026-05-13 13:38:49.789,Laos,Cambodia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R6,F17,2050,38.04516794096628,2026-05-13 13:38:49.789,Laos,Cambodia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R6,F15,2025,3.1981596421999583e-07,2026-05-13 13:38:49.789,Laos,Cambodia,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R6,F15,2045,-2.1206428767123287e-07,2026-05-13 13:38:49.789,Laos,Cambodia,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R1,F17,2025,48.497184834722866,2026-05-13 13:38:49.789,Laos,Indonesia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R1,F17,2045,28.578490699035974,2026-05-13 13:38:49.789,Laos,Indonesia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R1,F17,2040,87.34194589332532,2026-05-13 13:38:49.789,Laos,Indonesia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R1,F17,2035,117.88866284317845,2026-05-13 13:38:49.789,Laos,Indonesia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R1,F17,2030,51.02971635352021,2026-05-13 13:38:49.789,Laos,Indonesia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R1,F17,2055,100.58395859467197,2026-05-13 13:38:49.789,Laos,Indonesia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R1,F17,2060,47.201664941033464,2026-05-13 13:38:49.789,Laos,Indonesia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R1,F17,2050,78.98911786316583,2026-05-13 13:38:49.789,Laos,Indonesia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R1,F15,2045,2.938407123287671e-07,2026-05-13 13:38:49.789,Laos,Indonesia,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R1,F15,2055,-2.1206428767123287e-07,2026-05-13 13:38:49.789,Laos,Indonesia,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R1,F15,2060,-2.938407123287671e-07,2026-05-13 13:38:49.789,Laos,Indonesia,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R14,F29,2025,0.03956272967872017,2026-05-13 13:38:49.789,Laos,Vietnam,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R14,F29,2045,2.0681779733726753,2026-05-13 13:38:49.789,Laos,Vietnam,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R14,F29,2040,1.0728820978604507,2026-05-13 13:38:49.789,Laos,Vietnam,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R14,F29,2035,0.6231967599874444,2026-05-13 13:38:49.789,Laos,Vietnam,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R14,F29,2055,4.362472245132476,2026-05-13 13:38:49.789,Laos,Vietnam,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R14,F29,2060,3.640377496645999,2026-05-13 13:38:49.789,Laos,Vietnam,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R14,F29,2050,4.126162341722838,2026-05-13 13:38:49.789,Laos,Vietnam,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R14,F17,2025,15.59727151565655,2026-05-13 13:38:49.789,Laos,Vietnam,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R14,F17,2045,82.45172286691138,2026-05-13 13:38:49.789,Laos,Vietnam,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R14,F17,2040,103.5671564631192,2026-05-13 13:38:49.789,Laos,Vietnam,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R14,F17,2035,4.752989053165597,2026-05-13 13:38:49.789,Laos,Vietnam,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R14,F17,2030,35.53685852990078,2026-05-13 13:38:49.789,Laos,Vietnam,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R14,F17,2055,112.3535249140316,2026-05-13 13:38:49.789,Laos,Vietnam,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R14,F17,2060,116.82771685357912,2026-05-13 13:38:49.789,Laos,Vietnam,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R14,F17,2050,35.452924867618194,2026-05-13 13:38:49.789,Laos,Vietnam,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R14,F15,2025,1.6295078102637498e-07,2026-05-13 13:38:49.789,Laos,Vietnam,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R14,F15,2045,1.2238742876712328e-06,2026-05-13 13:38:49.789,Laos,Vietnam,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R14,F15,2055,2.1206428767123287e-07,2026-05-13 13:38:49.789,Laos,Vietnam,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R14,F15,2060,5.876814246575342e-07,2026-05-13 13:38:49.789,Laos,Vietnam,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R14,F15,2050,3.027381216320246e-07,2026-05-13 13:38:49.789,Laos,Vietnam,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R16,F29,2025,0.03241745595114341,2026-05-13 13:38:49.789,Laos,Singapore,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R16,F29,2045,4.070204211156436,2026-05-13 13:38:49.789,Laos,Singapore,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R16,F29,2040,0.7742969857200422,2026-05-13 13:38:49.789,Laos,Singapore,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R16,F29,2030,0.6151381508276967,2026-05-13 13:38:49.789,Laos,Singapore,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R16,F17,2025,15.661677594361,2026-05-13 13:38:49.789,Laos,Singapore,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R16,F17,2045,2.650801658239312,2026-05-13 13:38:49.789,Laos,Singapore,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R16,F17,2040,45.0990614136778,2026-05-13 13:38:49.789,Laos,Singapore,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R16,F17,2035,1.221343232923824,2026-05-13 13:38:49.789,Laos,Singapore,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R16,F17,2030,17.546038266655746,2026-05-13 13:38:49.789,Laos,Singapore,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R16,F17,2055,9.681195074748189,2026-05-13 13:38:49.789,Laos,Singapore,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R16,F17,2060,35.384727401596834,2026-05-13 13:38:49.789,Laos,Singapore,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R16,F17,2050,57.702299255452864,2026-05-13 13:38:49.789,Laos,Singapore,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F29,2040,3.099490302199504,2026-05-13 13:38:49.789,Laos,Philippines,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R19,F29,2055,7.548132127349026,2026-05-13 13:38:49.789,Laos,Philippines,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R19,F29,2060,5.044183197967005,2026-05-13 13:38:49.789,Laos,Philippines,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R19,F29,2050,1.0210599017731066,2026-05-13 13:38:49.789,Laos,Philippines,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R19,F17,2025,27.856401301933577,2026-05-13 13:38:49.789,Laos,Philippines,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F17,2045,142.4255633650955,2026-05-13 13:38:49.789,Laos,Philippines,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F17,2040,3.181151247518983,2026-05-13 13:38:49.789,Laos,Philippines,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F17,2035,26.135354386057468,2026-05-13 13:38:49.789,Laos,Philippines,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F17,2030,0.9735166615474437,2026-05-13 13:38:49.789,Laos,Philippines,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F17,2055,62.913875175841085,2026-05-13 13:38:49.789,Laos,Philippines,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F17,2060,1.8603002863411588,2026-05-13 13:38:49.789,Laos,Philippines,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F17,2050,10.199136960759807,2026-05-13 13:38:49.789,Laos,Philippines,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F15,2025,1.6295078102637498e-07,2026-05-13 13:38:49.789,Laos,Philippines,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R19,F15,2030,1.4004835957571563e-07,2026-05-13 13:38:49.789,Laos,Philippines,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R17,F29,2025,0.10767780671991291,2026-05-13 13:38:49.789,Laos,Malaysia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R17,F29,2045,3.3224342013474484,2026-05-13 13:38:49.789,Laos,Malaysia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R17,F29,2040,5.780544367190963,2026-05-13 13:38:49.789,Laos,Malaysia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R17,F29,2035,2.595673297494882,2026-05-13 13:38:49.789,Laos,Malaysia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R17,F29,2030,1.4988581861444406,2026-05-13 13:38:49.789,Laos,Malaysia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R17,F29,2055,1.9655508534121875,2026-05-13 13:38:49.789,Laos,Malaysia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R17,F29,2060,13.436512936049603,2026-05-13 13:38:49.789,Laos,Malaysia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R17,F29,2050,2.3965655245075252,2026-05-13 13:38:49.789,Laos,Malaysia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R17,F17,2025,27.125891448741793,2026-05-13 13:38:49.789,Laos,Malaysia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R17,F17,2045,9.185330704362803,2026-05-13 13:38:49.789,Laos,Malaysia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R17,F17,2040,8.87992839961645,2026-05-13 13:38:49.789,Laos,Malaysia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R17,F17,2030,3.267747720513272,2026-05-13 13:38:49.789,Laos,Malaysia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R17,F17,2055,3.8649796078675434,2026-05-13 13:38:49.789,Laos,Malaysia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R17,F17,2060,8.889654398599358,2026-05-13 13:38:49.789,Laos,Malaysia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R17,F17,2050,13.12416136361784,2026-05-13 13:38:49.789,Laos,Malaysia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R17,F15,2025,-7.212178883663872e-07,2026-05-13 13:38:49.789,Laos,Malaysia,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R17,F15,2050,-5.876814246575342e-07,2026-05-13 13:38:49.789,Laos,Malaysia,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R17,F34,2050,2.0564304416463667e-07,2026-05-13 13:38:49.789,Laos,Malaysia,"Cassava input to ""Bioethanol Production"" [LEAP ID:81]"
R1,R12,F29,2025,0.2278277149189029,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R12,F29,2045,12.282360677115241,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R12,F29,2040,10.923223542341617,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R12,F29,2035,6.13843662137878,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R12,F29,2030,2.523873038129921,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R12,F29,2055,16.316373283502415,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R12,F29,2060,15.135427317350075,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R12,F29,2050,12.811170884976782,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R12,F17,2025,2.376295486254323,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R12,F17,2045,2.4633316066087994,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R12,F17,2040,1.4889439117760368,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R12,F17,2035,1.8433504041456965,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R12,F17,2030,2.0091779874691156,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R12,F17,2055,9.857744906633041,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R12,F17,2060,4.669095560204093,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R12,F17,2050,64.88454233224213,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R12,F15,2060,-5.876814246575342e-07,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R1,R12,F15,2050,-8.726247276830437e-07,2026-05-13 13:38:49.789,Indonesia,Myanmar,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R1,R15,F29,2025,0.12908488035480872,2026-05-13 13:38:49.789,Indonesia,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R15,F29,2045,6.600702038018497,2026-05-13 13:38:49.789,Indonesia,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R15,F29,2040,8.987747445284134,2026-05-13 13:38:49.789,Indonesia,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R15,F29,2035,4.771708899507549,2026-05-13 13:38:49.789,Indonesia,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R15,F29,2030,0.8245676508095227,2026-05-13 13:38:49.789,Indonesia,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R15,F29,2055,11.470101195257426,2026-05-13 13:38:49.789,Indonesia,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R15,F29,2060,9.229884967483201,2026-05-13 13:38:49.789,Indonesia,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R15,F29,2050,8.5648476697766,2026-05-13 13:38:49.789,Indonesia,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R15,F17,2025,1.158436716560152,2026-05-13 13:38:49.789,Indonesia,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R15,F17,2045,0.7833995947623835,2026-05-13 13:38:49.789,Indonesia,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R15,F17,2040,0.38041308392464496,2026-05-13 13:38:49.789,Indonesia,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R15,F17,2035,1.3273446025327265,2026-05-13 13:38:49.789,Indonesia,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R15,F17,2030,0.024634366867319745,2026-05-13 13:38:49.789,Indonesia,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R15,F17,2055,34.64232186280011,2026-05-13 13:38:49.789,Indonesia,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R15,F17,2060,6.217562771195686,2026-05-13 13:38:49.789,Indonesia,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
