r,t,region_name,tech_name,cat,renew,peak_GW,first_GW,last_GW,n_dips,biggest_dip_GW,biggest_pos_delta_GW,pulse_ratio,monotone_increasing
R1,P21773,Indonesia,Biogas_IDKA,Biomass/Waste,True,0.05887778261,0.04267778261,0.05887778261,0,0.0,0.011000000000000003,1.3580246913580252,True
R1,P21791,Indonesia,Biogas_IDSA,Biomass/Waste,True,0.1414146476,0.1124146476,0.1414146476,0,0.0,0.015999999999999986,1.103448275862068,True
R1,P23302,Indonesia,Small Hydro_IDJW,Small Hydro,True,0.42979999999999996,0.0513,0.42979999999999996,0,0.0,0.3705,1.9577278731836198,True
R1,P23325,Indonesia,Small Hydro_IDSA,Small Hydro,True,0.40470000000000006,0.048299999999999996,0.40470000000000006,0,0.0,0.34900000000000003,1.9584736251402917,True
R1,P23371,Indonesia,Small Hydro_IDEast,Small Hydro,True,0.34450000000000003,0.041100000000000005,0.34450000000000003,0,0.0,0.29699999999999993,1.9578114700065914,True
R1,P2890,Indonesia,Waste,Biomass/Waste,True,0.48947,0.03647,0.48947,0,0.0,0.43400000000000005,1.916114790286976,True
R11,P2713,Thailand,Wind Onshore,Wind Onshore,True,4.529,1.54,4.529,0,0.0,2.1350000000000002,1.4285714285714288,True
R11,P2724,Thailand,Large Hydro,Large Hydro,True,7.47325,3.136,7.47325,0,0.0,2.075,1.1232913790770065,True
R11,P2824,Thailand,Small Hydro,Small Hydro,True,0.6277999999999999,0.22,0.6277999999999999,0,0.0,0.3197999999999999,1.5684158901422265,True
R11,P2847,Thailand,Solar PV,Solar PV,True,19.847,3.38,19.847,0,0.0,8.500000000000002,1.5953453453453457,True
R11,P2890,Thailand,Waste,Biomass/Waste,True,0.975,0.6950000000000001,0.975,0,0.0,0.2799999999999999,,True
R11,P2907,Thailand,Biogas,Biomass/Waste,True,1.565,1.115,1.565,0,0.0,0.44999999999999996,,True
R11,P4240,Thailand,Solar Floating,Solar PV,True,2.725002,1.94643,2.725002,0,0.0,0.7785719999999998,,True
R12,P2724,Myanmar,Large Hydro,Large Hydro,True,4.04319,3.27,4.04319,0,0.0,0.77319,,True
R12,P2847,Myanmar,Solar PV,Solar PV,True,0.22,0.22,0.22,0,0.0,0.0,,True
R13,P2713,Laos,Wind Onshore,Wind Onshore,True,1.6,1.0,1.6,0,0.0,0.30000000000000004,1.0,True
R13,P2724,Laos,Large Hydro,Large Hydro,True,16.795840000000002,11.06384,16.795840000000002,0,0.0,5.732000000000001,,True
R13,P2847,Laos,Solar PV,Solar PV,True,1.1160000000000005,0.083,1.1160000000000005,0,0.0,0.501,1.8834586466165388,True
R13,P2956,Laos,Biomass Other,Biomass/Waste,True,0.158,0.135,0.158,0,0.0,0.022999999999999993,,True
R13,P4240,Laos,Solar Floating,Solar PV,True,0.886,0.5,0.886,0,0.0,0.20000000000000007,1.0362694300518138,True
R14,P14442,Vietnam,Wind Offshore,Wind Offshore,True,91.5,15.0,91.5,0,0.0,34.0,1.7215189873417722,True
R14,P16756,Vietnam,Solar PV Rooftop,Solar PV,True,186.103,31.817,186.103,0,0.0,55.67400000000001,1.407081658958223,True
R14,P2713,Vietnam,Wind Onshore,Wind Onshore,True,77.05,13.416,77.05,0,0.0,16.15,1.0912162162162162,True
R14,P2724,Vietnam,Large Hydro,Large Hydro,True,27.963,25.043,27.963,0,0.0,1.7739999999999974,2.7893081761006124,True
R14,P2824,Vietnam,Small Hydro,Small Hydro,True,7.837000000000003,2.382,7.837000000000003,0,0.0,2.5780000000000016,2.6014127144298715,True
R14,P2847,Vietnam,Solar PV,Solar PV,True,74.35725000000001,17.263,74.35725000000001,0,0.0,17.823350000000005,1.407108430405829,True
R14,P2956,Vietnam,Biomass Other,Biomass/Waste,True,6.549,0.992,6.549,0,0.0,4.261,1.533561274068742,True
R15,P16756,Brunei,Solar PV Rooftop,Solar PV,True,1.0,0.2,1.0,0,0.0,0.20000000000000007,1.0000000000000004,True
R15,P2847,Brunei,Solar PV,Solar PV,True,1.0068,0.0068,1.0068,0,0.0,0.44000000000000006,10.999999999999991,True
R16,P14446,Singapore,Solar CSP,Solar CSP,True,0.5,0.5,0.5,0,0.0,0.0,,True
R16,P4240,Singapore,Solar Floating,Solar PV,True,0.45719999999999994,0.026670000000000003,0.45719999999999994,0,0.0,0.4305299999999999,,True
R17,P16756,Malaysia,Solar PV Rooftop,Solar PV,True,2.0211,0.4644,2.0211,0,0.0,0.7661,1.8934750370736526,True
R17,P20494,Malaysia,Solar PV_MYPE,Solar PV,True,45.71910000000001,9.143799999999999,45.71910000000001,0,0.0,13.715750000000007,1.0,True
R17,P20516,Malaysia,Solar PV_MYSB,Solar PV,True,4.2809,0.8562000000000001,4.2809,0,0.0,1.2842500000000001,1.0000000000000004,True
R17,P20626,Malaysia,Large Hydro_MYPE,Large Hydro,True,0.9389,0.8695,0.9389,0,0.0,0.0693999999999999,,True
R17,P21296,Malaysia,Large Hydro_MYSB,Large Hydro,True,0.12890000000000001,0.0978,0.12890000000000001,0,0.0,0.02889999999999998,1.8585209003215413,True
R17,P21305,Malaysia,Large Hydro_MYSR,Large Hydro,True,4.8018,3.572,4.8018,0,0.0,1.1393999999999993,1.8529842250772472,True
R17,P21563,Malaysia,Biomass Other_MYPE,Biomass/Waste,True,0.6447999999999999,0.6447999999999999,0.6447999999999999,0,0.0,0.0,,True
R17,P22388,Malaysia,Biomass Other_MYSB,Biomass/Waste,True,0.18330000000000002,0.18330000000000002,0.18330000000000002,0,0.0,0.0,,True
R17,P2907,Malaysia,Biogas,Biomass/Waste,True,0.15340000000000004,0.0819,0.15340000000000004,0,0.0,0.04730000000000001,1.3230769230769226,True
R19,P14268,Philippines,Nuclear LWR,Nuclear,True,4.32,2.16,4.32,0,0.0,0.7200000000000002,1.0,True
R19,P14428,Philippines,Nuclear SMR,Nuclear,True,0.48,0.24,0.48,0,0.0,0.08000000000000002,1.0,True
R19,P16756,Philippines,Solar PV Rooftop,Solar PV,True,0.5482400000000001,0.00824,0.5482400000000001,0,0.0,0.27,1.5,True
R19,P2713,Philippines,Wind Onshore,Wind Onshore,True,14.9351,1.8300999999999998,14.9351,0,0.0,4.718,2.1445454545454536,True
R19,P2724,Philippines,Large Hydro,Large Hydro,True,3.836027,3.836027,3.836027,0,0.0,0.0,,True
R19,P2824,Philippines,Small Hydro,Small Hydro,True,4.6321,0.1221,4.6321,0,0.0,1.815,1.8857142857142855,True
R19,P2847,Philippines,Solar PV,Solar PV,True,29.738576000000002,4.956976000000001,29.738576000000002,0,0.0,7.5,1.4949172812437708,True
R19,P2851,Philippines,Geothermal Flash,Geothermal,True,2.838739,2.071739,2.838739,0,0.0,0.34999999999999964,1.7199017199017181,True
R19,P2956,Philippines,Biomass Other,Biomass/Waste,True,0.5950259999999999,0.5950259999999999,0.5950259999999999,0,0.0,0.0,,True
R19,P4240,Philippines,Solar Floating,Solar PV,True,4.0,0.806,4.0,0,0.0,1.694,1.060738885410144,True
R6,P14424,Cambodia,Geothermal ORC,Geothermal,True,0.2219643212504112,0.2219643212504112,0.2219643212504112,0,0.0,0.0,,True
R6,P16756,Cambodia,Solar PV Rooftop,Solar PV,True,0.45,0.12930769230769232,0.45,0,0.0,0.08653846153846156,1.0,True
R6,P2724,Cambodia,Large Hydro,Large Hydro,True,3.2141683999999997,2.0334684,3.2141683999999997,0,0.0,0.8827000000000003,4.456580276001339,True
R6,P2824,Cambodia,Small Hydro,Small Hydro,True,0.2,0.2,0.2,0,0.0,0.0,,True
R6,P2956,Cambodia,Biomass Other,Biomass/Waste,True,0.449,0.049,0.449,0,0.0,0.4,,True
R1,P2510,Indonesia,Gasoline,Other,False,178.62569548958086,114.70940451670148,31.6990382869173,2,-114.70940451670148,32.21725268596208,1.0081077044859295,False
R14,P2627,Vietnam,All Mines,Other,False,250.46398477743034,42.1971572094775,191.22754822407163,2,-42.197157209477496,178.09598875141631,10.452084572189985,False
R14,P2510,Vietnam,Gasoline,Other,False,45.78349479506832,36.961360585892464,4.107620568474013,2,-36.961360585892464,4.714513640701838,1.147748084836689,False
R17,P2510,Malaysia,Gasoline,Other,False,46.16399372373122,27.674959234599164,14.327944731571838,2,-27.674959234599164,14.32794473157184,1.5498856622279416,False
R11,P2510,Thailand,Gasoline,Other,False,28.981820867060613,21.200533364728283,4.4452830913232955,2,-21.200533364728283,4.445283091323294,1.1425572156255335,False
R17,P2627,Malaysia,All Mines,Other,False,36.55653738802418,16.5868245033035,19.84684057456256,2,-16.586824503303497,19.846840574562556,1.9876941335243594,False
R19,P2510,Philippines,Gasoline,Other,False,14.718232411280068,7.3603329027060695,6.076838626716416,2,-7.3603329027060695,6.076838626716416,1.6517862522137492,False
R12,P2510,Myanmar,Gasoline,Other,False,8.886261933608132,4.1880375385385085,4.096031727699252,2,-4.188037538538508,4.096031727699251,1.7436509554535873,False
R20,P23146,Timor Leste,POME Biodiesel,Diesel,False,75.16425033445107,14.013679965459678,69.32747146549777,2,-3.5165375748502186,17.08104258344275,1.1788030802316116,False
R6,P2510,Cambodia,Gasoline,Other,False,5.91417863816807,3.44892441093569,1.277238105360811,2,-3.44892441093569,1.2772381053608113,1.0361917981941389,False
R17,P16131,Malaysia,All Mines,Other,False,3.3627063264852843,3.0523502984181885,0.9310680842012861,2,-2.1212822142169028,0.31035602806709583,,False
R19,P2668,Philippines,Natural Gas,Other,False,2.944235895657682,1.6201527774553355,1.1734256904445841,2,-1.6201527774553357,1.1734256904445843,1.7724350900836139,False
R6,P2627,Cambodia,All Mines,Other,False,2.8367955831858986,1.5871909487539722,1.1729848981159052,2,-1.5871909487539724,1.1729848981159054,1.8773696348351772,False
R14,P16089,Vietnam,All Mines,Other,False,3.641816544692354,1.4601490188766613,0.8908367579908675,2,-1.4601490188766615,1.290830767824825,1.1833432478142636,False
R13,P2510,Laos,Gasoline,Other,False,1.5212654321688293,1.4168571057187287,0.03193721694936773,2,-1.4168571057187287,0.07247110950073288,1.3882247128128942,False
R1,P22252,Indonesia,Gas Turbine_IDJW,Gas,False,2.025661021,2.025661021,0.12586102100000016,2,-1.2213999999999996,0.0,,False
R14,P2776,Vietnam,Diesel,Diesel,False,1.50325,1.50325,0.17849999999999977,2,-0.87195,0.0,,False
R19,P2605,Philippines,Natural Gas,Other,False,1.7872023082190396,1.6738844689072583,1.2555706248597642,2,-0.4192065253878108,0.11242515797146457,1.9842446459315093,False
R19,P2521,Philippines,Natural Gas,Other,False,1.7872023082190396,1.6738844689072583,1.2555706248597645,2,-0.41920652538781056,0.11242515797146457,1.9842446459315093,False
R20,P2510,Timor Leste,Gasoline,Other,False,1.1712271114589177,0.38007904629165723,0.6986206419119962,2,-0.38007904629165723,0.6986206419119962,1.7660932830930895,False
R19,P2720,Philippines,Coal Subcritical,Coal,False,11.220436,11.220436,10.977735999999998,2,-0.14270000000000138,0.0,,False
R1,P2641,Indonesia,Electricity,Other,False,232.3042018105305,44.7520868652733,212.86664860072736,1,-44.7520868652733,111.24846130977454,2.7597365810544314,False
R1,P16068,Indonesia,All Mines,Other,False,332.4019192428605,332.4019192428605,291.623475669052,1,-40.77844357380849,0.0,,False
R16,P2510,Singapore,Gasoline,Other,False,68.05427859516973,34.78535066888256,33.26000092349828,1,-34.78535066888255,33.260000923498275,1.9994633429241435,False
R11,P2627,Thailand,All Mines,Other,False,71.2865820285637,27.546445938338483,43.740136090225214,1,-27.546445938338486,43.74013609022522,,False
R1,P2627,Indonesia,All Mines,Other,False,301.7908968860533,67.34829518569299,282.1672495221899,1,-19.623647363863427,71.10146243163715,1.9049244615282843,False
R17,P2668,Malaysia,Natural Gas,Other,False,53.591327617657434,18.192098783593075,35.39922883406436,1,-18.192098783593075,35.39922883406436,,False
R12,P2668,Myanmar,Natural Gas,Other,False,31.336464044175287,15.389270082889897,15.947193961285391,1,-15.389270082889896,15.94719396128539,,False
R14,P2668,Vietnam,Natural Gas,Other,False,43.60895530548386,14.928987131677872,28.67996817380599,1,-14.928987131677872,28.67996817380599,,False
R1,P2683,Indonesia,LPG,Other,False,23.377327051723555,13.600397280833326,9.776929770890227,1,-13.600397280833327,9.776929770890229,,False
R11,P2668,Thailand,Natural Gas,Other,False,22.841519913355384,11.879001013979872,10.96251889937551,1,-11.879001013979874,10.962518899375512,,False
R16,P2521,Singapore,Natural Gas,Other,False,13.479390997685105,11.016201626304582,2.463189371380523,1,-11.016201626304582,2.4631893713805244,,False
R17,P20955,Malaysia,Gas Turbine_MYPE,Gas,False,40.06068121584601,10.321649010258037,34.11205160484472,1,-10.321649010258035,19.786315535857742,4.773870893564952,False
R16,P2605,Singapore,Natural Gas,Other,False,11.01620162630458,11.01620162630458,2.463189371380523,1,-8.553012254924058,0.0,,False
R16,P2516,Singapore,Electricity,Other,False,18.33538153322445,8.270568242899051,10.142450346840839,1,-8.270568242899053,9.12839548860703,19.49641596273803,False
R11,P2683,Thailand,LPG,Other,False,25.475607595821014,8.144468145640516,17.331139450180498,1,-8.144468145640516,17.331139450180498,,False
R19,P2627,Philippines,All Mines,Other,False,17.08915835332307,7.381079527349681,9.708078825973391,1,-7.38107952734968,9.708078825973391,,False
R16,P14937,Singapore,SMR,Other,False,7.110780432285759,7.110780432285759,0.0015393307991966427,1,-7.109773869530378,0.0003050680353003242,1.1452189704005205,False
R17,P2683,Malaysia,LPG,Other,False,13.682213652467224,5.391907926246464,8.29030572622076,1,-5.391907926246464,8.29030572622076,,False
R19,P16068,Philippines,All Mines,Other,False,9.942331269520546,4.971165634760273,4.971165634760273,1,-4.971165634760273,4.971165634760273,,False
R14,P2683,Vietnam,LPG,Other,False,9.716516020773067,4.297526696697337,5.418989324075731,1,-4.297526696697336,5.4189893240757305,,False
R12,P2627,Myanmar,All Mines,Other,False,11.645795421101067,3.479946901617603,8.165848519483465,1,-3.479946901617602,8.165848519483465,,False
R12,P2516,Myanmar,Electricity,Other,False,8.59560454984113,2.813521634175962,5.7820829156651685,1,-2.813521634175962,5.7820829156651685,,False
R19,P2683,Philippines,LPG,Other,False,5.466452495172429,2.7458223284015504,2.6867939200709348,1,-2.7458223284015504,2.6867939200709348,1.9751261695814364,False
R12,P2641,Myanmar,Electricity,Other,False,8.174419926898914,2.6756590741013397,5.498760852797575,1,-2.675659074101339,5.498760852797574,,False
R15,P2510,Brunei,Gasoline,Other,False,5.102541539890656,2.610326068077125,2.470550241543267,1,-2.610326068077125,2.470550241543267,1.9826136780585035,False
R16,P2627,Singapore,All Mines,Other,False,5.697953837809475,2.3034009435920186,3.3945528942174565,1,-2.3034009435920186,3.3945528942174565,,False
R16,P2668,Singapore,Natural Gas,Other,False,4.077017774804085,2.0054709965359385,2.0502975144413265,1,-2.005470996535938,2.050297514441326,1.9794846401252064,False
R11,P2521,Thailand,Natural Gas,Other,False,14.170106881410613,14.170106881410613,13.224013683151277,1,-1.378790653081401,0.43269745482206545,,False
R11,P2605,Thailand,Natural Gas,Other,False,14.17010688141061,14.17010688141061,13.224013683151277,1,-1.3787906530813991,0.43269745482206545,,False
R13,P2627,Laos,All Mines,Other,False,2.593879606547662,1.0654867067562979,1.5283928997913643,1,-1.0654867067562979,1.5283928997913643,,False
R6,P2683,Cambodia,LPG,Other,False,1.736985060613859,0.9549985710192511,0.7819864895946078,1,-0.9549985710192512,0.7819864895946079,,False
R15,P2668,Brunei,Natural Gas,Other,False,1.9129812404885822,0.9293531877048862,0.9836280527836959,1,-0.9293531877048863,0.983628052783696,,False
R13,P2683,Laos,LPG,Other,False,2.2788102771897294,0.9006560499547887,1.3781542272349407,1,-0.9006560499547887,1.3781542272349407,,False
R15,P2683,Brunei,LPG,Other,False,1.6528868156874608,0.8353293840246278,0.8159654310534611,1,-0.8353293840246278,0.8159654310534611,1.9961054708875094,False
R15,P2641,Brunei,Electricity,Other,False,1.4313264247170707,0.7916017180660294,0.6406382522368885,1,-0.7916017180660295,0.6397247066510413,1.997148014241555,False
R16,P2683,Singapore,LPG,Other,False,1.732692315379913,0.7618389999361534,0.9708533154437594,1,-0.7618389999361536,0.9708533154437595,,False
R14,P16131,Vietnam,All Mines,Other,False,3.120900899518429,0.7007956958104917,2.420105203707937,1,-0.7007956958104917,2.420105203707937,,False
R13,P2668,Laos,Natural Gas,Other,False,1.287307397962485,0.6778684075473442,0.5832621820829573,1,-0.6778684075473441,0.5832621820829572,1.9140953934885188,False
R6,P2668,Cambodia,Natural Gas,Other,False,0.775728820177838,0.4739906459941223,0.28467613749646115,1,-0.4739906459941222,0.2846761374964611,1.8869083321431763,False
R17,P21230,Malaysia,Gas Combined Cycle_MYPE,Gas,False,15.908501000000001,12.13,15.908501000000001,1,-0.35609999999999964,2.7144340000000025,1.3130331076686734,False
R15,P16068,Brunei,All Mines,Other,False,0.42173861505296667,0.42173861505296667,0.08359505257380022,1,-0.33814356247916644,0.0,,False
R12,P2683,Myanmar,LPG,Other,False,0.456215934835609,0.22025951293288712,0.2359564219027219,1,-0.22025951293288712,0.2359564219027219,,False
R19,P16131,Philippines,All Mines,Other,False,0.8003240174359478,0.18877401028794802,0.6115500071479998,1,-0.18877401028794805,0.6115500071479998,,False
R15,P2516,Brunei,Electricity,Other,False,0.8448257396649194,0.8448257396649194,0.6837121155142887,1,-0.16208859275879217,0.0009749686081614861,,False
R14,P16068,Vietnam,All Mines,Other,False,0.369607942050001,0.16108556052747317,0.20852238152252786,1,-0.16108556052747317,0.20852238152252786,,False
R16,P15321,Singapore,Gas Combined Cycle with CCS,Gas,False,0.4918682654356102,0.15384615384615388,0.3380221115894563,1,-0.1538461538461539,0.3380221115894563,1.9999999999999971,False
R6,P2831,Cambodia,Gas Combined Cycle,Gas,False,1.7389788715130867,0.15,1.7389788715130867,1,-0.15000000000000002,0.9389788715130867,1.0799198160424808,False
R11,P16131,Thailand,All Mines,Other,False,0.27614611872146116,0.13807305936073058,0.13807305936073058,1,-0.13807305936073058,0.13807305936073058,,False
R13,P2521,Laos,Natural Gas,Other,False,0.7040452158795277,0.6648824329769499,0.5832621820829573,1,-0.0946062254643869,0.0391627829025778,,False
R13,P2605,Laos,Natural Gas,Other,False,0.7040452158795277,0.6648824329769499,0.5832621820829573,1,-0.0946062254643869,0.0391627829025778,,False
R15,P2627,Brunei,All Mines,Other,False,0.1378363189348234,0.08981229522277165,0.042528891414590014,1,-0.08981229522277165,0.042528891414590014,1.7711506919782434,False
R15,P2831,Brunei,Gas Combined Cycle,Gas,False,0.8313767819586007,0.4493765819586007,0.7480002,1,-0.08337658195860065,0.18983339999999993,1.227370062612015,False
R17,P21252,Malaysia,Gas Combined Cycle_MYSB,Gas,False,1.4940000000000002,1.1825,1.4940000000000002,1,-0.08040000000000003,0.3042,1.5524368461342175,False
R20,P2641,Timor Leste,Electricity,Other,False,0.21722864750685145,0.07673870946659472,0.14048993804025675,1,-0.07673870946659472,0.12289021365241788,13.965015695056369,False
R17,P21274,Malaysia,Gas Combined Cycle_MYSR,Gas,False,1.9602001,1.706,1.9602001,1,-0.0656000000000001,0.24903340000000007,1.5574316580889123,False
R1,P14612,Indonesia,Anaerobic Digestion,Other,False,0.09575854268196635,0.03890510770321319,0.05205359941300283,0,0.0,0.05205359941300283,1.8311505516757578,True
R1,P15103,Indonesia,PEM Electrolysis,Other,False,1.3616107347881858,0.03038490099034566,1.3616107347881858,0,0.0,0.3757158089281658,1.6938145174648938,True
R1,P16040,Indonesia,HVO Renewable Diesel,Diesel,False,15.398107697079595,0.018652887617979445,15.398107697079595,0,0.0,4.248874029530363,2.0595341754116734,True
R1,P16110,Indonesia,All Mines,Other,False,1.5036276780325846,1.5036276780325846,1.5036276780325846,0,0.0,0.0,,True
R1,P19874,Indonesia,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R1,P19878,Indonesia,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R1,P19882,Indonesia,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R1,P19886,Indonesia,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R1,P21809,Indonesia,Coal Subcritical_IDEast,Coal,False,9.87624924,9.80624924,9.87624924,0,0.0,0.06400000000000006,1.8285714285714227,True
R1,P21872,Indonesia,Coal Subcritical_IDJW,Coal,False,38.25653401,38.25653401,38.25653401,0,0.0,0.0,,True
R1,P21935,Indonesia,Coal Subcritical_IDKA,Coal,False,3.234069184,2.987069184,3.234069184,0,0.0,0.2469999999999999,,True
R1,P21998,Indonesia,Coal Subcritical_IDSA,Coal,False,8.257987570000001,7.940987570000001,8.257987570000001,0,0.0,0.2530000000000001,1.5962145110410093,True
R1,P22061,Indonesia,Diesel_IDEast,Diesel,False,2.794387735,2.794387735,2.794387735,0,0.0,0.0,,True
R1,P22078,Indonesia,Diesel_IDKA,Diesel,False,1.243633378,1.243633378,1.243633378,0,0.0,0.0,,True
R1,P22095,Indonesia,Diesel_IDSA,Diesel,False,1.4222304730000002,1.417230473,1.4222304730000002,0,0.0,0.0050000000000001155,,True
R1,P22112,Indonesia,Diesel_IDJW,Diesel,False,0.3640284137,0.3640284137,0.3640284137,0,0.0,0.0,,True
R1,P22129,Indonesia,Gas Combined Cycle_IDEast,Gas,False,3.0141010753,0.9141010753000001,3.0141010753,0,0.0,2.1,,True
R1,P22147,Indonesia,Gas Combined Cycle_IDKA,Gas,False,0.8587692315,0.1787692315,0.8587692315,0,0.0,0.6799999999999999,,True
R1,P22165,Indonesia,Gas Combined Cycle_IDSA,Gas,False,8.129284324,2.219284324,8.129284324,0,0.0,5.91,,True
R1,P22183,Indonesia,Gas Combined Cycle_IDJW,Gas,False,18.63625537,15.48625537,18.63625537,0,0.0,3.1500000000000004,,True
R1,P22235,Indonesia,Gas Turbine_IDSA,Gas,False,0.335819716,0.335819716,0.3008000000000002,0,0.0,0.0,,True
R1,P22269,Indonesia,Gas Engine_IDEast,Gas,False,3.1157083681,1.1807083681,3.1157083681,0,0.0,1.5350000000000001,1.5865633074935401,True
R1,P22286,Indonesia,Gas Engine_IDKA,Gas,False,0.5988861181,0.5488861181,0.5988861181,0,0.0,0.050000000000000044,,True
R1,P22303,Indonesia,Gas Engine_IDSA,Gas,False,5.36067875,1.80367875,5.36067875,0,0.0,3.1120000000000005,1.749789148158561,True
R1,P22320,Indonesia,Gas Engine_IDJW,Gas,False,0.44154676410000004,0.2385467641,0.44154676410000004,0,0.0,0.20000000000000004,1.9704433497536946,True
R1,P2516,Indonesia,Electricity,Other,False,243.09558453803166,51.10727672617292,243.09558453803166,0,0.0,38.96316543279244,1.3477671078428939,True
R1,P2521,Indonesia,Natural Gas,Other,False,112.3076799351223,49.562220295690956,112.3076799351223,0,0.0,22.66683194463579,2.468329555153729,True
R1,P2589,Indonesia,Natural Gas,Other,False,34.89146038822626,34.89146038822626,34.89146038822626,0,0.0,0.0,,True
R1,P2605,Indonesia,Natural Gas,Other,False,112.3076799351223,49.56222029569096,112.3076799351223,0,0.0,11.717722886686744,1.1374762984794482,True
R1,P2668,Indonesia,Natural Gas,Other,False,98.89569419732369,32.690968770529636,98.89569419732369,0,0.0,23.4752832316887,2.4674135847939715,True
R1,P3012,Indonesia,Coal Supercritical,Coal,False,9.752,6.635,9.752,0,0.0,2.253,1.4456207892204038,True
R1,P6126,Indonesia,Molasses,Other,False,1968453.6526019366,1968453.6526019366,1968453.6526019366,0,0.0,0.0,,True
R1,P6131,Indonesia,FAME Biodiesel,Diesel,False,19954503.732876718,19954503.732876718,19954503.732876718,0,0.0,0.0,,True
R11,P14937,Thailand,SMR,Other,False,0.1216720864971514,0.0028039709824190496,0.1216720864971514,0,0.0,0.0250058104535897,1.4304948410502343,True
