r,t,y,val,solvedtm,region_name,tech_name
R6,P2907,2025,76.33625487384774,2026-05-13 13:38:49.789,Cambodia,Biogas
R16,P4240,2025,40.291236258703314,2026-05-13 13:38:49.789,Singapore,Solar Floating
R6,P4240,2025,67.68081681251999,2026-05-13 13:38:49.789,Cambodia,Solar Floating
R12,P11937,2030,54.410260523792395,2026-05-13 13:38:49.789,Myanmar,Lithium Ion Batteries
R16,P11937,2030,342.57744731937925,2026-05-13 13:38:49.789,Singapore,Lithium Ion Batteries
R11,P14937,2030,17.25983130727155,2026-05-13 13:38:49.789,Thailand,SMR
R1,P15103,2030,26.143731927761976,2026-05-13 13:38:49.789,Indonesia,PEM Electrolysis
R17,P15103,2030,24.81905356329387,2026-05-13 13:38:49.789,Malaysia,PEM Electrolysis
R6,P15103,2030,6.629301844609422,2026-05-13 13:38:49.789,Cambodia,PEM Electrolysis
R16,P15321,2030,1008.1059072143405,2026-05-13 13:38:49.789,Singapore,Gas Combined Cycle with CCS
R1,P16040,2030,215.19166200094944,2026-05-13 13:38:49.789,Indonesia,HVO Renewable Diesel
R11,P16040,2030,125.13572072315438,2026-05-13 13:38:49.789,Thailand,HVO Renewable Diesel
R17,P16040,2030,111.99663094927325,2026-05-13 13:38:49.789,Malaysia,HVO Renewable Diesel
R20,P23146,2030,3331.112398604661,2026-05-13 13:38:49.789,Timor Leste,POME Biodiesel
R17,P2544,2030,351.70506805033733,2026-05-13 13:38:49.789,Malaysia,All Refineries
R16,P2831,2030,6900.68902839165,2026-05-13 13:38:49.789,Singapore,Gas Combined Cycle
R12,P11937,2035,37.112953354399416,2026-05-13 13:38:49.789,Myanmar,Lithium Ion Batteries
R16,P11937,2035,399.17091544784813,2026-05-13 13:38:49.789,Singapore,Lithium Ion Batteries
R12,P11942,2035,317.8295407224001,2026-05-13 13:38:49.789,Myanmar,Pumped Hydro
R11,P14937,2035,24.69009964244927,2026-05-13 13:38:49.789,Thailand,SMR
R1,P15103,2035,49.470405635916094,2026-05-13 13:38:49.789,Indonesia,PEM Electrolysis
R17,P15103,2035,60.71561643295116,2026-05-13 13:38:49.789,Malaysia,PEM Electrolysis
R6,P15103,2035,24.360821000289185,2026-05-13 13:38:49.789,Cambodia,PEM Electrolysis
R1,P16040,2035,470.5374118223616,2026-05-13 13:38:49.789,Indonesia,HVO Renewable Diesel
R11,P16040,2035,179.00600292557516,2026-05-13 13:38:49.789,Thailand,HVO Renewable Diesel
R17,P16040,2035,148.80927536139933,2026-05-13 13:38:49.789,Malaysia,HVO Renewable Diesel
R20,P23146,2035,3416.81356492723,2026-05-13 13:38:49.789,Timor Leste,POME Biodiesel
R17,P2544,2035,384.8738336548432,2026-05-13 13:38:49.789,Malaysia,All Refineries
R12,P2831,2035,289.1983819260988,2026-05-13 13:38:49.789,Myanmar,Gas Combined Cycle
R16,P2831,2035,1236.1737596263463,2026-05-13 13:38:49.789,Singapore,Gas Combined Cycle
R11,P11937,2040,1995.3028971702129,2026-05-13 13:38:49.789,Thailand,Lithium Ion Batteries
R12,P11937,2040,102.10671408614424,2026-05-13 13:38:49.789,Myanmar,Lithium Ion Batteries
R16,P11937,2040,178.4060705744483,2026-05-13 13:38:49.789,Singapore,Lithium Ion Batteries
R11,P11942,2040,1486.377577634736,2026-05-13 13:38:49.789,Thailand,Pumped Hydro
R12,P11942,2040,12.334205409740061,2026-05-13 13:38:49.789,Myanmar,Pumped Hydro
R11,P14937,2040,17.737168494549405,2026-05-13 13:38:49.789,Thailand,SMR
R1,P15103,2040,73.50967658928163,2026-05-13 13:38:49.789,Indonesia,PEM Electrolysis
R17,P15103,2040,102.71462100724165,2026-05-13 13:38:49.789,Malaysia,PEM Electrolysis
R6,P15103,2040,44.05319502752387,2026-05-13 13:38:49.789,Cambodia,PEM Electrolysis
R1,P16040,2040,827.9843290420367,2026-05-13 13:38:49.789,Indonesia,HVO Renewable Diesel
R11,P16040,2040,128.596469087063,2026-05-13 13:38:49.789,Thailand,HVO Renewable Diesel
R17,P16040,2040,200.94885837371717,2026-05-13 13:38:49.789,Malaysia,HVO Renewable Diesel
R20,P23146,2040,2756.462845435812,2026-05-13 13:38:49.789,Timor Leste,POME Biodiesel
R17,P2544,2040,293.66759811798994,2026-05-13 13:38:49.789,Malaysia,All Refineries
R16,P2831,2040,1337.6887541444412,2026-05-13 13:38:49.789,Singapore,Gas Combined Cycle
R11,P11937,2045,755.3546056252517,2026-05-13 13:38:49.789,Thailand,Lithium Ion Batteries
R12,P11937,2045,229.47970380443843,2026-05-13 13:38:49.789,Myanmar,Lithium Ion Batteries
R12,P11942,2045,174.22475500820758,2026-05-13 13:38:49.789,Myanmar,Pumped Hydro
R11,P14937,2045,11.784088460704261,2026-05-13 13:38:49.789,Thailand,SMR
R1,P15103,2045,93.57472783559459,2026-05-13 13:38:49.789,Indonesia,PEM Electrolysis
R17,P15103,2045,131.95141761165678,2026-05-13 13:38:49.789,Malaysia,PEM Electrolysis
R6,P15103,2045,54.81816242210532,2026-05-13 13:38:49.789,Cambodia,PEM Electrolysis
R1,P16040,2045,1291.9868116776822,2026-05-13 13:38:49.789,Indonesia,HVO Renewable Diesel
R11,P16040,2045,85.43596842539137,2026-05-13 13:38:49.789,Thailand,HVO Renewable Diesel
R17,P16040,2045,262.9066086873682,2026-05-13 13:38:49.789,Malaysia,HVO Renewable Diesel
R20,P23146,2045,1638.0987020987122,2026-05-13 13:38:49.789,Timor Leste,POME Biodiesel
R17,P2544,2045,186.59990919508215,2026-05-13 13:38:49.789,Malaysia,All Refineries
R11,P2824,2045,684.8814883281669,2026-05-13 13:38:49.789,Thailand,Small Hydro
R11,P2831,2045,21515.76083870712,2026-05-13 13:38:49.789,Thailand,Gas Combined Cycle
R12,P2831,2045,1587.1584765300797,2026-05-13 13:38:49.789,Myanmar,Gas Combined Cycle
R16,P2831,2045,2822.5926239563482,2026-05-13 13:38:49.789,Singapore,Gas Combined Cycle
R11,P11937,2050,2041.2292539483237,2026-05-13 13:38:49.789,Thailand,Lithium Ion Batteries
R12,P11937,2050,88.98381474926431,2026-05-13 13:38:49.789,Myanmar,Lithium Ion Batteries
R16,P11937,2050,39.55639177889449,2026-05-13 13:38:49.789,Singapore,Lithium Ion Batteries
R11,P14937,2050,15.731066868588053,2026-05-13 13:38:49.789,Thailand,SMR
R16,P14937,2050,0.9938543992751045,2026-05-13 13:38:49.789,Singapore,SMR
R6,P14937,2050,125.82218305498031,2026-05-13 13:38:49.789,Cambodia,SMR
R1,P15103,2050,103.72882762298119,2026-05-13 13:38:49.789,Indonesia,PEM Electrolysis
R17,P15103,2050,131.47419033380095,2026-05-13 13:38:49.789,Malaysia,PEM Electrolysis
R1,P16040,2050,1849.905013424711,2026-05-13 13:38:49.789,Indonesia,HVO Renewable Diesel
R11,P16040,2050,114.05200637827613,2026-05-13 13:38:49.789,Thailand,HVO Renewable Diesel
R17,P16040,2050,346.2810514924496,2026-05-13 13:38:49.789,Malaysia,HVO Renewable Diesel
R20,P23146,2050,806.4589620008701,2026-05-13 13:38:49.789,Timor Leste,POME Biodiesel
R17,P2544,2050,20.03174444189303,2026-05-13 13:38:49.789,Malaysia,All Refineries
R11,P2831,2050,22245.226554666457,2026-05-13 13:38:49.789,Thailand,Gas Combined Cycle
R12,P2831,2050,1587.1584765300797,2026-05-13 13:38:49.789,Myanmar,Gas Combined Cycle
R16,P2831,2050,1128.7342632316427,2026-05-13 13:38:49.789,Singapore,Gas Combined Cycle
R11,P11937,2055,961.8090831056513,2026-05-13 13:38:49.789,Thailand,Lithium Ion Batteries
R12,P11937,2055,166.67144960359843,2026-05-13 13:38:49.789,Myanmar,Lithium Ion Batteries
R16,P11937,2055,123.98504957493748,2026-05-13 13:38:49.789,Singapore,Lithium Ion Batteries
R11,P14937,2055,32.41050877109752,2026-05-13 13:38:49.789,Thailand,SMR
R16,P14937,2055,0.3012163994152791,2026-05-13 13:38:49.789,Singapore,SMR
R6,P14937,2055,338.5708413678625,2026-05-13 13:38:49.789,Cambodia,SMR
R1,P15103,2055,142.52973308646222,2026-05-13 13:38:49.789,Indonesia,PEM Electrolysis
R17,P15103,2055,136.6189557624141,2026-05-13 13:38:49.789,Malaysia,PEM Electrolysis
R1,P16040,2055,2541.88226976853,2026-05-13 13:38:49.789,Indonesia,HVO Renewable Diesel
R11,P16040,2055,234.97983855535918,2026-05-13 13:38:49.789,Thailand,HVO Renewable Diesel
R17,P16040,2055,258.0961063680535,2026-05-13 13:38:49.789,Malaysia,HVO Renewable Diesel
R20,P23146,2055,1913.1671852161503,2026-05-13 13:38:49.789,Timor Leste,POME Biodiesel
R15,P2544,2055,10689.654466468284,2026-05-13 13:38:49.789,Brunei,All Refineries
R17,P2544,2055,7912.994316190781,2026-05-13 13:38:49.789,Malaysia,All Refineries
R11,P2831,2055,19468.239536682235,2026-05-13 13:38:49.789,Thailand,Gas Combined Cycle
R12,P2831,2055,1587.1584765300797,2026-05-13 13:38:49.789,Myanmar,Gas Combined Cycle
R16,P2831,2055,3139.3740282256126,2026-05-13 13:38:49.789,Singapore,Gas Combined Cycle
R11,P11937,2060,2056.8187279270437,2026-05-13 13:38:49.789,Thailand,Lithium Ion Batteries
R12,P11937,2060,254.7909230386019,2026-05-13 13:38:49.789,Myanmar,Lithium Ion Batteries
R16,P11937,2060,407.4595396147162,2026-05-13 13:38:49.789,Singapore,Lithium Ion Batteries
R11,P14937,2060,42.47308321130583,2026-05-13 13:38:49.789,Thailand,SMR
R16,P14937,2060,0.22482518250146805,2026-05-13 13:38:49.789,Singapore,SMR
R6,P14937,2060,109.38865832951538,2026-05-13 13:38:49.789,Cambodia,SMR
R1,P15103,2060,175.5870678996092,2026-05-13 13:38:49.789,Indonesia,PEM Electrolysis
R17,P15103,2060,143.86946544111362,2026-05-13 13:38:49.789,Malaysia,PEM Electrolysis
R1,P16040,2060,3131.428404653714,2026-05-13 13:38:49.789,Indonesia,HVO Renewable Diesel
R11,P16040,2060,307.934636460908,2026-05-13 13:38:49.789,Thailand,HVO Renewable Diesel
R17,P16040,2060,314.83984718842,2026-05-13 13:38:49.789,Malaysia,HVO Renewable Diesel
R16,P16756,2060,676.8183374104503,2026-05-13 13:38:49.789,Singapore,Solar PV Rooftop
R20,P23146,2060,1916.9074742274229,2026-05-13 13:38:49.789,Timor Leste,POME Biodiesel
R17,P2544,2060,1082.4122647926486,2026-05-13 13:38:49.789,Malaysia,All Refineries
R11,P2831,2060,17272.13295390263,2026-05-13 13:38:49.789,Thailand,Gas Combined Cycle
R12,P2831,2060,1245.737327206639,2026-05-13 13:38:49.789,Myanmar,Gas Combined Cycle
R16,P2831,2060,6900.68902839165,2026-05-13 13:38:49.789,Singapore,Gas Combined Cycle
R6,P2831,2060,1295.920239308386,2026-05-13 13:38:49.789,Cambodia,Gas Combined Cycle
R16,P4240,2060,322.66600048680016,2026-05-13 13:38:49.789,Singapore,Solar Floating
