ams,fuel,year,ceiling_vol_pct,ceiling_energy_pct,canon_floor_vol_pct,canon_floor_energy_pct,inversion_vs_canon_floor_energy_pp,inverted_vs_canon,postdelta_floor_vol_pct,postdelta_floor_energy_pct,inversion_vs_postdelta_floor_energy_pp,inverted_vs_postdelta,wrapped_ceiling_energy_pct
Brunei,Biodiesel,2057,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Brunei,Biodiesel,2058,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Brunei,Biodiesel,2059,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Brunei,Biodiesel,2060,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Cambodia,Biodiesel,2025,0,0,0,0,0,,0,0,0,,0
Cambodia,Biodiesel,2026,3,2.7081,0,0,-2.7081,,0,0,-2.7081,,2.7081
Cambodia,Biodiesel,2027,6,5.4326,0,0,-5.4326,,0,0,-5.4326,,5.4326
Cambodia,Biodiesel,2028,8,7.2581,0,0,-7.2581,,0,0,-7.2581,,7.2581
Cambodia,Biodiesel,2029,10,9.0909,0,0,-9.0909,,0,0,-9.0909,,9.0909
Cambodia,Biodiesel,2030,12,10.9312,0,0,-10.9312,,0,0,-10.9312,,10.9312
Cambodia,Biodiesel,2031,13.6,12.4088,0,0,-12.4088,,0,0,-12.4088,,12.4088
Cambodia,Biodiesel,2032,15.2,13.8911,0,0,-13.8911,,0,0,-13.8911,,13.8911
Cambodia,Biodiesel,2033,16.8,15.3784,0,0,-15.3784,,0,0,-15.3784,,15.3784
Cambodia,Biodiesel,2034,18.4,16.8704,0,0,-16.8704,,0,0,-16.8704,,16.8704
Cambodia,Biodiesel,2035,20,18.3673,0,0,-18.3673,,0,0,-18.3673,,18.3673
Cambodia,Biodiesel,2036,22,20.2454,0,0,-20.2454,,0,0,-20.2454,,20.2454
Cambodia,Biodiesel,2037,24,22.1311,0,0,-22.1311,,0,0,-22.1311,,22.1311
Cambodia,Biodiesel,2038,26,24.0246,0,0,-24.0246,,0,0,-24.0246,,24.0246
Cambodia,Biodiesel,2039,28,25.9259,0,0,-25.9259,,0,0,-25.9259,,25.9259
Cambodia,Biodiesel,2040,30,27.8351,0,0,-27.8351,,0,0,-27.8351,,27.8351
Cambodia,Biodiesel,2041,32,29.7521,0,0,-29.7521,,0,0,-29.7521,,29.7521
Cambodia,Biodiesel,2042,34,31.677,0,0,-31.677,,0,0,-31.677,,31.677
Cambodia,Biodiesel,2043,36,33.61,0,0,-33.61,,0,0,-33.61,,33.61
Cambodia,Biodiesel,2044,38,35.5509,0,0,-35.5509,,0,0,-35.5509,,35.5509
Cambodia,Biodiesel,2045,40,37.5,0,0,-37.5,,0,0,-37.5,,37.5
Cambodia,Biodiesel,2046,42,39.4572,0,0,-39.4572,,0,0,-39.4572,,39.4572
Cambodia,Biodiesel,2047,44,41.4226,0,0,-41.4226,,0,0,-41.4226,,41.4226
Cambodia,Biodiesel,2048,46,43.3962,0,0,-43.3962,,0,0,-43.3962,,43.3962
Cambodia,Biodiesel,2049,48,45.3782,0,0,-45.3782,,0,0,-45.3782,,45.3782
Cambodia,Biodiesel,2050,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Cambodia,Biodiesel,2051,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Cambodia,Biodiesel,2052,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Cambodia,Biodiesel,2053,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Cambodia,Biodiesel,2054,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Cambodia,Biodiesel,2055,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Cambodia,Biodiesel,2056,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Cambodia,Biodiesel,2057,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Cambodia,Biodiesel,2058,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Cambodia,Biodiesel,2059,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Cambodia,Biodiesel,2060,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Indonesia,Biodiesel,2025,34.1,31.7735,40,37.5,5.7265,YES,34.1,31.7735,0,,31.7735
Indonesia,Biodiesel,2026,50,47.3684,40.4,37.8908,-9.4776,,34.736,32.3874,-14.981,,47.3684
Indonesia,Biodiesel,2027,50,47.3684,40.8,38.2819,-9.0865,,35.372,33.0022,-14.3663,,47.3684
Indonesia,Biodiesel,2028,50,47.3684,41.2,38.6733,-8.6951,,36.008,33.6177,-13.7507,,47.3684
Indonesia,Biodiesel,2029,50,47.3684,41.6,39.0651,-8.3033,,36.644,34.2341,-13.1343,,47.3684
Indonesia,Biodiesel,2030,50,47.3684,42,39.4572,-7.9112,,37.28,34.8513,-12.5172,,47.3684
Indonesia,Biodiesel,2031,50,47.3684,42.4,39.8496,-7.5188,,37.916,35.4693,-11.8992,,47.3684
Indonesia,Biodiesel,2032,50,47.3684,42.8,40.2424,-7.126,,38.552,36.0881,-11.2804,,47.3684
Indonesia,Biodiesel,2033,50,47.3684,43.2,40.6355,-6.733,,39.188,36.7077,-10.6607,,47.3684
Indonesia,Biodiesel,2034,50,47.3684,43.6,41.0289,-6.3396,,39.824,37.3282,-10.0403,,47.3684
Indonesia,Biodiesel,2035,50,47.3684,44,41.4226,-5.9458,,40.46,37.9494,-9.419,,47.3684
Indonesia,Biodiesel,2036,50,47.3684,44.4,41.8167,-5.5518,,41.096,38.5715,-8.7969,,47.3684
Indonesia,Biodiesel,2037,50,47.3684,44.8,42.2111,-5.1574,,41.732,39.1945,-8.174,,47.3684
Indonesia,Biodiesel,2038,50,47.3684,45.2,42.6058,-4.7626,,42.368,39.8182,-7.5502,,47.3684
Indonesia,Biodiesel,2039,50,47.3684,45.6,43.0008,-4.3676,,43.004,40.4428,-6.9256,,47.3684
Indonesia,Biodiesel,2040,50,47.3684,46,43.3962,-3.9722,,43.64,41.0682,-6.3002,,47.3684
Indonesia,Biodiesel,2041,50,47.3684,46.4,43.7919,-3.5765,,44.276,41.6945,-5.674,,47.3684
Indonesia,Biodiesel,2042,50,47.3684,46.8,44.188,-3.1804,,44.912,42.3215,-5.0469,,47.3684
Indonesia,Biodiesel,2043,50,47.3684,47.2,44.5844,-2.784,,45.548,42.9495,-4.419,,47.3684
Indonesia,Biodiesel,2044,50,47.3684,47.6,44.9811,-2.3873,,46.184,43.5782,-3.7902,,47.3684
Indonesia,Biodiesel,2045,50,47.3684,48,45.3782,-1.9903,,46.82,44.2078,-3.1606,,47.3684
Indonesia,Biodiesel,2046,50,47.3684,48.4,45.7755,-1.5929,,47.456,44.8382,-2.5302,,47.3684
Indonesia,Biodiesel,2047,50,47.3684,48.8,46.1733,-1.1952,,48.092,45.4695,-1.8989,,47.3684
Indonesia,Biodiesel,2048,50,47.3684,49.2,46.5713,-0.7971,,48.728,46.1016,-1.2668,,47.3684
Indonesia,Biodiesel,2049,50,47.3684,49.6,46.9697,-0.3987,,49.364,46.7346,-0.6338,,47.3684
Indonesia,Biodiesel,2050,50,47.3684,50,47.3684,0,,50,47.3684,0,,47.3684
Indonesia,Biodiesel,2051,50,47.3684,50,47.3684,0,,50,47.3684,0,,47.3684
Indonesia,Biodiesel,2052,50,47.3684,50,47.3684,0,,50,47.3684,0,,47.3684
Indonesia,Biodiesel,2053,50,47.3684,50,47.3684,0,,50,47.3684,0,,47.3684
Indonesia,Biodiesel,2054,50,47.3684,50,47.3684,0,,50,47.3684,0,,47.3684
Indonesia,Biodiesel,2055,50,47.3684,50,47.3684,0,,50,47.3684,0,,47.3684
Indonesia,Biodiesel,2056,50,47.3684,50,47.3684,0,,50,47.3684,0,,47.3684
Indonesia,Biodiesel,2057,50,47.3684,50,47.3684,0,,50,47.3684,0,,47.3684
Indonesia,Biodiesel,2058,50,47.3684,50,47.3684,0,,50,47.3684,0,,47.3684
Indonesia,Biodiesel,2059,50,47.3684,50,47.3684,0,,50,47.3684,0,,47.3684
Indonesia,Biodiesel,2060,50,47.3684,50,47.3684,0,,50,47.3684,0,,47.3684
Laos,Biodiesel,2025,0,0,1.6667,1.5025,1.5025,YES,0,0,0,,0
Laos,Biodiesel,2026,3,2.7081,3.3333,3.01,0.3019,YES,2,1.8036,-0.9045,,2.7081
Laos,Biodiesel,2027,6,5.4326,5,4.5226,-0.91,,4,3.6145,-1.8181,,5.4326
Laos,Biodiesel,2028,8,7.2581,6.6667,6.0403,-1.2178,,6,5.4326,-1.8255,,7.2581
Laos,Biodiesel,2029,10,9.0909,8.3333,7.563,-1.5279,,8,7.2581,-1.8328,,9.0909
Laos,Biodiesel,2030,12,10.9312,10,9.0909,-1.8403,,10,9.0909,-1.8403,,10.9312
Laos,Biodiesel,2031,13.6,12.4088,10,9.0909,-3.3179,,10,9.0909,-3.3179,,12.4088
Laos,Biodiesel,2032,15.2,13.8911,10,9.0909,-4.8002,,10,9.0909,-4.8002,,13.8911
Laos,Biodiesel,2033,16.8,15.3784,10,9.0909,-6.2874,,10,9.0909,-6.2874,,15.3784
Laos,Biodiesel,2034,18.4,16.8704,10,9.0909,-7.7795,,10,9.0909,-7.7795,,16.8704
Laos,Biodiesel,2035,20,18.3673,10,9.0909,-9.2764,,10,9.0909,-9.2764,,18.3673
Laos,Biodiesel,2036,22,20.2454,10,9.0909,-11.1545,,10,9.0909,-11.1545,,20.2454
Laos,Biodiesel,2037,24,22.1311,10,9.0909,-13.0402,,10,9.0909,-13.0402,,22.1311
Laos,Biodiesel,2038,26,24.0246,10,9.0909,-14.9337,,10,9.0909,-14.9337,,24.0246
Laos,Biodiesel,2039,28,25.9259,10,9.0909,-16.835,,10,9.0909,-16.835,,25.9259
Laos,Biodiesel,2040,30,27.8351,10,9.0909,-18.7441,,10,9.0909,-18.7441,,27.8351
Laos,Biodiesel,2041,32,29.7521,10,9.0909,-20.6612,,10,9.0909,-20.6612,,29.7521
Laos,Biodiesel,2042,34,31.677,10,9.0909,-22.5861,,10,9.0909,-22.5861,,31.677
Laos,Biodiesel,2043,36,33.61,10,9.0909,-24.519,,10,9.0909,-24.519,,33.61
Laos,Biodiesel,2044,38,35.5509,10,9.0909,-26.46,,10,9.0909,-26.46,,35.5509
Laos,Biodiesel,2045,40,37.5,10,9.0909,-28.4091,,10,9.0909,-28.4091,,37.5
Laos,Biodiesel,2046,42,39.4572,10,9.0909,-30.3663,,10,9.0909,-30.3663,,39.4572
Laos,Biodiesel,2047,44,41.4226,10,9.0909,-32.3317,,10,9.0909,-32.3317,,41.4226
Laos,Biodiesel,2048,46,43.3962,10,9.0909,-34.3053,,10,9.0909,-34.3053,,43.3962
Laos,Biodiesel,2049,48,45.3782,10,9.0909,-36.2872,,10,9.0909,-36.2872,,45.3782
Laos,Biodiesel,2050,50,47.3684,10,9.0909,-38.2775,,10,9.0909,-38.2775,,47.3684
Laos,Biodiesel,2051,50,47.3684,10,9.0909,-38.2775,,10,9.0909,-38.2775,,47.3684
Laos,Biodiesel,2052,50,47.3684,10,9.0909,-38.2775,,10,9.0909,-38.2775,,47.3684
Laos,Biodiesel,2053,50,47.3684,10,9.0909,-38.2775,,10,9.0909,-38.2775,,47.3684
Laos,Biodiesel,2054,50,47.3684,10,9.0909,-38.2775,,10,9.0909,-38.2775,,47.3684
Laos,Biodiesel,2055,50,47.3684,10,9.0909,-38.2775,,10,9.0909,-38.2775,,47.3684
Laos,Biodiesel,2056,50,47.3684,10,9.0909,-38.2775,,10,9.0909,-38.2775,,47.3684
Laos,Biodiesel,2057,50,47.3684,10,9.0909,-38.2775,,10,9.0909,-38.2775,,47.3684
Laos,Biodiesel,2058,50,47.3684,10,9.0909,-38.2775,,10,9.0909,-38.2775,,47.3684
Laos,Biodiesel,2059,50,47.3684,10,9.0909,-38.2775,,10,9.0909,-38.2775,,47.3684
Laos,Biodiesel,2060,50,47.3684,10,9.0909,-38.2775,,10,9.0909,-38.2775,,47.3684
Malaysia,Biodiesel,2025,12,10.9312,5,4.5226,-6.4086,,12,10.9312,0,,10.9312
Malaysia,Biodiesel,2026,15,13.7056,10,9.0909,-4.6147,,15.6,14.2625,0.5569,YES,14.2625
Malaysia,Biodiesel,2027,15,13.7056,15,13.7056,0,,19.2,17.6183,3.9127,YES,17.6183
Malaysia,Biodiesel,2028,15,13.7056,20,18.3673,4.6618,YES,22.8,20.9988,7.2932,YES,20.9988
Malaysia,Biodiesel,2029,15,13.7056,25,23.0769,9.3713,YES,26.4,24.4043,10.6987,YES,24.4043
Malaysia,Biodiesel,2030,15,13.7056,30,27.8351,14.1295,YES,30,27.8351,14.1295,YES,27.8351
Malaysia,Biodiesel,2031,16,14.6341,30,27.8351,13.2009,YES,30,27.8351,13.2009,YES,27.8351
Malaysia,Biodiesel,2032,17,15.5646,30,27.8351,12.2705,YES,30,27.8351,12.2705,YES,27.8351
Malaysia,Biodiesel,2033,18,16.4969,30,27.8351,11.3381,YES,30,27.8351,11.3381,YES,27.8351
Malaysia,Biodiesel,2034,19,17.4312,30,27.8351,10.4039,YES,30,27.8351,10.4039,YES,27.8351
Malaysia,Biodiesel,2035,20,18.3673,30,27.8351,9.4677,YES,30,27.8351,9.4677,YES,27.8351
Malaysia,Biodiesel,2036,22,20.2454,30,27.8351,7.5897,YES,30,27.8351,7.5897,YES,27.8351
Malaysia,Biodiesel,2037,24,22.1311,30,27.8351,5.7039,YES,30,27.8351,5.7039,YES,27.8351
Malaysia,Biodiesel,2038,26,24.0246,30,27.8351,3.8104,YES,30,27.8351,3.8104,YES,27.8351
Malaysia,Biodiesel,2039,28,25.9259,30,27.8351,1.9091,YES,30,27.8351,1.9091,YES,27.8351
Malaysia,Biodiesel,2040,30,27.8351,30,27.8351,0,,30,27.8351,0,,27.8351
Malaysia,Biodiesel,2041,32,29.7521,30,27.8351,-1.917,,30,27.8351,-1.917,,29.7521
Malaysia,Biodiesel,2042,34,31.677,30,27.8351,-3.842,,30,27.8351,-3.842,,31.677
Malaysia,Biodiesel,2043,36,33.61,30,27.8351,-5.7749,,30,27.8351,-5.7749,,33.61
Malaysia,Biodiesel,2044,38,35.5509,30,27.8351,-7.7159,,30,27.8351,-7.7159,,35.5509
Malaysia,Biodiesel,2045,40,37.5,30,27.8351,-9.6649,,30,27.8351,-9.6649,,37.5
Malaysia,Biodiesel,2046,42,39.4572,30,27.8351,-11.6222,,30,27.8351,-11.6222,,39.4572
Malaysia,Biodiesel,2047,44,41.4226,30,27.8351,-13.5875,,30,27.8351,-13.5875,,41.4226
Malaysia,Biodiesel,2048,46,43.3962,30,27.8351,-15.5612,,30,27.8351,-15.5612,,43.3962
Malaysia,Biodiesel,2049,48,45.3782,30,27.8351,-17.5431,,30,27.8351,-17.5431,,45.3782
Malaysia,Biodiesel,2050,50,47.3684,30,27.8351,-19.5334,,30,27.8351,-19.5334,,47.3684
Malaysia,Biodiesel,2051,50,47.3684,30,27.8351,-19.5334,,30,27.8351,-19.5334,,47.3684
Malaysia,Biodiesel,2052,50,47.3684,30,27.8351,-19.5334,,30,27.8351,-19.5334,,47.3684
Malaysia,Biodiesel,2053,50,47.3684,30,27.8351,-19.5334,,30,27.8351,-19.5334,,47.3684
Malaysia,Biodiesel,2054,50,47.3684,30,27.8351,-19.5334,,30,27.8351,-19.5334,,47.3684
Malaysia,Biodiesel,2055,50,47.3684,30,27.8351,-19.5334,,30,27.8351,-19.5334,,47.3684
Malaysia,Biodiesel,2056,50,47.3684,30,27.8351,-19.5334,,30,27.8351,-19.5334,,47.3684
Malaysia,Biodiesel,2057,50,47.3684,30,27.8351,-19.5334,,30,27.8351,-19.5334,,47.3684
Malaysia,Biodiesel,2058,50,47.3684,30,27.8351,-19.5334,,30,27.8351,-19.5334,,47.3684
Malaysia,Biodiesel,2059,50,47.3684,30,27.8351,-19.5334,,30,27.8351,-19.5334,,47.3684
Malaysia,Biodiesel,2060,50,47.3684,30,27.8351,-19.5334,,30,27.8351,-19.5334,,47.3684
Myanmar,Biodiesel,2025,0,0,0,0,0,,0,0,0,,0
Myanmar,Biodiesel,2026,3,2.7081,0,0,-2.7081,,0,0,-2.7081,,2.7081
Myanmar,Biodiesel,2027,6,5.4326,0,0,-5.4326,,0,0,-5.4326,,5.4326
Myanmar,Biodiesel,2028,8,7.2581,0,0,-7.2581,,0,0,-7.2581,,7.2581
Myanmar,Biodiesel,2029,10,9.0909,0,0,-9.0909,,0,0,-9.0909,,9.0909
Myanmar,Biodiesel,2030,12,10.9312,0,0,-10.9312,,0,0,-10.9312,,10.9312
Myanmar,Biodiesel,2031,13.6,12.4088,0,0,-12.4088,,0,0,-12.4088,,12.4088
Myanmar,Biodiesel,2032,15.2,13.8911,0,0,-13.8911,,0,0,-13.8911,,13.8911
Myanmar,Biodiesel,2033,16.8,15.3784,0,0,-15.3784,,0,0,-15.3784,,15.3784
Myanmar,Biodiesel,2034,18.4,16.8704,0,0,-16.8704,,0,0,-16.8704,,16.8704
Myanmar,Biodiesel,2035,20,18.3673,0,0,-18.3673,,0,0,-18.3673,,18.3673
Myanmar,Biodiesel,2036,22,20.2454,0,0,-20.2454,,0,0,-20.2454,,20.2454
Myanmar,Biodiesel,2037,24,22.1311,0,0,-22.1311,,0,0,-22.1311,,22.1311
Myanmar,Biodiesel,2038,26,24.0246,0,0,-24.0246,,0,0,-24.0246,,24.0246
Myanmar,Biodiesel,2039,28,25.9259,0,0,-25.9259,,0,0,-25.9259,,25.9259
Myanmar,Biodiesel,2040,30,27.8351,0,0,-27.8351,,0,0,-27.8351,,27.8351
Myanmar,Biodiesel,2041,32,29.7521,0,0,-29.7521,,0,0,-29.7521,,29.7521
Myanmar,Biodiesel,2042,34,31.677,0,0,-31.677,,0,0,-31.677,,31.677
Myanmar,Biodiesel,2043,36,33.61,0,0,-33.61,,0,0,-33.61,,33.61
Myanmar,Biodiesel,2044,38,35.5509,0,0,-35.5509,,0,0,-35.5509,,35.5509
Myanmar,Biodiesel,2045,40,37.5,0,0,-37.5,,0,0,-37.5,,37.5
Myanmar,Biodiesel,2046,42,39.4572,0,0,-39.4572,,0,0,-39.4572,,39.4572
Myanmar,Biodiesel,2047,44,41.4226,0,0,-41.4226,,0,0,-41.4226,,41.4226
Myanmar,Biodiesel,2048,46,43.3962,0,0,-43.3962,,0,0,-43.3962,,43.3962
Myanmar,Biodiesel,2049,48,45.3782,0,0,-45.3782,,0,0,-45.3782,,45.3782
Myanmar,Biodiesel,2050,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Myanmar,Biodiesel,2051,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Myanmar,Biodiesel,2052,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Myanmar,Biodiesel,2053,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Myanmar,Biodiesel,2054,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Myanmar,Biodiesel,2055,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Myanmar,Biodiesel,2056,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Myanmar,Biodiesel,2057,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Myanmar,Biodiesel,2058,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Myanmar,Biodiesel,2059,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Myanmar,Biodiesel,2060,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Philippines,Biodiesel,2025,3.3,2.9798,4,3.6145,0.6346,YES,3.3,2.9798,0,,2.9798
Philippines,Biodiesel,2026,6.3,5.7059,5,4.5226,-1.1833,,5,4.5226,-1.1833,,5.7059
Philippines,Biodiesel,2027,9,8.1736,5,4.5226,-3.6509,,5,4.5226,-3.6509,,8.1736
Philippines,Biodiesel,2028,10,9.0909,5,4.5226,-4.5683,,5,4.5226,-4.5683,,9.0909
Philippines,Biodiesel,2029,11,10.0101,5,4.5226,-5.4875,,5,4.5226,-5.4875,,10.0101
Philippines,Biodiesel,2030,12,10.9312,5,4.5226,-6.4086,,5,4.5226,-6.4086,,10.9312
Philippines,Biodiesel,2031,13.6,12.4088,5,4.5226,-7.8861,,5,4.5226,-7.8861,,12.4088
Philippines,Biodiesel,2032,15.2,13.8911,5,4.5226,-9.3685,,5,4.5226,-9.3685,,13.8911
Philippines,Biodiesel,2033,16.8,15.3784,5,4.5226,-10.8557,,5,4.5226,-10.8557,,15.3784
Philippines,Biodiesel,2034,18.4,16.8704,5,4.5226,-12.3478,,5,4.5226,-12.3478,,16.8704
Philippines,Biodiesel,2035,20,18.3673,5,4.5226,-13.8447,,5,4.5226,-13.8447,,18.3673
Philippines,Biodiesel,2036,22,20.2454,5,4.5226,-15.7228,,5,4.5226,-15.7228,,20.2454
Philippines,Biodiesel,2037,24,22.1311,5,4.5226,-17.6085,,5,4.5226,-17.6085,,22.1311
Philippines,Biodiesel,2038,26,24.0246,5,4.5226,-19.502,,5,4.5226,-19.502,,24.0246
Philippines,Biodiesel,2039,28,25.9259,5,4.5226,-21.4033,,5,4.5226,-21.4033,,25.9259
Philippines,Biodiesel,2040,30,27.8351,5,4.5226,-23.3124,,5,4.5226,-23.3124,,27.8351
Philippines,Biodiesel,2041,32,29.7521,5,4.5226,-25.2295,,5,4.5226,-25.2295,,29.7521
Philippines,Biodiesel,2042,34,31.677,5,4.5226,-27.1544,,5,4.5226,-27.1544,,31.677
Philippines,Biodiesel,2043,36,33.61,5,4.5226,-29.0873,,5,4.5226,-29.0873,,33.61
Philippines,Biodiesel,2044,38,35.5509,5,4.5226,-31.0283,,5,4.5226,-31.0283,,35.5509
Philippines,Biodiesel,2045,40,37.5,5,4.5226,-32.9774,,5,4.5226,-32.9774,,37.5
Philippines,Biodiesel,2046,42,39.4572,5,4.5226,-34.9346,,5,4.5226,-34.9346,,39.4572
Philippines,Biodiesel,2047,44,41.4226,5,4.5226,-36.9,,5,4.5226,-36.9,,41.4226
Philippines,Biodiesel,2048,46,43.3962,5,4.5226,-38.8736,,5,4.5226,-38.8736,,43.3962
Philippines,Biodiesel,2049,48,45.3782,5,4.5226,-40.8555,,5,4.5226,-40.8555,,45.3782
Philippines,Biodiesel,2050,50,47.3684,5,4.5226,-42.8458,,5,4.5226,-42.8458,,47.3684
Philippines,Biodiesel,2051,50,47.3684,5,4.5226,-42.8458,,5,4.5226,-42.8458,,47.3684
Philippines,Biodiesel,2052,50,47.3684,5,4.5226,-42.8458,,5,4.5226,-42.8458,,47.3684
Philippines,Biodiesel,2053,50,47.3684,5,4.5226,-42.8458,,5,4.5226,-42.8458,,47.3684
Philippines,Biodiesel,2054,50,47.3684,5,4.5226,-42.8458,,5,4.5226,-42.8458,,47.3684
Philippines,Biodiesel,2055,50,47.3684,5,4.5226,-42.8458,,5,4.5226,-42.8458,,47.3684
Philippines,Biodiesel,2056,50,47.3684,5,4.5226,-42.8458,,5,4.5226,-42.8458,,47.3684
Philippines,Biodiesel,2057,50,47.3684,5,4.5226,-42.8458,,5,4.5226,-42.8458,,47.3684
Philippines,Biodiesel,2058,50,47.3684,5,4.5226,-42.8458,,5,4.5226,-42.8458,,47.3684
Philippines,Biodiesel,2059,50,47.3684,5,4.5226,-42.8458,,5,4.5226,-42.8458,,47.3684
Philippines,Biodiesel,2060,50,47.3684,5,4.5226,-42.8458,,5,4.5226,-42.8458,,47.3684
Singapore,Biodiesel,2025,0,0,0,0,0,,0,0,0,,0
Singapore,Biodiesel,2026,3,2.7081,0,0,-2.7081,,0,0,-2.7081,,2.7081
Singapore,Biodiesel,2027,6,5.4326,0,0,-5.4326,,0,0,-5.4326,,5.4326
Singapore,Biodiesel,2028,8,7.2581,0,0,-7.2581,,0,0,-7.2581,,7.2581
Singapore,Biodiesel,2029,10,9.0909,0,0,-9.0909,,0,0,-9.0909,,9.0909
Singapore,Biodiesel,2030,12,10.9312,0,0,-10.9312,,0,0,-10.9312,,10.9312
Singapore,Biodiesel,2031,13.6,12.4088,0,0,-12.4088,,0,0,-12.4088,,12.4088
Singapore,Biodiesel,2032,15.2,13.8911,0,0,-13.8911,,0,0,-13.8911,,13.8911
