r,region_name,y,peak_rate_PJ_yr,l,timeslice_name,peak_GW_equiv,y_int,prev_peak_GW,delta_GW,growth_ratio
R19,Philippines,2050,1029.837100229912,L36,Dry: Hr 12,32.65592022545383,2050,27.63430264708365,5.021617578370183,1.1817168192192515
R19,Philippines,2055,1107.17384886155,L9,Wet: Hr 9,35.10825243726376,2055,32.65592022545383,2.4523322118099244,1.0750960988047258
R19,Philippines,2060,1333.9430472999647,L36,Dry: Hr 12,42.29905654807092,2060,35.10825243726376,7.190804110807164,1.2048180587642943
R16,Singapore,2025,189.86464298826783,L10,Wet: Hr 10,6.0205683342297,2025,,,
R16,Singapore,2030,177.813090825738,L10,Wet: Hr 10,5.638416122074391,2030,6.0205683342297,-0.3821522121553089,0.9365255585618724
R16,Singapore,2035,184.98607614109702,L13,Wet: Hr 13,5.865869994327023,2035,5.638416122074391,0.22745387225263247,1.0403400294210552
R16,Singapore,2040,192.72564856430785,L11,Wet: Hr 11,6.111290225910319,2040,5.865869994327023,0.24542023158329584,1.0418386755623028
R16,Singapore,2045,219.3973524274203,L11,Wet: Hr 11,6.9570444072621855,2045,6.111290225910319,0.8457541813518663,1.1383920825370204
R16,Singapore,2050,243.2325721628105,L43,Dry: Hr 19,7.712854266958729,2050,6.9570444072621855,0.7558098596965435,1.108639504860366
R16,Singapore,2055,277.02722336062754,L43,Dry: Hr 19,8.784475626605388,2055,7.712854266958729,1.0716213596466595,1.1389396613180418
R16,Singapore,2060,271.82271555564137,L43,Dry: Hr 19,8.619441766731397,2060,8.784475626605388,-0.16503385987399177,0.9812130095307958
R11,Thailand,2025,831.2946959454125,L15,Wet: Hr 15,26.36018188563586,2025,,,
R11,Thailand,2030,864.5804286334477,L15,Wet: Hr 15,27.41566554520065,2030,26.36018188563586,1.0554836595647892,1.0400408337144267
R11,Thailand,2035,1043.4463234458326,L15,Wet: Hr 15,33.08746586269129,2035,27.41566554520065,5.671800317490639,1.2068817300145223
R11,Thailand,2040,1341.1979014988392,L11,Wet: Hr 11,42.52910646558978,2040,33.08746586269129,9.441640602898488,1.285353996044305
R11,Thailand,2045,1781.751094538923,L12,Wet: Hr 12,56.49895657467412,2045,42.52910646558978,13.96985010908434,1.3284773951314337
R11,Thailand,2050,2044.575625372561,L13,Wet: Hr 13,64.8330677756393,2050,56.49895657467412,8.334111200965175,1.1475091170922787
R11,Thailand,2055,2266.358632240518,L13,Wet: Hr 13,71.86576078895605,2055,64.8330677756393,7.032693013316759,1.1084738583966756
R11,Thailand,2060,2463.1235001846326,L13,Wet: Hr 13,78.10513382117684,2060,71.86576078895605,6.239373032220783,1.0868198285765538
R20,Timor Leste,2025,2.4200319417385314,L19,Wet: Hr 19,0.07673870946659472,2025,,,
R20,Timor Leste,2030,2.415054113748573,L19,Wet: Hr 19,0.07658086357650218,2030,0.07673870946659472,-0.00015784589009254502,0.9979430734346496
R20,Timor Leste,2035,2.4605380747957315,L19,Wet: Hr 19,0.07802315051990523,2035,0.07658086357650218,0.001442286943403051,1.018833516312626
R20,Timor Leste,2040,2.6596447233389804,L19,Wet: Hr 19,0.08433678092779617,2040,0.07802315051990523,0.006313630407890944,1.0809199624191055
R20,Timor Leste,2045,2.975056850033417,L19,Wet: Hr 19,0.09433843385443356,2045,0.08433678092779617,0.010001652926637392,1.118591826918319
R20,Timor Leste,2050,3.3506718109358653,L19,Wet: Hr 19,0.10624910613064006,2050,0.09433843385443356,0.0119106722762065,1.1262547170815338
R20,Timor Leste,2055,3.8366276300078908,L19,Wet: Hr 19,0.12165866406671394,2055,0.10624910613064006,0.015409557936073875,1.1450323536569507
R20,Timor Leste,2060,4.430490686037537,L19,Wet: Hr 19,0.14048993804025675,2060,0.12165866406671394,0.01883127397354281,1.1547877754371552
R14,Vietnam,2025,943.3670993694942,L12,Wet: Hr 12,29.913974485334037,2025,,,
R14,Vietnam,2030,1445.6940540427502,L22,Wet: Hr 22,45.842657725860924,2030,29.913974485334037,15.928683240526887,1.5324830121900472
R14,Vietnam,2035,1315.8233440545089,L29,Dry: Hr 5,41.72448452734997,2035,45.842657725860924,-4.118173198510952,0.9101672240920754
R14,Vietnam,2040,2083.1482600641366,L15,Wet: Hr 15,66.0561979979749,2040,41.72448452734997,24.331713470624933,1.5831519249728716
R14,Vietnam,2045,2598.1978985422747,L9,Wet: Hr 9,82.38831489542982,2045,66.0561979979749,16.33211689745491,1.247245790591151
R14,Vietnam,2050,4593.916409735263,L38,Dry: Hr 14,145.67213374350783,2050,82.38831489542982,63.28381884807801,1.7681164365165145
R14,Vietnam,2055,2943.5493282043894,L38,Dry: Hr 14,93.33933689131118,2055,145.67213374350783,-52.33279685219665,0.6407494315670449
R14,Vietnam,2060,3198.3469833093077,L38,Dry: Hr 14,101.41891753263913,2060,93.33933689131118,8.07958064132795,1.0865613674836387
