n,f,y,val,solvedtm,fuel_name,node_name
N18,F25,2050,-6.3071999999999955,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Malaysia Sabah
N3,F25,2050,-6.937920000000009,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Cambodia
N4,F25,2050,-40.33406688042737,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Thailand
N5,F25,2050,-0.03201311957268338,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Myanmar
N6,F25,2050,27.640650111122472,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Laos
N7,F25,2050,19.663349888877555,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Vietnam
N9,F25,2050,-60.537652953449324,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Singapore
N1,F25,2055,6.3071999999999955,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Philippines
N13,F25,2055,-18.905609047522397,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Indonesia Jamali
N14,F25,2055,-46.45995720335754,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Indonesia Sumatra
N15,F25,2055,15.818195232345504,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Indonesia Borneo
N17,F25,2055,96.18479999999991,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Malaysia Peninsular
N18,F25,2055,-6.3071999999999955,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Malaysia Sabah
N3,F25,2055,-9.989427684845841,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Cambodia
N4,F25,2055,-42.01887036072023,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Thailand
N5,F25,2055,4.7042980455659675,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Myanmar
N6,F25,2055,38.890583999999954,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Laos
N7,F25,2055,8.413416000000003,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Vietnam
N9,F25,2055,-46.637428981465604,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Singapore
N1,F25,2060,6.3071999999999955,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Philippines
N13,F25,2060,-23.62924261636704,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Indonesia Jamali
N14,F25,2060,-36.278547902917175,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Indonesia Sumatra
N15,F25,2060,18.911334543533954,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Indonesia Borneo
N17,F25,2060,96.18479999999991,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Malaysia Peninsular
N18,F25,2060,-6.3071999999999955,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Malaysia Sabah
N3,F25,2060,-14.423080758975829,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Cambodia
N4,F25,2060,-38.25085031699793,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Thailand
N5,F25,2060,5.369931075973705,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Myanmar
N6,F25,2060,45.16970399999991,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Laos
N7,F25,2060,2.1342960000000097,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Vietnam
N9,F25,2060,-55.18834402424979,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Singapore
