region,tech_name,season,hour,year,charge_PJ,discharge_PJ,net_PJ
Cambodia,Pumped Hydro,Dry,6,2030,0.0000,0.0685,0.0685
Cambodia,Pumped Hydro,Dry,7,2030,0.0000,0.1561,0.1561
Cambodia,Pumped Hydro,Dry,10,2030,0.3494,0.0000,-0.3494
Cambodia,Pumped Hydro,Dry,11,2030,0.8496,0.0000,-0.8496
Cambodia,Pumped Hydro,Dry,12,2030,0.9540,0.0000,-0.9540
Cambodia,Pumped Hydro,Dry,13,2030,0.0650,0.0000,-0.0650
Cambodia,Pumped Hydro,Dry,15,2030,0.3079,0.0000,-0.3079
Cambodia,Pumped Hydro,Dry,18,2030,0.0000,0.2976,0.2976
Cambodia,Pumped Hydro,Dry,19,2030,0.0000,0.6543,0.6543
Cambodia,Pumped Hydro,Dry,21,2030,0.0000,0.5275,0.5275
Cambodia,Pumped Hydro,Dry,23,2030,0.0000,0.2441,0.2441
Cambodia,Pumped Hydro,Wet,10,2030,0.1123,0.0000,-0.1123
Cambodia,Pumped Hydro,Wet,11,2030,0.5908,0.0000,-0.5908
Cambodia,Pumped Hydro,Wet,12,2030,0.1099,0.0000,-0.1099
Cambodia,Pumped Hydro,Wet,13,2030,0.5385,0.0000,-0.5385
Cambodia,Pumped Hydro,Wet,16,2030,0.0088,0.0000,-0.0088
Cambodia,Pumped Hydro,Wet,19,2030,0.0000,0.4381,0.4381
Cambodia,Pumped Hydro,Wet,22,2030,0.0000,0.3283,0.3283
Cambodia,Pumped Hydro,Wet,23,2030,0.0000,0.1665,0.1665
Cambodia,Pumped Hydro,Wet,24,2030,0.0000,0.1540,0.1540
Cambodia,Pumped Hydro,Dry,1,2035,0.0000,0.7973,0.7973
Cambodia,Pumped Hydro,Dry,2,2035,0.0000,0.7488,0.7488
Cambodia,Pumped Hydro,Dry,4,2035,0.0000,0.6942,0.6942
Cambodia,Pumped Hydro,Dry,5,2035,0.0000,0.7210,0.7210
Cambodia,Pumped Hydro,Dry,6,2035,0.0000,0.8034,0.8034
Cambodia,Pumped Hydro,Dry,7,2035,0.0000,0.2550,0.2550
Cambodia,Pumped Hydro,Dry,8,2035,0.0000,0.0607,0.0607
Cambodia,Pumped Hydro,Dry,9,2035,0.5319,0.0000,-0.5319
Cambodia,Pumped Hydro,Dry,10,2035,1.4332,0.0000,-1.4332
Cambodia,Pumped Hydro,Dry,11,2035,1.6069,0.0000,-1.6069
Cambodia,Pumped Hydro,Dry,12,2035,0.9918,0.0000,-0.9918
Cambodia,Pumped Hydro,Dry,13,2035,1.6186,0.0000,-1.6186
Cambodia,Pumped Hydro,Dry,14,2035,1.4805,0.0000,-1.4805
Cambodia,Pumped Hydro,Dry,15,2035,1.4538,0.0000,-1.4538
Cambodia,Pumped Hydro,Dry,16,2035,1.2747,0.0000,-1.2747
Cambodia,Pumped Hydro,Dry,17,2035,0.0000,0.0412,0.0412
Cambodia,Pumped Hydro,Dry,18,2035,0.0000,1.2875,1.2875
Cambodia,Pumped Hydro,Dry,19,2035,0.0000,0.2386,0.2386
Cambodia,Pumped Hydro,Dry,20,2035,0.0000,0.5107,0.5107
Cambodia,Pumped Hydro,Dry,21,2035,0.0000,0.4039,0.4039
Cambodia,Pumped Hydro,Dry,22,2035,0.0000,0.5991,0.5991
Cambodia,Pumped Hydro,Dry,24,2035,0.0000,1.1711,1.1711
Cambodia,Pumped Hydro,Wet,9,2035,0.7217,0.0000,-0.7217
Cambodia,Pumped Hydro,Wet,10,2035,0.4497,0.0000,-0.4497
Cambodia,Pumped Hydro,Wet,11,2035,0.5603,0.0000,-0.5603
Cambodia,Pumped Hydro,Wet,12,2035,1.2524,0.0000,-1.2524
Cambodia,Pumped Hydro,Wet,13,2035,1.1457,0.0000,-1.1457
Cambodia,Pumped Hydro,Wet,14,2035,1.0596,0.0000,-1.0596
Cambodia,Pumped Hydro,Wet,15,2035,1.0508,0.0000,-1.0508
Cambodia,Pumped Hydro,Wet,16,2035,0.4455,0.0000,-0.4455
Cambodia,Pumped Hydro,Wet,17,2035,0.0000,0.3083,0.3083
Cambodia,Pumped Hydro,Wet,18,2035,0.0000,0.8170,0.8170
Cambodia,Pumped Hydro,Wet,19,2035,0.0000,0.9544,0.9544
Cambodia,Pumped Hydro,Wet,20,2035,0.0000,1.1876,1.1876
Cambodia,Pumped Hydro,Wet,21,2035,0.0000,0.5992,0.5992
Cambodia,Pumped Hydro,Wet,22,2035,0.0000,1.0690,1.0690
Cambodia,Pumped Hydro,Wet,24,2035,0.0000,0.3939,0.3939
Cambodia,Pumped Hydro,Dry,1,2040,0.0000,0.1671,0.1671
Cambodia,Pumped Hydro,Dry,2,2040,0.0000,0.4199,0.4199
Cambodia,Pumped Hydro,Dry,3,2040,0.0000,0.3815,0.3815
Cambodia,Pumped Hydro,Dry,4,2040,0.0000,0.0556,0.0556
Cambodia,Pumped Hydro,Dry,5,2040,0.0000,0.9332,0.9332
Cambodia,Pumped Hydro,Dry,6,2040,0.0000,0.1736,0.1736
Cambodia,Pumped Hydro,Dry,7,2040,0.0000,0.4615,0.4615
Cambodia,Pumped Hydro,Dry,8,2040,0.0000,0.0010,0.0010
Cambodia,Pumped Hydro,Dry,9,2040,1.0873,0.0000,-1.0873
Cambodia,Pumped Hydro,Dry,10,2040,1.6529,0.0000,-1.6529
Cambodia,Pumped Hydro,Dry,11,2040,1.8465,0.0000,-1.8465
Cambodia,Pumped Hydro,Dry,12,2040,1.2490,0.0000,-1.2490
Cambodia,Pumped Hydro,Dry,13,2040,1.0668,0.0000,-1.0668
Cambodia,Pumped Hydro,Dry,14,2040,1.7087,0.0000,-1.7087
Cambodia,Pumped Hydro,Dry,15,2040,1.6743,0.0000,-1.6743
Cambodia,Pumped Hydro,Dry,16,2040,1.0375,0.0000,-1.0375
Cambodia,Pumped Hydro,Dry,17,2040,0.0000,0.2071,0.2071
Cambodia,Pumped Hydro,Dry,18,2040,0.0000,0.6937,0.6937
Cambodia,Pumped Hydro,Dry,19,2040,0.0000,0.0211,0.0211
Cambodia,Pumped Hydro,Dry,20,2040,0.0000,1.9001,1.9001
Cambodia,Pumped Hydro,Dry,22,2040,0.0000,1.3602,1.3602
Cambodia,Pumped Hydro,Dry,23,2040,0.0000,1.2053,1.2053
Cambodia,Pumped Hydro,Dry,24,2040,0.0000,1.0897,1.0897
Cambodia,Pumped Hydro,Wet,9,2040,0.5462,0.0000,-0.5462
Cambodia,Pumped Hydro,Wet,10,2040,1.1793,0.0000,-1.1793
Cambodia,Pumped Hydro,Wet,11,2040,1.3021,0.0000,-1.3021
Cambodia,Pumped Hydro,Wet,12,2040,0.8579,0.0000,-0.8579
Cambodia,Pumped Hydro,Wet,13,2040,1.3157,0.0000,-1.3157
Cambodia,Pumped Hydro,Wet,14,2040,0.6465,0.0000,-0.6465
Cambodia,Pumped Hydro,Wet,15,2040,1.0332,0.0000,-1.0332
Cambodia,Pumped Hydro,Wet,16,2040,0.2724,0.0000,-0.2724
Cambodia,Pumped Hydro,Wet,17,2040,0.0000,0.2629,0.2629
Cambodia,Pumped Hydro,Wet,18,2040,0.0000,0.3324,0.3324
Cambodia,Pumped Hydro,Wet,19,2040,0.0000,0.5921,0.5921
Cambodia,Pumped Hydro,Wet,20,2040,0.0000,1.1567,1.1567
Cambodia,Pumped Hydro,Wet,21,2040,0.0000,1.1160,1.1160
Cambodia,Pumped Hydro,Wet,22,2040,0.0000,0.4776,0.4776
Cambodia,Pumped Hydro,Wet,23,2040,0.0000,0.9259,0.9259
Cambodia,Pumped Hydro,Wet,24,2040,0.0000,0.8468,0.8468
Cambodia,Pumped Hydro,Dry,1,2045,0.0000,0.5582,0.5582
Cambodia,Pumped Hydro,Dry,2,2045,0.0000,0.4976,0.4976
Cambodia,Pumped Hydro,Dry,3,2045,0.0000,0.4531,0.4531
Cambodia,Pumped Hydro,Dry,4,2045,0.0000,0.4293,0.4293
Cambodia,Pumped Hydro,Dry,5,2045,0.0000,0.4629,0.4629
Cambodia,Pumped Hydro,Dry,6,2045,0.0000,0.5658,0.5658
Cambodia,Pumped Hydro,Dry,7,2045,0.0000,0.5892,0.5892
Cambodia,Pumped Hydro,Dry,8,2045,0.3232,0.0000,-0.3232
Cambodia,Pumped Hydro,Dry,9,2045,1.1044,0.0000,-1.1044
Cambodia,Pumped Hydro,Dry,10,2045,1.4440,0.0000,-1.4440
Cambodia,Pumped Hydro,Dry,11,2045,1.6599,0.0000,-1.6599
Cambodia,Pumped Hydro,Dry,12,2045,1.8841,0.0000,-1.8841
Cambodia,Pumped Hydro,Dry,13,2045,1.6739,0.0000,-1.6739
Cambodia,Pumped Hydro,Dry,14,2045,0.7071,0.0000,-0.7071
Cambodia,Pumped Hydro,Dry,15,2045,0.6750,0.0000,-0.6750
Cambodia,Pumped Hydro,Dry,16,2045,1.5238,0.0000,-1.5238
Cambodia,Pumped Hydro,Dry,17,2045,0.0451,0.0000,-0.0451
Cambodia,Pumped Hydro,Dry,18,2045,0.0000,0.1067,0.1067
Cambodia,Pumped Hydro,Dry,19,2045,0.0000,1.2721,1.2721
Cambodia,Pumped Hydro,Dry,20,2045,0.0000,1.2281,1.2281
Cambodia,Pumped Hydro,Dry,21,2045,0.0000,0.3561,0.3561
Cambodia,Pumped Hydro,Dry,22,2045,0.0000,0.9568,0.9568
Cambodia,Pumped Hydro,Dry,23,2045,0.0000,0.7776,0.7776
Cambodia,Pumped Hydro,Dry,24,2045,0.0000,0.6439,0.6439
Cambodia,Pumped Hydro,Wet,10,2045,0.8086,0.0000,-0.8086
Cambodia,Pumped Hydro,Wet,11,2045,1.1665,0.0000,-1.1665
Cambodia,Pumped Hydro,Wet,12,2045,0.5201,0.0000,-0.5201
Cambodia,Pumped Hydro,Wet,13,2045,0.9605,0.0000,-0.9605
Cambodia,Pumped Hydro,Wet,14,2045,0.4102,0.0000,-0.4102
Cambodia,Pumped Hydro,Wet,15,2045,0.6150,0.0000,-0.6150
Cambodia,Pumped Hydro,Wet,16,2045,0.4908,0.0000,-0.4908
Cambodia,Pumped Hydro,Wet,17,2045,0.0000,0.0075,0.0075
Cambodia,Pumped Hydro,Wet,18,2045,0.0000,0.4855,0.4855
Cambodia,Pumped Hydro,Wet,19,2045,0.0000,0.8769,0.8769
Cambodia,Pumped Hydro,Wet,20,2045,0.0000,0.8930,0.8930
Cambodia,Pumped Hydro,Wet,21,2045,0.0000,0.2951,0.2951
Cambodia,Pumped Hydro,Wet,22,2045,0.0000,0.7446,0.7446
Cambodia,Pumped Hydro,Wet,23,2045,0.0000,0.6097,0.6097
Cambodia,Pumped Hydro,Dry,2,2050,0.0000,0.3960,0.3960
Cambodia,Pumped Hydro,Dry,4,2050,0.0000,0.3137,0.3137
Cambodia,Pumped Hydro,Dry,5,2050,0.0000,0.3541,0.3541
Cambodia,Pumped Hydro,Dry,6,2050,0.0000,0.4781,0.4781
Cambodia,Pumped Hydro,Dry,7,2050,0.0000,0.3636,0.3636
Cambodia,Pumped Hydro,Dry,9,2050,0.1979,0.0000,-0.1979
Cambodia,Pumped Hydro,Dry,10,2050,0.1618,0.0000,-0.1618
Cambodia,Pumped Hydro,Dry,11,2050,1.2180,0.0000,-1.2180
Cambodia,Pumped Hydro,Dry,12,2050,1.4886,0.0000,-1.4886
Cambodia,Pumped Hydro,Dry,13,2050,1.2353,0.0000,-1.2353
Cambodia,Pumped Hydro,Dry,14,2050,1.0276,0.0000,-1.0276
Cambodia,Pumped Hydro,Dry,15,2050,0.9879,0.0000,-0.9879
Cambodia,Pumped Hydro,Dry,16,2050,1.0512,0.0000,-1.0512
Cambodia,Pumped Hydro,Dry,18,2050,0.0000,0.9013,0.9013
Cambodia,Pumped Hydro,Dry,19,2050,0.0000,0.0950,0.0950
Cambodia,Pumped Hydro,Dry,20,2050,0.0000,0.8052,0.8052
Cambodia,Pumped Hydro,Dry,22,2050,0.0000,0.9491,0.9491
Cambodia,Pumped Hydro,Dry,23,2050,0.0000,0.7333,0.7333
Cambodia,Pumped Hydro,Dry,24,2050,0.0000,0.5722,0.5722
Cambodia,Pumped Hydro,Wet,9,2050,0.0019,0.0000,-0.0019
Cambodia,Pumped Hydro,Wet,10,2050,0.6743,0.0000,-0.6743
Cambodia,Pumped Hydro,Wet,11,2050,0.8406,0.0000,-0.8406
Cambodia,Pumped Hydro,Wet,12,2050,1.0188,0.0000,-1.0188
Cambodia,Pumped Hydro,Wet,13,2050,0.8581,0.0000,-0.8581
Cambodia,Pumped Hydro,Wet,14,2050,0.7286,0.0000,-0.7286
Cambodia,Pumped Hydro,Wet,15,2050,0.1419,0.0000,-0.1419
Cambodia,Pumped Hydro,Wet,16,2050,0.3379,0.0000,-0.3379
Cambodia,Pumped Hydro,Wet,18,2050,0.0000,0.4776,0.4776
Cambodia,Pumped Hydro,Wet,19,2050,0.0000,0.9095,0.9095
Cambodia,Pumped Hydro,Wet,20,2050,0.0000,0.3780,0.3780
Cambodia,Pumped Hydro,Wet,21,2050,0.0000,0.8721,0.8721
Cambodia,Pumped Hydro,Wet,22,2050,0.0000,0.4104,0.4104
Cambodia,Pumped Hydro,Wet,23,2050,0.0000,0.5671,0.5671
Cambodia,Pumped Hydro,Dry,3,2055,0.0259,0.0000,-0.0259
Cambodia,Pumped Hydro,Dry,4,2055,0.3186,0.0000,-0.3186
Cambodia,Pumped Hydro,Dry,9,2055,0.2411,0.0000,-0.2411
Cambodia,Pumped Hydro,Dry,11,2055,0.4926,0.0000,-0.4926
Cambodia,Pumped Hydro,Dry,12,2055,0.2966,0.0000,-0.2966
Cambodia,Pumped Hydro,Dry,13,2055,0.5094,0.0000,-0.5094
Cambodia,Pumped Hydro,Dry,14,2055,0.2637,0.0000,-0.2637
Cambodia,Pumped Hydro,Dry,17,2055,0.4039,0.0000,-0.4039
Cambodia,Pumped Hydro,Dry,18,2055,0.0000,0.5132,0.5132
Cambodia,Pumped Hydro,Dry,19,2055,0.0000,0.1626,0.1626
Cambodia,Pumped Hydro,Dry,20,2055,0.0000,0.8515,0.8515
Cambodia,Pumped Hydro,Dry,22,2055,0.0000,0.4285,0.4285
Cambodia,Pumped Hydro,Dry,23,2055,0.0000,0.0855,0.0855
Cambodia,Pumped Hydro,Wet,2,2055,0.1952,0.0000,-0.1952
Cambodia,Pumped Hydro,Wet,3,2055,0.2361,0.0000,-0.2361
Cambodia,Pumped Hydro,Wet,7,2055,0.1233,0.0000,-0.1233
Cambodia,Pumped Hydro,Wet,9,2055,0.1561,0.0000,-0.1561
Cambodia,Pumped Hydro,Wet,11,2055,0.2034,0.0000,-0.2034
Cambodia,Pumped Hydro,Wet,12,2055,0.5266,0.0000,-0.5266
Cambodia,Pumped Hydro,Wet,13,2055,0.3327,0.0000,-0.3327
Cambodia,Pumped Hydro,Wet,14,2055,0.4332,0.0000,-0.4332
Cambodia,Pumped Hydro,Wet,15,2055,0.1703,0.0000,-0.1703
Cambodia,Pumped Hydro,Wet,16,2055,0.2647,0.0000,-0.2647
Cambodia,Pumped Hydro,Wet,17,2055,0.1361,0.0000,-0.1361
Cambodia,Pumped Hydro,Wet,19,2055,0.0000,0.2235,0.2235
Cambodia,Pumped Hydro,Wet,20,2055,0.0000,0.7836,0.7836
Cambodia,Pumped Hydro,Wet,21,2055,0.0000,0.4587,0.4587
Cambodia,Pumped Hydro,Wet,22,2055,0.0000,0.5414,0.5414
Cambodia,Pumped Hydro,Wet,23,2055,0.0000,0.2150,0.2150
Cambodia,Pumped Hydro,Dry,1,2060,0.1493,0.0000,-0.1493
Cambodia,Pumped Hydro,Dry,4,2060,0.3679,0.0000,-0.3679
Cambodia,Pumped Hydro,Dry,5,2060,0.2617,0.0000,-0.2617
Cambodia,Pumped Hydro,Dry,6,2060,0.1364,0.0000,-0.1364
Cambodia,Pumped Hydro,Dry,8,2060,0.2140,0.0000,-0.2140
Cambodia,Pumped Hydro,Dry,9,2060,0.0761,0.0000,-0.0761
Cambodia,Pumped Hydro,Dry,10,2060,0.0016,0.0000,-0.0016
Cambodia,Pumped Hydro,Dry,11,2060,0.7034,0.0000,-0.7034
Cambodia,Pumped Hydro,Dry,13,2060,0.3134,0.0000,-0.3134
Cambodia,Pumped Hydro,Dry,14,2060,0.4385,0.0000,-0.4385
Cambodia,Pumped Hydro,Dry,15,2060,0.0480,0.0000,-0.0480
Cambodia,Pumped Hydro,Dry,17,2060,0.2776,0.0000,-0.2776
Cambodia,Pumped Hydro,Dry,18,2060,0.0000,0.6211,0.6211
Cambodia,Pumped Hydro,Dry,19,2060,0.0000,0.7843,0.7843
Cambodia,Pumped Hydro,Dry,20,2060,0.0000,0.9751,0.9751
Cambodia,Pumped Hydro,Dry,21,2060,0.0000,0.0129,0.0129
Cambodia,Pumped Hydro,Dry,24,2060,0.0039,0.0000,-0.0039
