r,e,y,val,solvedtm,region_name,emission_name
R12,E15,2025,8514.158340343834,2026-05-13 15:07:40.839,Myanmar,Ammonia
R13,E15,2025,2830.6159944807127,2026-05-13 15:07:40.839,Laos,Ammonia
R14,E15,2025,3056.524897987696,2026-05-13 15:07:40.839,Vietnam,Ammonia
R15,E15,2025,771.7895664454825,2026-05-13 15:07:40.839,Brunei,Ammonia
R16,E15,2025,650.663122924226,2026-05-13 15:07:40.839,Singapore,Ammonia
R17,E15,2025,5007.4302769125525,2026-05-13 15:07:40.839,Malaysia,Ammonia
R19,E15,2025,13777.27796931382,2026-05-13 15:07:40.839,Philippines,Ammonia
R20,E15,2025,528.3719830311167,2026-05-13 15:07:40.839,Timor Leste,Ammonia
R6,E15,2025,1154.545039068432,2026-05-13 15:07:40.839,Cambodia,Ammonia
R1,E16,2025,46904.15578821222,2026-05-13 15:07:40.839,Indonesia,Particulates PM2pt5
R11,E16,2025,50980.91271046967,2026-05-13 15:07:40.839,Thailand,Particulates PM2pt5
R12,E16,2025,49412.2254098839,2026-05-13 15:07:40.839,Myanmar,Particulates PM2pt5
R13,E16,2025,19086.653057980733,2026-05-13 15:07:40.839,Laos,Particulates PM2pt5
R14,E16,2025,11806.44878470047,2026-05-13 15:07:40.839,Vietnam,Particulates PM2pt5
R15,E16,2025,2406.358085634573,2026-05-13 15:07:40.839,Brunei,Particulates PM2pt5
R16,E16,2025,11560.454498691555,2026-05-13 15:07:40.839,Singapore,Particulates PM2pt5
R17,E16,2025,11388.201860657424,2026-05-13 15:07:40.839,Malaysia,Particulates PM2pt5
R19,E16,2025,94614.07293932693,2026-05-13 15:07:40.839,Philippines,Particulates PM2pt5
R20,E16,2025,3958.549949631529,2026-05-13 15:07:40.839,Timor Leste,Particulates PM2pt5
R6,E16,2025,8026.75373219907,2026-05-13 15:07:40.839,Cambodia,Particulates PM2pt5
R1,E18,2025,6940.615207303512,2026-05-13 15:07:40.839,Indonesia,Black Carbon
R11,E18,2025,6553.196772205733,2026-05-13 15:07:40.839,Thailand,Black Carbon
R12,E18,2025,8088.096369409901,2026-05-13 15:07:40.839,Myanmar,Black Carbon
R13,E18,2025,2723.5189140343277,2026-05-13 15:07:40.839,Laos,Black Carbon
R14,E18,2025,1353.115787795442,2026-05-13 15:07:40.839,Vietnam,Black Carbon
R15,E18,2025,132.25640999693144,2026-05-13 15:07:40.839,Brunei,Black Carbon
R16,E18,2025,1327.409859375414,2026-05-13 15:07:40.839,Singapore,Black Carbon
R17,E18,2025,829.5891274312378,2026-05-13 15:07:40.839,Malaysia,Black Carbon
R19,E18,2025,15459.23880716517,2026-05-13 15:07:40.839,Philippines,Black Carbon
R20,E18,2025,496.00228804123907,2026-05-13 15:07:40.839,Timor Leste,Black Carbon
R6,E18,2025,1103.4031380361282,2026-05-13 15:07:40.839,Cambodia,Black Carbon
R1,E19,2025,19488.20719661836,2026-05-13 15:07:40.839,Indonesia,Organic Carbon
R11,E19,2025,18457.763676901675,2026-05-13 15:07:40.839,Thailand,Organic Carbon
R12,E19,2025,21822.948424995928,2026-05-13 15:07:40.839,Myanmar,Organic Carbon
R13,E19,2025,8335.262424053759,2026-05-13 15:07:40.839,Laos,Organic Carbon
R14,E19,2025,1701.3595972148366,2026-05-13 15:07:40.839,Vietnam,Organic Carbon
R15,E19,2025,0.4865729191539479,2026-05-13 15:07:40.839,Brunei,Organic Carbon
R16,E19,2025,3895.1808578625682,2026-05-13 15:07:40.839,Singapore,Organic Carbon
R17,E19,2025,321.0633577392408,2026-05-13 15:07:40.839,Malaysia,Organic Carbon
R19,E19,2025,39787.5845760653,2026-05-13 15:07:40.839,Philippines,Organic Carbon
R20,E19,2025,1720.53524857328,2026-05-13 15:07:40.839,Timor Leste,Organic Carbon
R6,E19,2025,3391.967394137798,2026-05-13 15:07:40.839,Cambodia,Organic Carbon
R1,E2,2025,398298032.9558063,2026-05-13 15:07:40.839,Indonesia,Carbon Dioxide
R11,E2,2025,184951654.51020378,2026-05-13 15:07:40.839,Thailand,Carbon Dioxide
R12,E2,2025,36079895.787118725,2026-05-13 15:07:40.839,Myanmar,Carbon Dioxide
R13,E2,2025,11255662.680489082,2026-05-13 15:07:40.839,Laos,Carbon Dioxide
R14,E2,2025,166929650.47217396,2026-05-13 15:07:40.839,Vietnam,Carbon Dioxide
R15,E2,2025,32164553.88294471,2026-05-13 15:07:40.839,Brunei,Carbon Dioxide
R16,E2,2025,186894184.508154,2026-05-13 15:07:40.839,Singapore,Carbon Dioxide
R17,E2,2025,243602051.23271006,2026-05-13 15:07:40.839,Malaysia,Carbon Dioxide
R19,E2,2025,96427261.78934103,2026-05-13 15:07:40.839,Philippines,Carbon Dioxide
R20,E2,2025,350921.9980767451,2026-05-13 15:07:40.839,Timor Leste,Carbon Dioxide
R6,E2,2025,9929898.325425956,2026-05-13 15:07:40.839,Cambodia,Carbon Dioxide
R1,E3,2025,587008.6650209104,2026-05-13 15:07:40.839,Indonesia,Carbon Monoxide
R11,E3,2025,619606.9068080231,2026-05-13 15:07:40.839,Thailand,Carbon Monoxide
R12,E3,2025,556353.5812766383,2026-05-13 15:07:40.839,Myanmar,Carbon Monoxide
R13,E3,2025,231002.03242393385,2026-05-13 15:07:40.839,Laos,Carbon Monoxide
R14,E3,2025,57498.18229069386,2026-05-13 15:07:40.839,Vietnam,Carbon Monoxide
R15,E3,2025,16031.134596386908,2026-05-13 15:07:40.839,Brunei,Carbon Monoxide
R16,E3,2025,23679.605072556733,2026-05-13 15:07:40.839,Singapore,Carbon Monoxide
R17,E3,2025,117994.55673589034,2026-05-13 15:07:40.839,Malaysia,Carbon Monoxide
R19,E3,2025,1393866.1573599738,2026-05-13 15:07:40.839,Philippines,Carbon Monoxide
R20,E3,2025,45916.825046992555,2026-05-13 15:07:40.839,Timor Leste,Carbon Monoxide
R6,E3,2025,110426.17445609593,2026-05-13 15:07:40.839,Cambodia,Carbon Monoxide
R1,E4,2025,316221.252089735,2026-05-13 15:07:40.839,Indonesia,Methane (Combustion and Biogenic)
R11,E4,2025,132238.92299280033,2026-05-13 15:07:40.839,Thailand,Methane (Combustion and Biogenic)
R12,E4,2025,146287.73128605407,2026-05-13 15:07:40.839,Myanmar,Methane (Combustion and Biogenic)
R13,E4,2025,26461.12421940262,2026-05-13 15:07:40.839,Laos,Methane (Combustion and Biogenic)
R14,E4,2025,92222.09724107885,2026-05-13 15:07:40.839,Vietnam,Methane (Combustion and Biogenic)
R15,E4,2025,38129.63575997576,2026-05-13 15:07:40.839,Brunei,Methane (Combustion and Biogenic)
R16,E4,2025,128550.20426773338,2026-05-13 15:07:40.839,Singapore,Methane (Combustion and Biogenic)
R17,E4,2025,237231.40927032445,2026-05-13 15:07:40.839,Malaysia,Methane (Combustion and Biogenic)
R19,E4,2025,80546.14130240782,2026-05-13 15:07:40.839,Philippines,Methane (Combustion and Biogenic)
R20,E4,2025,2921.744518162043,2026-05-13 15:07:40.839,Timor Leste,Methane (Combustion and Biogenic)
R6,E4,2025,12119.400512024813,2026-05-13 15:07:40.839,Cambodia,Methane (Combustion and Biogenic)
R16,E407,2025,-347753.9756440317,2026-05-13 15:07:40.839,Singapore,Sequestered Carbon Dioxide
R1,E5,2025,541791.7512038494,2026-05-13 15:07:40.839,Indonesia,Non Methane Volatile Organic Compounds
R11,E5,2025,233578.65054747407,2026-05-13 15:07:40.839,Thailand,Non Methane Volatile Organic Compounds
R12,E5,2025,205938.26221071262,2026-05-13 15:07:40.839,Myanmar,Non Methane Volatile Organic Compounds
R13,E5,2025,78671.69098356657,2026-05-13 15:07:40.839,Laos,Non Methane Volatile Organic Compounds
R14,E5,2025,127065.20108192628,2026-05-13 15:07:40.839,Vietnam,Non Methane Volatile Organic Compounds
R15,E5,2025,25900.08519050922,2026-05-13 15:07:40.839,Brunei,Non Methane Volatile Organic Compounds
R16,E5,2025,144475.96674579487,2026-05-13 15:07:40.839,Singapore,Non Methane Volatile Organic Compounds
R17,E5,2025,141957.8107456056,2026-05-13 15:07:40.839,Malaysia,Non Methane Volatile Organic Compounds
R19,E5,2025,390648.68037509086,2026-05-13 15:07:40.839,Philippines,Non Methane Volatile Organic Compounds
R20,E5,2025,17039.40624792334,2026-05-13 15:07:40.839,Timor Leste,Non Methane Volatile Organic Compounds
R6,E5,2025,41836.45583649236,2026-05-13 15:07:40.839,Cambodia,Non Methane Volatile Organic Compounds
R1,E7,2025,897678.0992469175,2026-05-13 15:07:40.839,Indonesia,Nitrogen Oxides
R11,E7,2025,435087.6447414067,2026-05-13 15:07:40.839,Thailand,Nitrogen Oxides
R12,E7,2025,62404.38633723289,2026-05-13 15:07:40.839,Myanmar,Nitrogen Oxides
R13,E7,2025,35214.1701931912,2026-05-13 15:07:40.839,Laos,Nitrogen Oxides
R14,E7,2025,497899.3408563094,2026-05-13 15:07:40.839,Vietnam,Nitrogen Oxides
R15,E7,2025,46885.543494014695,2026-05-13 15:07:40.839,Brunei,Nitrogen Oxides
R16,E7,2025,182783.4951270316,2026-05-13 15:07:40.839,Singapore,Nitrogen Oxides
R17,E7,2025,376766.91230740637,2026-05-13 15:07:40.839,Malaysia,Nitrogen Oxides
R19,E7,2025,358161.1466004976,2026-05-13 15:07:40.839,Philippines,Nitrogen Oxides
R20,E7,2025,1591.3250774466692,2026-05-13 15:07:40.839,Timor Leste,Nitrogen Oxides
R6,E7,2025,31144.33672788731,2026-05-13 15:07:40.839,Cambodia,Nitrogen Oxides
R1,E8,2025,4146.112349033042,2026-05-13 15:07:40.839,Indonesia,Nitrous Oxide
R11,E8,2025,1059.9311784181527,2026-05-13 15:07:40.839,Thailand,Nitrous Oxide
R12,E8,2025,643.1779322820579,2026-05-13 15:07:40.839,Myanmar,Nitrous Oxide
R13,E8,2025,318.20572092598786,2026-05-13 15:07:40.839,Laos,Nitrous Oxide
R14,E8,2025,2043.6137557312727,2026-05-13 15:07:40.839,Vietnam,Nitrous Oxide
R15,E8,2025,25.91594679142083,2026-05-13 15:07:40.839,Brunei,Nitrous Oxide
R16,E8,2025,3937.678277657914,2026-05-13 15:07:40.839,Singapore,Nitrous Oxide
R17,E8,2025,984.1850653457982,2026-05-13 15:07:40.839,Malaysia,Nitrous Oxide
R19,E8,2025,1978.8771422810257,2026-05-13 15:07:40.839,Philippines,Nitrous Oxide
R20,E8,2025,39.726762576842404,2026-05-13 15:07:40.839,Timor Leste,Nitrous Oxide
R6,E8,2025,181.60267652119052,2026-05-13 15:07:40.839,Cambodia,Nitrous Oxide
R1,E9,2025,57254.26312631895,2026-05-13 15:07:40.839,Indonesia,Particulates PM10
R11,E9,2025,61847.226138676284,2026-05-13 15:07:40.839,Thailand,Particulates PM10
R12,E9,2025,59635.58498169983,2026-05-13 15:07:40.839,Myanmar,Particulates PM10
R13,E9,2025,23519.068857276376,2026-05-13 15:07:40.839,Laos,Particulates PM10
R14,E9,2025,13689.996603836,2026-05-13 15:07:40.839,Vietnam,Particulates PM10
R15,E9,2025,3127.022994900783,2026-05-13 15:07:40.839,Brunei,Particulates PM10
R16,E9,2025,12955.316339320212,2026-05-13 15:07:40.839,Singapore,Particulates PM10
R17,E9,2025,16131.597905988034,2026-05-13 15:07:40.839,Malaysia,Particulates PM10
R19,E9,2025,114928.25091157388,2026-05-13 15:07:40.839,Philippines,Particulates PM10
R20,E9,2025,4957.453770565664,2026-05-13 15:07:40.839,Timor Leste,Particulates PM10
R6,E9,2025,9923.683663409834,2026-05-13 15:07:40.839,Cambodia,Particulates PM10
R1,E1,2030,75320117.89724894,2026-05-13 15:07:40.839,Indonesia,Carbon Dioxide Biogenic
R11,E1,2030,19103.764779256362,2026-05-13 15:07:40.839,Thailand,Carbon Dioxide Biogenic
R12,E1,2030,28868603.49965167,2026-05-13 15:07:40.839,Myanmar,Carbon Dioxide Biogenic
R13,E1,2030,56732624.06279822,2026-05-13 15:07:40.839,Laos,Carbon Dioxide Biogenic
R14,E1,2030,10419721.836863717,2026-05-13 15:07:40.839,Vietnam,Carbon Dioxide Biogenic
R16,E1,2030,30950.07425828738,2026-05-13 15:07:40.839,Singapore,Carbon Dioxide Biogenic
R17,E1,2030,271585.5456501685,2026-05-13 15:07:40.839,Malaysia,Carbon Dioxide Biogenic
R19,E1,2030,299069111.9008472,2026-05-13 15:07:40.839,Philippines,Carbon Dioxide Biogenic
R20,E1,2030,14709560.868663833,2026-05-13 15:07:40.839,Timor Leste,Carbon Dioxide Biogenic
R6,E1,2030,290500.4847516417,2026-05-13 15:07:40.839,Cambodia,Carbon Dioxide Biogenic
R1,E13,2030,563317.0685581442,2026-05-13 15:07:40.839,Indonesia,Sulfur Dioxide
R11,E13,2030,275604.67214636446,2026-05-13 15:07:40.839,Thailand,Sulfur Dioxide
R12,E13,2030,9372.965926793842,2026-05-13 15:07:40.839,Myanmar,Sulfur Dioxide
R13,E13,2030,102972.68137065585,2026-05-13 15:07:40.839,Laos,Sulfur Dioxide
R14,E13,2030,536270.1388652371,2026-05-13 15:07:40.839,Vietnam,Sulfur Dioxide
R15,E13,2030,34052.764377213076,2026-05-13 15:07:40.839,Brunei,Sulfur Dioxide
R16,E13,2030,26495.150685514574,2026-05-13 15:07:40.839,Singapore,Sulfur Dioxide
R17,E13,2030,432352.0809781726,2026-05-13 15:07:40.839,Malaysia,Sulfur Dioxide
R19,E13,2030,354270.5511753889,2026-05-13 15:07:40.839,Philippines,Sulfur Dioxide
R20,E13,2030,809.9889354631867,2026-05-13 15:07:40.839,Timor Leste,Sulfur Dioxide
R6,E13,2030,20525.761199706423,2026-05-13 15:07:40.839,Cambodia,Sulfur Dioxide
R1,E15,2030,13597.147698899698,2026-05-13 15:07:40.839,Indonesia,Ammonia
R11,E15,2030,5226.41897060232,2026-05-13 15:07:40.839,Thailand,Ammonia
R12,E15,2030,3555.5547165777552,2026-05-13 15:07:40.839,Myanmar,Ammonia
R13,E15,2030,2324.5152861725496,2026-05-13 15:07:40.839,Laos,Ammonia
R14,E15,2030,4457.792979395099,2026-05-13 15:07:40.839,Vietnam,Ammonia
R15,E15,2030,748.7285555480432,2026-05-13 15:07:40.839,Brunei,Ammonia
R16,E15,2030,762.2653810672872,2026-05-13 15:07:40.839,Singapore,Ammonia
R17,E15,2030,5242.804658972333,2026-05-13 15:07:40.839,Malaysia,Ammonia
R19,E15,2030,10708.032292847267,2026-05-13 15:07:40.839,Philippines,Ammonia
R20,E15,2030,543.6450495250198,2026-05-13 15:07:40.839,Timor Leste,Ammonia
R6,E15,2030,87.33888573845525,2026-05-13 15:07:40.839,Cambodia,Ammonia
R1,E16,2030,30726.708120440366,2026-05-13 15:07:40.839,Indonesia,Particulates PM2pt5
R11,E16,2030,18701.376936398887,2026-05-13 15:07:40.839,Thailand,Particulates PM2pt5
R12,E16,2030,12475.386996187079,2026-05-13 15:07:40.839,Myanmar,Particulates PM2pt5
R13,E16,2030,15166.415202672562,2026-05-13 15:07:40.839,Laos,Particulates PM2pt5
R14,E16,2030,20261.81830078587,2026-05-13 15:07:40.839,Vietnam,Particulates PM2pt5
R15,E16,2030,2388.3504509149816,2026-05-13 15:07:40.839,Brunei,Particulates PM2pt5
R16,E16,2030,11683.185131167911,2026-05-13 15:07:40.839,Singapore,Particulates PM2pt5
R17,E16,2030,10469.832429783623,2026-05-13 15:07:40.839,Malaysia,Particulates PM2pt5
R19,E16,2030,70853.39991605919,2026-05-13 15:07:40.839,Philippines,Particulates PM2pt5
R20,E16,2030,4076.121705462808,2026-05-13 15:07:40.839,Timor Leste,Particulates PM2pt5
R6,E16,2030,511.3013171571055,2026-05-13 15:07:40.839,Cambodia,Particulates PM2pt5
R1,E18,2030,4780.234443074908,2026-05-13 15:07:40.839,Indonesia,Black Carbon
R11,E18,2030,1889.3361437455212,2026-05-13 15:07:40.839,Thailand,Black Carbon
R12,E18,2030,2738.92976400094,2026-05-13 15:07:40.839,Myanmar,Black Carbon
R13,E18,2030,2230.9882138501857,2026-05-13 15:07:40.839,Laos,Black Carbon
R14,E18,2030,1734.9272410288272,2026-05-13 15:07:40.839,Vietnam,Black Carbon
R15,E18,2030,132.28776430137222,2026-05-13 15:07:40.839,Brunei,Black Carbon
R16,E18,2030,1334.9747439658202,2026-05-13 15:07:40.839,Singapore,Black Carbon
R17,E18,2030,789.881535877169,2026-05-13 15:07:40.839,Malaysia,Black Carbon
R19,E18,2030,11605.874739201425,2026-05-13 15:07:40.839,Philippines,Black Carbon
R20,E18,2030,510.7022653386862,2026-05-13 15:07:40.839,Timor Leste,Black Carbon
R6,E18,2030,51.14552975392746,2026-05-13 15:07:40.839,Cambodia,Black Carbon
R1,E19,2030,11547.384137406892,2026-05-13 15:07:40.839,Indonesia,Organic Carbon
R11,E19,2030,4106.797809567843,2026-05-13 15:07:40.839,Thailand,Organic Carbon
R12,E19,2030,5936.308961226459,2026-05-13 15:07:40.839,Myanmar,Organic Carbon
R13,E19,2030,6612.339594171958,2026-05-13 15:07:40.839,Laos,Organic Carbon
R14,E19,2030,2262.829481616554,2026-05-13 15:07:40.839,Vietnam,Organic Carbon
R15,E19,2030,0.4346935797181605,2026-05-13 15:07:40.839,Brunei,Organic Carbon
R16,E19,2030,3889.958607625566,2026-05-13 15:07:40.839,Singapore,Organic Carbon
R17,E19,2030,301.09952035458286,2026-05-13 15:07:40.839,Malaysia,Organic Carbon
R19,E19,2030,29739.751940627695,2026-05-13 15:07:40.839,Philippines,Organic Carbon
R20,E19,2030,1771.732219578748,2026-05-13 15:07:40.839,Timor Leste,Organic Carbon
R6,E19,2030,82.53281746684594,2026-05-13 15:07:40.839,Cambodia,Organic Carbon
R1,E2,2030,309277128.12832016,2026-05-13 15:07:40.839,Indonesia,Carbon Dioxide
R11,E2,2030,183509052.9561653,2026-05-13 15:07:40.839,Thailand,Carbon Dioxide
R12,E2,2030,35691849.439733885,2026-05-13 15:07:40.839,Myanmar,Carbon Dioxide
R13,E2,2030,15086356.907739138,2026-05-13 15:07:40.839,Laos,Carbon Dioxide
R14,E2,2030,183660792.27557012,2026-05-13 15:07:40.839,Vietnam,Carbon Dioxide
R15,E2,2030,30687780.40115888,2026-05-13 15:07:40.839,Brunei,Carbon Dioxide
R16,E2,2030,193371866.5920512,2026-05-13 15:07:40.839,Singapore,Carbon Dioxide
R17,E2,2030,227669509.1837763,2026-05-13 15:07:40.839,Malaysia,Carbon Dioxide
R19,E2,2030,89445051.13527457,2026-05-13 15:07:40.839,Philippines,Carbon Dioxide
R20,E2,2030,347683.9290922622,2026-05-13 15:07:40.839,Timor Leste,Carbon Dioxide
R6,E2,2030,8840712.800316345,2026-05-13 15:07:40.839,Cambodia,Carbon Dioxide
R1,E3,2030,390229.7465312412,2026-05-13 15:07:40.839,Indonesia,Carbon Monoxide
R11,E3,2030,108539.17365311438,2026-05-13 15:07:40.839,Thailand,Carbon Monoxide
R12,E3,2030,125339.15972924142,2026-05-13 15:07:40.839,Myanmar,Carbon Monoxide
R13,E3,2030,184166.50227972958,2026-05-13 15:07:40.839,Laos,Carbon Monoxide
R14,E3,2030,86488.97932672784,2026-05-13 15:07:40.839,Vietnam,Carbon Monoxide
R15,E3,2030,15318.51290986147,2026-05-13 15:07:40.839,Brunei,Carbon Monoxide
R16,E3,2030,26607.876204304084,2026-05-13 15:07:40.839,Singapore,Carbon Monoxide
R17,E3,2030,116974.34867456993,2026-05-13 15:07:40.839,Malaysia,Carbon Monoxide
R19,E3,2030,1076639.6222301077,2026-05-13 15:07:40.839,Philippines,Carbon Monoxide
R20,E3,2030,47280.52416052783,2026-05-13 15:07:40.839,Timor Leste,Carbon Monoxide
R6,E3,2030,3942.5966578507455,2026-05-13 15:07:40.839,Cambodia,Carbon Monoxide
R1,E4,2030,433677.0528626349,2026-05-13 15:07:40.839,Indonesia,Methane (Combustion and Biogenic)
R11,E4,2030,104450.17946384542,2026-05-13 15:07:40.839,Thailand,Methane (Combustion and Biogenic)
R12,E4,2030,119812.69531630435,2026-05-13 15:07:40.839,Myanmar,Methane (Combustion and Biogenic)
R13,E4,2030,23660.336115009555,2026-05-13 15:07:40.839,Laos,Methane (Combustion and Biogenic)
R14,E4,2030,129736.85621771673,2026-05-13 15:07:40.839,Vietnam,Methane (Combustion and Biogenic)
R15,E4,2030,38596.28090772704,2026-05-13 15:07:40.839,Brunei,Methane (Combustion and Biogenic)
R16,E4,2030,133658.79976318372,2026-05-13 15:07:40.839,Singapore,Methane (Combustion and Biogenic)
R17,E4,2030,251964.77053606513,2026-05-13 15:07:40.839,Malaysia,Methane (Combustion and Biogenic)
R19,E4,2030,61968.711869671686,2026-05-13 15:07:40.839,Philippines,Methane (Combustion and Biogenic)
R20,E4,2030,3011.290962652626,2026-05-13 15:07:40.839,Timor Leste,Methane (Combustion and Biogenic)
R6,E4,2030,8805.632164591434,2026-05-13 15:07:40.839,Cambodia,Methane (Combustion and Biogenic)
R16,E407,2030,-63434.62976101099,2026-05-13 15:07:40.839,Singapore,Sequestered Carbon Dioxide
R1,E5,2030,573560.9149195319,2026-05-13 15:07:40.839,Indonesia,Non Methane Volatile Organic Compounds
R11,E5,2030,105641.23349250355,2026-05-13 15:07:40.839,Thailand,Non Methane Volatile Organic Compounds
R12,E5,2030,63108.85532854944,2026-05-13 15:07:40.839,Myanmar,Non Methane Volatile Organic Compounds
R13,E5,2030,63013.87383207722,2026-05-13 15:07:40.839,Laos,Non Methane Volatile Organic Compounds
R14,E5,2030,146478.94489201446,2026-05-13 15:07:40.839,Vietnam,Non Methane Volatile Organic Compounds
R15,E5,2030,25966.000492642517,2026-05-13 15:07:40.839,Brunei,Non Methane Volatile Organic Compounds
R16,E5,2030,146934.98207364796,2026-05-13 15:07:40.839,Singapore,Non Methane Volatile Organic Compounds
R17,E5,2030,156392.8280962674,2026-05-13 15:07:40.839,Malaysia,Non Methane Volatile Organic Compounds
R19,E5,2030,309005.9552460281,2026-05-13 15:07:40.839,Philippines,Non Methane Volatile Organic Compounds
R20,E5,2030,17777.017874372912,2026-05-13 15:07:40.839,Timor Leste,Non Methane Volatile Organic Compounds
R6,E5,2030,14714.32102815524,2026-05-13 15:07:40.839,Cambodia,Non Methane Volatile Organic Compounds
R1,E7,2030,549616.6346322529,2026-05-13 15:07:40.839,Indonesia,Nitrogen Oxides
R11,E7,2030,437781.7136391451,2026-05-13 15:07:40.839,Thailand,Nitrogen Oxides
R12,E7,2030,49498.26576642555,2026-05-13 15:07:40.839,Myanmar,Nitrogen Oxides
R13,E7,2030,44400.90859423009,2026-05-13 15:07:40.839,Laos,Nitrogen Oxides
R14,E7,2030,523126.4643383752,2026-05-13 15:07:40.839,Vietnam,Nitrogen Oxides
R15,E7,2030,43597.871626679174,2026-05-13 15:07:40.839,Brunei,Nitrogen Oxides
R16,E7,2030,190392.10088335825,2026-05-13 15:07:40.839,Singapore,Nitrogen Oxides
R17,E7,2030,336064.36810240295,2026-05-13 15:07:40.839,Malaysia,Nitrogen Oxides
R19,E7,2030,331597.4157255493,2026-05-13 15:07:40.839,Philippines,Nitrogen Oxides
R20,E7,2030,1626.9913301254962,2026-05-13 15:07:40.839,Timor Leste,Nitrogen Oxides
R6,E7,2030,23999.90771531804,2026-05-13 15:07:40.839,Cambodia,Nitrogen Oxides
R1,E8,2030,2124.0661241956536,2026-05-13 15:07:40.839,Indonesia,Nitrous Oxide
R11,E8,2030,760.0772018865831,2026-05-13 15:07:40.839,Thailand,Nitrous Oxide
R12,E8,2030,282.6830571101602,2026-05-13 15:07:40.839,Myanmar,Nitrous Oxide
R13,E8,2030,330.3753955071477,2026-05-13 15:07:40.839,Laos,Nitrous Oxide
R14,E8,2030,2045.1081909538548,2026-05-13 15:07:40.839,Vietnam,Nitrous Oxide
R15,E8,2030,18.244590085947575,2026-05-13 15:07:40.839,Brunei,Nitrous Oxide
R16,E8,2030,3964.5893652814534,2026-05-13 15:07:40.839,Singapore,Nitrous Oxide
R17,E8,2030,719.9844149723621,2026-05-13 15:07:40.839,Malaysia,Nitrous Oxide
R19,E8,2030,1696.7314375882677,2026-05-13 15:07:40.839,Philippines,Nitrous Oxide
R20,E8,2030,40.788745203423126,2026-05-13 15:07:40.839,Timor Leste,Nitrous Oxide
R6,E8,2030,84.3555290419837,2026-05-13 15:07:40.839,Cambodia,Nitrous Oxide
R1,E9,2030,36741.48730764381,2026-05-13 15:07:40.839,Indonesia,Particulates PM10
R11,E9,2030,21735.29312381865,2026-05-13 15:07:40.839,Thailand,Particulates PM10
R12,E9,2030,13900.898587641854,2026-05-13 15:07:40.839,Myanmar,Particulates PM10
R13,E9,2030,18624.41557788468,2026-05-13 15:07:40.839,Laos,Particulates PM10
R14,E9,2030,23384.0197875459,2026-05-13 15:07:40.839,Vietnam,Particulates PM10
R15,E9,2030,3109.0141287089627,2026-05-13 15:07:40.839,Brunei,Particulates PM10
R16,E9,2030,13080.50484067928,2026-05-13 15:07:40.839,Singapore,Particulates PM10
R17,E9,2030,14385.348358116218,2026-05-13 15:07:40.839,Malaysia,Particulates PM10
R19,E9,2030,85459.6992941665,2026-05-13 15:07:40.839,Philippines,Particulates PM10
R20,E9,2030,5104.266264107149,2026-05-13 15:07:40.839,Timor Leste,Particulates PM10
R6,E9,2030,577.3820253590541,2026-05-13 15:07:40.839,Cambodia,Particulates PM10
R1,E1,2035,6192061.135833273,2026-05-13 15:07:40.839,Indonesia,Carbon Dioxide Biogenic
R11,E1,2035,4958038.720608243,2026-05-13 15:07:40.839,Thailand,Carbon Dioxide Biogenic
R12,E1,2035,5078028.176642511,2026-05-13 15:07:40.839,Myanmar,Carbon Dioxide Biogenic
