r,rr,f,y,val,solvedtm,region_name,destination_region_name,fuel_name
R13,R11,F29,2025,0.0933872592647594,2026-05-13 15:07:40.839,Laos,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R11,F29,2045,0.8692807261883371,2026-05-13 15:07:40.839,Laos,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R11,F29,2040,6.782405253872309,2026-05-13 15:07:40.839,Laos,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R11,F29,2035,2.700202347666475,2026-05-13 15:07:40.839,Laos,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R11,F29,2030,1.0034068410748733,2026-05-13 15:07:40.839,Laos,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R11,F29,2055,14.464738626986328,2026-05-13 15:07:40.839,Laos,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R11,F29,2060,8.399996596928275,2026-05-13 15:07:40.839,Laos,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R11,F29,2050,1.41480195539803,2026-05-13 15:07:40.839,Laos,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R11,F17,2025,33.1316314881242,2026-05-13 15:07:40.839,Laos,Thailand,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R11,F17,2045,51.52033014476586,2026-05-13 15:07:40.839,Laos,Thailand,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R11,F17,2040,58.540723793985464,2026-05-13 15:07:40.839,Laos,Thailand,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R11,F17,2035,14.280854018459326,2026-05-13 15:07:40.839,Laos,Thailand,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R11,F17,2030,124.893180866147,2026-05-13 15:07:40.839,Laos,Thailand,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R11,F17,2055,68.49133505661621,2026-05-13 15:07:40.839,Laos,Thailand,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R11,F17,2060,11.600940837278198,2026-05-13 15:07:40.839,Laos,Thailand,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R11,F17,2050,18.574989026113315,2026-05-13 15:07:40.839,Laos,Thailand,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R11,F15,2045,9.661575464122635e-07,2026-05-13 15:07:40.839,Laos,Thailand,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R11,F15,2030,-2.938407123287671e-07,2026-05-13 15:07:40.839,Laos,Thailand,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R11,F15,2050,5.594757137694254e-08,2026-05-13 15:07:40.839,Laos,Thailand,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R20,F29,2045,1.1988972471843384,2026-05-13 15:07:40.839,Laos,Timor Leste,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R20,F29,2040,1.4625993172824296,2026-05-13 15:07:40.839,Laos,Timor Leste,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R20,F29,2035,0.4497599258399966,2026-05-13 15:07:40.839,Laos,Timor Leste,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R20,F29,2030,0.6151381508276967,2026-05-13 15:07:40.839,Laos,Timor Leste,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R20,F29,2060,3.640377496645999,2026-05-13 15:07:40.839,Laos,Timor Leste,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R20,F29,2050,2.750656718988443,2026-05-13 15:07:40.839,Laos,Timor Leste,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R20,F15,2045,-1.908798595564253e-07,2026-05-13 15:07:40.839,Laos,Timor Leste,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R6,F29,2030,0.23451454283250242,2026-05-13 15:07:40.839,Laos,Cambodia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R6,F29,2060,3.898259948382404,2026-05-13 15:07:40.839,Laos,Cambodia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R6,F17,2025,0.3727493743745644,2026-05-13 15:07:40.839,Laos,Cambodia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R6,F17,2045,1.222652243148147,2026-05-13 15:07:40.839,Laos,Cambodia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R6,F17,2040,48.82115018140732,2026-05-13 15:07:40.839,Laos,Cambodia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R6,F17,2035,28.05427717320275,2026-05-13 15:07:40.839,Laos,Cambodia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R6,F17,2030,12.371468550611922,2026-05-13 15:07:40.839,Laos,Cambodia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R6,F17,2055,50.60019755606115,2026-05-13 15:07:40.839,Laos,Cambodia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R6,F17,2060,4.062161133886702,2026-05-13 15:07:40.839,Laos,Cambodia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R6,F17,2050,180.890200014473,2026-05-13 15:07:40.839,Laos,Cambodia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R6,F15,2030,-2.1206428767123287e-07,2026-05-13 15:07:40.839,Laos,Cambodia,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R1,F17,2025,52.937030519786845,2026-05-13 15:07:40.839,Laos,Indonesia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R1,F17,2045,54.1129473954537,2026-05-13 15:07:40.839,Laos,Indonesia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R1,F17,2040,88.8052744001415,2026-05-13 15:07:40.839,Laos,Indonesia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R1,F17,2035,82.55135768279206,2026-05-13 15:07:40.839,Laos,Indonesia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R1,F17,2030,67.80137279192726,2026-05-13 15:07:40.839,Laos,Indonesia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R1,F17,2055,62.063884212656916,2026-05-13 15:07:40.839,Laos,Indonesia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R1,F17,2060,5.0346120404835455,2026-05-13 15:07:40.839,Laos,Indonesia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R1,F17,2050,144.10199402064305,2026-05-13 15:07:40.839,Laos,Indonesia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R1,F15,2045,-1.0296085277234178e-07,2026-05-13 15:07:40.839,Laos,Indonesia,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R1,F15,2055,-2.1206428767123287e-07,2026-05-13 15:07:40.839,Laos,Indonesia,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R14,F29,2025,0.03241745595114341,2026-05-13 15:07:40.839,Laos,Vietnam,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R14,F29,2045,0.8692807261883371,2026-05-13 15:07:40.839,Laos,Vietnam,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R14,F29,2035,2.322099723721313,2026-05-13 15:07:40.839,Laos,Vietnam,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R14,F29,2055,7.107628950124955,2026-05-13 15:07:40.839,Laos,Vietnam,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R14,F29,2060,3.640377496645999,2026-05-13 15:07:40.839,Laos,Vietnam,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R14,F17,2025,27.919434303500672,2026-05-13 15:07:40.839,Laos,Vietnam,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R14,F17,2045,2.4783875590053057,2026-05-13 15:07:40.839,Laos,Vietnam,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R14,F17,2040,27.63749876586853,2026-05-13 15:07:40.839,Laos,Vietnam,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R14,F17,2035,28.096185614624428,2026-05-13 15:07:40.839,Laos,Vietnam,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R14,F17,2030,27.17025882639967,2026-05-13 15:07:40.839,Laos,Vietnam,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R14,F17,2055,105.7401785269075,2026-05-13 15:07:40.839,Laos,Vietnam,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R14,F17,2060,51.73348111050852,2026-05-13 15:07:40.839,Laos,Vietnam,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R14,F17,2050,118.79765301961075,2026-05-13 15:07:40.839,Laos,Vietnam,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R14,F15,2025,3.526088547945206e-06,2026-05-13 15:07:40.839,Laos,Vietnam,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R14,F15,2045,1.908798595564253e-07,2026-05-13 15:07:40.839,Laos,Vietnam,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R14,F15,2040,2.1206428767123287e-07,2026-05-13 15:07:40.839,Laos,Vietnam,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R14,F15,2030,2.1206428767123287e-07,2026-05-13 15:07:40.839,Laos,Vietnam,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R14,F15,2050,5.594757137694254e-08,2026-05-13 15:07:40.839,Laos,Vietnam,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R16,F29,2040,1.0728820978604507,2026-05-13 15:07:40.839,Laos,Singapore,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R16,F29,2055,1.198460695860144,2026-05-13 15:07:40.839,Laos,Singapore,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R16,F29,2060,5.044183197967005,2026-05-13 15:07:40.839,Laos,Singapore,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R16,F17,2025,26.984276768616994,2026-05-13 15:07:40.839,Laos,Singapore,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R16,F17,2045,45.21826521548003,2026-05-13 15:07:40.839,Laos,Singapore,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R16,F17,2040,31.308252053153375,2026-05-13 15:07:40.839,Laos,Singapore,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R16,F17,2035,2.2133610402810833,2026-05-13 15:07:40.839,Laos,Singapore,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R16,F17,2030,35.1581316713369,2026-05-13 15:07:40.839,Laos,Singapore,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R16,F17,2055,6.998283574162272,2026-05-13 15:07:40.839,Laos,Singapore,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R16,F17,2060,0.6810323943129408,2026-05-13 15:07:40.839,Laos,Singapore,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R16,F17,2050,2.947479872067235,2026-05-13 15:07:40.839,Laos,Singapore,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R16,F15,2025,2.859200588780445e-07,2026-05-13 15:07:40.839,Laos,Singapore,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R16,F15,2060,-2.938407123287671e-07,2026-05-13 15:07:40.839,Laos,Singapore,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R19,F29,2045,1.1988972471843384,2026-05-13 15:07:40.839,Laos,Philippines,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R19,F29,2040,3.0111932887225183,2026-05-13 15:07:40.839,Laos,Philippines,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R19,F29,2035,0.6231967599874462,2026-05-13 15:07:40.839,Laos,Philippines,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R19,F29,2055,3.6261630594406222,2026-05-13 15:07:40.839,Laos,Philippines,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R19,F29,2060,6.1901064475516065,2026-05-13 15:07:40.839,Laos,Philippines,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R19,F29,2050,1.7295968172153364,2026-05-13 15:07:40.839,Laos,Philippines,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R19,F17,2025,16.94599968434794,2026-05-13 15:07:40.839,Laos,Philippines,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F17,2045,47.28044301551072,2026-05-13 15:07:40.839,Laos,Philippines,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F17,2040,80.28035103159398,2026-05-13 15:07:40.839,Laos,Philippines,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F17,2035,31.031373448746145,2026-05-13 15:07:40.839,Laos,Philippines,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F17,2030,188.62033184643977,2026-05-13 15:07:40.839,Laos,Philippines,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F17,2055,131.44355044705748,2026-05-13 15:07:40.839,Laos,Philippines,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F17,2060,55.83194542987071,2026-05-13 15:07:40.839,Laos,Philippines,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F17,2050,54.629271240162936,2026-05-13 15:07:40.839,Laos,Philippines,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R19,F15,2045,-6.360905599804303e-07,2026-05-13 15:07:40.839,Laos,Philippines,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R19,F15,2050,-2.1206428767123287e-07,2026-05-13 15:07:40.839,Laos,Philippines,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R13,R17,F29,2025,0.34979606909396926,2026-05-13 15:07:40.839,Laos,Malaysia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R17,F29,2045,2.397794494368677,2026-05-13 15:07:40.839,Laos,Malaysia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R17,F29,2040,6.9130044607423375,2026-05-13 15:07:40.839,Laos,Malaysia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R17,F29,2035,2.046329994675007,2026-05-13 15:07:40.839,Laos,Malaysia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R17,F29,2030,0.49961939538148015,2026-05-13 15:07:40.839,Laos,Malaysia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R17,F29,2055,12.677694530033545,2026-05-13 15:07:40.839,Laos,Malaysia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R17,F29,2060,16.247002062140673,2026-05-13 15:07:40.839,Laos,Malaysia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R17,F29,2050,3.459193634430673,2026-05-13 15:07:40.839,Laos,Malaysia,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R13,R17,F17,2025,22.893041232567633,2026-05-13 15:07:40.839,Laos,Malaysia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R17,F17,2045,57.52413447422723,2026-05-13 15:07:40.839,Laos,Malaysia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R17,F17,2040,2.4420178240374097,2026-05-13 15:07:40.839,Laos,Malaysia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R17,F17,2035,6.730212061979,2026-05-13 15:07:40.839,Laos,Malaysia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R17,F17,2030,29.951430417573935,2026-05-13 15:07:40.839,Laos,Malaysia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R17,F17,2055,6.04054111623546,2026-05-13 15:07:40.839,Laos,Malaysia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R17,F17,2060,8.52093444103688,2026-05-13 15:07:40.839,Laos,Malaysia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R17,F17,2050,60.60155055295039,2026-05-13 15:07:40.839,Laos,Malaysia,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R13,R17,F15,2050,-2.3789314095182456e-07,2026-05-13 15:07:40.839,Laos,Malaysia,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R1,R12,F29,2025,0.2930058336490454,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R12,F29,2045,9.12560355682354,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R12,F29,2040,12.801956737512755,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R12,F29,2035,4.294022898582508,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R12,F29,2030,1.3492720890416792,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R12,F29,2055,13.897803558837909,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R12,F29,2060,11.495049820704077,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R12,F29,2050,8.291621016109335,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R12,F17,2025,3.0353248128351,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R12,F17,2045,0.5829226168614463,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R12,F17,2040,6.546275646170501,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R12,F17,2035,1.1590718501928148,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R12,F17,2030,1.3974143614805015,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R12,F17,2055,12.615980822849565,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R12,F17,2060,14.573647233991588,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R12,F17,2050,16.371470979944363,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R12,F15,2045,4.480696851924332e-07,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R1,R12,F15,2050,7.752212504517527e-08,2026-05-13 15:07:40.839,Indonesia,Myanmar,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]"
R1,R15,F29,2025,0.41315574184803516,2026-05-13 15:07:40.839,Indonesia,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R15,F29,2045,7.0794109543633805,2026-05-13 15:07:40.839,Indonesia,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R15,F29,2040,5.2452544979204045,2026-05-13 15:07:40.839,Indonesia,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R15,F29,2035,0.9733733088475641,2026-05-13 15:07:40.839,Indonesia,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R15,F29,2030,1.1780779810283108,2026-05-13 15:07:40.839,Indonesia,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R15,F29,2055,16.294724950558198,2026-05-13 15:07:40.839,Indonesia,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R15,F29,2060,30.816178907570347,2026-05-13 15:07:40.839,Indonesia,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R15,F29,2050,12.415511482345766,2026-05-13 15:07:40.839,Indonesia,Brunei,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R15,F17,2025,1.219329983032776,2026-05-13 15:07:40.839,Indonesia,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R15,F17,2045,1.3412180191083003,2026-05-13 15:07:40.839,Indonesia,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R15,F17,2040,0.01769478517703902,2026-05-13 15:07:40.839,Indonesia,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R15,F17,2035,1.0448845841161685,2026-05-13 15:07:40.839,Indonesia,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R15,F17,2030,0.6227782403666864,2026-05-13 15:07:40.839,Indonesia,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R15,F17,2055,0.6810765036281529,2026-05-13 15:07:40.839,Indonesia,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R15,F17,2060,0.9865179843127164,2026-05-13 15:07:40.839,Indonesia,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R15,F17,2050,6.495155251759195,2026-05-13 15:07:40.839,Indonesia,Brunei,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]"
R1,R11,F29,2025,0.5984837687771678,2026-05-13 15:07:40.839,Indonesia,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R11,F29,2045,18.295577716787665,2026-05-13 15:07:40.839,Indonesia,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R11,F29,2040,14.697270601295992,2026-05-13 15:07:40.839,Indonesia,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
R1,R11,F29,2035,6.169112214382801,2026-05-13 15:07:40.839,Indonesia,Thailand,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]"
