branch_path,variable,scenario,region,expression,units,scale,per
Demand\Commercial\Data_Center\Colocation,Demand Cost,Regional Aspiration Scenario,ALL (12 regions),0,2020 USD,,
Demand\Commercial\Data_Center\Colocation,Load Shape,AMS Target Scenario,ALL (12 regions),YearlyShape(DC_Normal),Percent,%,
Demand\Commercial\Data_Center\Colocation,Load Shape,Baseline Simulation,ALL (12 regions),YearlyShape(DC_Normal),Percent,%,
Demand\Commercial\Data_Center\Colocation,Load Shape,Current Accounts,ALL (12 regions),YearlyShape(DC_Normal),Percent,%,
Demand\Commercial\Data_Center\Colocation,Load Shape,Regional Aspiration Scenario,ALL (12 regions),YearlyShape(DC_Normal),Percent,%,
Demand\Commercial\Data_Center\Colocation,RefHH,AMS Target Scenario,ALL (12 regions),1,Ref/hh,,
Demand\Commercial\Data_Center\Colocation,RefHH,Baseline Simulation,ALL (12 regions),1,Ref/hh,,
Demand\Commercial\Data_Center\Colocation,RefHH,Current Accounts,ALL (12 regions),1,Ref/hh,,
Demand\Commercial\Data_Center\Colocation,RefHH,Regional Aspiration Scenario,ALL (12 regions),1,Ref/hh,,
Demand\Commercial\Data_Center\Colocation,Total Energy,AMS Target Scenario,Base Template,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,AMS Target Scenario,Brunei,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,AMS Target Scenario,Cambodia,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,AMS Target Scenario,Indonesia,"Interp(2022,0,2023,3247.07911954,2024,6523.06757482,2025,9799.0560301,2026,13075.0444854,2027,16351.0329407,2028,19627.0213959,2029,22903.0098512,2030,26178.9983065,2031,30444.5867643,2032,34796.8572049,2033,39120.0405553,2034,43309.9035129,2035,47282.1183827,2036,50972.7484576,2037,54338.8450127,2038,57363.0710993,2039,60039.6951674,2040,62374.1918291,2041,64381.4722433,2042,66081.1094312,2043,67495.7603188,2044,68647.4222434,2045,69552.2652876,2046,70227.3107298,2047,70695.4066203,2048,70981.0377121,2049,71109.240746,2050,71104.0372945,2051,71039.3861395,2052,70932.6902585,2053,70799.7551874,2054,70654.8325289,2055,70510.6609102,2056,70378.5080921,2057,70268.217156,2058,70188.2586699,2059,70145.7897397,2060,70146.7199977)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,AMS Target Scenario,Laos,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,AMS Target Scenario,Malaysia,"Interp(2022,0,2023,5900,2024,6437.22861478,2025,6974.45722956,2026,7511.68584434,2027,8048.91445911,2028,8586.14307389,2029,9123.37168867,2030,9660.60030345,2031,10922.6820951,2032,11945.1620371,2033,12816.3568267,2034,13568.279731,2035,14370.7396094,2036,15104.1877315,2037,15652.14597,2038,16298.038071,2039,16913.8032104,2040,17505.4888054,2041,18196.6956562,2042,18748.0501123,2043,19284.6873784,2044,19915.8394824,2045,20422.5502885,2046,21018.1305568,2047,21595.1887358,2048,22153.6647645,2049,22693.6535527,2050,23130.2299315,2051,23568.4887757,2052,24008.124613,2053,24448.8300785,2054,24890.3013684,2055,25332.2418477,2056,25774.3644458,2057,26216.3932499,2058,26658.0645626,2059,27099.1275939,2060,27539.3448989)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,AMS Target Scenario,Myanmar,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,AMS Target Scenario,Philippines,"Interp(2022,0,2023,1099.97708493,2024,1127.44819387,2025,1154.9193028,2026,1182.39041174,2027,1209.86152067,2028,1237.33262961,2029,1264.80373854,2030,1292.27484747,2031,1463.4817453,2032,1676.32857633,2033,1878.16135191,2034,2126.30173384,2035,2360.31330907,2036,2645.17031933,2037,2949.69326467,2038,3273.93114298,2039,3659.67062465,2040,4024.86307396,2041,4454.80104191,2042,4906.65763953,2043,5379.14940418,2044,5870.69342738,2045,6379.40695204,2046,6903.12539799,2047,7497.45242635,2048,8104.83637092,2049,8660.55784886,2050,9281.67843405,2051,9920.85769316,2052,10575.3552288,2053,11242.1783732,2054,11918.146893,2055,12599.9687794,2056,13284.3243721,2057,13967.955366,2058,14647.7547633,2059,15320.8536126,2060,15984.7004564)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,AMS Target Scenario,Singapore,"Interp(2022,0,2023,2646.28099219,2024,3809.28557995,2025,4972.29016771,2026,6135.29475547,2027,7298.29934324,2028,8461.303931,2029,9624.30851876,2030,10787.3131065,2031,11092.7247185,2032,11204.9632511,2033,11165.7257099,2034,11015.3723099,2035,10784.6776428,2036,10497.0628539,2037,10177.0830494,2038,9835.69060759,2039,9482.3078279,2040,9120.61698384,2041,8761.73713271,2042,8409.21338896,2043,8069.20684998,2044,7738.01356521,2045,7422.42512105,2046,7123.27036065,2047,6836.34835671,2048,6571.71799073,2049,6320.26454107,2050,6083.83749068,2051,5863.57796275,2052,5658.83102624,2053,5468.87662839,2054,5292.95172487,2055,5130.26865642,2056,4980.03030036,2057,4841.44242236,2058,4713.7235904,2059,4596.11297062,2060,4487.87629419)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,AMS Target Scenario,Thailand,"Interp(2022,0,2023,2022.08705424,2024,2577.81863998,2025,3133.55022572,2026,3689.28181146,2027,4245.0133972,2028,4800.74498294,2029,5356.47656868,2030,5912.20815442,2031,6873.67693271,2032,8061.29402528,2033,9280.68690134,2034,10764.4799496,2035,12414.4702979,2036,14237.4430049,2037,16238.297769,2038,18420.1886927,2039,20969.3608545,2040,23523.4733869,2041,26459.8771653,2042,29582.9906813,2043,32879.3493408,2044,36332.421176,2045,39922.62884,2046,43627.769907,2047,47677.7024896,2048,51798.9506192,2049,55701.3823982,2050,59871.8568153,2051,64082.3082329,2052,68305.6123764,2053,72515.0329837,2054,76684.7866158,2055,80790.5370055,2056,84809.8042797,2057,88722.2809988,2058,92510.0531451,2059,96157.7295079,2060,99652.487071)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,AMS Target Scenario,Timor Leste,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,AMS Target Scenario,Vietnam,"Interp(2022,0,2023,670,2024,956.50755543,2025,1243.01511086,2026,1529.52266629,2027,1816.03022172,2028,2102.53777715,2029,2389.04533258,2030,2675.55288801,2031,3149.05115921,2032,3695.09034089,2033,4322.54670536,2034,5061.60487705,2035,5894.35827857,2036,6854.05859174,2037,7942.10962598,2038,9185.51753967,2039,10521.3748737,2040,12154.1820559,2041,13961.6005101,2042,15953.1752451,2043,18138.4507007,2044,20525.7744612,2045,23121.9389748,2046,25932.9020469,2047,28963.1554475,2048,32492.7898853,2049,35979.795074,2050,39988.0763848,2051,44304.6951542,2052,48931.4221799,2053,53866.6511677,2054,59105.1706626,2055,64638.0182702,2056,70452.4288004,2057,76531.8841856,2058,82856.2684986,2059,89402.1264143,2060,96143.018377)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Baseline Simulation,Base Template,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Baseline Simulation,Brunei,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Baseline Simulation,Cambodia,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Baseline Simulation,Indonesia,"Interp(2022,0,2023,3247.07911954,2024,6523.06757482,2025,9799.0560301,2026,13075.0444854,2027,16351.0329407,2028,19627.0213959,2029,22903.0098512,2030,26178.9983065,2031,30444.5867643,2032,34796.8572049,2033,39120.0405553,2034,43309.9035129,2035,47282.1183827,2036,50972.7484576,2037,54338.8450127,2038,57363.0710993,2039,60039.6951674,2040,62374.1918291,2041,64381.4722433,2042,66081.1094312,2043,67495.7603188,2044,68647.4222434,2045,69552.2652876,2046,70227.3107298,2047,70695.4066203,2048,70981.0377121,2049,71109.240746,2050,71104.0372945,2051,71039.3861395,2052,70932.6902585,2053,70799.7551874,2054,70654.8325289,2055,70510.6609102,2056,70378.5080921,2057,70268.217156,2058,70188.2586699,2059,70145.7897397,2060,70146.7199977)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Baseline Simulation,Laos,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Baseline Simulation,Malaysia,"Interp(2022,0,2023,5900,2024,6437.22861478,2025,6974.45722956,2026,7511.68584434,2027,8048.91445911,2028,8586.14307389,2029,9123.37168867,2030,9660.60030345,2031,10922.6820951,2032,11945.1620371,2033,12816.3568267,2034,13568.279731,2035,14370.7396094,2036,15104.1877315,2037,15652.14597,2038,16298.038071,2039,16913.8032104,2040,17505.4888054,2041,18196.6956562,2042,18748.0501123,2043,19284.6873784,2044,19915.8394824,2045,20422.5502885,2046,21018.1305568,2047,21595.1887358,2048,22153.6647645,2049,22693.6535527,2050,23130.2299315,2051,23568.4887757,2052,24008.124613,2053,24448.8300785,2054,24890.3013684,2055,25332.2418477,2056,25774.3644458,2057,26216.3932499,2058,26658.0645626,2059,27099.1275939,2060,27539.3448989)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Baseline Simulation,Myanmar,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Baseline Simulation,Philippines,"Interp(2022,0,2023,1099.97708493,2024,1127.44819387,2025,1154.9193028,2026,1182.39041174,2027,1209.86152067,2028,1237.33262961,2029,1264.80373854,2030,1292.27484747,2031,1463.4817453,2032,1676.32857633,2033,1878.16135191,2034,2126.30173384,2035,2360.31330907,2036,2645.17031933,2037,2949.69326467,2038,3273.93114298,2039,3659.67062465,2040,4024.86307396,2041,4454.80104191,2042,4906.65763953,2043,5379.14940418,2044,5870.69342738,2045,6379.40695204,2046,6903.12539799,2047,7497.45242635,2048,8104.83637092,2049,8660.55784886,2050,9281.67843405,2051,9920.85769316,2052,10575.3552288,2053,11242.1783732,2054,11918.146893,2055,12599.9687794,2056,13284.3243721,2057,13967.955366,2058,14647.7547633,2059,15320.8536126,2060,15984.7004564)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Baseline Simulation,Singapore,"Interp(2022,0,2023,2646.28099219,2024,3809.28557995,2025,4972.29016771,2026,6135.29475547,2027,7298.29934324,2028,8461.303931,2029,9624.30851876,2030,10787.3131065,2031,11092.7247185,2032,11204.9632511,2033,11165.7257099,2034,11015.3723099,2035,10784.6776428,2036,10497.0628539,2037,10177.0830494,2038,9835.69060759,2039,9482.3078279,2040,9120.61698384,2041,8761.73713271,2042,8409.21338896,2043,8069.20684998,2044,7738.01356521,2045,7422.42512105,2046,7123.27036065,2047,6836.34835671,2048,6571.71799073,2049,6320.26454107,2050,6083.83749068,2051,5863.57796275,2052,5658.83102624,2053,5468.87662839,2054,5292.95172487,2055,5130.26865642,2056,4980.03030036,2057,4841.44242236,2058,4713.7235904,2059,4596.11297062,2060,4487.87629419)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Baseline Simulation,Thailand,"Interp(2022,0,2023,2022.08705424,2024,2577.81863998,2025,3133.55022572,2026,3689.28181146,2027,4245.0133972,2028,4800.74498294,2029,5356.47656868,2030,5912.20815442,2031,6873.67693271,2032,8061.29402528,2033,9280.68690134,2034,10764.4799496,2035,12414.4702979,2036,14237.4430049,2037,16238.297769,2038,18420.1886927,2039,20969.3608545,2040,23523.4733869,2041,26459.8771653,2042,29582.9906813,2043,32879.3493408,2044,36332.421176,2045,39922.62884,2046,43627.769907,2047,47677.7024896,2048,51798.9506192,2049,55701.3823982,2050,59871.8568153,2051,64082.3082329,2052,68305.6123764,2053,72515.0329837,2054,76684.7866158,2055,80790.5370055,2056,84809.8042797,2057,88722.2809988,2058,92510.0531451,2059,96157.7295079,2060,99652.487071)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Baseline Simulation,Timor Leste,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Baseline Simulation,Vietnam,"Interp(2022,0,2023,670,2024,956.50755543,2025,1243.01511086,2026,1529.52266629,2027,1816.03022172,2028,2102.53777715,2029,2389.04533258,2030,2675.55288801,2031,3149.05115921,2032,3695.09034089,2033,4322.54670536,2034,5061.60487705,2035,5894.35827857,2036,6854.05859174,2037,7942.10962598,2038,9185.51753967,2039,10521.3748737,2040,12154.1820559,2041,13961.6005101,2042,15953.1752451,2043,18138.4507007,2044,20525.7744612,2045,23121.9389748,2046,25932.9020469,2047,28963.1554475,2048,32492.7898853,2049,35979.795074,2050,39988.0763848,2051,44304.6951542,2052,48931.4221799,2053,53866.6511677,2054,59105.1706626,2055,64638.0182702,2056,70452.4288004,2057,76531.8841856,2058,82856.2684986,2059,89402.1264143,2060,96143.018377)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Current Accounts,Base Template,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Current Accounts,Brunei,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Current Accounts,Cambodia,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Current Accounts,Indonesia,"Interp(2022,0,2023,3247.07911954,2024,6523.06757482,2025,9799.0560301,2026,13075.0444854,2027,16351.0329407,2028,19627.0213959,2029,22903.0098512,2030,26178.9983065,2031,30444.5867643,2032,34796.8572049,2033,39120.0405553,2034,43309.9035129,2035,47282.1183827,2036,50972.7484576,2037,54338.8450127,2038,57363.0710993,2039,60039.6951674,2040,62374.1918291,2041,64381.4722433,2042,66081.1094312,2043,67495.7603188,2044,68647.4222434,2045,69552.2652876,2046,70227.3107298,2047,70695.4066203,2048,70981.0377121,2049,71109.240746,2050,71104.0372945,2051,71039.3861395,2052,70932.6902585,2053,70799.7551874,2054,70654.8325289,2055,70510.6609102,2056,70378.5080921,2057,70268.217156,2058,70188.2586699,2059,70145.7897397,2060,70146.7199977)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Current Accounts,Laos,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Current Accounts,Malaysia,"Interp(2022,0,2023,5900,2024,6437.22861478,2025,6974.45722956,2026,7511.68584434,2027,8048.91445911,2028,8586.14307389,2029,9123.37168867,2030,9660.60030345,2031,10922.6820951,2032,11945.1620371,2033,12816.3568267,2034,13568.279731,2035,14370.7396094,2036,15104.1877315,2037,15652.14597,2038,16298.038071,2039,16913.8032104,2040,17505.4888054,2041,18196.6956562,2042,18748.0501123,2043,19284.6873784,2044,19915.8394824,2045,20422.5502885,2046,21018.1305568,2047,21595.1887358,2048,22153.6647645,2049,22693.6535527,2050,23130.2299315,2051,23568.4887757,2052,24008.124613,2053,24448.8300785,2054,24890.3013684,2055,25332.2418477,2056,25774.3644458,2057,26216.3932499,2058,26658.0645626,2059,27099.1275939,2060,27539.3448989)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Current Accounts,Myanmar,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Current Accounts,Philippines,"Interp(2022,0,2023,1099.97708493,2024,1127.44819387,2025,1154.9193028,2026,1182.39041174,2027,1209.86152067,2028,1237.33262961,2029,1264.80373854,2030,1292.27484747,2031,1463.4817453,2032,1676.32857633,2033,1878.16135191,2034,2126.30173384,2035,2360.31330907,2036,2645.17031933,2037,2949.69326467,2038,3273.93114298,2039,3659.67062465,2040,4024.86307396,2041,4454.80104191,2042,4906.65763953,2043,5379.14940418,2044,5870.69342738,2045,6379.40695204,2046,6903.12539799,2047,7497.45242635,2048,8104.83637092,2049,8660.55784886,2050,9281.67843405,2051,9920.85769316,2052,10575.3552288,2053,11242.1783732,2054,11918.146893,2055,12599.9687794,2056,13284.3243721,2057,13967.955366,2058,14647.7547633,2059,15320.8536126,2060,15984.7004564)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Current Accounts,Singapore,"Interp(2022,0,2023,2646.28099219,2024,3809.28557995,2025,4972.29016771,2026,6135.29475547,2027,7298.29934324,2028,8461.303931,2029,9624.30851876,2030,10787.3131065,2031,11092.7247185,2032,11204.9632511,2033,11165.7257099,2034,11015.3723099,2035,10784.6776428,2036,10497.0628539,2037,10177.0830494,2038,9835.69060759,2039,9482.3078279,2040,9120.61698384,2041,8761.73713271,2042,8409.21338896,2043,8069.20684998,2044,7738.01356521,2045,7422.42512105,2046,7123.27036065,2047,6836.34835671,2048,6571.71799073,2049,6320.26454107,2050,6083.83749068,2051,5863.57796275,2052,5658.83102624,2053,5468.87662839,2054,5292.95172487,2055,5130.26865642,2056,4980.03030036,2057,4841.44242236,2058,4713.7235904,2059,4596.11297062,2060,4487.87629419)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Current Accounts,Thailand,"Interp(2022,0,2023,2022.08705424,2024,2577.81863998,2025,3133.55022572,2026,3689.28181146,2027,4245.0133972,2028,4800.74498294,2029,5356.47656868,2030,5912.20815442,2031,6873.67693271,2032,8061.29402528,2033,9280.68690134,2034,10764.4799496,2035,12414.4702979,2036,14237.4430049,2037,16238.297769,2038,18420.1886927,2039,20969.3608545,2040,23523.4733869,2041,26459.8771653,2042,29582.9906813,2043,32879.3493408,2044,36332.421176,2045,39922.62884,2046,43627.769907,2047,47677.7024896,2048,51798.9506192,2049,55701.3823982,2050,59871.8568153,2051,64082.3082329,2052,68305.6123764,2053,72515.0329837,2054,76684.7866158,2055,80790.5370055,2056,84809.8042797,2057,88722.2809988,2058,92510.0531451,2059,96157.7295079,2060,99652.487071)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Current Accounts,Timor Leste,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Current Accounts,Vietnam,"Interp(2022,0,2023,670,2024,956.50755543,2025,1243.01511086,2026,1529.52266629,2027,1816.03022172,2028,2102.53777715,2029,2389.04533258,2030,2675.55288801,2031,3149.05115921,2032,3695.09034089,2033,4322.54670536,2034,5061.60487705,2035,5894.35827857,2036,6854.05859174,2037,7942.10962598,2038,9185.51753967,2039,10521.3748737,2040,12154.1820559,2041,13961.6005101,2042,15953.1752451,2043,18138.4507007,2044,20525.7744612,2045,23121.9389748,2046,25932.9020469,2047,28963.1554475,2048,32492.7898853,2049,35979.795074,2050,39988.0763848,2051,44304.6951542,2052,48931.4221799,2053,53866.6511677,2054,59105.1706626,2055,64638.0182702,2056,70452.4288004,2057,76531.8841856,2058,82856.2684986,2059,89402.1264143,2060,96143.018377)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Regional Aspiration Scenario,Base Template,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Regional Aspiration Scenario,Brunei,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Regional Aspiration Scenario,Cambodia,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Regional Aspiration Scenario,Indonesia,"Interp(2022,0,2023,3247.07911954,2024,6523.06757482,2025,9799.0560301,2026,13075.0444854,2027,16351.0329407,2028,19627.0213959,2029,22903.0098512,2030,26178.9983065,2031,30444.5867643,2032,34796.8572049,2033,39120.0405553,2034,43309.9035129,2035,47282.1183827,2036,50972.7484576,2037,54338.8450127,2038,57363.0710993,2039,60039.6951674,2040,62374.1918291,2041,64381.4722433,2042,66081.1094312,2043,67495.7603188,2044,68647.4222434,2045,69552.2652876,2046,70227.3107298,2047,70695.4066203,2048,70981.0377121,2049,71109.240746,2050,71104.0372945,2051,71039.3861395,2052,70932.6902585,2053,70799.7551874,2054,70654.8325289,2055,70510.6609102,2056,70378.5080921,2057,70268.217156,2058,70188.2586699,2059,70145.7897397,2060,70146.7199977)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Regional Aspiration Scenario,Laos,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Regional Aspiration Scenario,Malaysia,"Interp(2022,0,2023,5900,2024,6437.22861478,2025,6974.45722956,2026,7511.68584434,2027,8048.91445911,2028,8586.14307389,2029,9123.37168867,2030,9660.60030345,2031,10922.6820951,2032,11945.1620371,2033,12816.3568267,2034,13568.279731,2035,14370.7396094,2036,15104.1877315,2037,15652.14597,2038,16298.038071,2039,16913.8032104,2040,17505.4888054,2041,18196.6956562,2042,18748.0501123,2043,19284.6873784,2044,19915.8394824,2045,20422.5502885,2046,21018.1305568,2047,21595.1887358,2048,22153.6647645,2049,22693.6535527,2050,23130.2299315,2051,23568.4887757,2052,24008.124613,2053,24448.8300785,2054,24890.3013684,2055,25332.2418477,2056,25774.3644458,2057,26216.3932499,2058,26658.0645626,2059,27099.1275939,2060,27539.3448989)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Regional Aspiration Scenario,Myanmar,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Regional Aspiration Scenario,Philippines,"Interp(2022,0,2023,1099.97708493,2024,1127.44819387,2025,1154.9193028,2026,1182.39041174,2027,1209.86152067,2028,1237.33262961,2029,1264.80373854,2030,1292.27484747,2031,1463.4817453,2032,1676.32857633,2033,1878.16135191,2034,2126.30173384,2035,2360.31330907,2036,2645.17031933,2037,2949.69326467,2038,3273.93114298,2039,3659.67062465,2040,4024.86307396,2041,4454.80104191,2042,4906.65763953,2043,5379.14940418,2044,5870.69342738,2045,6379.40695204,2046,6903.12539799,2047,7497.45242635,2048,8104.83637092,2049,8660.55784886,2050,9281.67843405,2051,9920.85769316,2052,10575.3552288,2053,11242.1783732,2054,11918.146893,2055,12599.9687794,2056,13284.3243721,2057,13967.955366,2058,14647.7547633,2059,15320.8536126,2060,15984.7004564)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Regional Aspiration Scenario,Singapore,"Interp(2022,0,2023,2646.28099219,2024,3809.28557995,2025,4972.29016771,2026,6135.29475547,2027,7298.29934324,2028,8461.303931,2029,9624.30851876,2030,10787.3131065,2031,11092.7247185,2032,11204.9632511,2033,11165.7257099,2034,11015.3723099,2035,10784.6776428,2036,10497.0628539,2037,10177.0830494,2038,9835.69060759,2039,9482.3078279,2040,9120.61698384,2041,8761.73713271,2042,8409.21338896,2043,8069.20684998,2044,7738.01356521,2045,7422.42512105,2046,7123.27036065,2047,6836.34835671,2048,6571.71799073,2049,6320.26454107,2050,6083.83749068,2051,5863.57796275,2052,5658.83102624,2053,5468.87662839,2054,5292.95172487,2055,5130.26865642,2056,4980.03030036,2057,4841.44242236,2058,4713.7235904,2059,4596.11297062,2060,4487.87629419)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Regional Aspiration Scenario,Thailand,"Interp(2022,0,2023,2022.08705424,2024,2577.81863998,2025,3133.55022572,2026,3689.28181146,2027,4245.0133972,2028,4800.74498294,2029,5356.47656868,2030,5912.20815442,2031,6873.67693271,2032,8061.29402528,2033,9280.68690134,2034,10764.4799496,2035,12414.4702979,2036,14237.4430049,2037,16238.297769,2038,18420.1886927,2039,20969.3608545,2040,23523.4733869,2041,26459.8771653,2042,29582.9906813,2043,32879.3493408,2044,36332.421176,2045,39922.62884,2046,43627.769907,2047,47677.7024896,2048,51798.9506192,2049,55701.3823982,2050,59871.8568153,2051,64082.3082329,2052,68305.6123764,2053,72515.0329837,2054,76684.7866158,2055,80790.5370055,2056,84809.8042797,2057,88722.2809988,2058,92510.0531451,2059,96157.7295079,2060,99652.487071)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Regional Aspiration Scenario,Timor Leste,0,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Regional Aspiration Scenario,Vietnam,"Interp(2022,0,2023,670,2024,956.50755543,2025,1243.01511086,2026,1529.52266629,2027,1816.03022172,2028,2102.53777715,2029,2389.04533258,2030,2675.55288801,2031,3149.05115921,2032,3695.09034089,2033,4322.54670536,2034,5061.60487705,2035,5894.35827857,2036,6854.05859174,2037,7942.10962598,2038,9185.51753967,2039,10521.3748737,2040,12154.1820559,2041,13961.6005101,2042,15953.1752451,2043,18138.4507007,2044,20525.7744612,2045,23121.9389748,2046,25932.9020469,2047,28963.1554475,2048,32492.7898853,2049,35979.795074,2050,39988.0763848,2051,44304.6951542,2052,48931.4221799,2053,53866.6511677,2054,59105.1706626,2055,64638.0182702,2056,70452.4288004,2057,76531.8841856,2058,82856.2684986,2059,89402.1264143,2060,96143.018377)",Gigawatt-Hour,,
Demand\Commercial\Data_Center\Enterprise,Demand Cost,AMS Target Scenario,ALL (12 regions),0,2020 USD,,
