Country,Year,Size_group,Efficiency_level,device_thousand
Brunei Darussalam,2015,Large,Low_eff,3.0261
Brunei Darussalam,2015,Large,Mid_eff,3.7874
Brunei Darussalam,2015,Medium,High_eff,0.0
Brunei Darussalam,2015,Medium,Low_eff,0.0
Brunei Darussalam,2015,Medium,Mid_eff,29.6786
Brunei Darussalam,2015,Small,High_eff,0.0
Brunei Darussalam,2015,Small,Low_eff,22.7436
Brunei Darussalam,2015,Small,Mid_eff,0.0
Brunei Darussalam,2016,Large,High_eff,4.9071
Brunei Darussalam,2016,Large,Low_eff,3.1324
Brunei Darussalam,2016,Large,Mid_eff,3.9204
Brunei Darussalam,2016,Medium,High_eff,0.0
Brunei Darussalam,2016,Medium,Low_eff,0.0
Brunei Darussalam,2016,Medium,Mid_eff,30.7209
Brunei Darussalam,2016,Small,High_eff,0.0
Brunei Darussalam,2016,Small,Low_eff,23.5423
Brunei Darussalam,2016,Small,Mid_eff,0.0
Brunei Darussalam,2017,Large,High_eff,5.0727
Brunei Darussalam,2017,Large,Low_eff,3.238
Brunei Darussalam,2017,Large,Mid_eff,4.0527
Brunei Darussalam,2017,Medium,High_eff,0.0
Brunei Darussalam,2017,Medium,Low_eff,0.0
Brunei Darussalam,2017,Medium,Mid_eff,31.7572
Brunei Darussalam,2017,Small,High_eff,0.0
Brunei Darussalam,2017,Small,Low_eff,24.3365
Brunei Darussalam,2017,Small,Mid_eff,0.0
Brunei Darussalam,2018,Large,High_eff,5.2364
Brunei Darussalam,2018,Large,Low_eff,3.3426
Brunei Darussalam,2018,Large,Mid_eff,4.1835
Brunei Darussalam,2018,Medium,High_eff,0.0
Brunei Darussalam,2018,Medium,Low_eff,0.0
Brunei Darussalam,2018,Medium,Mid_eff,32.7826
Brunei Darussalam,2018,Small,High_eff,0.0
Brunei Darussalam,2018,Small,Low_eff,25.1222
Brunei Darussalam,2018,Small,Mid_eff,0.0
Brunei Darussalam,2019,Large,High_eff,5.3993
Brunei Darussalam,2019,Large,Low_eff,3.4465
Brunei Darussalam,2019,Large,Mid_eff,4.3136
Brunei Darussalam,2019,Medium,High_eff,0.0
Brunei Darussalam,2019,Medium,Low_eff,0.0
Brunei Darussalam,2019,Medium,Mid_eff,33.8019
Brunei Darussalam,2019,Small,High_eff,0.0
Brunei Darussalam,2019,Small,Low_eff,25.9034
Brunei Darussalam,2019,Small,Mid_eff,0.0
Brunei Darussalam,2020,Large,High_eff,5.5623
Brunei Darussalam,2020,Large,Low_eff,3.5505
Brunei Darussalam,2020,Large,Mid_eff,4.4438
Brunei Darussalam,2020,Medium,High_eff,0.0
Brunei Darussalam,2020,Medium,Low_eff,0.0
Brunei Darussalam,2020,Medium,Mid_eff,34.8223
Brunei Darussalam,2020,Small,High_eff,0.0
Brunei Darussalam,2020,Small,Low_eff,26.6854
Brunei Darussalam,2020,Small,Mid_eff,0.0
Brunei Darussalam,2021,Large,High_eff,5.7261
Brunei Darussalam,2021,Large,Low_eff,3.6551
Brunei Darussalam,2021,Large,Mid_eff,4.5747
Brunei Darussalam,2021,Medium,High_eff,0.0
Brunei Darussalam,2021,Medium,Low_eff,0.0
Brunei Darussalam,2021,Medium,Mid_eff,35.8477
Brunei Darussalam,2021,Small,High_eff,0.0
Brunei Darussalam,2021,Small,Low_eff,27.4711
Brunei Darussalam,2021,Small,Mid_eff,0.0
Brunei Darussalam,2022,Large,High_eff,5.8909
Brunei Darussalam,2022,Large,Low_eff,3.7603
Brunei Darussalam,2022,Large,Mid_eff,4.7064
Brunei Darussalam,2022,Medium,High_eff,0.0
Brunei Darussalam,2022,Medium,Low_eff,0.0
Brunei Darussalam,2022,Medium,Mid_eff,36.8798
Brunei Darussalam,2022,Small,High_eff,0.0
Brunei Darussalam,2022,Small,Low_eff,28.2621
Brunei Darussalam,2022,Small,Mid_eff,0.0
Brunei Darussalam,2023,Large,High_eff,6.0554
Brunei Darussalam,2023,Large,Low_eff,3.8653
Brunei Darussalam,2023,Large,Mid_eff,4.8378
Brunei Darussalam,2023,Medium,High_eff,0.0
Brunei Darussalam,2023,Medium,Low_eff,0.0
Brunei Darussalam,2023,Medium,Mid_eff,37.9097
Brunei Darussalam,2023,Small,High_eff,0.0
Brunei Darussalam,2023,Small,Low_eff,29.0513
Brunei Darussalam,2023,Small,Mid_eff,0.0
Brunei Darussalam,2024,Large,High_eff,6.2185
Brunei Darussalam,2024,Large,Low_eff,3.9694
Brunei Darussalam,2024,Large,Mid_eff,4.9681
Brunei Darussalam,2024,Medium,High_eff,0.0
Brunei Darussalam,2024,Medium,Low_eff,0.0
Brunei Darussalam,2024,Medium,Mid_eff,38.9304
Brunei Darussalam,2024,Small,High_eff,0.0
Brunei Darussalam,2024,Small,Low_eff,29.8335
Brunei Darussalam,2024,Small,Mid_eff,0.0
Brunei Darussalam,2025,Large,High_eff,6.3802
Brunei Darussalam,2025,Large,Low_eff,4.0727
Brunei Darussalam,2025,Large,Mid_eff,5.0973
Brunei Darussalam,2025,Medium,High_eff,0.0
Brunei Darussalam,2025,Medium,Low_eff,0.0
Brunei Darussalam,2025,Medium,Mid_eff,39.9432
Brunei Darussalam,2025,Small,High_eff,0.0
Brunei Darussalam,2025,Small,Low_eff,30.6096
Brunei Darussalam,2025,Small,Mid_eff,0.0
Cambodia,2005,Large,High_eff,40.536
Cambodia,2005,Large,Low_eff,5.6375
Cambodia,2005,Large,Mid_eff,22.6841
Cambodia,2005,Medium,High_eff,168.8553
Cambodia,2005,Medium,Low_eff,0.0
Cambodia,2005,Medium,Mid_eff,0.0
Cambodia,2005,Small,High_eff,1104.5394
Cambodia,2005,Small,Low_eff,0.0
Cambodia,2005,Small,Mid_eff,0.0
Cambodia,2006,Large,High_eff,42.5274
Cambodia,2006,Large,Low_eff,5.9144
Cambodia,2006,Large,Mid_eff,23.7985
Cambodia,2006,Medium,High_eff,177.1506
Cambodia,2006,Medium,Low_eff,0.0
Cambodia,2006,Medium,Mid_eff,0.0
Cambodia,2006,Small,High_eff,1158.8017
Cambodia,2006,Small,Low_eff,0.0
Cambodia,2006,Small,Mid_eff,0.0
Cambodia,2007,Large,High_eff,44.5904
Cambodia,2007,Large,Low_eff,6.2013
Cambodia,2007,Large,Mid_eff,24.9529
Cambodia,2007,Medium,High_eff,185.744
Cambodia,2007,Medium,Low_eff,0.0
Cambodia,2007,Medium,Mid_eff,0.0
Cambodia,2007,Small,High_eff,1215.0141
Cambodia,2007,Small,Low_eff,0.0
Cambodia,2007,Small,Mid_eff,0.0
Cambodia,2008,Large,High_eff,46.6802
Cambodia,2008,Large,Low_eff,6.492
Cambodia,2008,Large,Mid_eff,26.1224
Cambodia,2008,Medium,High_eff,194.4494
Cambodia,2008,Medium,Low_eff,0.0
Cambodia,2008,Medium,Mid_eff,0.0
Cambodia,2008,Small,High_eff,1271.9585
Cambodia,2008,Small,Low_eff,0.0
Cambodia,2008,Small,Mid_eff,0.0
Cambodia,2009,Large,High_eff,48.7619
Cambodia,2009,Large,Low_eff,6.7815
Cambodia,2009,Large,Mid_eff,27.2873
Cambodia,2009,Medium,High_eff,203.1209
Cambodia,2009,Medium,Low_eff,0.0
Cambodia,2009,Medium,Mid_eff,0.0
Cambodia,2009,Small,High_eff,1328.6817
Cambodia,2009,Small,Low_eff,0.0
Cambodia,2009,Small,Mid_eff,0.0
Cambodia,2010,Large,High_eff,50.8766
Cambodia,2010,Large,Low_eff,7.0756
Cambodia,2010,Large,Mid_eff,28.4707
Cambodia,2010,Medium,High_eff,211.9298
Cambodia,2010,Medium,Low_eff,0.0
Cambodia,2010,Medium,Mid_eff,0.0
Cambodia,2010,Small,High_eff,1386.3041
Cambodia,2010,Small,Low_eff,0.0
Cambodia,2010,Small,Mid_eff,0.0
Cambodia,2011,Large,High_eff,53.0466
Cambodia,2011,Large,Low_eff,7.3773
Cambodia,2011,Large,Mid_eff,29.685
Cambodia,2011,Medium,High_eff,220.9691
Cambodia,2011,Medium,Low_eff,0.0
Cambodia,2011,Medium,Mid_eff,0.0
Cambodia,2011,Small,High_eff,1445.4333
Cambodia,2011,Small,Low_eff,0.0
Cambodia,2011,Small,Mid_eff,0.0
Cambodia,2012,Large,High_eff,55.2714
Cambodia,2012,Large,Low_eff,7.6867
Cambodia,2012,Large,Mid_eff,30.93
Cambodia,2012,Medium,High_eff,230.2363
Cambodia,2012,Medium,Low_eff,0.0
Cambodia,2012,Medium,Mid_eff,0.0
Cambodia,2012,Small,High_eff,1506.0531
Cambodia,2012,Small,Low_eff,0.0
Cambodia,2012,Small,Mid_eff,0.0
Cambodia,2013,Large,High_eff,57.5427
Cambodia,2013,Large,Low_eff,8.0026
Cambodia,2013,Large,Mid_eff,32.2011
Cambodia,2013,Medium,High_eff,239.6978
Cambodia,2013,Medium,Low_eff,0.0
Cambodia,2013,Medium,Mid_eff,0.0
Cambodia,2013,Small,High_eff,1567.9437
Cambodia,2013,Small,Low_eff,0.0
Cambodia,2013,Small,Mid_eff,0.0
Cambodia,2014,Large,High_eff,59.8514
Cambodia,2014,Large,Low_eff,8.3237
Cambodia,2014,Large,Mid_eff,33.493
Cambodia,2014,Medium,High_eff,249.3149
Cambodia,2014,Medium,Low_eff,0.0
Cambodia,2014,Medium,Mid_eff,0.0
Cambodia,2014,Small,High_eff,1630.8522
Cambodia,2014,Small,Low_eff,0.0
Cambodia,2014,Small,Mid_eff,0.0
Cambodia,2015,Large,High_eff,62.1859
Cambodia,2015,Large,Low_eff,8.6484
Cambodia,2015,Large,Mid_eff,34.7994
Cambodia,2015,Medium,High_eff,259.0392
Cambodia,2015,Medium,Low_eff,0.0
Cambodia,2015,Medium,Mid_eff,0.0
Cambodia,2015,Small,High_eff,1694.4626
Cambodia,2015,Small,Low_eff,0.0
Cambodia,2015,Small,Mid_eff,0.0
Cambodia,2016,Large,High_eff,64.5638
Cambodia,2016,Large,Low_eff,8.9791
Cambodia,2016,Large,Mid_eff,36.1301
Cambodia,2016,Medium,High_eff,268.9447
Cambodia,2016,Medium,Low_eff,0.0
Cambodia,2016,Medium,Mid_eff,0.0
Cambodia,2016,Small,High_eff,1759.2572
Cambodia,2016,Small,Low_eff,0.0
Cambodia,2016,Small,Mid_eff,0.0
Cambodia,2017,Large,High_eff,66.9789
Cambodia,2017,Large,Low_eff,9.315
Cambodia,2017,Large,Mid_eff,37.4816
Cambodia,2017,Medium,High_eff,279.0049
Cambodia,2017,Medium,Low_eff,0.0
Cambodia,2017,Medium,Mid_eff,0.0
Cambodia,2017,Small,High_eff,1825.0648
Cambodia,2017,Small,Low_eff,0.0
Cambodia,2017,Small,Mid_eff,0.0
Cambodia,2018,Large,High_eff,69.3841
Cambodia,2018,Large,Low_eff,9.6494
Cambodia,2018,Large,Mid_eff,38.8275
Cambodia,2018,Medium,High_eff,289.0239
Cambodia,2018,Medium,Low_eff,0.0
Cambodia,2018,Medium,Mid_eff,0.0
Cambodia,2018,Small,High_eff,1890.6022
Cambodia,2018,Small,Low_eff,0.0
Cambodia,2018,Small,Mid_eff,0.0
Cambodia,2019,Large,High_eff,71.7729
Cambodia,2019,Large,Low_eff,9.9817
Cambodia,2019,Large,Mid_eff,40.1643
Cambodia,2019,Medium,High_eff,298.9747
Cambodia,2019,Medium,Low_eff,0.0
Cambodia,2019,Medium,Mid_eff,0.0
Cambodia,2019,Small,High_eff,1955.6938
Cambodia,2019,Small,Low_eff,0.0
Cambodia,2019,Small,Mid_eff,0.0
Cambodia,2020,Large,High_eff,74.2253
Cambodia,2020,Large,Low_eff,10.3227
Cambodia,2020,Large,Mid_eff,41.5367
Cambodia,2020,Medium,High_eff,309.1902
Cambodia,2020,Medium,Low_eff,0.0
Cambodia,2020,Medium,Mid_eff,0.0
Cambodia,2020,Small,High_eff,2022.5168
Cambodia,2020,Small,Low_eff,0.0
Cambodia,2020,Small,Mid_eff,0.0
Cambodia,2021,Large,High_eff,76.7258
Cambodia,2021,Large,Low_eff,10.6705
Cambodia,2021,Large,Mid_eff,42.936
Cambodia,2021,Medium,High_eff,319.6063
Cambodia,2021,Medium,Low_eff,0.0
Cambodia,2021,Medium,Mid_eff,0.0
Cambodia,2021,Small,High_eff,2090.6518
Cambodia,2021,Small,Low_eff,0.0
Cambodia,2021,Small,Mid_eff,0.0
Cambodia,2022,Large,High_eff,79.197
Cambodia,2022,Large,Low_eff,11.0142
Cambodia,2022,Large,Mid_eff,44.3189
Cambodia,2022,Medium,High_eff,329.9003
Cambodia,2022,Medium,Low_eff,0.0
Cambodia,2022,Medium,Mid_eff,0.0
Cambodia,2022,Small,High_eff,2157.9883
Cambodia,2022,Small,Low_eff,0.0
Cambodia,2022,Small,Mid_eff,0.0
Cambodia,2023,Large,High_eff,81.6896
Cambodia,2023,Large,Low_eff,11.3608
Cambodia,2023,Large,Mid_eff,45.7137
Cambodia,2023,Medium,High_eff,340.283
Cambodia,2023,Medium,Low_eff,0.0
Cambodia,2023,Medium,Mid_eff,0.0
Cambodia,2023,Small,High_eff,2225.9054
Cambodia,2023,Small,Low_eff,0.0
Cambodia,2023,Small,Mid_eff,0.0
Cambodia,2024,Large,High_eff,84.2111
Cambodia,2024,Large,Low_eff,11.7115
Cambodia,2024,Large,Mid_eff,47.1247
Cambodia,2024,Medium,High_eff,350.7865
Cambodia,2024,Medium,Low_eff,0.0
Cambodia,2024,Medium,Mid_eff,0.0
Cambodia,2024,Small,High_eff,2294.6121
Cambodia,2024,Small,Low_eff,0.0
Cambodia,2024,Small,Mid_eff,0.0
Cambodia,2025,Large,High_eff,86.7337
Cambodia,2025,Large,Low_eff,12.0623
Cambodia,2025,Large,Mid_eff,48.5364
Cambodia,2025,Medium,High_eff,361.2945
Cambodia,2025,Medium,Low_eff,0.0
Cambodia,2025,Medium,Mid_eff,0.0
Cambodia,2025,Small,High_eff,2363.3485
Cambodia,2025,Small,Low_eff,0.0
Cambodia,2025,Small,Mid_eff,0.0
Indonesia,2005,Large,High_eff,1311.6402
Indonesia,2005,Large,Low_eff,433.9012
Indonesia,2005,Large,Mid_eff,861.1779
Indonesia,2005,Medium,High_eff,1487.188
Indonesia,2005,Medium,Low_eff,0.0
Indonesia,2005,Medium,Mid_eff,0.0
Indonesia,2005,Small,High_eff,29025.0083
Indonesia,2005,Small,Low_eff,0.0
Indonesia,2005,Small,Mid_eff,0.0
Indonesia,2006,Large,High_eff,1370.2389
Indonesia,2006,Large,Low_eff,453.2861
Indonesia,2006,Large,Mid_eff,899.6518
Indonesia,2006,Medium,High_eff,1553.6295
Indonesia,2006,Medium,Low_eff,0.0
Indonesia,2006,Medium,Mid_eff,0.0
Indonesia,2006,Small,High_eff,30321.7263
Indonesia,2006,Small,Low_eff,0.0
Indonesia,2006,Small,Mid_eff,0.0
Indonesia,2007,Large,High_eff,1430.217
Indonesia,2007,Large,Low_eff,473.1274
Indonesia,2007,Large,Mid_eff,939.0314
Indonesia,2007,Medium,High_eff,1621.635
Indonesia,2007,Medium,Low_eff,0.0
Indonesia,2007,Medium,Mid_eff,0.0
Indonesia,2007,Small,High_eff,31648.9691
Indonesia,2007,Small,Low_eff,0.0
Indonesia,2007,Small,Mid_eff,0.0
Indonesia,2008,Large,High_eff,1491.2453
Indonesia,2008,Large,Low_eff,493.316
Indonesia,2008,Large,Mid_eff,979.1004
Indonesia,2008,Medium,High_eff,1690.8311
Indonesia,2008,Medium,Low_eff,0.0
Indonesia,2008,Medium,Mid_eff,0.0
Indonesia,2008,Small,High_eff,32999.4502
Indonesia,2008,Small,Low_eff,0.0
Indonesia,2008,Small,Mid_eff,0.0
Indonesia,2009,Large,High_eff,1552.9595
Indonesia,2009,Large,Low_eff,513.7315
Indonesia,2009,Large,Mid_eff,1019.6199
Indonesia,2009,Medium,High_eff,1760.8051
Indonesia,2009,Medium,Low_eff,0.0
Indonesia,2009,Medium,Mid_eff,0.0
Indonesia,2009,Small,High_eff,34365.111
Indonesia,2009,Small,Low_eff,0.0
Indonesia,2009,Small,Mid_eff,0.0
Indonesia,2010,Large,High_eff,1615.4525
Indonesia,2010,Large,Low_eff,534.4047
Indonesia,2010,Large,Mid_eff,1060.6506
Indonesia,2010,Medium,High_eff,1831.6621
Indonesia,2010,Medium,Low_eff,0.0
Indonesia,2010,Medium,Mid_eff,0.0
Indonesia,2010,Small,High_eff,35748.006
Indonesia,2010,Small,Low_eff,0.0
Indonesia,2010,Small,Mid_eff,0.0
Indonesia,2011,Large,High_eff,1679.0714
Indonesia,2011,Large,Low_eff,555.4504
Indonesia,2011,Large,Mid_eff,1102.4206
Indonesia,2011,Medium,High_eff,1903.7956
Indonesia,2011,Medium,Low_eff,0.0
Indonesia,2011,Medium,Mid_eff,0.0
Indonesia,2011,Small,High_eff,37155.8147
Indonesia,2011,Small,Low_eff,0.0
Indonesia,2011,Small,Mid_eff,0.0
Indonesia,2012,Large,High_eff,1743.732
Indonesia,2012,Large,Low_eff,576.8406
Indonesia,2012,Large,Mid_eff,1144.8745
Indonesia,2012,Medium,High_eff,1977.1103
Indonesia,2012,Medium,Low_eff,0.0
Indonesia,2012,Medium,Mid_eff,0.0
Indonesia,2012,Small,High_eff,38586.6748
Indonesia,2012,Small,Low_eff,0.0
Indonesia,2012,Small,Mid_eff,0.0
Indonesia,2013,Large,High_eff,1808.6291
Indonesia,2013,Large,Low_eff,598.3091
Indonesia,2013,Large,Mid_eff,1187.4838
Indonesia,2013,Medium,High_eff,2050.6931
Indonesia,2013,Medium,Low_eff,0.0
Indonesia,2013,Medium,Mid_eff,0.0
Indonesia,2013,Small,High_eff,40022.7696
Indonesia,2013,Small,Low_eff,0.0
Indonesia,2013,Small,Mid_eff,0.0
Indonesia,2014,Large,High_eff,1873.4654
Indonesia,2014,Large,Low_eff,619.7575
Indonesia,2014,Large,Mid_eff,1230.0531
Indonesia,2014,Medium,High_eff,2124.207
Indonesia,2014,Medium,Low_eff,0.0
Indonesia,2014,Medium,Mid_eff,0.0
Indonesia,2014,Small,High_eff,41457.5192
Indonesia,2014,Small,Low_eff,0.0
Indonesia,2014,Small,Mid_eff,0.0
Indonesia,2015,Large,High_eff,1938.2042
Indonesia,2015,Large,Low_eff,641.1736
Indonesia,2015,Large,Mid_eff,1272.5583
Indonesia,2015,Medium,High_eff,2197.6103
Indonesia,2015,Medium,Low_eff,0.0
Indonesia,2015,Medium,Mid_eff,0.0
Indonesia,2015,Small,High_eff,42890.109
Indonesia,2015,Small,Low_eff,0.0
Indonesia,2015,Small,Mid_eff,0.0
Indonesia,2016,Large,High_eff,2002.6615
Indonesia,2016,Large,Low_eff,662.4966
Indonesia,2016,Large,Mid_eff,1314.8787
Indonesia,2016,Medium,High_eff,2270.6944
Indonesia,2016,Medium,Low_eff,0.0
Indonesia,2016,Medium,Mid_eff,0.0
Indonesia,2016,Small,High_eff,44316.4703
Indonesia,2016,Small,Low_eff,0.0
Indonesia,2016,Small,Mid_eff,0.0
Indonesia,2017,Large,High_eff,2066.7003
Indonesia,2017,Large,Low_eff,683.6812
Indonesia,2017,Large,Mid_eff,1356.9245
Indonesia,2017,Medium,High_eff,2343.3042
Indonesia,2017,Medium,Low_eff,0.0
Indonesia,2017,Medium,Mid_eff,0.0
Indonesia,2017,Small,High_eff,45733.573
Indonesia,2017,Small,Low_eff,0.0
Indonesia,2017,Small,Mid_eff,0.0
Indonesia,2018,Large,High_eff,2130.4567
Indonesia,2018,Large,Low_eff,704.7723
Indonesia,2018,Large,Mid_eff,1398.7847
Indonesia,2018,Medium,High_eff,2415.5936
Indonesia,2018,Medium,Low_eff,0.0
Indonesia,2018,Medium,Mid_eff,0.0
Indonesia,2018,Small,High_eff,47144.425
Indonesia,2018,Small,Low_eff,0.0
Indonesia,2018,Small,Mid_eff,0.0
Indonesia,2019,Large,High_eff,2194.0865
Indonesia,2019,Large,Low_eff,725.8215
Indonesia,2019,Large,Mid_eff,1440.5618
Indonesia,2019,Medium,High_eff,2487.7395
Indonesia,2019,Medium,Low_eff,0.0
Indonesia,2019,Medium,Mid_eff,0.0
Indonesia,2019,Small,High_eff,48552.4744
Indonesia,2019,Small,Low_eff,0.0
Indonesia,2019,Small,Mid_eff,0.0
Indonesia,2020,Large,High_eff,2255.959
Indonesia,2020,Large,Low_eff,746.2895
Indonesia,2020,Large,Mid_eff,1481.1852
Indonesia,2020,Medium,High_eff,2557.893
Indonesia,2020,Medium,Low_eff,0.0
Indonesia,2020,Medium,Mid_eff,0.0
Indonesia,2020,Small,High_eff,49921.6388
Indonesia,2020,Small,Low_eff,0.0
Indonesia,2020,Small,Mid_eff,0.0
Indonesia,2021,Large,High_eff,2314.7501
Indonesia,2021,Large,Low_eff,765.7381
Indonesia,2021,Large,Mid_eff,1519.7854
Indonesia,2021,Medium,High_eff,2624.5526
Indonesia,2021,Medium,Low_eff,0.0
Indonesia,2021,Medium,Mid_eff,0.0
Indonesia,2021,Small,High_eff,51222.6146
Indonesia,2021,Small,Low_eff,0.0
Indonesia,2021,Small,Mid_eff,0.0
Indonesia,2022,Large,High_eff,2372.2546
Indonesia,2022,Large,Low_eff,784.761
Indonesia,2022,Large,Mid_eff,1557.5409
Indonesia,2022,Medium,High_eff,2689.7533
Indonesia,2022,Medium,Low_eff,0.0
Indonesia,2022,Medium,Mid_eff,0.0
Indonesia,2022,Small,High_eff,52495.1184
Indonesia,2022,Small,Low_eff,0.0
Indonesia,2022,Small,Mid_eff,0.0
Indonesia,2023,Large,High_eff,2432.159
Indonesia,2023,Large,Low_eff,804.5778
Indonesia,2023,Large,Mid_eff,1596.8721
Indonesia,2023,Medium,High_eff,2757.6752
Indonesia,2023,Medium,Low_eff,0.0
Indonesia,2023,Medium,Mid_eff,0.0
Indonesia,2023,Small,High_eff,53820.7302
Indonesia,2023,Small,Low_eff,0.0
Indonesia,2023,Small,Mid_eff,0.0
Indonesia,2024,Large,High_eff,2494.0883
Indonesia,2024,Large,Low_eff,825.0646
Indonesia,2024,Large,Mid_eff,1637.5327
Indonesia,2024,Medium,High_eff,2827.8931
Indonesia,2024,Medium,Low_eff,0.0
Indonesia,2024,Medium,Mid_eff,0.0
Indonesia,2024,Small,High_eff,55191.1509
Indonesia,2024,Small,Low_eff,0.0
Indonesia,2024,Small,Mid_eff,0.0
Indonesia,2025,Large,High_eff,2555.5005
Indonesia,2025,Large,Low_eff,845.3802
Indonesia,2025,Large,Mid_eff,1677.8539
Indonesia,2025,Medium,High_eff,2897.5246
Indonesia,2025,Medium,Low_eff,0.0
Indonesia,2025,Medium,Mid_eff,0.0
Indonesia,2025,Small,High_eff,56550.1282
Indonesia,2025,Small,Low_eff,0.0
Indonesia,2025,Small,Mid_eff,0.0
Lao PDR,2005,Large,High_eff,20.1474
Lao PDR,2005,Large,Low_eff,2.8269
Lao PDR,2005,Large,Mid_eff,11.4423
Lao PDR,2005,Medium,High_eff,56.8972
Lao PDR,2005,Medium,Low_eff,0.0
Lao PDR,2005,Medium,Mid_eff,0.0
