Country,Year,Scenario,Size_group,Efficiency_level,ownership_parent_pct,size_share_pct,eff_share_pct,leaf_ownership_pct,efficiency_pct,useful_energy_intensity_toe,kwh_unit,price_usd,crf,annualized_capital_usd,tariff_usd_per_kwh,om_electricity_usd,demand_cost_usd_per_hh,unit_capacity_kw,device_thousand,source
Brunei Darussalam,2017,ATS,Medium,Mid_eff,98.3,46.39,32.636344039663726,14.89,90.72596729158356,0.03911435941530524,501.4,1190.1,0.13965065846950367,166.19824864455632,0.0072,3.61008,166.19824864455632,,,projected
Brunei Darussalam,2017,ATS,Small,High_eff,98.3,35.55,40.9282700421941,14.3,100.0,0.026242476354256233,305.2,667.2,0.13965065846950367,93.17491933085286,0.0072,2.19744,93.17491933085286,,,projected
Brunei Darussalam,2017,ATS,Small,Low_eff,98.3,35.55,46.63853727144866,16.3,58.85075202468183,0.026242476354256233,518.6,397.2,0.13965065846950367,55.469241544086856,0.0072,3.73392,55.469241544086856,,,projected
Brunei Darussalam,2017,ATS,Small,Mid_eff,98.3,35.55,12.433192686357245,4.35,86.33663366336634,0.026242476354256233,353.5,519.9,0.13965065846950367,72.60437733829495,0.0072,2.5452,72.60437733829495,,,projected
Brunei Darussalam,2018,ATS,Large,High_eff,98.32,18.060000000000002,41.02990033222591,7.28,100.0,0.0428804815133276,498.7,2008.2,0.13965065846950367,280.4464523384573,0.0072,3.5906399999999996,280.4464523384573,,,projected
Brunei Darussalam,2018,ATS,Large,Low_eff,98.32,18.060000000000002,26.190476190476193,4.65,65.60978818576503,0.0428804815133276,760.1,1910.9,0.13965065846950367,266.85844326937456,0.0072,5.47272,266.85844326937456,,,projected
Brunei Darussalam,2018,ATS,Large,Mid_eff,98.32,18.060000000000002,32.77962347729789,5.82,82.4297520661157,0.0428804815133276,605.0,1851.9,0.13965065846950367,258.61905441967383,0.0072,4.356,258.61905441967383,,,projected
Brunei Darussalam,2018,ATS,Medium,High_eff,98.32,46.39,41.0864410433283,18.74,100.0,0.03911435941530524,454.9,1397.7,0.13965065846950367,195.18972534282528,0.0072,3.2752799999999995,195.18972534282528,,,projected
Brunei Darussalam,2018,ATS,Medium,Low_eff,98.32,46.39,26.277214917007974,11.99,68.52967761373908,0.03911435941530524,663.8,1309.6,0.13965065846950367,182.886502331662,0.0072,4.77936,182.886502331662,,,projected
Brunei Darussalam,2018,ATS,Medium,Mid_eff,98.32,46.39,32.636344039663726,14.89,90.72596729158356,0.03911435941530524,501.4,1190.1,0.13965065846950367,166.19824864455632,0.0072,3.61008,166.19824864455632,,,projected
Brunei Darussalam,2018,ATS,Small,High_eff,98.32,35.55,40.9282700421941,14.3,100.0,0.026242476354256233,305.2,667.2,0.13965065846950367,93.17491933085286,0.0072,2.19744,93.17491933085286,,,projected
Brunei Darussalam,2018,ATS,Small,Low_eff,98.32,35.55,46.63853727144866,16.3,58.85075202468183,0.026242476354256233,518.6,397.2,0.13965065846950367,55.469241544086856,0.0072,3.73392,55.469241544086856,,,projected
Brunei Darussalam,2018,ATS,Small,Mid_eff,98.32,35.55,12.433192686357245,4.35,86.33663366336634,0.026242476354256233,353.5,519.9,0.13965065846950367,72.60437733829495,0.0072,2.5452,72.60437733829495,,,projected
Brunei Darussalam,2019,ATS,Large,High_eff,98.34,18.060000000000002,41.02990033222591,7.28,100.0,0.0428804815133276,498.7,2008.2,0.13965065846950367,280.4464523384573,0.0072,3.5906399999999996,280.4464523384573,,,projected
Brunei Darussalam,2019,ATS,Large,Low_eff,98.34,18.060000000000002,26.190476190476193,4.65,65.60978818576503,0.0428804815133276,760.1,1910.9,0.13965065846950367,266.85844326937456,0.0072,5.47272,266.85844326937456,,,projected
Brunei Darussalam,2019,ATS,Large,Mid_eff,98.34,18.060000000000002,32.77962347729789,5.82,82.4297520661157,0.0428804815133276,605.0,1851.9,0.13965065846950367,258.61905441967383,0.0072,4.356,258.61905441967383,,,projected
Brunei Darussalam,2019,ATS,Medium,High_eff,98.34,46.39,41.0864410433283,18.75,100.0,0.03911435941530524,454.9,1397.7,0.13965065846950367,195.18972534282528,0.0072,3.2752799999999995,195.18972534282528,,,projected
Brunei Darussalam,2019,ATS,Medium,Low_eff,98.34,46.39,26.277214917007974,11.99,68.52967761373908,0.03911435941530524,663.8,1309.6,0.13965065846950367,182.886502331662,0.0072,4.77936,182.886502331662,,,projected
Brunei Darussalam,2019,ATS,Medium,Mid_eff,98.34,46.39,32.636344039663726,14.89,90.72596729158356,0.03911435941530524,501.4,1190.1,0.13965065846950367,166.19824864455632,0.0072,3.61008,166.19824864455632,,,projected
Brunei Darussalam,2019,ATS,Small,High_eff,98.34,35.55,40.9282700421941,14.31,100.0,0.026242476354256233,305.2,667.2,0.13965065846950367,93.17491933085286,0.0072,2.19744,93.17491933085286,,,projected
Brunei Darussalam,2019,ATS,Small,Low_eff,98.34,35.55,46.63853727144866,16.31,58.85075202468183,0.026242476354256233,518.6,397.2,0.13965065846950367,55.469241544086856,0.0072,3.73392,55.469241544086856,,,projected
Brunei Darussalam,2019,ATS,Small,Mid_eff,98.34,35.55,12.433192686357245,4.35,86.33663366336634,0.026242476354256233,353.5,519.9,0.13965065846950367,72.60437733829495,0.0072,2.5452,72.60437733829495,,,projected
Brunei Darussalam,2020,ATS,Large,High_eff,98.36,18.060000000000002,41.02990033222591,7.28,100.0,0.0428804815133276,498.7,2008.2,0.13965065846950367,280.4464523384573,0.0072,3.5906399999999996,280.4464523384573,,,projected
Brunei Darussalam,2020,ATS,Large,Low_eff,98.36,18.060000000000002,26.190476190476193,4.65,65.60978818576503,0.0428804815133276,760.1,1910.9,0.13965065846950367,266.85844326937456,0.0072,5.47272,266.85844326937456,,,projected
Brunei Darussalam,2020,ATS,Large,Mid_eff,98.36,18.060000000000002,32.77962347729789,5.82,82.4297520661157,0.0428804815133276,605.0,1851.9,0.13965065846950367,258.61905441967383,0.0072,4.356,258.61905441967383,,,projected
Brunei Darussalam,2020,ATS,Medium,High_eff,98.36,46.39,41.0864410433283,18.75,100.0,0.03911435941530524,454.9,1397.7,0.13965065846950367,195.18972534282528,0.0072,3.2752799999999995,195.18972534282528,,,projected
Brunei Darussalam,2020,ATS,Medium,Low_eff,98.36,46.39,26.277214917007974,11.99,68.52967761373908,0.03911435941530524,663.8,1309.6,0.13965065846950367,182.886502331662,0.0072,4.77936,182.886502331662,,,projected
Brunei Darussalam,2020,ATS,Medium,Mid_eff,98.36,46.39,32.636344039663726,14.89,90.72596729158356,0.03911435941530524,501.4,1190.1,0.13965065846950367,166.19824864455632,0.0072,3.61008,166.19824864455632,,,projected
Brunei Darussalam,2020,ATS,Small,High_eff,98.36,35.55,40.9282700421941,14.31,100.0,0.026242476354256233,305.2,667.2,0.13965065846950367,93.17491933085286,0.0072,2.19744,93.17491933085286,,,projected
Brunei Darussalam,2020,ATS,Small,Low_eff,98.36,35.55,46.63853727144866,16.31,58.85075202468183,0.026242476354256233,518.6,397.2,0.13965065846950367,55.469241544086856,0.0072,3.73392,55.469241544086856,,,projected
Brunei Darussalam,2020,ATS,Small,Mid_eff,98.36,35.55,12.433192686357245,4.35,86.33663366336634,0.026242476354256233,353.5,519.9,0.13965065846950367,72.60437733829495,0.0072,2.5452,72.60437733829495,,,projected
Brunei Darussalam,2021,ATS,Large,High_eff,98.37,18.060000000000002,41.02990033222591,7.29,100.0,0.0428804815133276,498.7,2008.2,0.13965065846950367,280.4464523384573,0.0072,3.5906399999999996,280.4464523384573,,,projected
Brunei Darussalam,2021,ATS,Large,Low_eff,98.37,18.060000000000002,26.190476190476193,4.65,65.60978818576503,0.0428804815133276,760.1,1910.9,0.13965065846950367,266.85844326937456,0.0072,5.47272,266.85844326937456,,,projected
Brunei Darussalam,2021,ATS,Large,Mid_eff,98.37,18.060000000000002,32.77962347729789,5.82,82.4297520661157,0.0428804815133276,605.0,1851.9,0.13965065846950367,258.61905441967383,0.0072,4.356,258.61905441967383,,,projected
Brunei Darussalam,2021,ATS,Medium,High_eff,98.37,46.39,41.0864410433283,18.75,100.0,0.03911435941530524,454.9,1397.7,0.13965065846950367,195.18972534282528,0.0072,3.2752799999999995,195.18972534282528,,,projected
Brunei Darussalam,2021,ATS,Medium,Low_eff,98.37,46.39,26.277214917007974,11.99,68.52967761373908,0.03911435941530524,663.8,1309.6,0.13965065846950367,182.886502331662,0.0072,4.77936,182.886502331662,,,projected
Brunei Darussalam,2021,ATS,Medium,Mid_eff,98.37,46.39,32.636344039663726,14.9,90.72596729158356,0.03911435941530524,501.4,1190.1,0.13965065846950367,166.19824864455632,0.0072,3.61008,166.19824864455632,,,projected
Brunei Darussalam,2021,ATS,Small,High_eff,98.37,35.55,40.9282700421941,14.31,100.0,0.026242476354256233,305.2,667.2,0.13965065846950367,93.17491933085286,0.0072,2.19744,93.17491933085286,,,projected
Brunei Darussalam,2021,ATS,Small,Low_eff,98.37,35.55,46.63853727144866,16.31,58.85075202468183,0.026242476354256233,518.6,397.2,0.13965065846950367,55.469241544086856,0.0072,3.73392,55.469241544086856,,,projected
Brunei Darussalam,2021,ATS,Small,Mid_eff,98.37,35.55,12.433192686357245,4.35,86.33663366336634,0.026242476354256233,353.5,519.9,0.13965065846950367,72.60437733829495,0.0072,2.5452,72.60437733829495,,,projected
Brunei Darussalam,2022,ATS,Large,High_eff,98.39,18.060000000000002,41.02990033222591,7.29,100.0,0.0428804815133276,498.7,2008.2,0.13965065846950367,280.4464523384573,0.0072,3.5906399999999996,280.4464523384573,,,projected
Brunei Darussalam,2022,ATS,Large,Low_eff,98.39,18.060000000000002,26.190476190476193,4.65,65.60978818576503,0.0428804815133276,760.1,1910.9,0.13965065846950367,266.85844326937456,0.0072,5.47272,266.85844326937456,,,projected
Brunei Darussalam,2022,ATS,Large,Mid_eff,98.39,18.060000000000002,32.77962347729789,5.82,82.4297520661157,0.0428804815133276,605.0,1851.9,0.13965065846950367,258.61905441967383,0.0072,4.356,258.61905441967383,,,projected
Brunei Darussalam,2022,ATS,Medium,High_eff,98.39,46.39,41.0864410433283,18.76,100.0,0.03911435941530524,454.9,1397.7,0.13965065846950367,195.18972534282528,0.0072,3.2752799999999995,195.18972534282528,,,projected
Brunei Darussalam,2022,ATS,Medium,Low_eff,98.39,46.39,26.277214917007974,12.0,68.52967761373908,0.03911435941530524,663.8,1309.6,0.13965065846950367,182.886502331662,0.0072,4.77936,182.886502331662,,,projected
Brunei Darussalam,2022,ATS,Medium,Mid_eff,98.39,46.39,32.636344039663726,14.9,90.72596729158356,0.03911435941530524,501.4,1190.1,0.13965065846950367,166.19824864455632,0.0072,3.61008,166.19824864455632,,,projected
Brunei Darussalam,2022,ATS,Small,High_eff,98.39,35.55,40.9282700421941,14.31,100.0,0.026242476354256233,305.2,667.2,0.13965065846950367,93.17491933085286,0.0072,2.19744,93.17491933085286,,,projected
Brunei Darussalam,2022,ATS,Small,Low_eff,98.39,35.55,46.63853727144866,16.31,58.85075202468183,0.026242476354256233,518.6,397.2,0.13965065846950367,55.469241544086856,0.0072,3.73392,55.469241544086856,,,projected
Brunei Darussalam,2022,ATS,Small,Mid_eff,98.39,35.55,12.433192686357245,4.35,86.33663366336634,0.026242476354256233,353.5,519.9,0.13965065846950367,72.60437733829495,0.0072,2.5452,72.60437733829495,,,projected
Brunei Darussalam,2023,ATS,Large,High_eff,98.8,18.060000000000002,41.02990033222591,7.32,100.0,0.0428804815133276,498.7,2008.2,0.13965065846950367,280.4464523384573,0.0072,3.5906399999999996,280.4464523384573,,,projected
Brunei Darussalam,2023,ATS,Large,Low_eff,98.8,18.060000000000002,26.190476190476193,4.67,65.60978818576503,0.0428804815133276,760.1,1910.9,0.13965065846950367,266.85844326937456,0.0072,5.47272,266.85844326937456,,,projected
Brunei Darussalam,2023,ATS,Large,Mid_eff,98.8,18.060000000000002,32.77962347729789,5.85,82.4297520661157,0.0428804815133276,605.0,1851.9,0.13965065846950367,258.61905441967383,0.0072,4.356,258.61905441967383,,,projected
Brunei Darussalam,2023,ATS,Medium,High_eff,98.8,46.39,41.0864410433283,18.83,100.0,0.03911435941530524,454.9,1397.7,0.13965065846950367,195.18972534282528,0.0072,3.2752799999999995,195.18972534282528,,,projected
Brunei Darussalam,2023,ATS,Medium,Low_eff,98.8,46.39,26.277214917007974,12.05,68.52967761373908,0.03911435941530524,663.8,1309.6,0.13965065846950367,182.886502331662,0.0072,4.77936,182.886502331662,,,projected
Brunei Darussalam,2023,ATS,Medium,Mid_eff,98.8,46.39,32.636344039663726,14.96,90.72596729158356,0.03911435941530524,501.4,1190.1,0.13965065846950367,166.19824864455632,0.0072,3.61008,166.19824864455632,,,projected
Brunei Darussalam,2023,ATS,Small,High_eff,98.8,35.55,40.9282700421941,14.37,100.0,0.026242476354256233,305.2,667.2,0.13965065846950367,93.17491933085286,0.0072,2.19744,93.17491933085286,,,projected
Brunei Darussalam,2023,ATS,Small,Low_eff,98.8,35.55,46.63853727144866,16.38,58.85075202468183,0.026242476354256233,518.6,397.2,0.13965065846950367,55.469241544086856,0.0072,3.73392,55.469241544086856,,,projected
Brunei Darussalam,2023,ATS,Small,Mid_eff,98.8,35.55,12.433192686357245,4.37,86.33663366336634,0.026242476354256233,353.5,519.9,0.13965065846950367,72.60437733829495,0.0072,2.5452,72.60437733829495,,,projected
Brunei Darussalam,2024,ATS,Large,High_eff,98.8,18.060000000000002,41.02990033222591,7.32,100.0,0.0428804815133276,498.7,2016.48,0.13965065846950367,281.60275979058474,0.0072,3.5906399999999996,281.60275979058474,,,projected
Brunei Darussalam,2024,ATS,Large,Low_eff,98.8,18.060000000000002,26.190476190476193,4.67,65.60978818576503,0.0428804815133276,760.1,1920.45,0.13965065846950367,268.19210705775834,0.0072,5.47272,268.19210705775834,,,projected
Brunei Darussalam,2024,ATS,Large,Mid_eff,98.8,18.060000000000002,32.77962347729789,5.85,82.4297520661157,0.0428804815133276,605.0,1862.23,0.13965065846950367,260.0616457216638,0.0072,4.356,260.0616457216638,,,projected
Brunei Darussalam,2024,ATS,Medium,High_eff,98.8,46.39,41.0864410433283,18.83,100.0,0.03911435941530524,454.9,1401.6,0.13965065846950367,195.73436291085633,0.0072,3.2752799999999995,195.73436291085633,,,projected
Brunei Darussalam,2024,ATS,Medium,Low_eff,98.8,46.39,26.277214917007974,12.05,68.52967761373908,0.03911435941530524,663.8,1316.15,0.13965065846950367,183.80121414463727,0.0072,4.77936,183.80121414463727,,,projected
Brunei Darussalam,2024,ATS,Medium,Mid_eff,98.8,46.39,32.636344039663726,14.96,90.72596729158356,0.03911435941530524,501.4,1200.23,0.13965065846950367,167.6129098148524,0.0072,3.61008,167.6129098148524,,,projected
Brunei Darussalam,2024,ATS,Small,High_eff,98.8,35.55,40.9282700421941,14.37,100.0,0.026242476354256233,305.2,661.09,0.13965065846950367,92.32165380760418,0.0072,2.19744,92.32165380760418,,,projected
Brunei Darussalam,2024,ATS,Small,Low_eff,98.8,35.55,46.63853727144866,16.38,58.85075202468183,0.026242476354256233,518.6,399.19,0.13965065846950367,55.74714635444117,0.0072,3.73392,55.74714635444117,,,projected
Brunei Darussalam,2024,ATS,Small,Mid_eff,98.8,35.55,12.433192686357245,4.37,86.33663366336634,0.026242476354256233,353.5,518.2,0.13965065846950367,72.36697121889681,0.0072,2.5452,72.36697121889681,,,projected
Brunei Darussalam,2025,ATS,Large,High_eff,98.81,18.060000000000002,41.02990033222591,7.32,100.0,0.0428804815133276,498.7,2026.56,0.13965065846950367,283.01043842795735,0.0072,3.5906399999999996,283.01043842795735,,6.380234790742069,projected
Brunei Darussalam,2025,ATS,Large,Low_eff,98.81,18.060000000000002,26.190476190476193,4.67,65.60978818576503,0.0428804815133276,760.1,1930.06,0.13965065846950367,269.53414988565027,0.0072,5.47272,269.53414988565027,,4.07267348990685,projected
Brunei Darussalam,2025,ATS,Large,Mid_eff,98.81,18.060000000000002,32.77962347729789,5.85,82.4297520661157,0.0428804815133276,605.0,1871.54,0.13965065846950367,261.3617933520149,0.0072,4.356,261.3617933520149,,5.097299589904551,projected
Brunei Darussalam,2025,ATS,Medium,High_eff,98.81,46.39,41.0864410433283,18.84,100.0,0.03911435941530524,454.9,1405.62,0.13965065846950367,196.29575855790372,0.0072,3.2752799999999995,196.29575855790372,,0.0,projected
Brunei Darussalam,2025,ATS,Medium,Low_eff,98.81,46.39,26.277214917007974,12.05,68.52967761373908,0.03911435941530524,663.8,1322.73,0.13965065846950367,184.7201154773666,0.0072,4.77936,184.7201154773666,,0.0,projected
Brunei Darussalam,2025,ATS,Medium,Mid_eff,98.81,46.39,32.636344039663726,14.96,90.72596729158356,0.03911435941530524,501.4,1210.29,0.13965065846950367,169.0177954390556,0.0072,3.61008,169.0177954390556,,39.94319747260002,projected
Brunei Darussalam,2025,ATS,Small,High_eff,98.81,35.55,40.9282700421941,14.37,100.0,0.026242476354256233,305.2,655.22,0.13965065846950367,91.5019044423882,0.0072,2.19744,91.5019044423882,,0.0,projected
Brunei Darussalam,2025,ATS,Small,Low_eff,98.81,35.55,46.63853727144866,16.39,58.85075202468183,0.026242476354256233,518.6,401.18,0.13965065846950367,56.025051164795485,0.0072,3.73392,56.025051164795485,,30.609628278095496,projected
Brunei Darussalam,2025,ATS,Small,Mid_eff,98.81,35.55,12.433192686357245,4.37,86.33663366336634,0.026242476354256233,353.5,516.63,0.13965065846950367,72.14771968509967,0.0072,2.5452,72.14771968509967,,0.0,projected
Brunei Darussalam,2026,ATS,Large,High_eff,98.83,18.060000000000002,41.02990033222591,7.32,100.0,0.0428804815133276,498.7,2036.69,0.13965065846950367,284.42509959825344,0.0072,3.5906399999999996,284.42509959825344,,,projected
Brunei Darussalam,2026,ATS,Large,Low_eff,98.83,18.060000000000002,26.190476190476193,4.67,65.60978818576503,0.0428804815133276,760.1,1939.71,0.13965065846950367,270.881778739881,0.0072,5.47272,270.881778739881,,,projected
Brunei Darussalam,2026,ATS,Large,Mid_eff,98.83,18.060000000000002,32.77962347729789,5.85,82.4297520661157,0.0428804815133276,605.0,1880.9,0.13965065846950367,262.66892351528946,0.0072,4.356,262.66892351528946,,,projected
Brunei Darussalam,2026,ATS,Medium,High_eff,98.83,46.39,41.0864410433283,18.84,100.0,0.03911435941530524,454.9,1409.75,0.13965065846950367,196.8725157773828,0.0072,3.2752799999999995,196.8725157773828,,,projected
Brunei Darussalam,2026,ATS,Medium,Low_eff,98.83,46.39,26.277214917007974,12.05,68.52967761373908,0.03911435941530524,663.8,1329.34,0.13965065846950367,185.64320632985,0.0072,4.77936,185.64320632985,,,projected
Brunei Darussalam,2026,ATS,Medium,Mid_eff,98.83,46.39,32.636344039663726,14.97,90.72596729158356,0.03911435941530524,501.4,1220.28,0.13965065846950367,170.41290551716594,0.0072,3.61008,170.41290551716594,,,projected
Brunei Darussalam,2026,ATS,Small,High_eff,98.83,35.55,40.9282700421941,14.38,100.0,0.026242476354256233,305.2,649.61,0.13965065846950367,90.71846424837427,0.0072,2.19744,90.71846424837427,,,projected
Brunei Darussalam,2026,ATS,Small,Low_eff,98.83,35.55,46.63853727144866,16.39,58.85075202468183,0.026242476354256233,518.6,403.19,0.13965065846950367,56.30574898831918,0.0072,3.73392,56.30574898831918,,,projected
Brunei Darussalam,2026,ATS,Small,Mid_eff,98.83,35.55,12.433192686357245,4.37,86.33663366336634,0.026242476354256233,353.5,515.17,0.13965065846950367,71.9438297237342,0.0072,2.5452,71.9438297237342,,,projected
Brunei Darussalam,2027,ATS,Large,High_eff,98.84,18.060000000000002,41.02990033222591,7.32,100.0,0.0428804815133276,498.7,2046.88,0.13965065846950367,285.8481398080577,0.0072,3.5906399999999996,285.8481398080577,,,projected
Brunei Darussalam,2027,ATS,Large,Low_eff,98.84,18.060000000000002,26.190476190476193,4.67,65.60978818576503,0.0428804815133276,760.1,1949.41,0.13965065846950367,272.2363901270352,0.0072,5.47272,272.2363901270352,,,projected
Brunei Darussalam,2027,ATS,Large,Mid_eff,98.84,18.060000000000002,32.77962347729789,5.85,82.4297520661157,0.0428804815133276,605.0,1890.3,0.13965065846950367,263.98163970490276,0.0072,4.356,263.98163970490276,,,projected
Brunei Darussalam,2027,ATS,Medium,High_eff,98.84,46.39,41.0864410433283,18.84,100.0,0.03911435941530524,454.9,1413.98,0.13965065846950367,197.4632380627088,0.0072,3.2752799999999995,197.4632380627088,,,projected
