branch_path,variable,scenario,region,expression,units,scale,per
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Baseline Simulation,Cambodia,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Baseline Simulation,Indonesia,100,U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Baseline Simulation,Laos,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Baseline Simulation,Malaysia,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Baseline Simulation,Myanmar,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Baseline Simulation,Philippines,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Baseline Simulation,Singapore,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Baseline Simulation,Thailand,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Baseline Simulation,Timor Leste,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Baseline Simulation,Vietnam,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Current Accounts,Base Template,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Current Accounts,Brunei,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Current Accounts,Cambodia,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Current Accounts,Indonesia,100,U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Current Accounts,Laos,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Current Accounts,Malaysia,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Current Accounts,Myanmar,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Current Accounts,Philippines,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Current Accounts,Singapore,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Current Accounts,Thailand,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Current Accounts,Timor Leste,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Current Accounts,Vietnam,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Regional Aspiration Scenario,Base Template,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Regional Aspiration Scenario,Brunei,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Regional Aspiration Scenario,Cambodia,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Regional Aspiration Scenario,Indonesia,100,U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Regional Aspiration Scenario,Laos,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Regional Aspiration Scenario,Malaysia,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Regional Aspiration Scenario,Myanmar,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Regional Aspiration Scenario,Philippines,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Regional Aspiration Scenario,Singapore,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Regional Aspiration Scenario,Thailand,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Regional Aspiration Scenario,Timor Leste,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Regional Aspiration Scenario,Vietnam,Remainder(100),U.S. Dollar,,Gigajoule
Transformation\Ammonia Production for Energy Use\Processes\Hydrogen\Feedstock Fuels\Hydrogen,Fuel Source,Regional Aspiration Scenario,ALL (12 regions),SourceBelow,U.S. Dollar,,Gigajoule
Transformation\Biodiesel Production,Module Costs,AMS Target Scenario,ALL (12 regions),0,2020 USD,,
Transformation\Biodiesel Production,Module Costs,Baseline Simulation,ALL (12 regions),0,2020 USD,,
Transformation\Biodiesel Production,Module Costs,Current Accounts,ALL (12 regions),0,2020 USD,,
Transformation\Biodiesel Production,Module Costs,Regional Aspiration Scenario,ALL (12 regions),0,2020 USD,,
Transformation\Biodiesel Production,Optimize,AMS Target Scenario,ALL (12 regions),No,None,,
Transformation\Biodiesel Production,Optimize,Baseline Simulation,ALL (12 regions),No,None,,
Transformation\Biodiesel Production,Peak Load Ratio,AMS Target Scenario,ALL (12 regions),100,Percent,,
Transformation\Biodiesel Production,Peak Load Ratio,Baseline Simulation,ALL (12 regions),100,Percent,,
Transformation\Biodiesel Production,Peak Load Ratio,Current Accounts,ALL (12 regions),100,Percent,,
Transformation\Biodiesel Production,Peak Load Ratio,Regional Aspiration Scenario,ALL (12 regions),100,Percent,,
Transformation\Biodiesel Production,Planning Reserve Margin,Regional Aspiration Scenario,ALL (12 regions),0,Percent,,
Transformation\Biodiesel Production,Renewable Target,Regional Aspiration Scenario,ALL (12 regions),0,Percent,,
Transformation\Biodiesel Production,Use Addition Size,Regional Aspiration Scenario,ALL (12 regions),No,None,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Export Target,AMS Target Scenario,ALL (12 regions),0,Tonnes of Oil Equivalent,Thousand,
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Export Target,Baseline Simulation,ALL (12 regions),0,Tonnes of Oil Equivalent,Thousand,
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Export Target,Current Accounts,ALL (12 regions),0,Tonnes of Oil Equivalent,Thousand,
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Import Target,AMS Target Scenario,ALL (12 regions),0,Tonnes of Oil Equivalent,Thousand,
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Import Target,Baseline Simulation,ALL (12 regions),0,Tonnes of Oil Equivalent,Thousand,
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Import Target,Current Accounts,ALL (12 regions),0,Tonnes of Oil Equivalent,Thousand,
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Output Price,AMS Target Scenario,ALL (12 regions),0,U.S. Dollar,,Kilowatt-Hour
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Output Price,Baseline Simulation,ALL (12 regions),0,U.S. Dollar,,Kilowatt-Hour
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Output Price,Current Accounts,ALL (12 regions),0,U.S. Dollar,,Kilowatt-Hour
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Output Price,Regional Aspiration Scenario,ALL (12 regions),0,U.S. Dollar,,Kilowatt-Hour
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Output Share,Regional Aspiration Scenario,ALL (12 regions),100,Share,%,
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Shortfall Rule,AMS Target Scenario,ALL (12 regions),ImportToMeetShortfall,None,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Shortfall Rule,Baseline Simulation,ALL (12 regions),ImportToMeetShortfall,None,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Shortfall Rule,Current Accounts,ALL (12 regions),ImportToMeetShortfall,None,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Surplus Rule,AMS Target Scenario,ALL (12 regions),SurplusExported,None,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Surplus Rule,Baseline Simulation,ALL (12 regions),SurplusExported,None,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Surplus Rule,Current Accounts,ALL (12 regions),SurplusExported,None,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Usage Rule,AMS Target Scenario,ALL (12 regions),DomesticPriority,None,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Usage Rule,Baseline Simulation,ALL (12 regions),DomesticPriority,None,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel,Usage Rule,Current Accounts,ALL (12 regions),DomesticPriority,None,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,Avg Environmental Loading,AMS Target Scenario,ALL (12 regions),"1 / ( CropYield[tonne/ha] * BioProdYield[litre/tonne] * ConvFuelUnits(Liter, Gigajoule, Biodiesel) ) ? ConvertFuelUnits(Liter, Gigajoule, Biodiesel) = Density[kg/litre] * BioEnergyContent[GJ/tonne] * [1 tonne/1000kg]",Hectare,,Gigajoule
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,Avg Environmental Loading,Baseline Simulation,ALL (12 regions),"1 / ( CropYield[tonne/ha] * BioProdYield[litre/tonne] * ConvFuelUnits(Liter, Gigajoule, Biodiesel) ) ? ConvertFuelUnits(Liter, Gigajoule, Biodiesel) = Density[kg/litre] * BioEnergyContent[GJ/tonne] * [1 tonne/1000kg]",Hectare,,Gigajoule
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,Avg Environmental Loading,Current Accounts,ALL (12 regions),"1 / ( CropYield[tonne/ha] * BioProdYield[litre/tonne] * ConvFuelUnits(Liter, Gigajoule, Biodiesel) ) ? ConvertFuelUnits(Liter, Gigajoule, Biodiesel) = Density[kg/litre] * BioEnergyContent[GJ/tonne] * [1 tonne/1000kg]",Hectare,,Gigajoule
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,Avg Environmental Loading,Regional Aspiration Scenario,ALL (12 regions),"1 / ( CropYield[tonne/ha] * BioProdYield[litre/tonne] * ConvFuelUnits(Liter, Gigajoule, Biodiesel) ) ? ConvertFuelUnits(Liter, Gigajoule, Biodiesel) = Density[kg/litre] * BioEnergyContent[GJ/tonne] * [1 tonne/1000kg]",Hectare,,Gigajoule
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,BioProdYield,AMS Target Scenario,ALL (12 regions),"230 ? Table 2, Oil palm, Malaysia Indonesia AVG",litre/tonne,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,BioProdYield,Baseline Simulation,ALL (12 regions),"230 ? Table 2, Oil palm, Malaysia Indonesia AVG",litre/tonne,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,BioProdYield,Current Accounts,ALL (12 regions),"230 ? Table 2, Oil palm, Malaysia Indonesia AVG",litre/tonne,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,BioProdYield,Regional Aspiration Scenario,ALL (12 regions),"230 ? Table 2, Oil palm, Malaysia Indonesia AVG",litre/tonne,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,AMS Target Scenario,Base Template,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,AMS Target Scenario,Brunei,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,AMS Target Scenario,Cambodia,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,AMS Target Scenario,Indonesia,"17.8 ? Table 2, Oil palm, Indonesia",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,AMS Target Scenario,Laos,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,AMS Target Scenario,Malaysia,"20.6 ? Table 2, Oil palm, Malaysia",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,AMS Target Scenario,Myanmar,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,AMS Target Scenario,Philippines,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,AMS Target Scenario,Singapore,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,AMS Target Scenario,Thailand,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,AMS Target Scenario,Timor Leste,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,AMS Target Scenario,Vietnam,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Baseline Simulation,Base Template,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Baseline Simulation,Brunei,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Baseline Simulation,Cambodia,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Baseline Simulation,Indonesia,"17.8 ? Table 2, Oil palm, Indonesia",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Baseline Simulation,Laos,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Baseline Simulation,Malaysia,"20.6 ? Table 2, Oil palm, Malaysia",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Baseline Simulation,Myanmar,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Baseline Simulation,Philippines,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Baseline Simulation,Singapore,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Baseline Simulation,Thailand,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Baseline Simulation,Timor Leste,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Baseline Simulation,Vietnam,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Current Accounts,Base Template,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Current Accounts,Brunei,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Current Accounts,Cambodia,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Current Accounts,Indonesia,"17.8 ? Table 2, Oil palm, Indonesia",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Current Accounts,Laos,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Current Accounts,Malaysia,"20.6 ? Table 2, Oil palm, Malaysia",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Current Accounts,Myanmar,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
Transformation\Biodiesel Production\Output Fuels\Biodiesel\Land Use,CropYield,Current Accounts,Philippines,"(20.6+17.8)/2 ? Table 2, Oil palm, Malaysia Indonesia AVG",tonne/ha,,
