branch_path,variable,units,scale,per
Key\Optimized Trade\Brunei_Indonesia Biodiesel,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Biodiesel,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Indonesia Biodiesel,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Indonesia Biodiesel,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Cassava,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Indonesia Cassava,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Cassava,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Indonesia Cassava,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Indonesia Cassava,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Coconut Oil,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Indonesia Coconut Oil,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Coconut Oil,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Indonesia Coconut Oil,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Indonesia Coconut Oil,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Corn,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Indonesia Corn,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Corn,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Indonesia Corn,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Indonesia Corn,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Ethanol,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Indonesia Ethanol,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Ethanol,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Indonesia Ethanol,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Indonesia Ethanol,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Molasses,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Indonesia Molasses,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Molasses,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Indonesia Molasses,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Indonesia Molasses,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Palm Oil,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Indonesia Palm Oil,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Palm Oil,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Indonesia Palm Oil,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Indonesia Palm Oil,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Palm Oil Mill Effluent,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Indonesia Palm Oil Mill Effluent,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Palm Oil Mill Effluent,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Indonesia Palm Oil Mill Effluent,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Indonesia Palm Oil Mill Effluent,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Sugarcane,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Indonesia Sugarcane,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Indonesia Sugarcane,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Indonesia Sugarcane,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Indonesia Sugarcane,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Biodiesel,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Laos Biodiesel,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Biodiesel,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Laos Biodiesel,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Laos Biodiesel,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Cassava,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Laos Cassava,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Cassava,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Laos Cassava,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Laos Cassava,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Coconut Oil,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Laos Coconut Oil,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Coconut Oil,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Laos Coconut Oil,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Laos Coconut Oil,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Corn,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Laos Corn,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Corn,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Laos Corn,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Laos Corn,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Ethanol,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Laos Ethanol,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Ethanol,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Laos Ethanol,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Laos Ethanol,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Molasses,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Laos Molasses,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Molasses,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Laos Molasses,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Laos Molasses,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Palm Oil,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Laos Palm Oil,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Palm Oil,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Laos Palm Oil,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Laos Palm Oil,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Palm Oil Mill Effluent,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Laos Palm Oil Mill Effluent,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Palm Oil Mill Effluent,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Laos Palm Oil Mill Effluent,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Laos Palm Oil Mill Effluent,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Sugarcane,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Laos Sugarcane,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Laos Sugarcane,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Laos Sugarcane,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Laos Sugarcane,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Biodiesel,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Malaysia Biodiesel,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Biodiesel,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Malaysia Biodiesel,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Malaysia Biodiesel,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Cassava,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Malaysia Cassava,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Cassava,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Malaysia Cassava,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Malaysia Cassava,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Coconut Oil,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Malaysia Coconut Oil,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Coconut Oil,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Malaysia Coconut Oil,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Malaysia Coconut Oil,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Corn,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Malaysia Corn,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Corn,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Malaysia Corn,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Malaysia Corn,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Ethanol,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Malaysia Ethanol,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Ethanol,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Malaysia Ethanol,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Malaysia Ethanol,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Molasses,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Malaysia Molasses,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Molasses,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Malaysia Molasses,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Malaysia Molasses,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Palm Oil,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Malaysia Palm Oil,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Palm Oil,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Malaysia Palm Oil,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Malaysia Palm Oil,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Palm Oil Mill Effluent,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Malaysia Palm Oil Mill Effluent,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Palm Oil Mill Effluent,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Malaysia Palm Oil Mill Effluent,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Malaysia Palm Oil Mill Effluent,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Sugarcane,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Malaysia Sugarcane,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Malaysia Sugarcane,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Malaysia Sugarcane,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Malaysia Sugarcane,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Biodiesel,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Myanmar Biodiesel,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Biodiesel,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Myanmar Biodiesel,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Myanmar Biodiesel,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Cassava,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Myanmar Cassava,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Cassava,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Myanmar Cassava,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Myanmar Cassava,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Coconut Oil,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Myanmar Coconut Oil,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Coconut Oil,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Myanmar Coconut Oil,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Myanmar Coconut Oil,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Corn,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Myanmar Corn,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Corn,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Myanmar Corn,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Myanmar Corn,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Ethanol,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Myanmar Ethanol,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Ethanol,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Myanmar Ethanol,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Myanmar Ethanol,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Molasses,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Myanmar Molasses,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Molasses,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Myanmar Molasses,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Myanmar Molasses,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Palm Oil,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Myanmar Palm Oil,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Palm Oil,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Myanmar Palm Oil,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Myanmar Palm Oil,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Palm Oil Mill Effluent,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Myanmar Palm Oil Mill Effluent,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Palm Oil Mill Effluent,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Myanmar Palm Oil Mill Effluent,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Myanmar Palm Oil Mill Effluent,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Sugarcane,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Myanmar Sugarcane,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Myanmar Sugarcane,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Myanmar Sugarcane,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Myanmar Sugarcane,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Biodiesel,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Philippines Biodiesel,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Biodiesel,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Philippines Biodiesel,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Philippines Biodiesel,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Cassava,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Philippines Cassava,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Cassava,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Philippines Cassava,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Philippines Cassava,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Coconut Oil,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Philippines Coconut Oil,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Coconut Oil,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Philippines Coconut Oil,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Philippines Coconut Oil,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Corn,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Philippines Corn,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Corn,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Philippines Corn,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Philippines Corn,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Ethanol,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Philippines Ethanol,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Ethanol,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Philippines Ethanol,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Philippines Ethanol,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Molasses,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Philippines Molasses,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Molasses,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Philippines Molasses,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Philippines Molasses,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Palm Oil,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Philippines Palm Oil,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Palm Oil,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Philippines Palm Oil,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Philippines Palm Oil,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Palm Oil Mill Effluent,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Philippines Palm Oil Mill Effluent,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Palm Oil Mill Effluent,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Philippines Palm Oil Mill Effluent,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Philippines Palm Oil Mill Effluent,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Sugarcane,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Philippines Sugarcane,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Philippines Sugarcane,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Philippines Sugarcane,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Philippines Sugarcane,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Biodiesel,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Singapore Biodiesel,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Biodiesel,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Singapore Biodiesel,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Singapore Biodiesel,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Cassava,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Singapore Cassava,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Cassava,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Singapore Cassava,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Singapore Cassava,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Coconut Oil,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Singapore Coconut Oil,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Coconut Oil,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Singapore Coconut Oil,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Singapore Coconut Oil,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Corn,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Singapore Corn,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Corn,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Singapore Corn,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Singapore Corn,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Ethanol,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Singapore Ethanol,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Ethanol,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Singapore Ethanol,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Singapore Ethanol,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Molasses,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Singapore Molasses,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Molasses,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Singapore Molasses,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Singapore Molasses,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Palm Oil,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Singapore Palm Oil,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Palm Oil,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Singapore Palm Oil,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Singapore Palm Oil,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Palm Oil Mill Effluent,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Singapore Palm Oil Mill Effluent,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Palm Oil Mill Effluent,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Singapore Palm Oil Mill Effluent,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Singapore Palm Oil Mill Effluent,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Sugarcane,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Singapore Sugarcane,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Singapore Sugarcane,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Singapore Sugarcane,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Singapore Sugarcane,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Thailand Biodiesel,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Thailand Biodiesel,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Thailand Biodiesel,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Thailand Biodiesel,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Thailand Biodiesel,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Thailand Cassava,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Thailand Cassava,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Thailand Cassava,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Thailand Cassava,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Thailand Cassava,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Thailand Coconut Oil,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Thailand Coconut Oil,Trade LEAP Fuel,ID,,
