branch_path,variable,scenario,region,expression,units,scale,per
Key\Biofuel Blending Targets\Biodiesel,Activity Level,Regional Aspiration Scenario,Thailand,"InterpFSY(2037, 25) ? _x000D_
_x000D_
Biofuel share: 6% in TFEC by 2037_x000D_
Biofuel share: 20-25% in transportation sector_x000D_
_x000D_
source: Alternative Energy Development Plan (AEDP) 2015-2036",Volume %,,
Key\Biofuel Blending Targets\Biodiesel,Activity Level,Regional Aspiration Scenario,Timor Leste,0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Biodiesel,Activity Level,Regional Aspiration Scenario,Vietnam,"Interp(2023,0, 2050, 20) ?_x000D_
_x000D_
(percentage to be recalculated)_x000D_
_x000D_
The use of biofuels is to reach about 0.28 million tonnes of oil equivalent by 2030 and 13 million tonnes of oil equivalent by 2050_x000D_
_x000D_
_x000D_
source: Decision No. 893/QD-TTg dated July 26, 2023 approving EMP​:",Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,AMS Target Scenario,Base Template,0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,AMS Target Scenario,Brunei,0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,AMS Target Scenario,Cambodia,0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,AMS Target Scenario,Indonesia,"InterpFSY(2025, 20, 2050, 50) ? _x000D_
_x000D_
based on presentation -(Blending Ratio)_x000D_
Bioethanol target 20% by 2025; 50% by 2050 _x000D_
Biodiesel blending ratio target 30% by 2025; 2050, 50%_x000D_
_x000D_
source: Ministry of Energy Regulation 12 /2015 –Mandatory Biofuel",Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,AMS Target Scenario,Laos,"InterpFSY(2030, 10) ? _x000D_
_x000D_
Biofuels to meet 10% of transport fuels _x000D_
_x000D_
_x000D_
_x000D_
source: Nationally Determined Contribution (2021) , p.7",Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,AMS Target Scenario,Malaysia,0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,AMS Target Scenario,Myanmar,0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,AMS Target Scenario,Philippines,"InterpFSY(2026, 10) ? https://doe.gov.ph/press-releases/doe-mandates-higher-biodiesel-blend-beginning-october-2024",Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,AMS Target Scenario,Singapore,0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,AMS Target Scenario,Thailand,"InterpFSY(2050, 20) ? _x000D_
_x000D_
Biofuel share: 6% in TFEC by 2037_x000D_
Biofuel share: 20-25% in transportation sector_x000D_
_x000D_
source: Alternative Energy Development Plan (AEDP) 2015-2036",Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,AMS Target Scenario,Timor Leste,0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,AMS Target Scenario,Vietnam,"Interp(2023,0, 2050, 20) ?_x000D_
_x000D_
(percentage to be recalculated)_x000D_
_x000D_
The use of biofuels is to reach about 0.28 million tonnes of oil equivalent by 2030 and 13 million tonnes of oil equivalent by 2050_x000D_
_x000D_
_x000D_
source: Decision No. 893/QD-TTg dated July 26, 2023 approving EMP​:",Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,Baseline Simulation,ALL (12 regions),0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,Current Accounts,ALL (12 regions),0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,Regional Aspiration Scenario,Base Template,0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,Regional Aspiration Scenario,Brunei,0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,Regional Aspiration Scenario,Cambodia,0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,Regional Aspiration Scenario,Indonesia,"InterpFSY(2025, 20, 2050, 50) ? _x000D_
_x000D_
based on presentation -(Blending Ratio)_x000D_
Bioethanol target 20% by 2025; 50% by 2050 _x000D_
Biodiesel blending ratio target 30% by 2025; 2050, 50%_x000D_
_x000D_
source: Ministry of Energy Regulation 12 /2015 –Mandatory Biofuel",Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,Regional Aspiration Scenario,Laos,"InterpFSY(2030, 10) ? _x000D_
_x000D_
Biofuels to meet 10% of transport fuels _x000D_
_x000D_
_x000D_
_x000D_
source: Nationally Determined Contribution (2021) , p.7",Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,Regional Aspiration Scenario,Malaysia,0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,Regional Aspiration Scenario,Myanmar,0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,Regional Aspiration Scenario,Philippines,"InterpFSY(2026, 10) ? https://doe.gov.ph/press-releases/doe-mandates-higher-biodiesel-blend-beginning-october-2024",Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,Regional Aspiration Scenario,Singapore,0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,Regional Aspiration Scenario,Thailand,"InterpFSY(2050, 20) ? _x000D_
_x000D_
Biofuel share: 6% in TFEC by 2037_x000D_
Biofuel share: 20-25% in transportation sector_x000D_
_x000D_
source: Alternative Energy Development Plan (AEDP) 2015-2036",Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,Regional Aspiration Scenario,Timor Leste,0 ? No existing mandate,Volume %,,
Key\Biofuel Blending Targets\Bioethanol,Activity Level,Regional Aspiration Scenario,Vietnam,"Interp(2023,0, 2050, 20) ?_x000D_
_x000D_
(percentage to be recalculated)_x000D_
_x000D_
The use of biofuels is to reach about 0.28 million tonnes of oil equivalent by 2030 and 13 million tonnes of oil equivalent by 2050_x000D_
_x000D_
_x000D_
source: Decision No. 893/QD-TTg dated July 26, 2023 approving EMP​:",Volume %,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Activity Level,AMS Target Scenario,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Activity Level,Baseline Simulation,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Activity Level,Current Accounts,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Activity Level,Regional Aspiration Scenario,ALL (12 regions),1,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade LEAP Fuel,AMS Target Scenario,ALL (12 regions),FuelID(Biodiesel),ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade LEAP Fuel,Baseline Simulation,ALL (12 regions),FuelID(Biodiesel),ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade LEAP Fuel,Current Accounts,ALL (12 regions),FuelID(Biodiesel),ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade LEAP Fuel,Regional Aspiration Scenario,ALL (12 regions),FuelID(Biodiesel),ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade Region 1,AMS Target Scenario,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade Region 1,Baseline Simulation,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade Region 1,Current Accounts,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade Region 1,Regional Aspiration Scenario,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade Region 2,AMS Target Scenario,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade Region 2,Baseline Simulation,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade Region 2,Current Accounts,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade Region 2,Regional Aspiration Scenario,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade_NEMO Fuel,AMS Target Scenario,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade_NEMO Fuel,Baseline Simulation,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade_NEMO Fuel,Current Accounts,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade_NEMO Fuel,Regional Aspiration Scenario,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Activity Level,AMS Target Scenario,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Activity Level,Baseline Simulation,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Activity Level,Current Accounts,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Activity Level,Regional Aspiration Scenario,ALL (12 regions),1,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade LEAP Fuel,AMS Target Scenario,ALL (12 regions),FuelID(Cassava),ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade LEAP Fuel,Baseline Simulation,ALL (12 regions),FuelID(Cassava),ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade LEAP Fuel,Current Accounts,ALL (12 regions),FuelID(Cassava),ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade LEAP Fuel,Regional Aspiration Scenario,ALL (12 regions),FuelID(Cassava),ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade Region 1,AMS Target Scenario,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade Region 1,Baseline Simulation,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade Region 1,Current Accounts,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade Region 1,Regional Aspiration Scenario,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade Region 2,AMS Target Scenario,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade Region 2,Baseline Simulation,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade Region 2,Current Accounts,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade Region 2,Regional Aspiration Scenario,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade_NEMO Fuel,AMS Target Scenario,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade_NEMO Fuel,Baseline Simulation,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade_NEMO Fuel,Current Accounts,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade_NEMO Fuel,Regional Aspiration Scenario,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Activity Level,AMS Target Scenario,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Activity Level,Baseline Simulation,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Activity Level,Current Accounts,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Activity Level,Regional Aspiration Scenario,ALL (12 regions),1,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade LEAP Fuel,AMS Target Scenario,ALL (12 regions),FuelID(Coconut Oil),ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade LEAP Fuel,Baseline Simulation,ALL (12 regions),FuelID(Coconut Oil),ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade LEAP Fuel,Current Accounts,ALL (12 regions),FuelID(Coconut Oil),ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade LEAP Fuel,Regional Aspiration Scenario,ALL (12 regions),FuelID(Coconut Oil),ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade Region 1,AMS Target Scenario,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade Region 1,Baseline Simulation,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade Region 1,Current Accounts,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade Region 1,Regional Aspiration Scenario,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade Region 2,AMS Target Scenario,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade Region 2,Baseline Simulation,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade Region 2,Current Accounts,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade Region 2,Regional Aspiration Scenario,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade_NEMO Fuel,AMS Target Scenario,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade_NEMO Fuel,Baseline Simulation,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade_NEMO Fuel,Current Accounts,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade_NEMO Fuel,Regional Aspiration Scenario,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Activity Level,AMS Target Scenario,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Corn,Activity Level,Baseline Simulation,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Corn,Activity Level,Current Accounts,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Corn,Activity Level,Regional Aspiration Scenario,ALL (12 regions),1,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade LEAP Fuel,AMS Target Scenario,ALL (12 regions),FuelID(Corn),ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade LEAP Fuel,Baseline Simulation,ALL (12 regions),FuelID(Corn),ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade LEAP Fuel,Current Accounts,ALL (12 regions),FuelID(Corn),ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade LEAP Fuel,Regional Aspiration Scenario,ALL (12 regions),FuelID(Corn),ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade Region 1,AMS Target Scenario,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade Region 1,Baseline Simulation,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade Region 1,Current Accounts,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade Region 1,Regional Aspiration Scenario,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade Region 2,AMS Target Scenario,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade Region 2,Baseline Simulation,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade Region 2,Current Accounts,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade Region 2,Regional Aspiration Scenario,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade_NEMO Fuel,AMS Target Scenario,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade_NEMO Fuel,Baseline Simulation,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade_NEMO Fuel,Current Accounts,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade_NEMO Fuel,Regional Aspiration Scenario,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Activity Level,AMS Target Scenario,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Activity Level,Baseline Simulation,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Activity Level,Current Accounts,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Activity Level,Regional Aspiration Scenario,ALL (12 regions),1,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Trade LEAP Fuel,AMS Target Scenario,ALL (12 regions),FuelID(Ethanol),ID,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Trade LEAP Fuel,Baseline Simulation,ALL (12 regions),FuelID(Ethanol),ID,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Trade LEAP Fuel,Current Accounts,ALL (12 regions),FuelID(Ethanol),ID,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Trade LEAP Fuel,Regional Aspiration Scenario,ALL (12 regions),FuelID(Ethanol),ID,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Trade Region 1,AMS Target Scenario,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Trade Region 1,Baseline Simulation,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Trade Region 1,Current Accounts,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Trade Region 1,Regional Aspiration Scenario,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Trade Region 2,AMS Target Scenario,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Trade Region 2,Baseline Simulation,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Trade Region 2,Current Accounts,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Trade Region 2,Regional Aspiration Scenario,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Trade_NEMO Fuel,AMS Target Scenario,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Trade_NEMO Fuel,Baseline Simulation,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Trade_NEMO Fuel,Current Accounts,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Ethanol,Trade_NEMO Fuel,Regional Aspiration Scenario,ALL (12 regions),0,ID,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Activity Level,AMS Target Scenario,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Activity Level,Baseline Simulation,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Activity Level,Current Accounts,ALL (12 regions),0,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Activity Level,Regional Aspiration Scenario,ALL (12 regions),1,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Trade LEAP Fuel,AMS Target Scenario,ALL (12 regions),FuelID(Molasses),ID,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Trade LEAP Fuel,Baseline Simulation,ALL (12 regions),FuelID(Molasses),ID,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Trade LEAP Fuel,Current Accounts,ALL (12 regions),FuelID(Molasses),ID,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Trade LEAP Fuel,Regional Aspiration Scenario,ALL (12 regions),FuelID(Molasses),ID,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Trade Region 1,AMS Target Scenario,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Trade Region 1,Baseline Simulation,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Trade Region 1,Current Accounts,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Trade Region 1,Regional Aspiration Scenario,ALL (12 regions),RegionID(Brunei),ID,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Trade Region 2,AMS Target Scenario,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Trade Region 2,Baseline Simulation,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Trade Region 2,Current Accounts,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Trade Region 2,Regional Aspiration Scenario,ALL (12 regions),RegionID(Cambodia),ID,,
Key\Optimized Trade\Brunei_Cambodia Molasses,Trade_NEMO Fuel,AMS Target Scenario,ALL (12 regions),0,ID,,
