ams,branch,variable,expression,unit,fuel,source,note,src_csv,data_confidence,scenario
Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Philippines,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Philippines,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Singapore,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Singapore,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Thailand,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Thailand,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Vietnam,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Vietnam,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Brunei,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Brunei,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Laos,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Laos,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Malaysia,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Myanmar,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Myanmar,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Philippines,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Philippines,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Singapore,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Singapore,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Thailand,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Thailand,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Vietnam,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Vietnam,Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Brunei,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Brunei,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Laos,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Laos,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Myanmar,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Myanmar,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Philippines,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Philippines,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Singapore,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Singapore,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Thailand,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Thailand,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Vietnam,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Vietnam,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDJW,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDJW,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDKA,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDKA,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDSA,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDSA,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Laos,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Laos,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Singapore,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Singapore,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Thailand,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Thailand,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Laos,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Laos,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Singapore,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
Singapore,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,Baseline Simulation
Thailand,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Dispatch Rule,FullCapacity,,,user directive 2026-07-07 (full dispatch in ATS/BAS),was MeritOrderDispatch,dispatch_rule_fullcapacity_delta,,AMS Target Scenario
