branch_path,variable,scenario,region,expression,units,scale,per
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Current Accounts,Base Template,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Current Accounts,Brunei,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Current Accounts,Cambodia,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Current Accounts,Indonesia,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Current Accounts,Laos,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Current Accounts,Malaysia,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Current Accounts,Myanmar,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Current Accounts,Philippines,Remainder(100),Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Current Accounts,Singapore,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Current Accounts,Thailand,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Current Accounts,Timor Leste,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Current Accounts,Vietnam,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Regional Aspiration Scenario,Base Template,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Regional Aspiration Scenario,Brunei,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Regional Aspiration Scenario,Cambodia,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Regional Aspiration Scenario,Indonesia,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Regional Aspiration Scenario,Laos,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Regional Aspiration Scenario,Malaysia,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Regional Aspiration Scenario,Myanmar,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Regional Aspiration Scenario,Philippines,Remainder(100),Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Regional Aspiration Scenario,Singapore,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Regional Aspiration Scenario,Thailand,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Regional Aspiration Scenario,Timor Leste,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,Fuel Share,Regional Aspiration Scenario,Vietnam,0,Share,%,
Demand\Transport\Domestic Air\Aviation Gasoline,RefHH,AMS Target Scenario,ALL (12 regions),1,Ref/hh,,
Demand\Transport\Domestic Air\Aviation Gasoline,RefHH,Baseline Simulation,ALL (12 regions),1,Ref/hh,,
Demand\Transport\Domestic Air\Aviation Gasoline,RefHH,Current Accounts,ALL (12 regions),1,Ref/hh,,
Demand\Transport\Domestic Air\Aviation Gasoline,RefHH,Regional Aspiration Scenario,ALL (12 regions),1,Ref/hh,,
Demand\Transport\Domestic Air\Electricity,Demand Cost,AMS Target Scenario,ALL (12 regions),0,2020 USD,,U.S. Dollar
Demand\Transport\Domestic Air\Electricity,Demand Cost,Baseline Simulation,ALL (12 regions),0,2020 USD,,U.S. Dollar
Demand\Transport\Domestic Air\Electricity,Demand Cost,Current Accounts,ALL (12 regions),0,2020 USD,,U.S. Dollar
Demand\Transport\Domestic Air\Electricity,Demand Cost,Regional Aspiration Scenario,ALL (12 regions),0,2020 USD,,U.S. Dollar
Demand\Transport\Domestic Air\Electricity,Final Energy Intensity,AMS Target Scenario,ALL (12 regions),0,Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Electricity,Final Energy Intensity,Baseline Simulation,ALL (12 regions),0,Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Electricity,Final Energy Intensity,Current Accounts,ALL (12 regions),0,Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Electricity,Final Energy Intensity,Regional Aspiration Scenario,ALL (12 regions),0,Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Electricity,Fuel Share,AMS Target Scenario,ALL (12 regions),0,Share,%,
Demand\Transport\Domestic Air\Electricity,Fuel Share,Baseline Simulation,ALL (12 regions),0,Share,%,
Demand\Transport\Domestic Air\Electricity,Fuel Share,Current Accounts,ALL (12 regions),0,Share,%,
Demand\Transport\Domestic Air\Electricity,Fuel Share,Regional Aspiration Scenario,ALL (12 regions),0,Share,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,AMS Target Scenario,Base Template,ShapeFlat,Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,AMS Target Scenario,Brunei,YearlyShape(Brunei_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,AMS Target Scenario,Cambodia,YearlyShape(Cambodia_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,AMS Target Scenario,Indonesia,YearlyShape(Indonesia_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,AMS Target Scenario,Laos,YearlyShape(Laos_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,AMS Target Scenario,Malaysia,YearlyShape(Malaysia_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,AMS Target Scenario,Myanmar,YearlyShape(Myanmar_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,AMS Target Scenario,Philippines,YearlyShape(Philippines_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,AMS Target Scenario,Singapore,YearlyShape(Singapore_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,AMS Target Scenario,Thailand,YearlyShape(Thailand_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,AMS Target Scenario,Timor Leste,ShapeFlat,Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,AMS Target Scenario,Vietnam,YearlyShape(Vietnam_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Baseline Simulation,Base Template,ShapeFlat,Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Baseline Simulation,Brunei,YearlyShape(Brunei_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Baseline Simulation,Cambodia,YearlyShape(Cambodia_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Baseline Simulation,Indonesia,YearlyShape(Indonesia_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Baseline Simulation,Laos,YearlyShape(Laos_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Baseline Simulation,Malaysia,YearlyShape(Malaysia_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Baseline Simulation,Myanmar,YearlyShape(Myanmar_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Baseline Simulation,Philippines,YearlyShape(Philippines_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Baseline Simulation,Singapore,YearlyShape(Singapore_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Baseline Simulation,Thailand,YearlyShape(Thailand_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Baseline Simulation,Timor Leste,ShapeFlat,Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Baseline Simulation,Vietnam,YearlyShape(Vietnam_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Current Accounts,Base Template,ShapeFlat,Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Current Accounts,Brunei,YearlyShape(Brunei_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Current Accounts,Cambodia,YearlyShape(Cambodia_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Current Accounts,Indonesia,YearlyShape(Indonesia_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Current Accounts,Laos,YearlyShape(Laos_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Current Accounts,Malaysia,YearlyShape(Malaysia_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Current Accounts,Myanmar,YearlyShape(Myanmar_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Current Accounts,Philippines,YearlyShape(Philippines_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Current Accounts,Singapore,YearlyShape(Singapore_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Current Accounts,Thailand,YearlyShape(Thailand_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Current Accounts,Timor Leste,ShapeFlat,Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Current Accounts,Vietnam,YearlyShape(Vietnam_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Regional Aspiration Scenario,Base Template,ShapeFlat,Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Regional Aspiration Scenario,Brunei,YearlyShape(Brunei_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Regional Aspiration Scenario,Cambodia,YearlyShape(Cambodia_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Regional Aspiration Scenario,Indonesia,YearlyShape(Indonesia_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Regional Aspiration Scenario,Laos,YearlyShape(Laos_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Regional Aspiration Scenario,Malaysia,YearlyShape(Malaysia_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Regional Aspiration Scenario,Myanmar,YearlyShape(Myanmar_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Regional Aspiration Scenario,Philippines,YearlyShape(Philippines_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Regional Aspiration Scenario,Singapore,YearlyShape(Singapore_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Regional Aspiration Scenario,Thailand,YearlyShape(Thailand_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Regional Aspiration Scenario,Timor Leste,ShapeFlat,Percent,%,
Demand\Transport\Domestic Air\Electricity,Load Shape,Regional Aspiration Scenario,Vietnam,YearlyShape(Vietnam_Hourly),Percent,%,
Demand\Transport\Domestic Air\Electricity,RefHH,AMS Target Scenario,ALL (12 regions),1,Ref/hh,,
Demand\Transport\Domestic Air\Electricity,RefHH,Baseline Simulation,ALL (12 regions),1,Ref/hh,,
Demand\Transport\Domestic Air\Electricity,RefHH,Current Accounts,ALL (12 regions),1,Ref/hh,,
Demand\Transport\Domestic Air\Electricity,RefHH,Regional Aspiration Scenario,ALL (12 regions),1,Ref/hh,,
Demand\Transport\Domestic Air\Hydrogen Fuel Cell,Demand Cost,AMS Target Scenario,ALL (12 regions),0,2020 USD,,U.S. Dollar
Demand\Transport\Domestic Air\Hydrogen Fuel Cell,Demand Cost,Baseline Simulation,ALL (12 regions),0,2020 USD,,U.S. Dollar
Demand\Transport\Domestic Air\Hydrogen Fuel Cell,Demand Cost,Current Accounts,ALL (12 regions),0,2020 USD,,U.S. Dollar
Demand\Transport\Domestic Air\Hydrogen Fuel Cell,Demand Cost,Regional Aspiration Scenario,ALL (12 regions),0,2020 USD,,U.S. Dollar
Demand\Transport\Domestic Air\Hydrogen Fuel Cell,Final Energy Intensity,AMS Target Scenario,ALL (12 regions),0,Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Hydrogen Fuel Cell,Final Energy Intensity,Baseline Simulation,ALL (12 regions),0,Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Hydrogen Fuel Cell,Final Energy Intensity,Current Accounts,ALL (12 regions),0,Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Hydrogen Fuel Cell,Final Energy Intensity,Regional Aspiration Scenario,ALL (12 regions),0,Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Hydrogen Fuel Cell,Fuel Share,AMS Target Scenario,ALL (12 regions),0,Share,%,
Demand\Transport\Domestic Air\Hydrogen Fuel Cell,Fuel Share,Baseline Simulation,ALL (12 regions),0,Share,%,
Demand\Transport\Domestic Air\Hydrogen Fuel Cell,Fuel Share,Current Accounts,ALL (12 regions),0,Share,%,
Demand\Transport\Domestic Air\Hydrogen Fuel Cell,Fuel Share,Regional Aspiration Scenario,ALL (12 regions),0,Share,%,
Demand\Transport\Domestic Air\Hydrogen Fuel Cell,RefHH,AMS Target Scenario,ALL (12 regions),1,Ref/hh,,
Demand\Transport\Domestic Air\Hydrogen Fuel Cell,RefHH,Baseline Simulation,ALL (12 regions),1,Ref/hh,,
Demand\Transport\Domestic Air\Hydrogen Fuel Cell,RefHH,Current Accounts,ALL (12 regions),1,Ref/hh,,
Demand\Transport\Domestic Air\Hydrogen Fuel Cell,RefHH,Regional Aspiration Scenario,ALL (12 regions),1,Ref/hh,,
Demand\Transport\Domestic Air\Jet Kerosene,Demand Cost,AMS Target Scenario,ALL (12 regions),0,2020 USD,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Demand Cost,Baseline Simulation,ALL (12 regions),0,2020 USD,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Demand Cost,Current Accounts,ALL (12 regions),0,2020 USD,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Demand Cost,Regional Aspiration Scenario,ALL (12 regions),0,2020 USD,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,AMS Target Scenario,Base Template,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,AMS Target Scenario,Brunei,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,AMS Target Scenario,Cambodia,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,AMS Target Scenario,Indonesia,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,AMS Target Scenario,Laos,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,AMS Target Scenario,Malaysia,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,AMS Target Scenario,Myanmar,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,AMS Target Scenario,Philippines,"Interp(2021,Value(2019)*80%,2022,Value(2019),1%)",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,AMS Target Scenario,Singapore,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,AMS Target Scenario,Thailand,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,AMS Target Scenario,Timor Leste,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,AMS Target Scenario,Vietnam,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Baseline Simulation,Base Template,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Baseline Simulation,Brunei,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Baseline Simulation,Cambodia,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Baseline Simulation,Indonesia,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Baseline Simulation,Laos,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Baseline Simulation,Malaysia,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Baseline Simulation,Myanmar,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Baseline Simulation,Philippines,"Interp(2021,Value(2019)*80%,2022,Value(2019),1%)",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Baseline Simulation,Singapore,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Baseline Simulation,Thailand,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Baseline Simulation,Timor Leste,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Baseline Simulation,Vietnam,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Current Accounts,ALL (12 regions),TotalEnergyTran[TOE]/Total Activity[USD],Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Regional Aspiration Scenario,Base Template,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Regional Aspiration Scenario,Brunei,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Regional Aspiration Scenario,Cambodia,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Regional Aspiration Scenario,Indonesia,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Regional Aspiration Scenario,Laos,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Regional Aspiration Scenario,Malaysia,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Regional Aspiration Scenario,Myanmar,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Regional Aspiration Scenario,Philippines,"Interp(2021,Value(2019)*80%,2022,Value(2019),1%)",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Regional Aspiration Scenario,Singapore,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
Demand\Transport\Domestic Air\Jet Kerosene,Final Energy Intensity,Regional Aspiration Scenario,Thailand,"Interp(2021,Value(2019)*80%,2022,Value(2019))",Tonnes of Oil Equivalent,,U.S. Dollar
