branch_path,variable,units,scale,per
Key\Residential end use data_\Television\year_,Activity Level,yr,,
Key\Residential end use data_\Washing Machine\Historical WM,Activity Level,pcnt of HH,,
Key\Residential end use data_\Washing Machine\a,Activity Level,coeff,,
Key\Residential end use data_\Washing Machine\b,Activity Level,coeff,,
Key\Residential end use data_\Washing Machine\c,Activity Level,coeff,,
Key\Residential end use data_\Washing Machine\number of appliances,Activity Level,# of units,,
Key\Residential end use data_\Washing Machine\year_,Activity Level,yr,,
Key\Residential end use data_\Water Heating\Historical WH,Activity Level,pcnt of HH,,
Key\Residential end use data_\Water Heating\a,Activity Level,coeff,,
Key\Residential end use data_\Water Heating\b,Activity Level,coeff,,
Key\Residential end use data_\Water Heating\c,Activity Level,coeff,,
Key\Residential end use data_\Water Heating\number of appliances,Activity Level,# of units,,
Key\Residential end use data_\Water Heating\year_,Activity Level,yr,,
Key\Residential\Air Conditioning\Efficiency_Share\Large_High,Activity Level,%,,
Key\Residential\Air Conditioning\Efficiency_Share\Large_Low,Activity Level,%,,
Key\Residential\Air Conditioning\Efficiency_Share\Large_Mid,Activity Level,%,,
Key\Residential\Air Conditioning\Efficiency_Share\Medium_High,Activity Level,%,,
Key\Residential\Air Conditioning\Efficiency_Share\Medium_Low,Activity Level,%,,
Key\Residential\Air Conditioning\Efficiency_Share\Medium_Mid,Activity Level,%,,
Key\Residential\Air Conditioning\Efficiency_Share\Small_High,Activity Level,%,,
Key\Residential\Air Conditioning\Efficiency_Share\Small_Low,Activity Level,%,,
Key\Residential\Air Conditioning\Efficiency_Share\Small_Mid,Activity Level,%,,
Key\Residential\Air Conditioning\Percent Ownership,Activity Level,%,,
Key\Residential\Air Conditioning\Size_Share\Large,Activity Level,%,,
Key\Residential\Air Conditioning\Size_Share\Medium,Activity Level,%,,
Key\Residential\Air Conditioning\Size_Share\Small,Activity Level,%,,
Key\Residential\Air Conditioning\Useful_EI\Large,Activity Level,Tonnes of Oil Equivalent,,
Key\Residential\Air Conditioning\Useful_EI\Medium,Activity Level,Tonnes of Oil Equivalent,,
Key\Residential\Air Conditioning\Useful_EI\Small,Activity Level,Tonnes of Oil Equivalent,,
Key\Residential\Refrigeration\Efficiency_Share\Large_High,Activity Level,%,,
Key\Residential\Refrigeration\Efficiency_Share\Large_Low,Activity Level,%,,
Key\Residential\Refrigeration\Efficiency_Share\Large_Mid,Activity Level,%,,
Key\Residential\Refrigeration\Efficiency_Share\Medium_High,Activity Level,%,,
Key\Residential\Refrigeration\Efficiency_Share\Medium_Low,Activity Level,%,,
Key\Residential\Refrigeration\Efficiency_Share\Medium_Mid,Activity Level,%,,
Key\Residential\Refrigeration\Efficiency_Share\Small_High,Activity Level,%,,
Key\Residential\Refrigeration\Efficiency_Share\Small_Low,Activity Level,%,,
Key\Residential\Refrigeration\Efficiency_Share\Small_Mid,Activity Level,%,,
Key\Residential\Refrigeration\Percent Ownership,Activity Level,%,,
Key\Residential\Refrigeration\Size_Share\Large,Activity Level,%,,
Key\Residential\Refrigeration\Size_Share\Medium,Activity Level,%,,
Key\Residential\Refrigeration\Size_Share\Small,Activity Level,%,,
Key\Residential\Refrigeration\Useful_EI\Large,Activity Level,Tonnes of Oil Equivalent,,
Key\Residential\Refrigeration\Useful_EI\Medium,Activity Level,Tonnes of Oil Equivalent,,
Key\Residential\Refrigeration\Useful_EI\Small,Activity Level,Tonnes of Oil Equivalent,,
