Country,ISO3,Year,vehicle_type,sales_count,source_method
Brunei Darussalam,BRN,2012,Bus,150.16579403686342,observed
Brunei Darussalam,BRN,2013,Bus,120.33383640765442,observed
Brunei Darussalam,BRN,2014,Bus,113.53533206408385,observed
Brunei Darussalam,BRN,2015,Bus,129.29635840947708,observed
Brunei Darussalam,BRN,2016,Bus,113.1637449183588,observed
Brunei Darussalam,BRN,2017,Bus,150.8068986001308,observed
Brunei Darussalam,BRN,2018,Bus,138.12639184762224,observed
Brunei Darussalam,BRN,2019,Bus,179.83508508034083,observed
Brunei Darussalam,BRN,2020,Bus,156.29948499638613,observed
Brunei Darussalam,BRN,2021,Bus,131.75268057659287,observed
Brunei Darussalam,BRN,2022,Bus,133.60156063438558,observed
Brunei Darussalam,BRN,2023,Bus,171.28419974079563,observed
Brunei Darussalam,BRN,2024,Bus,197.62107459096865,observed
Brunei Darussalam,BRN,2025,Bus,190.74968854466192,stock_flow_fe_ols
Brunei Darussalam,BRN,2026,Bus,194.5456303257447,stock_flow_fe_ols
Brunei Darussalam,BRN,2027,Bus,201.82364611937192,stock_flow_fe_ols
Brunei Darussalam,BRN,2028,Bus,203.33041545105152,stock_flow_fe_ols
Brunei Darussalam,BRN,2029,Bus,206.02677736720625,stock_flow_fe_ols
Brunei Darussalam,BRN,2030,Bus,178.00679707098834,stock_flow_fe_ols
Brunei Darussalam,BRN,2031,Bus,172.29765269506106,stock_flow_fe_ols
Brunei Darussalam,BRN,2032,Bus,179.06365983837213,stock_flow_fe_ols
Brunei Darussalam,BRN,2033,Bus,176.0381890719391,stock_flow_fe_ols
Brunei Darussalam,BRN,2034,Bus,181.08575538020384,stock_flow_fe_ols
Brunei Darussalam,BRN,2035,Bus,190.6562525809586,stock_flow_fe_ols
Brunei Darussalam,BRN,2036,Bus,185.078136632736,stock_flow_fe_ols
Brunei Darussalam,BRN,2037,Bus,195.04380027454863,stock_flow_fe_ols
Brunei Darussalam,BRN,2038,Bus,200.2054853255754,stock_flow_fe_ols
Brunei Darussalam,BRN,2039,Bus,205.6433519237821,stock_flow_fe_ols
Brunei Darussalam,BRN,2040,Bus,208.75690807624187,stock_flow_fe_ols
Brunei Darussalam,BRN,2041,Bus,211.2096200201945,stock_flow_fe_ols
Brunei Darussalam,BRN,2042,Bus,206.82285187744085,stock_flow_fe_ols
Brunei Darussalam,BRN,2043,Bus,213.90847767613968,stock_flow_fe_ols
Brunei Darussalam,BRN,2044,Bus,215.05756203887404,stock_flow_fe_ols
Brunei Darussalam,BRN,2045,Bus,215.0746395721444,stock_flow_fe_ols
Brunei Darussalam,BRN,2046,Bus,207.7601679507775,stock_flow_fe_ols
Brunei Darussalam,BRN,2047,Bus,213.36337575531388,stock_flow_fe_ols
Brunei Darussalam,BRN,2048,Bus,207.3127868089573,stock_flow_fe_ols
Brunei Darussalam,BRN,2049,Bus,214.27853952247187,stock_flow_fe_ols
Brunei Darussalam,BRN,2050,Bus,215.28209572913465,stock_flow_fe_ols
Brunei Darussalam,BRN,2051,Bus,217.0404534753402,stock_flow_fe_ols
Brunei Darussalam,BRN,2052,Bus,219.79646278061,stock_flow_fe_ols
Brunei Darussalam,BRN,2053,Bus,223.0552097797122,stock_flow_fe_ols
Brunei Darussalam,BRN,2054,Bus,226.3359760792841,stock_flow_fe_ols
Brunei Darussalam,BRN,2055,Bus,229.25728623160376,stock_flow_fe_ols
Brunei Darussalam,BRN,2056,Bus,231.65411764218152,stock_flow_fe_ols
Brunei Darussalam,BRN,2057,Bus,233.7588666905008,stock_flow_fe_ols
Brunei Darussalam,BRN,2058,Bus,235.38053589200035,stock_flow_fe_ols
Brunei Darussalam,BRN,2059,Bus,237.01235333168412,stock_flow_fe_ols
Brunei Darussalam,BRN,2060,Bus,238.4760464521787,stock_flow_fe_ols
Brunei Darussalam,BRN,2005,LDV,2.9103830456733704e-11,observed
Brunei Darussalam,BRN,2006,LDV,19889.576369173883,observed
Brunei Darussalam,BRN,2007,LDV,19824.352700270363,observed
Brunei Darussalam,BRN,2008,LDV,19773.73111596916,observed
Brunei Darussalam,BRN,2009,LDV,19727.80786268352,observed
Brunei Darussalam,BRN,2010,LDV,19731.211781828635,observed
Brunei Darussalam,BRN,2011,LDV,19562.00061828777,observed
Brunei Darussalam,BRN,2012,LDV,19339.131097260724,observed
Brunei Darussalam,BRN,2013,LDV,19282.17598642889,observed
Brunei Darussalam,BRN,2014,LDV,18888.334364154987,observed
Brunei Darussalam,BRN,2015,LDV,17977.932482188247,observed
Brunei Darussalam,BRN,2016,LDV,18288.63104882554,observed
Brunei Darussalam,BRN,2017,LDV,18217.61127570932,observed
Brunei Darussalam,BRN,2018,LDV,18156.126413453458,observed
Brunei Darussalam,BRN,2019,LDV,18345.469306240822,observed
Brunei Darussalam,BRN,2020,LDV,18436.985401330458,observed
Brunei Darussalam,BRN,2021,LDV,18749.061659722032,observed
Brunei Darussalam,BRN,2022,LDV,19065.761914747094,observed
Brunei Darussalam,BRN,2023,LDV,19793.916022375048,observed
Brunei Darussalam,BRN,2024,LDV,20001.532431527652,observed
Brunei Darussalam,BRN,2025,LDV,20149.53115061717,stock_flow_gompertz
Brunei Darussalam,BRN,2026,LDV,20286.86337820865,stock_flow_gompertz
Brunei Darussalam,BRN,2027,LDV,20633.997254262504,stock_flow_gompertz
Brunei Darussalam,BRN,2028,LDV,20588.497921771195,stock_flow_gompertz
Brunei Darussalam,BRN,2029,LDV,20490.18886984652,stock_flow_gompertz
Brunei Darussalam,BRN,2030,LDV,20378.973057830648,stock_flow_gompertz
Brunei Darussalam,BRN,2031,LDV,20276.504272529564,stock_flow_gompertz
Brunei Darussalam,BRN,2032,LDV,20177.129934444616,stock_flow_gompertz
Brunei Darussalam,BRN,2033,LDV,20161.4422329879,stock_flow_gompertz
Brunei Darussalam,BRN,2034,LDV,20148.559136495693,stock_flow_gompertz
Brunei Darussalam,BRN,2035,LDV,20190.857854567177,stock_flow_gompertz
Brunei Darussalam,BRN,2036,LDV,20260.424322298204,stock_flow_gompertz
Brunei Darussalam,BRN,2037,LDV,20372.58155718393,stock_flow_gompertz
Brunei Darussalam,BRN,2038,LDV,20483.824669406345,stock_flow_gompertz
Brunei Darussalam,BRN,2039,LDV,20580.45134286984,stock_flow_gompertz
Brunei Darussalam,BRN,2040,LDV,20675.668735902054,stock_flow_gompertz
Brunei Darussalam,BRN,2041,LDV,20731.9954448744,stock_flow_gompertz
Brunei Darussalam,BRN,2042,LDV,20773.62385997665,stock_flow_gompertz
Brunei Darussalam,BRN,2043,LDV,20774.66231840645,stock_flow_gompertz
Brunei Darussalam,BRN,2044,LDV,20747.41297868185,stock_flow_gompertz
Brunei Darussalam,BRN,2045,LDV,20672.337178015907,stock_flow_gompertz
Brunei Darussalam,BRN,2046,LDV,20590.681666523626,stock_flow_gompertz
Brunei Darussalam,BRN,2047,LDV,20499.7604540934,stock_flow_gompertz
Brunei Darussalam,BRN,2048,LDV,20422.68818953703,stock_flow_gompertz
Brunei Darussalam,BRN,2049,LDV,20334.72577917192,stock_flow_gompertz
Brunei Darussalam,BRN,2050,LDV,20252.23116180289,stock_flow_gompertz
Brunei Darussalam,BRN,2051,LDV,20434.52867627417,stock_flow_gompertz
Brunei Darussalam,BRN,2052,LDV,20477.45078357891,stock_flow_gompertz
Brunei Darussalam,BRN,2053,LDV,20524.95439319854,stock_flow_gompertz
Brunei Darussalam,BRN,2054,LDV,20572.67813105142,stock_flow_gompertz
Brunei Darussalam,BRN,2055,LDV,20613.57404925261,stock_flow_gompertz
Brunei Darussalam,BRN,2056,LDV,20644.589174751654,stock_flow_gompertz
Brunei Darussalam,BRN,2057,LDV,20662.695080613776,stock_flow_gompertz
Brunei Darussalam,BRN,2058,LDV,20666.259217599232,stock_flow_gompertz
Brunei Darussalam,BRN,2059,LDV,20654.32614630804,stock_flow_gompertz
Brunei Darussalam,BRN,2060,LDV,20632.60236213624,stock_flow_gompertz
Brunei Darussalam,BRN,2005,Truck,0.0,observed
Brunei Darussalam,BRN,2006,Truck,258.4844651888998,observed
Brunei Darussalam,BRN,2007,Truck,642.5887071567604,observed
Brunei Darussalam,BRN,2008,Truck,0.0,observed
Brunei Darussalam,BRN,2009,Truck,2055.9406412322264,observed
Brunei Darussalam,BRN,2010,Truck,458.25284562155775,observed
Brunei Darussalam,BRN,2011,Truck,0.0,observed
Brunei Darussalam,BRN,2012,Truck,322.629157258305,observed
Brunei Darussalam,BRN,2013,Truck,1100.2143084500722,observed
Brunei Darussalam,BRN,2014,Truck,398.3112827038267,observed
Brunei Darussalam,BRN,2015,Truck,1539.408023287309,observed
Brunei Darussalam,BRN,2016,Truck,1388.1767757551306,observed
Brunei Darussalam,BRN,2017,Truck,0.0,observed
Brunei Darussalam,BRN,2018,Truck,0.0,observed
Brunei Darussalam,BRN,2019,Truck,864.4640448924292,observed
Brunei Darussalam,BRN,2020,Truck,1659.6849739832087,observed
Brunei Darussalam,BRN,2021,Truck,928.794344099946,observed
Brunei Darussalam,BRN,2022,Truck,0.0,observed
Brunei Darussalam,BRN,2023,Truck,912.9235748090649,observed
Brunei Darussalam,BRN,2024,Truck,604.5947370710819,observed
Brunei Darussalam,BRN,2025,Truck,323.3441456563713,stock_flow_fe_ols
Brunei Darussalam,BRN,2026,Truck,341.671361209963,stock_flow_fe_ols
Brunei Darussalam,BRN,2027,Truck,361.0373672734802,stock_flow_fe_ols
Brunei Darussalam,BRN,2028,Truck,381.50104271591175,stock_flow_fe_ols
Brunei Darussalam,BRN,2029,Truck,403.1246036731743,stock_flow_fe_ols
Brunei Darussalam,BRN,2030,Truck,403.1246036731743,stock_flow_fe_ols
Brunei Darussalam,BRN,2031,Truck,403.1246036731743,stock_flow_fe_ols
Brunei Darussalam,BRN,2032,Truck,695.4976061347706,stock_flow_fe_ols
Brunei Darussalam,BRN,2033,Truck,788.1004595877475,stock_flow_fe_ols
Brunei Darussalam,BRN,2034,Truck,750.0051272080082,stock_flow_fe_ols
Brunei Darussalam,BRN,2035,Truck,730.6197500723529,stock_flow_fe_ols
Brunei Darussalam,BRN,2036,Truck,719.5730786563545,stock_flow_fe_ols
Brunei Darussalam,BRN,2037,Truck,672.2650827827874,stock_flow_fe_ols
Brunei Darussalam,BRN,2038,Truck,604.842846416147,stock_flow_fe_ols
Brunei Darussalam,BRN,2039,Truck,572.43133355189,stock_flow_fe_ols
Brunei Darussalam,BRN,2040,Truck,566.873915288963,stock_flow_fe_ols
Brunei Darussalam,BRN,2041,Truck,529.4362951675148,stock_flow_fe_ols
Brunei Darussalam,BRN,2042,Truck,501.1371267354916,stock_flow_fe_ols
Brunei Darussalam,BRN,2043,Truck,507.5769653631887,stock_flow_fe_ols
Brunei Darussalam,BRN,2044,Truck,529.369788841479,stock_flow_fe_ols
Brunei Darussalam,BRN,2045,Truck,540.8787942010931,stock_flow_fe_ols
Brunei Darussalam,BRN,2046,Truck,551.5517950038775,stock_flow_fe_ols
Brunei Darussalam,BRN,2047,Truck,581.186034792383,stock_flow_fe_ols
Brunei Darussalam,BRN,2048,Truck,598.6745108982268,stock_flow_fe_ols
Brunei Darussalam,BRN,2049,Truck,622.0715120521645,stock_flow_fe_ols
Brunei Darussalam,BRN,2050,Truck,630.7137006998,stock_flow_fe_ols
Brunei Darussalam,BRN,2051,Truck,633.1851973531384,stock_flow_fe_ols
Brunei Darussalam,BRN,2052,Truck,629.7494790479068,stock_flow_fe_ols
Brunei Darussalam,BRN,2053,Truck,622.3630785363966,stock_flow_fe_ols
Brunei Darussalam,BRN,2054,Truck,609.2593037878996,stock_flow_fe_ols
Brunei Darussalam,BRN,2055,Truck,593.0823730077336,stock_flow_fe_ols
Brunei Darussalam,BRN,2056,Truck,579.9619065197912,stock_flow_fe_ols
Brunei Darussalam,BRN,2057,Truck,572.0919291537048,stock_flow_fe_ols
Brunei Darussalam,BRN,2058,Truck,564.9118491349036,stock_flow_fe_ols
Brunei Darussalam,BRN,2059,Truck,565.4498123324265,stock_flow_fe_ols
Brunei Darussalam,BRN,2060,Truck,569.0753385428052,stock_flow_fe_ols
Cambodia,KHM,2005,2W,1.1641532182693479e-10,observed
Cambodia,KHM,2006,2W,229694.13096864775,observed
Cambodia,KHM,2007,2W,263735.2655948015,observed
Cambodia,KHM,2008,2W,208250.0756867805,observed
Cambodia,KHM,2009,2W,18567.350543440785,observed
Cambodia,KHM,2010,2W,206671.07137975888,observed
Cambodia,KHM,2011,2W,265848.82699568104,observed
Cambodia,KHM,2012,2W,304613.8580644105,observed
Cambodia,KHM,2013,2W,338959.30411470705,observed
Cambodia,KHM,2014,2W,361311.1043416066,observed
Cambodia,KHM,2015,2W,389096.3417454553,observed
Cambodia,KHM,2016,2W,432564.91179299634,observed
Cambodia,KHM,2017,2W,470858.5918769552,observed
Cambodia,KHM,2018,2W,533766.6776721105,observed
Cambodia,KHM,2019,2W,516653.5048443629,observed
Cambodia,KHM,2020,2W,0.0,observed
Cambodia,KHM,2021,2W,171142.01539774289,observed
Cambodia,KHM,2022,2W,493989.8242393397,observed
Cambodia,KHM,2023,2W,504755.98631438985,observed
Cambodia,KHM,2024,2W,589290.6496645901,observed
Cambodia,KHM,2025,2W,627966.6604901617,stock_flow_gompertz
Cambodia,KHM,2026,2W,657805.9315060275,stock_flow_gompertz
Cambodia,KHM,2027,2W,676120.8877015011,stock_flow_gompertz
Cambodia,KHM,2028,2W,682387.0502652712,stock_flow_gompertz
Cambodia,KHM,2029,2W,669111.9424177771,stock_flow_gompertz
Cambodia,KHM,2030,2W,400829.9747058591,stock_flow_gompertz
Cambodia,KHM,2031,2W,518307.2717512017,stock_flow_gompertz
Cambodia,KHM,2032,2W,537235.775792052,stock_flow_gompertz
Cambodia,KHM,2033,2W,548467.6738499049,stock_flow_gompertz
Cambodia,KHM,2034,2W,566112.4022211544,stock_flow_gompertz
Cambodia,KHM,2035,2W,579983.9946794007,stock_flow_gompertz
Cambodia,KHM,2036,2W,594748.3796640858,stock_flow_gompertz
Cambodia,KHM,2037,2W,610475.5254903166,stock_flow_gompertz
Cambodia,KHM,2038,2W,639223.4914661562,stock_flow_gompertz
Cambodia,KHM,2039,2W,660782.3286465155,stock_flow_gompertz
Cambodia,KHM,2040,2W,662536.8169039479,stock_flow_gompertz
Cambodia,KHM,2041,2W,671012.65719778,stock_flow_gompertz
Cambodia,KHM,2042,2W,684537.9580575628,stock_flow_gompertz
Cambodia,KHM,2043,2W,691065.2482423447,stock_flow_gompertz
Cambodia,KHM,2044,2W,689670.7472817358,stock_flow_gompertz
Cambodia,KHM,2045,2W,683160.7486220207,stock_flow_gompertz
Cambodia,KHM,2046,2W,671263.4175501447,stock_flow_gompertz
Cambodia,KHM,2047,2W,663050.7143179215,stock_flow_gompertz
Cambodia,KHM,2048,2W,662903.5055586342,stock_flow_gompertz
Cambodia,KHM,2049,2W,662231.7632688954,stock_flow_gompertz
Cambodia,KHM,2050,2W,663084.283611061,stock_flow_gompertz
Cambodia,KHM,2051,2W,671417.2145354226,stock_flow_gompertz
Cambodia,KHM,2052,2W,682839.2538637314,stock_flow_gompertz
Cambodia,KHM,2053,2W,693059.8448564671,stock_flow_gompertz
Cambodia,KHM,2054,2W,702264.8771716598,stock_flow_gompertz
Cambodia,KHM,2055,2W,710395.1480723023,stock_flow_gompertz
Cambodia,KHM,2056,2W,716383.0133545529,stock_flow_gompertz
Cambodia,KHM,2057,2W,720230.1634207703,stock_flow_gompertz
Cambodia,KHM,2058,2W,722890.9146080576,stock_flow_gompertz
Cambodia,KHM,2059,2W,724119.7813727055,stock_flow_gompertz
Cambodia,KHM,2060,2W,723941.6542804781,stock_flow_gompertz
Cambodia,KHM,2005,Bus,0.0,observed
Cambodia,KHM,2006,Bus,3721.1051412969027,observed
Cambodia,KHM,2007,Bus,3773.108743567671,observed
Cambodia,KHM,2008,Bus,3374.880975148902,observed
Cambodia,KHM,2009,Bus,2515.5722788092535,observed
Cambodia,KHM,2010,Bus,3528.8897107374905,observed
Cambodia,KHM,2011,Bus,3811.9203058505004,observed
Cambodia,KHM,2012,Bus,3968.569533768219,observed
Cambodia,KHM,2013,Bus,4095.014058460765,observed
Cambodia,KHM,2014,Bus,4143.375405322753,observed
Cambodia,KHM,2015,Bus,4182.762044976778,observed
Cambodia,KHM,2016,Bus,4478.7390888917,observed
Cambodia,KHM,2017,Bus,4714.576506274752,observed
Cambodia,KHM,2018,Bus,5059.694575710432,observed
Cambodia,KHM,2019,Bus,5136.542663153952,observed
Cambodia,KHM,2020,Bus,2530.775889632096,observed
Cambodia,KHM,2021,Bus,4553.500330827731,observed
Cambodia,KHM,2022,Bus,5491.863717835593,observed
Cambodia,KHM,2023,Bus,5782.779699599741,observed
Cambodia,KHM,2024,Bus,6372.846146762947,observed
Cambodia,KHM,2025,Bus,6780.630080195435,stock_flow_fe_ols
Cambodia,KHM,2026,Bus,7189.032951903777,stock_flow_fe_ols
Cambodia,KHM,2027,Bus,7582.667595873034,stock_flow_fe_ols
Cambodia,KHM,2028,Bus,7883.007395833323,stock_flow_fe_ols
Cambodia,KHM,2029,Bus,8084.953286916323,stock_flow_fe_ols
Cambodia,KHM,2030,Bus,6235.759772009769,stock_flow_fe_ols
Cambodia,KHM,2031,Bus,7318.985847943317,stock_flow_fe_ols
Cambodia,KHM,2032,Bus,7592.562336317322,stock_flow_fe_ols
Cambodia,KHM,2033,Bus,7872.579098795803,stock_flow_fe_ols
Cambodia,KHM,2034,Bus,8212.630768722825,stock_flow_fe_ols
Cambodia,KHM,2035,Bus,8553.968891753364,stock_flow_fe_ols
Cambodia,KHM,2036,Bus,8952.630697895118,stock_flow_fe_ols
Cambodia,KHM,2037,Bus,9369.796307508266,stock_flow_fe_ols
Cambodia,KHM,2038,Bus,9878.516067290824,stock_flow_fe_ols
Cambodia,KHM,2039,Bus,10326.463254189614,stock_flow_fe_ols
Cambodia,KHM,2040,Bus,10683.087163588529,stock_flow_fe_ols
Cambodia,KHM,2041,Bus,11065.516763041654,stock_flow_fe_ols
Cambodia,KHM,2042,Bus,11510.884811497965,stock_flow_fe_ols
Cambodia,KHM,2043,Bus,11898.524223927949,stock_flow_fe_ols
Cambodia,KHM,2044,Bus,12295.584429134964,stock_flow_fe_ols
Cambodia,KHM,2045,Bus,12661.285192179406,stock_flow_fe_ols
Cambodia,KHM,2046,Bus,12909.201113087736,stock_flow_fe_ols
Cambodia,KHM,2047,Bus,13281.521665341164,stock_flow_fe_ols
Cambodia,KHM,2048,Bus,13742.438657555203,stock_flow_fe_ols
Cambodia,KHM,2049,Bus,14198.8266926668,stock_flow_fe_ols
Cambodia,KHM,2050,Bus,14697.167762298544,stock_flow_fe_ols
Cambodia,KHM,2051,Bus,15380.178968081134,stock_flow_fe_ols
Cambodia,KHM,2052,Bus,16051.52108229912,stock_flow_fe_ols
Cambodia,KHM,2053,Bus,16742.76240420196,stock_flow_fe_ols
Cambodia,KHM,2054,Bus,17459.379604705406,stock_flow_fe_ols
Cambodia,KHM,2055,Bus,18199.04998988536,stock_flow_fe_ols
Cambodia,KHM,2056,Bus,18952.05233813997,stock_flow_fe_ols
Cambodia,KHM,2057,Bus,19726.220609203127,stock_flow_fe_ols
Cambodia,KHM,2058,Bus,20526.912457805127,stock_flow_fe_ols
Cambodia,KHM,2059,Bus,21354.683152090496,stock_flow_fe_ols
Cambodia,KHM,2060,Bus,22215.85789830252,stock_flow_fe_ols
Cambodia,KHM,2005,LDV,0.0,observed
Cambodia,KHM,2006,LDV,2555.983466679829,observed
Cambodia,KHM,2007,LDV,2962.850472733833,observed
Cambodia,KHM,2008,LDV,2435.590757418926,observed
Cambodia,KHM,2009,LDV,364.1051627778106,observed
Cambodia,KHM,2010,LDV,2453.3060056890827,observed
Cambodia,KHM,2011,LDV,3214.3629992567767,observed
Cambodia,KHM,2012,LDV,3839.7536626383703,observed
Cambodia,KHM,2013,LDV,4525.84767948079,observed
Cambodia,KHM,2014,LDV,5178.308516072866,observed
Cambodia,KHM,2015,LDV,6048.074959639314,observed
Cambodia,KHM,2016,LDV,7317.784249614481,observed
Cambodia,KHM,2017,LDV,8798.156551983593,observed
Cambodia,KHM,2018,LDV,11409.12129192824,observed
Cambodia,KHM,2019,LDV,12633.28127815164,observed
Cambodia,KHM,2020,LDV,0.0,observed
Cambodia,KHM,2021,LDV,0.0,observed
Cambodia,KHM,2022,LDV,11095.58047058375,observed
Cambodia,KHM,2023,LDV,12624.253685228905,observed
Cambodia,KHM,2024,LDV,16980.624839737575,observed
Cambodia,KHM,2025,LDV,20689.246377299816,stock_flow_gompertz
Cambodia,KHM,2026,LDV,24900.80677475485,stock_flow_gompertz
Cambodia,KHM,2027,LDV,28978.766355885746,stock_flow_gompertz
Cambodia,KHM,2028,LDV,33174.148758865864,stock_flow_gompertz
Cambodia,KHM,2029,LDV,36854.65091810006,stock_flow_gompertz
Cambodia,KHM,2030,LDV,8121.625748722465,stock_flow_gompertz
Cambodia,KHM,2031,LDV,21842.829232525284,stock_flow_gompertz
Cambodia,KHM,2032,LDV,23857.077166016068,stock_flow_gompertz
Cambodia,KHM,2033,LDV,25894.39612247818,stock_flow_gompertz
Cambodia,KHM,2034,LDV,28355.030582747717,stock_flow_gompertz
Cambodia,KHM,2035,LDV,31084.183832034178,stock_flow_gompertz
Cambodia,KHM,2036,LDV,34513.05093165644,stock_flow_gompertz
Cambodia,KHM,2037,LDV,38069.74749139446,stock_flow_gompertz
Cambodia,KHM,2038,LDV,42372.08419036306,stock_flow_gompertz
Cambodia,KHM,2039,LDV,46599.7938263581,stock_flow_gompertz
Cambodia,KHM,2040,LDV,49452.39793171798,stock_flow_gompertz
Cambodia,KHM,2041,LDV,52585.05744851212,stock_flow_gompertz
Cambodia,KHM,2042,LDV,56585.3603671749,stock_flow_gompertz
Cambodia,KHM,2043,LDV,60581.151055827504,stock_flow_gompertz
Cambodia,KHM,2044,LDV,64669.60335427185,stock_flow_gompertz
Cambodia,KHM,2045,LDV,68555.09973062843,stock_flow_gompertz
Cambodia,KHM,2046,LDV,69342.57539205614,stock_flow_gompertz
Cambodia,KHM,2047,LDV,73119.82267679868,stock_flow_gompertz
Cambodia,KHM,2048,LDV,78015.42657637724,stock_flow_gompertz
Cambodia,KHM,2049,LDV,83069.54847663944,stock_flow_gompertz
Cambodia,KHM,2050,LDV,88358.45838010462,stock_flow_gompertz
Cambodia,KHM,2051,LDV,93059.9564999846,stock_flow_gompertz
Cambodia,KHM,2052,LDV,99190.78738007275,stock_flow_gompertz
Cambodia,KHM,2053,LDV,105440.2347952244,stock_flow_gompertz
Cambodia,KHM,2054,LDV,111872.79684578034,stock_flow_gompertz
Cambodia,KHM,2055,LDV,118436.47276678168,stock_flow_gompertz
Cambodia,KHM,2056,LDV,124948.98606548272,stock_flow_gompertz
Cambodia,KHM,2057,LDV,131551.5091038982,stock_flow_gompertz
Cambodia,KHM,2058,LDV,138268.67502768734,stock_flow_gompertz
Cambodia,KHM,2059,LDV,145077.62556651444,stock_flow_gompertz
Cambodia,KHM,2060,LDV,151966.91081598983,stock_flow_gompertz
Cambodia,KHM,2005,Truck,0.0,observed
Cambodia,KHM,2006,Truck,5507.002669726164,observed
Cambodia,KHM,2007,Truck,5927.914802199353,observed
Cambodia,KHM,2008,Truck,0.0,observed
