Country,Year,Scenario,Size_group,Efficiency_level,units_per_hh_parent,penetration_pct,intensity,size_share_pct,eff_share_pct,leaf_units_per_hh,efficiency_pct,useful_energy_intensity_toe,kwh_unit,unit_capacity_kw,price_usd,crf,annualized_capital_usd,tariff_usd_per_kwh,om_electricity_usd,demand_cost_usd_per_unit,source
Brunei Darussalam,2015,ATS,Medium,Mid_eff,2.32,82.08,2.83,24.17241724172417,28.796028134050477,0.16147199999999998,75.04291562128614,0.09773000859845227,1514.6,,481.4,0.12405888265031004,59.721946107859246,0.0072,10.905119999999998,59.721946107859246,historical
Brunei Darussalam,2015,ATS,Small,High_eff,2.32,82.08,2.83,27.48274827482748,9.497816593886462,0.060551999999999995,100.0,0.0672914875322442,782.6,,557.5,0.12405888265031004,69.16282707754785,0.0072,5.63472,69.16282707754785,historical
Brunei Darussalam,2015,ATS,Small,Low_eff,2.32,82.08,2.83,27.48274827482748,53.49344978165939,0.34104,64.46989043578549,0.0672914875322442,1213.9,,309.9,0.12405888265031004,38.44584773333108,0.0072,8.74008,38.44584773333108,historical
Brunei Darussalam,2015,ATS,Small,Mid_eff,2.32,82.08,2.83,27.48274827482748,37.00873362445415,0.23594399999999996,81.93048576214406,0.0672914875322442,955.2,,328.9,0.12405888265031004,40.80296650368697,0.0072,6.87744,40.80296650368697,historical
Brunei Darussalam,2016,ATS,Large,High_eff,2.29,81.39,2.81,48.18,15.255292652552926,0.168315,100.0,0.160335339638865,1864.7,,1136.62,0.12405888265031004,141.0078071979954,0.0072,13.425839999999999,141.0078071979954,historical
Brunei Darussalam,2016,ATS,Large,Low_eff,2.29,81.39,2.81,48.18,39.37318389373184,0.434413,52.93533185715097,0.160335339638865,3522.6,,1082.5,0.12405888265031004,134.2937404689606,0.0072,25.36272,134.2937404689606,historical
Brunei Darussalam,2016,ATS,Large,Mid_eff,2.29,81.39,2.81,48.18,45.371523453715234,0.500594,72.32565355674502,0.160335339638865,2578.2,,1109.56,0.12405888265031004,137.65077383347798,0.0072,18.563039999999997,137.65077383347798,historical
Brunei Darussalam,2016,ATS,Medium,High_eff,2.29,81.39,2.81,24.12,13.681592039800993,0.07557,100.0,0.09773000859845227,1136.6,,709.3,0.12405888265031004,87.9949654638649,0.0072,8.18352,87.9949654638649,historical
Brunei Darussalam,2016,ATS,Medium,Low_eff,2.29,81.39,2.81,24.12,57.54560530679934,0.317852,51.08085029886297,0.09773000859845227,2225.1,,528.0,0.12405888265031004,65.5030900393637,0.0072,16.020719999999997,65.5030900393637,historical
Brunei Darussalam,2016,ATS,Medium,Mid_eff,2.29,81.39,2.81,24.12,28.77280265339967,0.158926,75.04291562128614,0.09773000859845227,1514.6,,481.4,0.12405888265031004,59.721946107859246,0.0072,10.905119999999998,59.721946107859246,historical
Brunei Darussalam,2016,ATS,Small,High_eff,2.29,81.39,2.81,27.699999999999996,10.216606498194947,0.064807,100.0,0.0672914875322442,782.6,,557.5,0.12405888265031004,69.16282707754785,0.0072,5.63472,69.16282707754785,historical
Brunei Darussalam,2016,ATS,Small,Low_eff,2.29,81.39,2.81,27.699999999999996,52.418772563176894,0.33250799999999997,64.46989043578549,0.0672914875322442,1213.9,,309.9,0.12405888265031004,38.44584773333108,0.0072,8.74008,38.44584773333108,historical
Brunei Darussalam,2016,ATS,Small,Mid_eff,2.29,81.39,2.81,27.699999999999996,37.36462093862816,0.237015,81.93048576214406,0.0672914875322442,955.2,,328.9,0.12405888265031004,40.80296650368697,0.0072,6.87744,40.80296650368697,historical
Brunei Darussalam,2017,ATS,Large,High_eff,2.29,81.45,2.81,48.11962392478495,16.711702348784037,0.184116,100.0,0.160335339638865,1864.7,,1136.62,0.12405888265031004,141.0078071979954,0.0072,13.425839999999999,141.0078071979954,historical
Brunei Darussalam,2017,ATS,Large,Low_eff,2.29,81.45,2.81,48.11962392478495,38.45354396175431,0.42365,52.93533185715097,0.160335339638865,3522.6,,1082.5,0.12405888265031004,134.2937404689606,0.0072,25.36272,134.2937404689606,historical
Brunei Darussalam,2017,ATS,Large,Mid_eff,2.29,81.45,2.81,48.11962392478495,44.83475368946166,0.493953,72.32565355674502,0.160335339638865,2578.2,,1109.56,0.12405888265031004,137.65077383347798,0.0072,18.563039999999997,137.65077383347798,historical
Brunei Darussalam,2017,ATS,Medium,High_eff,2.29,81.45,2.81,24.084816963392676,14.908637873754152,0.08221099999999999,100.0,0.09773000859845227,1136.6,,709.3,0.12405888265031004,87.9949654638649,0.0072,8.18352,87.9949654638649,historical
Brunei Darussalam,2017,ATS,Medium,Low_eff,2.29,81.45,2.81,24.084816963392676,56.18770764119601,0.309837,51.08085029886297,0.09773000859845227,2225.1,,528.0,0.12405888265031004,65.5030900393637,0.0072,16.020719999999997,65.5030900393637,historical
Brunei Darussalam,2017,ATS,Medium,Mid_eff,2.29,81.45,2.81,24.084816963392676,28.903654485049834,0.159384,75.04291562128614,0.09773000859845227,1514.6,,481.4,0.12405888265031004,59.721946107859246,0.0072,10.905119999999998,59.721946107859246,historical
Brunei Darussalam,2017,ATS,Small,High_eff,2.29,81.45,2.81,27.79555911182236,11.1910759265923,0.071219,100.0,0.0672914875322442,782.6,,557.5,0.12405888265031004,69.16282707754785,0.0072,5.63472,69.16282707754785,historical
Brunei Darussalam,2017,ATS,Small,Low_eff,2.29,81.45,2.81,27.79555911182236,51.169485426412386,0.325638,64.46989043578549,0.0672914875322442,1213.9,,309.9,0.12405888265031004,38.44584773333108,0.0072,8.74008,38.44584773333108,historical
Brunei Darussalam,2017,ATS,Small,Mid_eff,2.29,81.45,2.81,27.79555911182236,37.63943864699533,0.23953400000000002,81.93048576214406,0.0672914875322442,955.2,,328.9,0.12405888265031004,40.80296650368697,0.0072,6.87744,40.80296650368697,historical
Brunei Darussalam,2018,ATS,Large,High_eff,2.28,81.28,2.81,48.07,18.34824214686915,0.201096,100.0,0.160335339638865,1864.7,,1136.62,0.12405888265031004,141.0078071979954,0.0072,13.425839999999999,141.0078071979954,historical
Brunei Darussalam,2018,ATS,Large,Low_eff,2.28,81.28,2.81,48.07,37.424589140836275,0.410172,52.93533185715097,0.160335339638865,3522.6,,1082.5,0.12405888265031004,134.2937404689606,0.0072,25.36272,134.2937404689606,historical
Brunei Darussalam,2018,ATS,Large,Mid_eff,2.28,81.28,2.81,48.07,44.22716871229457,0.484728,72.32565355674502,0.160335339638865,2578.2,,1109.56,0.12405888265031004,137.65077383347798,0.0072,18.563039999999997,137.65077383347798,historical
Brunei Darussalam,2018,ATS,Medium,High_eff,2.28,81.28,2.81,24.05,16.174636174636177,0.088692,100.0,0.09773000859845227,1136.6,,709.3,0.12405888265031004,87.9949654638649,0.0072,8.18352,87.9949654638649,historical
Brunei Darussalam,2018,ATS,Medium,Low_eff,2.28,81.28,2.81,24.05,54.719334719334725,0.300048,51.08085029886297,0.09773000859845227,2225.1,,528.0,0.12405888265031004,65.5030900393637,0.0072,16.020719999999997,65.5030900393637,historical
Brunei Darussalam,2018,ATS,Medium,Mid_eff,2.28,81.28,2.81,24.05,29.10602910602911,0.1596,75.04291562128614,0.09773000859845227,1514.6,,481.4,0.12405888265031004,59.721946107859246,0.0072,10.905119999999998,59.721946107859246,historical
Brunei Darussalam,2018,ATS,Small,High_eff,2.28,81.28,2.81,27.880000000000006,12.230989956958393,0.077748,100.0,0.0672914875322442,782.6,,557.5,0.12405888265031004,69.16282707754785,0.0072,5.63472,69.16282707754785,historical
Brunei Darussalam,2018,ATS,Small,Low_eff,2.28,81.28,2.81,27.880000000000006,49.820659971305595,0.316692,64.46989043578549,0.0672914875322442,1213.9,,309.9,0.12405888265031004,38.44584773333108,0.0072,8.74008,38.44584773333108,historical
Brunei Darussalam,2018,ATS,Small,Mid_eff,2.28,81.28,2.81,27.880000000000006,37.94835007173601,0.241224,81.93048576214406,0.0672914875322442,955.2,,328.9,0.12405888265031004,40.80296650368697,0.0072,6.87744,40.80296650368697,historical
Brunei Darussalam,2019,ATS,Large,High_eff,2.31,81.85,2.82,48.099999999999994,20.145530145530145,0.223839,100.0,0.160335339638865,1864.7,,1136.62,0.12405888265031004,141.0078071979954,0.0072,13.425839999999999,141.0078071979954,historical
Brunei Darussalam,2019,ATS,Large,Low_eff,2.31,81.85,2.82,48.099999999999994,36.299376299376306,0.4033260000000001,52.93533185715097,0.160335339638865,3522.6,,1082.5,0.12405888265031004,134.2937404689606,0.0072,25.36272,134.2937404689606,historical
Brunei Darussalam,2019,ATS,Large,Mid_eff,2.31,81.85,2.82,48.099999999999994,43.55509355509356,0.483945,72.32565355674502,0.160335339638865,2578.2,,1109.56,0.12405888265031004,137.65077383347798,0.0072,18.563039999999997,137.65077383347798,historical
Brunei Darussalam,2019,ATS,Medium,High_eff,2.31,81.85,2.82,24.060000000000002,17.581047381546135,0.09771300000000002,100.0,0.09773000859845227,1136.6,,709.3,0.12405888265031004,87.9949654638649,0.0072,8.18352,87.9949654638649,historical
Brunei Darussalam,2019,ATS,Medium,Low_eff,2.31,81.85,2.82,24.060000000000002,53.20033250207814,0.29568,51.08085029886297,0.09773000859845227,2225.1,,528.0,0.12405888265031004,65.5030900393637,0.0072,16.020719999999997,65.5030900393637,historical
Brunei Darussalam,2019,ATS,Medium,Mid_eff,2.31,81.85,2.82,24.060000000000002,29.218620116375725,0.162393,75.04291562128614,0.09773000859845227,1514.6,,481.4,0.12405888265031004,59.721946107859246,0.0072,10.905119999999998,59.721946107859246,historical
Brunei Darussalam,2019,ATS,Small,High_eff,2.31,81.85,2.82,27.839999999999996,13.254310344827585,0.085239,100.0,0.0672914875322442,782.6,,557.5,0.12405888265031004,69.16282707754785,0.0072,5.63472,69.16282707754785,historical
Brunei Darussalam,2019,ATS,Small,Low_eff,2.31,81.85,2.82,27.839999999999996,48.45545977011494,0.31161900000000003,64.46989043578549,0.0672914875322442,1213.9,,309.9,0.12405888265031004,38.44584773333108,0.0072,8.74008,38.44584773333108,historical
Brunei Darussalam,2019,ATS,Small,Mid_eff,2.31,81.85,2.82,27.839999999999996,38.29022988505747,0.24624600000000002,81.93048576214406,0.0672914875322442,955.2,,328.9,0.12405888265031004,40.80296650368697,0.0072,6.87744,40.80296650368697,historical
Brunei Darussalam,2020,ATS,Large,High_eff,2.31,81.91,2.82,48.11,21.88734150904178,0.243243,100.0,0.160335339638865,1864.7,,1136.62,0.12405888265031004,141.0078071979954,0.0072,13.425839999999999,141.0078071979954,historical
Brunei Darussalam,2020,ATS,Large,Low_eff,2.31,81.91,2.82,48.11,35.21097484930368,0.39131400000000005,52.93533185715097,0.160335339638865,3522.6,,1082.5,0.12405888265031004,134.2937404689606,0.0072,25.36272,134.2937404689606,historical
Brunei Darussalam,2020,ATS,Large,Mid_eff,2.31,81.91,2.82,48.11,42.90168364165454,0.47678400000000004,72.32565355674502,0.160335339638865,2578.2,,1109.56,0.12405888265031004,137.65077383347798,0.0072,18.563039999999997,137.65077383347798,historical
Brunei Darussalam,2020,ATS,Medium,High_eff,2.31,81.91,2.82,24.08,19.01993355481728,0.105798,100.0,0.09773000859845227,1136.6,,709.3,0.12405888265031004,87.9949654638649,0.0072,8.18352,87.9949654638649,historical
Brunei Darussalam,2020,ATS,Medium,Low_eff,2.31,81.91,2.82,24.08,51.619601328903656,0.287133,51.08085029886297,0.09773000859845227,2225.1,,528.0,0.12405888265031004,65.5030900393637,0.0072,16.020719999999997,65.5030900393637,historical
Brunei Darussalam,2020,ATS,Medium,Mid_eff,2.31,81.91,2.82,24.08,29.360465116279073,0.16331700000000002,75.04291562128614,0.09773000859845227,1514.6,,481.4,0.12405888265031004,59.721946107859246,0.0072,10.905119999999998,59.721946107859246,historical
Brunei Darussalam,2020,ATS,Small,High_eff,2.31,81.91,2.82,27.810000000000002,14.27544048903272,0.091707,100.0,0.0672914875322442,782.6,,557.5,0.12405888265031004,69.16282707754785,0.0072,5.63472,69.16282707754785,historical
Brunei Darussalam,2020,ATS,Small,Low_eff,2.31,81.91,2.82,27.810000000000002,47.069399496583955,0.302379,64.46989043578549,0.0672914875322442,1213.9,,309.9,0.12405888265031004,38.44584773333108,0.0072,8.74008,38.44584773333108,historical
Brunei Darussalam,2020,ATS,Small,Mid_eff,2.31,81.91,2.82,27.810000000000002,38.65516001438331,0.248325,81.93048576214406,0.0672914875322442,955.2,,328.9,0.12405888265031004,40.80296650368697,0.0072,6.87744,40.80296650368697,historical
Brunei Darussalam,2021,ATS,Large,High_eff,2.29,81.43,2.81,48.09480948094809,23.539197338323977,0.259228,100.0,0.160335339638865,1864.7,,1136.62,0.12405888265031004,141.0078071979954,0.0072,13.425839999999999,141.0078071979954,historical
Brunei Darussalam,2021,ATS,Large,Low_eff,2.29,81.43,2.81,48.09480948094809,34.14431274693284,0.376018,52.93533185715097,0.160335339638865,3522.6,,1082.5,0.12405888265031004,134.2937404689606,0.0072,25.36272,134.2937404689606,historical
Brunei Darussalam,2021,ATS,Large,Mid_eff,2.29,81.43,2.81,48.09480948094809,42.31648991474319,0.466015,72.32565355674502,0.160335339638865,2578.2,,1109.56,0.12405888265031004,137.65077383347798,0.0072,18.563039999999997,137.65077383347798,historical
Brunei Darussalam,2021,ATS,Medium,High_eff,2.29,81.43,2.81,24.062406240624064,20.407315045719034,0.112439,100.0,0.09773000859845227,1136.6,,709.3,0.12405888265031004,87.9949654638649,0.0072,8.18352,87.9949654638649,historical
Brunei Darussalam,2021,ATS,Medium,Low_eff,2.29,81.43,2.81,24.062406240624064,50.12468827930174,0.276174,51.08085029886297,0.09773000859845227,2225.1,,528.0,0.12405888265031004,65.5030900393637,0.0072,16.020719999999997,65.5030900393637,historical
Brunei Darussalam,2021,ATS,Medium,Mid_eff,2.29,81.43,2.81,24.062406240624064,29.46799667497921,0.162361,75.04291562128614,0.09773000859845227,1514.6,,481.4,0.12405888265031004,59.721946107859246,0.0072,10.905119999999998,59.721946107859246,historical
Brunei Darussalam,2021,ATS,Small,High_eff,2.29,81.43,2.81,27.84278427842784,15.265804597701148,0.097325,100.0,0.0672914875322442,782.6,,557.5,0.12405888265031004,69.16282707754785,0.0072,5.63472,69.16282707754785,historical
Brunei Darussalam,2021,ATS,Small,Low_eff,2.29,81.43,2.81,27.84278427842784,45.76149425287356,0.291746,64.46989043578549,0.0672914875322442,1213.9,,309.9,0.12405888265031004,38.44584773333108,0.0072,8.74008,38.44584773333108,historical
Brunei Darussalam,2021,ATS,Small,Mid_eff,2.29,81.43,2.81,27.84278427842784,38.97270114942529,0.248465,81.93048576214406,0.0672914875322442,955.2,,328.9,0.12405888265031004,40.80296650368697,0.0072,6.87744,40.80296650368697,historical
Brunei Darussalam,2022,ATS,Large,High_eff,2.26,80.94,2.8,48.04480448044804,25.062447960033303,0.27210399999999996,100.0,0.160335339638865,1864.7,,1136.62,0.12405888265031004,141.0078071979954,0.0072,13.425839999999999,141.0078071979954,historical
Brunei Darussalam,2022,ATS,Large,Low_eff,2.26,80.94,2.8,48.04480448044804,33.18068276436303,0.36024399999999995,52.93533185715097,0.160335339638865,3522.6,,1082.5,0.12405888265031004,134.2937404689606,0.0072,25.36272,134.2937404689606,historical
Brunei Darussalam,2022,ATS,Large,Mid_eff,2.26,80.94,2.8,48.04480448044804,41.75686927560366,0.4533559999999999,72.32565355674502,0.160335339638865,2578.2,,1109.56,0.12405888265031004,137.65077383347798,0.0072,18.563039999999997,137.65077383347798,historical
Brunei Darussalam,2022,ATS,Medium,High_eff,2.26,80.94,2.8,24.02240224022403,21.60699417152373,0.117294,100.0,0.09773000859845227,1136.6,,709.3,0.12405888265031004,87.9949654638649,0.0072,8.18352,87.9949654638649,historical
Brunei Darussalam,2022,ATS,Medium,Low_eff,2.26,80.94,2.8,24.02240224022403,48.79267277268942,0.264872,51.08085029886297,0.09773000859845227,2225.1,,528.0,0.12405888265031004,65.5030900393637,0.0072,16.020719999999997,65.5030900393637,historical
Brunei Darussalam,2022,ATS,Medium,Mid_eff,2.26,80.94,2.8,24.02240224022403,29.60033305578684,0.160686,75.04291562128614,0.09773000859845227,1514.6,,481.4,0.12405888265031004,59.721946107859246,0.0072,10.905119999999998,59.721946107859246,historical
Brunei Darussalam,2022,ATS,Small,High_eff,2.26,80.94,2.8,27.93279327932793,16.18331543143573,0.10215199999999998,100.0,0.0672914875322442,782.6,,557.5,0.12405888265031004,69.16282707754785,0.0072,5.63472,69.16282707754785,historical
Brunei Darussalam,2022,ATS,Small,Low_eff,2.26,80.94,2.8,27.93279327932793,44.53992123165055,0.28114399999999995,64.46989043578549,0.0672914875322442,1213.9,,309.9,0.12405888265031004,38.44584773333108,0.0072,8.74008,38.44584773333108,historical
Brunei Darussalam,2022,ATS,Small,Mid_eff,2.26,80.94,2.8,27.93279327932793,39.27676333691372,0.24792199999999998,81.93048576214406,0.0672914875322442,955.2,,328.9,0.12405888265031004,40.80296650368697,0.0072,6.87744,40.80296650368697,historical
Brunei Darussalam,2023,ATS,Large,High_eff,2.27,81.07,2.8,48.02,26.46813827571845,0.288517,100.0,0.160335339638865,1864.7,,1136.62,0.12405888265031004,141.0078071979954,0.0072,13.425839999999999,141.0078071979954,historical
Brunei Darussalam,2023,ATS,Large,Low_eff,2.27,81.07,2.8,48.02,32.299042065805914,0.35207700000000003,52.93533185715097,0.160335339638865,3522.6,,1082.5,0.12405888265031004,134.2937404689606,0.0072,25.36272,134.2937404689606,historical
Brunei Darussalam,2023,ATS,Large,Mid_eff,2.27,81.07,2.8,48.02,41.232819658475634,0.44946,72.32565355674502,0.160335339638865,2578.2,,1109.56,0.12405888265031004,137.65077383347798,0.0072,18.563039999999997,137.65077383347798,historical
Brunei Darussalam,2023,ATS,Medium,High_eff,2.27,81.07,2.8,24.02,22.689425478767696,0.123715,100.0,0.09773000859845227,1136.6,,709.3,0.12405888265031004,87.9949654638649,0.0072,8.18352,87.9949654638649,historical
Brunei Darussalam,2023,ATS,Medium,Low_eff,2.27,81.07,2.8,24.02,47.58534554537885,0.259461,51.08085029886297,0.09773000859845227,2225.1,,528.0,0.12405888265031004,65.5030900393637,0.0072,16.020719999999997,65.5030900393637,historical
Brunei Darussalam,2023,ATS,Medium,Mid_eff,2.27,81.07,2.8,24.02,29.725228975853458,0.162078,75.04291562128614,0.09773000859845227,1514.6,,481.4,0.12405888265031004,59.721946107859246,0.0072,10.905119999999998,59.721946107859246,historical
Brunei Darussalam,2023,ATS,Small,High_eff,2.27,81.07,2.8,27.96,17.02432045779685,0.108052,100.0,0.0672914875322442,782.6,,557.5,0.12405888265031004,69.16282707754785,0.0072,5.63472,69.16282707754785,historical
Brunei Darussalam,2023,ATS,Small,Low_eff,2.27,81.07,2.8,27.96,43.4549356223176,0.275805,64.46989043578549,0.0672914875322442,1213.9,,309.9,0.12405888265031004,38.44584773333108,0.0072,8.74008,38.44584773333108,historical
Brunei Darussalam,2023,ATS,Small,Mid_eff,2.27,81.07,2.8,27.96,39.520743919885554,0.25083500000000003,81.93048576214406,0.0672914875322442,955.2,,328.9,0.12405888265031004,40.80296650368697,0.0072,6.87744,40.80296650368697,historical
Brunei Darussalam,2024,ATS,Large,High_eff,2.3,81.64,2.82,48.04480448044804,36.157368859283935,0.39951000000000003,100.0,0.160335339638865,1864.7,,1142.31,0.12405888265031004,141.71370224027567,0.0072,13.425839999999999,141.71370224027567,projected
Brunei Darussalam,2024,ATS,Large,Low_eff,2.3,81.64,2.82,48.04480448044804,26.228143213988343,0.28979999999999995,52.93533185715097,0.160335339638865,3522.6,,1087.91,0.12405888265031004,134.9648990240988,0.0072,25.36272,134.9648990240988,projected
Brunei Darussalam,2024,ATS,Large,Mid_eff,2.3,81.64,2.82,48.04480448044804,37.61448792672773,0.41561,72.32565355674502,0.160335339638865,2578.2,,1115.11,0.12405888265031004,138.33930063218722,0.0072,18.563039999999997,138.33930063218722,projected
Brunei Darussalam,2024,ATS,Medium,High_eff,2.3,81.64,2.82,24.02240224022403,30.30807660283097,0.16744,100.0,0.09773000859845227,1136.6,,706.5,0.12405888265031004,87.64760059244404,0.0072,8.18352,87.64760059244404,projected
Brunei Darussalam,2024,ATS,Medium,Low_eff,2.3,81.64,2.82,24.02240224022403,39.17568692756036,0.21642999999999998,51.08085029886297,0.09773000859845227,2225.1,,530.64,0.12405888265031004,65.83060548956051,0.0072,16.020719999999997,65.83060548956051,projected
Brunei Darussalam,2024,ATS,Medium,Mid_eff,2.3,81.64,2.82,24.02240224022403,30.516236469608653,0.16859,75.04291562128614,0.09773000859845227,1514.6,,485.44,0.12405888265031004,60.223143993766506,0.0072,10.905119999999998,60.223143993766506,projected
Brunei Darussalam,2024,ATS,Small,High_eff,2.3,81.64,2.82,27.93279327932793,22.77121374865736,0.14628,100.0,0.0672914875322442,782.6,,551.62,0.12405888265031004,68.43336084756402,0.0072,5.63472,68.43336084756402,projected
Brunei Darussalam,2024,ATS,Small,Low_eff,2.3,81.64,2.82,27.93279327932793,36.018617973505194,0.23137999999999997,64.46989043578549,0.0672914875322442,1213.9,,311.45,0.12405888265031004,38.63813900143906,0.0072,8.74008,38.63813900143906,projected
Brunei Darussalam,2024,ATS,Small,Mid_eff,2.3,81.64,2.82,27.93279327932793,41.21016827783745,0.26472999999999997,81.93048576214406,0.0672914875322442,955.2,,329.88,0.12405888265031004,40.924544208684274,0.0072,6.87744,40.924544208684274,projected
Brunei Darussalam,2025,ATS,Large,High_eff,2.32,82.04,2.83,48.05,36.21227887617066,0.40367999999999993,100.0,0.160335339638865,1864.7,,1148.02,0.12405888265031004,142.42207846020892,0.0072,13.425839999999999,142.42207846020892,projected
Brunei Darussalam,2025,ATS,Large,Low_eff,2.32,82.04,2.83,48.05,26.181061394380855,0.29185599999999995,52.93533185715097,0.160335339638865,3522.6,,1093.35,0.12405888265031004,135.63977934571648,0.0072,25.36272,135.63977934571648,projected
Brunei Darussalam,2025,ATS,Large,Mid_eff,2.32,82.04,2.83,48.05,37.606659729448495,0.419224,72.32565355674502,0.160335339638865,2578.2,,1120.69,0.12405888265031004,139.03154919737597,0.0072,18.563039999999997,139.03154919737597,projected
Brunei Darussalam,2025,ATS,Medium,High_eff,2.32,82.04,2.83,24.03,30.33707865168539,0.16912799999999997,100.0,0.09773000859845227,1136.6,,703.88,0.12405888265031004,87.32256631990023,0.0072,8.18352,87.32256631990023,projected
Brunei Darussalam,2025,ATS,Medium,Low_eff,2.32,82.04,2.83,24.03,39.11776945484811,0.21808,51.08085029886297,0.09773000859845227,2225.1,,533.29,0.12405888265031004,66.15936152858383,0.0072,16.020719999999997,66.15936152858383,projected
Brunei Darussalam,2025,ATS,Medium,Mid_eff,2.32,82.04,2.83,24.03,30.5451518934665,0.17028799999999997,75.04291562128614,0.09773000859845227,1514.6,,489.45,0.12405888265031004,60.720620113194244,0.0072,10.905119999999998,60.720620113194244,projected
Brunei Darussalam,2025,ATS,Small,High_eff,2.32,82.04,2.83,27.92,22.815186246418335,0.147784,100.0,0.0672914875322442,782.6,,545.97,0.12405888265031004,67.73242816058978,0.0072,5.63472,67.73242816058978,projected
Brunei Darussalam,2025,ATS,Small,Low_eff,2.32,82.04,2.83,27.92,35.95988538681948,0.23292799999999997,64.46989043578549,0.0672914875322442,1213.9,,313.01,0.12405888265031004,38.83167085837354,0.0072,8.74008,38.83167085837354,projected
Brunei Darussalam,2025,ATS,Small,Mid_eff,2.32,82.04,2.83,27.92,41.22492836676218,0.267032,81.93048576214406,0.0672914875322442,955.2,,330.88,0.12405888265031004,41.048603091334584,0.0072,6.87744,41.048603091334584,projected
Brunei Darussalam,2026,ATS,Large,High_eff,2.34,82.46,2.84,48.050389922015604,36.26716604244694,0.40786199999999995,100.0,0.160335339638865,1864.7,,1153.76,0.12405888265031004,143.1341764466217,0.0072,13.425839999999999,143.1341764466217,projected
Brunei Darussalam,2026,ATS,Large,Low_eff,2.34,82.46,2.84,48.050389922015604,26.15480649188514,0.294138,52.93533185715097,0.160335339638865,3522.6,,1098.82,0.12405888265031004,136.31838143381367,0.0072,25.36272,136.31838143381367,projected
