Country,Year,Size_group,Efficiency_level,device_thousand
Brunei Darussalam,2052,Large,Mid_eff,0.1357
Brunei Darussalam,2053,Large,Mid_eff,0.0806
Brunei Darussalam,2054,Large,Mid_eff,0.0463
Brunei Darussalam,2055,Large,Mid_eff,0.0257
Brunei Darussalam,2056,Large,Mid_eff,0.0137
Brunei Darussalam,2057,Large,Mid_eff,0.0071
Brunei Darussalam,2058,Large,Mid_eff,0.0035
Brunei Darussalam,2059,Large,Mid_eff,0.0017
Brunei Darussalam,2060,Large,Mid_eff,0.0008
Brunei Darussalam,2005,Medium,High_eff,15.5108
Brunei Darussalam,2006,Medium,High_eff,15.7683
Brunei Darussalam,2007,Medium,High_eff,16.0196
Brunei Darussalam,2008,Medium,High_eff,16.2657
Brunei Darussalam,2009,Medium,High_eff,16.5085
Brunei Darussalam,2010,Medium,High_eff,16.7513
Brunei Darussalam,2011,Medium,High_eff,16.9822
Brunei Darussalam,2012,Medium,High_eff,17.1988
Brunei Darussalam,2013,Medium,High_eff,17.4132
Brunei Darussalam,2014,Medium,High_eff,17.623
Brunei Darussalam,2015,Medium,High_eff,17.6728
Brunei Darussalam,2016,Medium,High_eff,17.6327
Brunei Darussalam,2017,Medium,High_eff,17.8102
Brunei Darussalam,2018,Medium,High_eff,17.8969
Brunei Darussalam,2019,Medium,High_eff,18.2902
Brunei Darussalam,2020,Medium,High_eff,18.4439
Brunei Darussalam,2021,Medium,High_eff,18.4348
Brunei Darussalam,2022,Medium,High_eff,18.3416
Brunei Darussalam,2023,Medium,High_eff,18.5672
Brunei Darussalam,2024,Medium,High_eff,18.9514
Brunei Darussalam,2025,Medium,High_eff,19.25
Brunei Darussalam,2026,Medium,High_eff,18.0708
Brunei Darussalam,2027,Medium,High_eff,16.8833
Brunei Darussalam,2028,Medium,High_eff,15.6898
Brunei Darussalam,2029,Medium,High_eff,14.494
Brunei Darussalam,2030,Medium,High_eff,13.3009
Brunei Darussalam,2031,Medium,High_eff,12.1166
Brunei Darussalam,2032,Medium,High_eff,10.9485
Brunei Darussalam,2033,Medium,High_eff,9.8049
Brunei Darussalam,2034,Medium,High_eff,8.695
Brunei Darussalam,2035,Medium,High_eff,7.6282
Brunei Darussalam,2036,Medium,High_eff,6.6143
Brunei Darussalam,2037,Medium,High_eff,5.6625
Brunei Darussalam,2038,Medium,High_eff,4.7812
Brunei Darussalam,2039,Medium,High_eff,3.9773
Brunei Darussalam,2040,Medium,High_eff,3.2559
Brunei Darussalam,2041,Medium,High_eff,2.6199
Brunei Darussalam,2042,Medium,High_eff,2.0697
Brunei Darussalam,2043,Medium,High_eff,1.6034
Brunei Darussalam,2044,Medium,High_eff,1.2165
Brunei Darussalam,2045,Medium,High_eff,0.9028
Brunei Darussalam,2046,Medium,High_eff,0.6546
Brunei Darussalam,2047,Medium,High_eff,0.4631
Brunei Darussalam,2048,Medium,High_eff,0.3192
Brunei Darussalam,2049,Medium,High_eff,0.2141
Brunei Darussalam,2050,Medium,High_eff,0.1396
Brunei Darussalam,2051,Medium,High_eff,0.0884
Brunei Darussalam,2052,Medium,High_eff,0.0542
Brunei Darussalam,2053,Medium,High_eff,0.0322
Brunei Darussalam,2054,Medium,High_eff,0.0185
Brunei Darussalam,2055,Medium,High_eff,0.0102
Brunei Darussalam,2056,Medium,High_eff,0.0055
Brunei Darussalam,2057,Medium,High_eff,0.0028
Brunei Darussalam,2058,Medium,High_eff,0.0014
Brunei Darussalam,2059,Medium,High_eff,0.0007
Brunei Darussalam,2060,Medium,High_eff,0.0003
Brunei Darussalam,2005,Medium,Low_eff,20.2808
Brunei Darussalam,2006,Medium,Low_eff,20.6176
Brunei Darussalam,2007,Medium,Low_eff,20.9461
Brunei Darussalam,2008,Medium,Low_eff,21.268
Brunei Darussalam,2009,Medium,Low_eff,21.5854
Brunei Darussalam,2010,Medium,Low_eff,21.9029
Brunei Darussalam,2011,Medium,Low_eff,22.2048
Brunei Darussalam,2012,Medium,Low_eff,22.488
Brunei Darussalam,2013,Medium,Low_eff,22.7684
Brunei Darussalam,2014,Medium,Low_eff,23.0427
Brunei Darussalam,2015,Medium,Low_eff,23.1078
Brunei Darussalam,2016,Medium,Low_eff,23.0553
Brunei Darussalam,2017,Medium,Low_eff,23.2874
Brunei Darussalam,2018,Medium,Low_eff,23.4008
Brunei Darussalam,2019,Medium,Low_eff,23.915
Brunei Darussalam,2020,Medium,Low_eff,24.1159
Brunei Darussalam,2021,Medium,Low_eff,24.1041
Brunei Darussalam,2022,Medium,Low_eff,23.9823
Brunei Darussalam,2023,Medium,Low_eff,24.2772
Brunei Darussalam,2024,Medium,Low_eff,24.7796
Brunei Darussalam,2025,Medium,Low_eff,25.17
Brunei Darussalam,2026,Medium,Low_eff,23.6281
Brunei Darussalam,2027,Medium,Low_eff,22.0755
Brunei Darussalam,2028,Medium,Low_eff,20.515
Brunei Darussalam,2029,Medium,Low_eff,18.9514
Brunei Darussalam,2030,Medium,Low_eff,17.3913
Brunei Darussalam,2031,Medium,Low_eff,15.8428
Brunei Darussalam,2032,Medium,Low_eff,14.3155
Brunei Darussalam,2033,Medium,Low_eff,12.8202
Brunei Darussalam,2034,Medium,Low_eff,11.3689
Brunei Darussalam,2035,Medium,Low_eff,9.9741
Brunei Darussalam,2036,Medium,Low_eff,8.6485
Brunei Darussalam,2037,Medium,Low_eff,7.404
Brunei Darussalam,2038,Medium,Low_eff,6.2516
Brunei Darussalam,2039,Medium,Low_eff,5.2005
Brunei Darussalam,2040,Medium,Low_eff,4.2572
Brunei Darussalam,2041,Medium,Low_eff,3.4256
Brunei Darussalam,2042,Medium,Low_eff,2.7063
Brunei Darussalam,2043,Medium,Low_eff,2.0965
Brunei Darussalam,2044,Medium,Low_eff,1.5906
Brunei Darussalam,2045,Medium,Low_eff,1.1805
Brunei Darussalam,2046,Medium,Low_eff,0.8559
Brunei Darussalam,2047,Medium,Low_eff,0.6055
Brunei Darussalam,2048,Medium,Low_eff,0.4174
Brunei Darussalam,2049,Medium,Low_eff,0.28
Brunei Darussalam,2050,Medium,Low_eff,0.1826
Brunei Darussalam,2051,Medium,Low_eff,0.1155
Brunei Darussalam,2052,Medium,Low_eff,0.0709
Brunei Darussalam,2053,Medium,Low_eff,0.0421
Brunei Darussalam,2054,Medium,Low_eff,0.0242
Brunei Darussalam,2055,Medium,Low_eff,0.0134
Brunei Darussalam,2056,Medium,Low_eff,0.0072
Brunei Darussalam,2057,Medium,Low_eff,0.0037
Brunei Darussalam,2058,Medium,Low_eff,0.0018
Brunei Darussalam,2059,Medium,Low_eff,0.0009
Brunei Darussalam,2060,Medium,Low_eff,0.0004
Brunei Darussalam,2005,Medium,Mid_eff,15.7686
Brunei Darussalam,2006,Medium,Mid_eff,16.0305
Brunei Darussalam,2007,Medium,Mid_eff,16.2859
Brunei Darussalam,2008,Medium,Mid_eff,16.5361
Brunei Darussalam,2009,Medium,Mid_eff,16.783
Brunei Darussalam,2010,Medium,Mid_eff,17.0298
Brunei Darussalam,2011,Medium,Mid_eff,17.2645
Brunei Darussalam,2012,Medium,Mid_eff,17.4847
Brunei Darussalam,2013,Medium,Mid_eff,17.7027
Brunei Darussalam,2014,Medium,Mid_eff,17.916
Brunei Darussalam,2015,Medium,Mid_eff,17.9666
Brunei Darussalam,2016,Medium,Mid_eff,17.9258
Brunei Darussalam,2017,Medium,Mid_eff,18.1063
Brunei Darussalam,2018,Medium,Mid_eff,18.1944
Brunei Darussalam,2019,Medium,Mid_eff,18.5942
Brunei Darussalam,2020,Medium,Mid_eff,18.7505
Brunei Darussalam,2021,Medium,Mid_eff,18.7413
Brunei Darussalam,2022,Medium,Mid_eff,18.6465
Brunei Darussalam,2023,Medium,Mid_eff,18.8758
Brunei Darussalam,2024,Medium,Mid_eff,19.2665
Brunei Darussalam,2025,Medium,Mid_eff,19.57
Brunei Darussalam,2026,Medium,Mid_eff,18.3712
Brunei Darussalam,2027,Medium,Mid_eff,17.164
Brunei Darussalam,2028,Medium,Mid_eff,15.9506
Brunei Darussalam,2029,Medium,Mid_eff,14.735
Brunei Darussalam,2030,Medium,Mid_eff,13.522
Brunei Darussalam,2031,Medium,Mid_eff,12.318
Brunei Darussalam,2032,Medium,Mid_eff,11.1305
Brunei Darussalam,2033,Medium,Mid_eff,9.9679
Brunei Darussalam,2034,Medium,Mid_eff,8.8395
Brunei Darussalam,2035,Medium,Mid_eff,7.755
Brunei Darussalam,2036,Medium,Mid_eff,6.7243
Brunei Darussalam,2037,Medium,Mid_eff,5.7567
Brunei Darussalam,2038,Medium,Mid_eff,4.8607
Brunei Darussalam,2039,Medium,Mid_eff,4.0434
Brunei Darussalam,2040,Medium,Mid_eff,3.31
Brunei Darussalam,2041,Medium,Mid_eff,2.6635
Brunei Darussalam,2042,Medium,Mid_eff,2.1042
Brunei Darussalam,2043,Medium,Mid_eff,1.63
Brunei Darussalam,2044,Medium,Mid_eff,1.2367
Brunei Darussalam,2045,Medium,Mid_eff,0.9178
Brunei Darussalam,2046,Medium,Mid_eff,0.6655
Brunei Darussalam,2047,Medium,Mid_eff,0.4708
Brunei Darussalam,2048,Medium,Mid_eff,0.3245
Brunei Darussalam,2049,Medium,Mid_eff,0.2177
Brunei Darussalam,2050,Medium,Mid_eff,0.1419
Brunei Darussalam,2051,Medium,Mid_eff,0.0898
Brunei Darussalam,2052,Medium,Mid_eff,0.0551
Brunei Darussalam,2053,Medium,Mid_eff,0.0327
Brunei Darussalam,2054,Medium,Mid_eff,0.0188
Brunei Darussalam,2055,Medium,Mid_eff,0.0104
Brunei Darussalam,2056,Medium,Mid_eff,0.0056
Brunei Darussalam,2057,Medium,Mid_eff,0.0029
Brunei Darussalam,2058,Medium,Mid_eff,0.0014
Brunei Darussalam,2059,Medium,Mid_eff,0.0007
Brunei Darussalam,2060,Medium,Mid_eff,0.0003
Brunei Darussalam,2005,Small,High_eff,13.585
Brunei Darussalam,2006,Small,High_eff,13.8106
Brunei Darussalam,2007,Small,High_eff,14.0307
Brunei Darussalam,2008,Small,High_eff,14.2463
Brunei Darussalam,2009,Small,High_eff,14.4589
Brunei Darussalam,2010,Small,High_eff,14.6715
Brunei Darussalam,2011,Small,High_eff,14.8738
Brunei Darussalam,2012,Small,High_eff,15.0635
Brunei Darussalam,2013,Small,High_eff,15.2513
Brunei Darussalam,2014,Small,High_eff,15.435
Brunei Darussalam,2015,Small,High_eff,15.4787
Brunei Darussalam,2016,Small,High_eff,15.4435
Brunei Darussalam,2017,Small,High_eff,15.599
Brunei Darussalam,2018,Small,High_eff,15.6749
Brunei Darussalam,2019,Small,High_eff,16.0194
Brunei Darussalam,2020,Small,High_eff,16.1539
Brunei Darussalam,2021,Small,High_eff,16.146
Brunei Darussalam,2022,Small,High_eff,16.0644
Brunei Darussalam,2023,Small,High_eff,16.262
Brunei Darussalam,2024,Small,High_eff,16.5985
Brunei Darussalam,2025,Small,High_eff,16.86
Brunei Darussalam,2026,Small,High_eff,15.8272
Brunei Darussalam,2027,Small,High_eff,14.7871
Brunei Darussalam,2028,Small,High_eff,13.7418
Brunei Darussalam,2029,Small,High_eff,12.6945
Brunei Darussalam,2030,Small,High_eff,11.6495
Brunei Darussalam,2031,Small,High_eff,10.6122
Brunei Darussalam,2032,Small,High_eff,9.5892
Brunei Darussalam,2033,Small,High_eff,8.5876
Brunei Darussalam,2034,Small,High_eff,7.6154
Brunei Darussalam,2035,Small,High_eff,6.6811
Brunei Darussalam,2036,Small,High_eff,5.7931
Brunei Darussalam,2037,Small,High_eff,4.9595
Brunei Darussalam,2038,Small,High_eff,4.1876
Brunei Darussalam,2039,Small,High_eff,3.4835
Brunei Darussalam,2040,Small,High_eff,2.8517
Brunei Darussalam,2041,Small,High_eff,2.2946
Brunei Darussalam,2042,Small,High_eff,1.8128
Brunei Darussalam,2043,Small,High_eff,1.4043
Brunei Darussalam,2044,Small,High_eff,1.0655
Brunei Darussalam,2045,Small,High_eff,0.7907
Brunei Darussalam,2046,Small,High_eff,0.5733
Brunei Darussalam,2047,Small,High_eff,0.4056
Brunei Darussalam,2048,Small,High_eff,0.2796
Brunei Darussalam,2049,Small,High_eff,0.1876
Brunei Darussalam,2050,Small,High_eff,0.1223
Brunei Darussalam,2051,Small,High_eff,0.0774
Brunei Darussalam,2052,Small,High_eff,0.0475
Brunei Darussalam,2053,Small,High_eff,0.0282
Brunei Darussalam,2054,Small,High_eff,0.0162
Brunei Darussalam,2055,Small,High_eff,0.009
Brunei Darussalam,2056,Small,High_eff,0.0048
Brunei Darussalam,2057,Small,High_eff,0.0025
Brunei Darussalam,2058,Small,High_eff,0.0012
Brunei Darussalam,2059,Small,High_eff,0.0006
Brunei Darussalam,2060,Small,High_eff,0.0003
Brunei Darussalam,2005,Small,Low_eff,21.6909
Brunei Darussalam,2006,Small,Low_eff,22.0511
Brunei Darussalam,2007,Small,Low_eff,22.4025
Brunei Darussalam,2008,Small,Low_eff,22.7467
Brunei Darussalam,2009,Small,Low_eff,23.0862
Brunei Darussalam,2010,Small,Low_eff,23.4257
Brunei Darussalam,2011,Small,Low_eff,23.7487
Brunei Darussalam,2012,Small,Low_eff,24.0515
Brunei Darussalam,2013,Small,Low_eff,24.3514
Brunei Darussalam,2014,Small,Low_eff,24.6448
Brunei Darussalam,2015,Small,Low_eff,24.7144
Brunei Darussalam,2016,Small,Low_eff,24.6582
Brunei Darussalam,2017,Small,Low_eff,24.9066
Brunei Darussalam,2018,Small,Low_eff,25.0277
Brunei Darussalam,2019,Small,Low_eff,25.5778
Brunei Darussalam,2020,Small,Low_eff,25.7926
Brunei Darussalam,2021,Small,Low_eff,25.78
Brunei Darussalam,2022,Small,Low_eff,25.6497
Brunei Darussalam,2023,Small,Low_eff,25.9651
Brunei Darussalam,2024,Small,Low_eff,26.5025
Brunei Darussalam,2025,Small,Low_eff,26.92
Brunei Darussalam,2026,Small,Low_eff,25.2709
Brunei Darussalam,2027,Small,Low_eff,23.6103
Brunei Darussalam,2028,Small,Low_eff,21.9413
Brunei Darussalam,2029,Small,Low_eff,20.269
Brunei Darussalam,2030,Small,Low_eff,18.6005
Brunei Darussalam,2031,Small,Low_eff,16.9443
Brunei Darussalam,2032,Small,Low_eff,15.3108
Brunei Darussalam,2033,Small,Low_eff,13.7116
Brunei Darussalam,2034,Small,Low_eff,12.1594
Brunei Darussalam,2035,Small,Low_eff,10.6676
Brunei Darussalam,2036,Small,Low_eff,9.2498
Brunei Darussalam,2037,Small,Low_eff,7.9187
Brunei Darussalam,2038,Small,Low_eff,6.6863
Brunei Darussalam,2039,Small,Low_eff,5.562
Brunei Darussalam,2040,Small,Low_eff,4.5532
Brunei Darussalam,2041,Small,Low_eff,3.6638
Brunei Darussalam,2042,Small,Low_eff,2.8944
Brunei Darussalam,2043,Small,Low_eff,2.2422
Brunei Darussalam,2044,Small,Low_eff,1.7012
Brunei Darussalam,2045,Small,Low_eff,1.2626
Brunei Darussalam,2046,Small,Low_eff,0.9154
Brunei Darussalam,2047,Small,Low_eff,0.6476
Brunei Darussalam,2048,Small,Low_eff,0.4464
Brunei Darussalam,2049,Small,Low_eff,0.2995
Brunei Darussalam,2050,Small,Low_eff,0.1953
Brunei Darussalam,2051,Small,Low_eff,0.1236
Brunei Darussalam,2052,Small,Low_eff,0.0758
Brunei Darussalam,2053,Small,Low_eff,0.045
Brunei Darussalam,2054,Small,Low_eff,0.0259
Brunei Darussalam,2055,Small,Low_eff,0.0143
Brunei Darussalam,2056,Small,Low_eff,0.0077
Brunei Darussalam,2057,Small,Low_eff,0.0039
Brunei Darussalam,2058,Small,Low_eff,0.002
Brunei Darussalam,2059,Small,Low_eff,0.0009
Brunei Darussalam,2060,Small,Low_eff,0.0004
Brunei Darussalam,2005,Small,Mid_eff,24.6641
Brunei Darussalam,2006,Small,Mid_eff,25.0737
Brunei Darussalam,2007,Small,Mid_eff,25.4732
Brunei Darussalam,2008,Small,Mid_eff,25.8647
Brunei Darussalam,2009,Small,Mid_eff,26.2507
Brunei Darussalam,2010,Small,Mid_eff,26.6367
Brunei Darussalam,2011,Small,Mid_eff,27.004
Brunei Darussalam,2012,Small,Mid_eff,27.3483
Brunei Darussalam,2013,Small,Mid_eff,27.6893
Brunei Darussalam,2014,Small,Mid_eff,28.0229
Brunei Darussalam,2015,Small,Mid_eff,28.1021
Brunei Darussalam,2016,Small,Mid_eff,28.0382
Brunei Darussalam,2017,Small,Mid_eff,28.3206
Brunei Darussalam,2018,Small,Mid_eff,28.4584
Brunei Darussalam,2019,Small,Mid_eff,29.0838
Brunei Darussalam,2020,Small,Mid_eff,29.3281
Brunei Darussalam,2021,Small,Mid_eff,29.3138
Brunei Darussalam,2022,Small,Mid_eff,29.1655
Brunei Darussalam,2023,Small,Mid_eff,29.5243
Brunei Darussalam,2024,Small,Mid_eff,30.1352
Brunei Darussalam,2025,Small,Mid_eff,30.61
Brunei Darussalam,2026,Small,Mid_eff,28.7349
Brunei Darussalam,2027,Small,Mid_eff,26.8466
Brunei Darussalam,2028,Small,Mid_eff,24.9489
Brunei Darussalam,2029,Small,Mid_eff,23.0474
Brunei Darussalam,2030,Small,Mid_eff,21.1501
Brunei Darussalam,2031,Small,Mid_eff,19.2669
Brunei Darussalam,2032,Small,Mid_eff,17.4095
Brunei Darussalam,2033,Small,Mid_eff,15.5911
Brunei Darussalam,2034,Small,Mid_eff,13.8261
Brunei Darussalam,2035,Small,Mid_eff,12.1299
Brunei Darussalam,2036,Small,Mid_eff,10.5176
Brunei Darussalam,2037,Small,Mid_eff,9.0042
Brunei Darussalam,2038,Small,Mid_eff,7.6028
Brunei Darussalam,2039,Small,Mid_eff,6.3244
Brunei Darussalam,2040,Small,Mid_eff,5.1773
Brunei Darussalam,2041,Small,Mid_eff,4.166
Brunei Darussalam,2042,Small,Mid_eff,3.2912
Brunei Darussalam,2043,Small,Mid_eff,2.5496
Brunei Darussalam,2044,Small,Mid_eff,1.9344
Brunei Darussalam,2045,Small,Mid_eff,1.4356
Brunei Darussalam,2046,Small,Mid_eff,1.0409
Brunei Darussalam,2047,Small,Mid_eff,0.7363
Brunei Darussalam,2048,Small,Mid_eff,0.5076
Brunei Darussalam,2049,Small,Mid_eff,0.3405
Brunei Darussalam,2050,Small,Mid_eff,0.222
Brunei Darussalam,2051,Small,Mid_eff,0.1405
Brunei Darussalam,2052,Small,Mid_eff,0.0862
Brunei Darussalam,2053,Small,Mid_eff,0.0512
Brunei Darussalam,2054,Small,Mid_eff,0.0294
Brunei Darussalam,2055,Small,Mid_eff,0.0163
Brunei Darussalam,2056,Small,Mid_eff,0.0087
Brunei Darussalam,2057,Small,Mid_eff,0.0045
Brunei Darussalam,2058,Small,Mid_eff,0.0022
Brunei Darussalam,2059,Small,Mid_eff,0.0011
Brunei Darussalam,2060,Small,Mid_eff,0.0005
Cambodia,2005,Large,High_eff,10.8935
Cambodia,2006,Large,High_eff,12.1761
Cambodia,2007,Large,High_eff,13.6114
Cambodia,2008,Large,High_eff,15.2027
Cambodia,2009,Large,High_eff,16.9548
Cambodia,2010,Large,High_eff,18.8993
Cambodia,2011,Large,High_eff,21.0661
Cambodia,2012,Large,High_eff,23.4802
Cambodia,2013,Large,High_eff,26.1661
Cambodia,2014,Large,High_eff,29.1497
