[run] Active area:     'aeo9_v0.38_yy'
     [OK]  Transformation\Centralized Electricity Generation\Processes\Tidal . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Wave . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Wind Offshore . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Biomass Gasification . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Waste . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Pumped Hydro . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\CAES . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Direct Air Capture . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Biogas . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Biomass Gasification . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Biomass Other . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\CAES . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal IGCC . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Subcritical . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Supercritical . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Diesel . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Direct Air Capture . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Fuel Oil . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle . 'Capacity Additions' = Add(2027, 38.6667, 2028, 38.6667, 2029, 38.6667, 2030, 38...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Engine . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Steam . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Turbine . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Geothermal Flash . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Geothermal ORC . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Large Hydro . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear LWR . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear SFR . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear SMR . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Pumped Hydro . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Small Hydro . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Solar CSP . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Solar Floating . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Solar PV . 'Capacity Additions' = Add(2026, 88, 2027, 88, 2028, 88, 2029, 88, 2030, 88, 203...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Tidal . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Unmet Load . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Waste . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Wave . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Wind Offshore . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Wind Onshore . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Biogas . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Biomass Gasification . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Biomass Other . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\CAES . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal IGCC . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Subcritical . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Supercritical . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Diesel . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Direct Air Capture . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Fuel Oil . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Engine . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Steam . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Turbine . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Geothermal Flash . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Geothermal ORC . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Large Hydro . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear LWR . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear SFR . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear SMR . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Pumped Hydro . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Small Hydro . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Solar CSP . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Solar Floating . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Solar PV . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Tidal . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Unmet Load . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Waste . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Wave . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Wind Offshore . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Wind Onshore . 'Capacity Retirement' = 0
  [region='Cambodia'] 107 rows
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Supercritical . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal IGCC . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Fuel Oil . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Steam . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear LWR . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear SMR . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear SFR . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Geothermal ORC . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Solar CSP . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Solar Floating . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Tidal . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Wave . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Wind Offshore . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Biomass Gasification . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Waste . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Pumped Hydro . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\CAES . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Direct Air Capture . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Biogas . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Biomass Gasification . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Biomass Other . 'Capacity Additions' = Add(2026, 200, 2027, 200)
     [OK]  Transformation\Centralized Electricity Generation\Processes\CAES . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal IGCC . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Subcritical . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Supercritical . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Diesel . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Direct Air Capture . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Fuel Oil . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle . 'Capacity Additions' = Add(2027, 400, 2028, 400)
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Engine . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Steam . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Turbine . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Geothermal Flash . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Geothermal ORC . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Large Hydro . 'Capacity Additions' = Add(2026, 254, 2029, 431, 2036, 170, 2037, 363, 2039, 30,...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries . 'Capacity Additions' = Add(2025, 750, 2026, 250)
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear LWR . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear SFR . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear SMR . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Pumped Hydro . 'Capacity Additions' = Add(2029, 500, 2030, 500, 2032, 600, 2033, 600, 2034, 600...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Small Hydro . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Solar CSP . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Solar Floating . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Solar PV . 'Capacity Additions' = Add(2025, 750, 2026, 250, 2029, 1400, 2030, 1400, 2032, 1...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Tidal . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Unmet Load . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Waste . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Wave . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Wind Offshore . 'Capacity Additions' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Wind Onshore . 'Capacity Additions' = Add(2026, 150, 2027, 300, 2029, 100, 2037, 500, 2038, 104...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Biogas . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Biomass Gasification . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Biomass Other . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\CAES . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal IGCC . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Subcritical . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Supercritical . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Diesel . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Direct Air Capture . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Fuel Oil . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Engine . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Steam . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Turbine . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Geothermal Flash . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Geothermal ORC . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Large Hydro . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear LWR . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear SFR . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear SMR . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Pumped Hydro . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Small Hydro . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Solar CSP . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Solar Floating . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Solar PV . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Tidal . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Unmet Load . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Waste . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Wave . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Wind Offshore . 'Capacity Retirement' = 0
     [OK]  Transformation\Centralized Electricity Generation\Processes\Wind Onshore . 'Capacity Retirement' = 0
  [region='Laos'] 107 rows
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Supercritical . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal IGCC . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Fuel Oil . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Steam . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear LWR . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear SMR . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Nuclear SFR . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Geothermal ORC . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Solar CSP . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
     [OK]  Transformation\Centralized Electricity Generation\Processes\Solar Floating . 'Exogenous Capacity' = Existing Capacity[MW] + Capacity Additions[MW] - Capacity...
