ams,branch,variable,expression,unit,scenario,source,note
Brunei,Demand\Residential\Projections\Air Conditioning_\Large\Mid_eff,Unit Capacity,0.436577804,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Cambodia,Demand\Residential\Projections\Air Conditioning_\Large\Mid_eff,Unit Capacity,0.361059829,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Indonesia,Demand\Residential\Projections\Air Conditioning_\Large\Mid_eff,Unit Capacity,0.4696378952,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Laos,Demand\Residential\Projections\Air Conditioning_\Large\Mid_eff,Unit Capacity,0.4225650242,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Malaysia,Demand\Residential\Projections\Air Conditioning_\Large\Mid_eff,Unit Capacity,0.3931969228,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Myanmar,Demand\Residential\Projections\Air Conditioning_\Large\Mid_eff,Unit Capacity,0.4276834647,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Philippines,Demand\Residential\Projections\Air Conditioning_\Large\Mid_eff,Unit Capacity,0.348389591,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Singapore,Demand\Residential\Projections\Air Conditioning_\Large\Mid_eff,Unit Capacity,0.3620667354,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Thailand,Demand\Residential\Projections\Air Conditioning_\Large\Mid_eff,Unit Capacity,0.3394113429,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Vietnam,Demand\Residential\Projections\Air Conditioning_\Large\Mid_eff,Unit Capacity,0.4231523862,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Brunei,Demand\Residential\Projections\Air Conditioning_\Large\Low_eff,Unit Capacity,0.436577804,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Cambodia,Demand\Residential\Projections\Air Conditioning_\Large\Low_eff,Unit Capacity,0.361059829,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Indonesia,Demand\Residential\Projections\Air Conditioning_\Large\Low_eff,Unit Capacity,0.4696378952,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Laos,Demand\Residential\Projections\Air Conditioning_\Large\Low_eff,Unit Capacity,0.4225650242,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Malaysia,Demand\Residential\Projections\Air Conditioning_\Large\Low_eff,Unit Capacity,0.3931969228,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Myanmar,Demand\Residential\Projections\Air Conditioning_\Large\Low_eff,Unit Capacity,0.4276834647,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Philippines,Demand\Residential\Projections\Air Conditioning_\Large\Low_eff,Unit Capacity,0.348389591,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Singapore,Demand\Residential\Projections\Air Conditioning_\Large\Low_eff,Unit Capacity,0.3620667354,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Thailand,Demand\Residential\Projections\Air Conditioning_\Large\Low_eff,Unit Capacity,0.3394113429,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Vietnam,Demand\Residential\Projections\Air Conditioning_\Large\Low_eff,Unit Capacity,0.4231523862,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Brunei,Demand\Residential\Projections\Air Conditioning_\Medium\High_eff,Unit Capacity,0.2661589072,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Cambodia,Demand\Residential\Projections\Air Conditioning_\Medium\High_eff,Unit Capacity,0.2200929425,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Indonesia,Demand\Residential\Projections\Air Conditioning_\Medium\High_eff,Unit Capacity,0.286213125,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Laos,Demand\Residential\Projections\Air Conditioning_\Medium\High_eff,Unit Capacity,0.2576002034,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Malaysia,Demand\Residential\Projections\Air Conditioning_\Medium\High_eff,Unit Capacity,0.239727616,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Myanmar,Demand\Residential\Projections\Air Conditioning_\Medium\High_eff,Unit Capacity,0.2607048312,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Philippines,Demand\Residential\Projections\Air Conditioning_\Medium\High_eff,Unit Capacity,0.2123733273,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Singapore,Demand\Residential\Projections\Air Conditioning_\Medium\High_eff,Unit Capacity,0.2206803045,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Thailand,Demand\Residential\Projections\Air Conditioning_\Medium\High_eff,Unit Capacity,0.2068353425,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Vietnam,Demand\Residential\Projections\Air Conditioning_\Medium\High_eff,Unit Capacity,0.2579358388,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Brunei,Demand\Residential\Projections\Air Conditioning_\Medium\Mid_eff,Unit Capacity,0.2661589072,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Cambodia,Demand\Residential\Projections\Air Conditioning_\Medium\Mid_eff,Unit Capacity,0.2200929425,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Indonesia,Demand\Residential\Projections\Air Conditioning_\Medium\Mid_eff,Unit Capacity,0.286213125,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Laos,Demand\Residential\Projections\Air Conditioning_\Medium\Mid_eff,Unit Capacity,0.2576002034,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Malaysia,Demand\Residential\Projections\Air Conditioning_\Medium\Mid_eff,Unit Capacity,0.239727616,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Myanmar,Demand\Residential\Projections\Air Conditioning_\Medium\Mid_eff,Unit Capacity,0.2607048312,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Philippines,Demand\Residential\Projections\Air Conditioning_\Medium\Mid_eff,Unit Capacity,0.2123733273,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Singapore,Demand\Residential\Projections\Air Conditioning_\Medium\Mid_eff,Unit Capacity,0.2206803045,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Thailand,Demand\Residential\Projections\Air Conditioning_\Medium\Mid_eff,Unit Capacity,0.2068353425,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Vietnam,Demand\Residential\Projections\Air Conditioning_\Medium\Mid_eff,Unit Capacity,0.2579358388,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Brunei,Demand\Residential\Projections\Air Conditioning_\Medium\Low_eff,Unit Capacity,0.2661589072,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Cambodia,Demand\Residential\Projections\Air Conditioning_\Medium\Low_eff,Unit Capacity,0.2200929425,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Indonesia,Demand\Residential\Projections\Air Conditioning_\Medium\Low_eff,Unit Capacity,0.286213125,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Laos,Demand\Residential\Projections\Air Conditioning_\Medium\Low_eff,Unit Capacity,0.2576002034,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Malaysia,Demand\Residential\Projections\Air Conditioning_\Medium\Low_eff,Unit Capacity,0.239727616,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
