branch_path,variable,units,scale,per
Key\Transmission\Lines\Sarawak_Kalimantan_F,Activity Level,NA,,
Key\Transmission\Lines\Sarawak_Kalimantan_F,Capital Cost_,million $,,
Key\Transmission\Lines\Sarawak_Kalimantan_F,Efficiency_,fraction,,
Key\Transmission\Lines\Sarawak_Kalimantan_F,Fixed OM Cost_,million $,,
Key\Transmission\Lines\Sarawak_Kalimantan_F,From Node,ID,,
Key\Transmission\Lines\Sarawak_Kalimantan_F,Fuel__,ID,,
Key\Transmission\Lines\Sarawak_Kalimantan_F,Interest Rate_,ID,,
Key\Transmission\Lines\Sarawak_Kalimantan_F,Lifetime_,years,,
Key\Transmission\Lines\Sarawak_Kalimantan_F,Maximum Flow,MW,,
Key\Transmission\Lines\Sarawak_Kalimantan_F,To Node,ID,,
Key\Transmission\Lines\Sarawak_Kalimantan_F,Variable OM Cost_,million $/PJ,,
Key\Transmission\Lines\Sumatra_Singapore_F,!Construction Year,year,,
Key\Transmission\Lines\Sumatra_Singapore_F,!Reactance,per unit,,
Key\Transmission\Lines\Sumatra_Singapore_F,Activity Level,NA,,
Key\Transmission\Lines\Sumatra_Singapore_F,Capital Cost_,million $,,
Key\Transmission\Lines\Sumatra_Singapore_F,Efficiency_,fraction,,
Key\Transmission\Lines\Sumatra_Singapore_F,Fixed OM Cost_,million $,,
Key\Transmission\Lines\Sumatra_Singapore_F,From Node,ID,,
Key\Transmission\Lines\Sumatra_Singapore_F,Fuel__,ID,,
Key\Transmission\Lines\Sumatra_Singapore_F,Interest Rate_,ID,,
Key\Transmission\Lines\Sumatra_Singapore_F,Lifetime_,years,,
Key\Transmission\Lines\Sumatra_Singapore_F,Maximum Flow,MW,,
Key\Transmission\Lines\Sumatra_Singapore_F,To Node,ID,,
Key\Transmission\Lines\Sumatra_Singapore_F,Variable OM Cost_,million $/PJ,,
Key\Transmission\Lines\Thailand_Cambodia_E,!Construction Year,year,,
Key\Transmission\Lines\Thailand_Cambodia_E,!Reactance,per unit,,
Key\Transmission\Lines\Thailand_Cambodia_E,Activity Level,NA,,
Key\Transmission\Lines\Thailand_Cambodia_E,Capital Cost_,million $,,
Key\Transmission\Lines\Thailand_Cambodia_E,Efficiency_,fraction,,
Key\Transmission\Lines\Thailand_Cambodia_E,Fixed OM Cost_,million $,,
Key\Transmission\Lines\Thailand_Cambodia_E,From Node,ID,,
Key\Transmission\Lines\Thailand_Cambodia_E,Fuel__,ID,,
Key\Transmission\Lines\Thailand_Cambodia_E,Interest Rate_,ID,,
Key\Transmission\Lines\Thailand_Cambodia_E,Lifetime_,years,,
Key\Transmission\Lines\Thailand_Cambodia_E,Maximum Flow,MW,,
Key\Transmission\Lines\Thailand_Cambodia_E,To Node,ID,,
Key\Transmission\Lines\Thailand_Cambodia_E,Variable OM Cost_,million $/PJ,,
Key\Transmission\Lines\Thailand_Cambodia_F,!Construction Year,year,,
Key\Transmission\Lines\Thailand_Cambodia_F,!Reactance,per unit,,
Key\Transmission\Lines\Thailand_Cambodia_F,Activity Level,NA,,
Key\Transmission\Lines\Thailand_Cambodia_F,Capital Cost_,million $,,
Key\Transmission\Lines\Thailand_Cambodia_F,Efficiency_,fraction,,
Key\Transmission\Lines\Thailand_Cambodia_F,Fixed OM Cost_,million $,,
Key\Transmission\Lines\Thailand_Cambodia_F,From Node,ID,,
Key\Transmission\Lines\Thailand_Cambodia_F,Fuel__,ID,,
Key\Transmission\Lines\Thailand_Cambodia_F,Interest Rate_,ID,,
Key\Transmission\Lines\Thailand_Cambodia_F,Lifetime_,years,,
Key\Transmission\Lines\Thailand_Cambodia_F,Maximum Flow,MW,,
Key\Transmission\Lines\Thailand_Cambodia_F,To Node,ID,,
Key\Transmission\Lines\Thailand_Cambodia_F,Variable OM Cost_,million $/PJ,,
Key\Transmission\Lines\Thailand_Laos_E,!Construction Year,year,,
Key\Transmission\Lines\Thailand_Laos_E,!Reactance,per unit,,
Key\Transmission\Lines\Thailand_Laos_E,Activity Level,NA,,
Key\Transmission\Lines\Thailand_Laos_E,Capital Cost_,million $,,
Key\Transmission\Lines\Thailand_Laos_E,Efficiency_,fraction,,
Key\Transmission\Lines\Thailand_Laos_E,Fixed OM Cost_,million $,,
Key\Transmission\Lines\Thailand_Laos_E,From Node,ID,,
Key\Transmission\Lines\Thailand_Laos_E,Fuel__,ID,,
Key\Transmission\Lines\Thailand_Laos_E,Interest Rate_,ID,,
Key\Transmission\Lines\Thailand_Laos_E,Lifetime_,years,,
Key\Transmission\Lines\Thailand_Laos_E,Maximum Flow,MW,,
Key\Transmission\Lines\Thailand_Laos_E,To Node,ID,,
Key\Transmission\Lines\Thailand_Laos_E,Variable OM Cost_,million $/PJ,,
Key\Transmission\Lines\Thailand_Laos_F,!Construction Year,year,,
Key\Transmission\Lines\Thailand_Laos_F,!Reactance,per unit,,
Key\Transmission\Lines\Thailand_Laos_F,Activity Level,NA,,
Key\Transmission\Lines\Thailand_Laos_F,Capital Cost_,million $,,
Key\Transmission\Lines\Thailand_Laos_F,Efficiency_,fraction,,
Key\Transmission\Lines\Thailand_Laos_F,Fixed OM Cost_,million $,,
Key\Transmission\Lines\Thailand_Laos_F,From Node,ID,,
Key\Transmission\Lines\Thailand_Laos_F,Fuel__,ID,,
Key\Transmission\Lines\Thailand_Laos_F,Interest Rate_,ID,,
Key\Transmission\Lines\Thailand_Laos_F,Lifetime_,years,,
Key\Transmission\Lines\Thailand_Laos_F,Maximum Flow,MW,,
Key\Transmission\Lines\Thailand_Laos_F,To Node,ID,,
Key\Transmission\Lines\Thailand_Laos_F,Variable OM Cost_,million $/PJ,,
Key\Transmission\Lines\Thailand_Myanmar_F,!Construction Year,year,,
Key\Transmission\Lines\Thailand_Myanmar_F,!Reactance,per unit,,
Key\Transmission\Lines\Thailand_Myanmar_F,Activity Level,NA,,
Key\Transmission\Lines\Thailand_Myanmar_F,Capital Cost_,million $,,
Key\Transmission\Lines\Thailand_Myanmar_F,Efficiency_,fraction,,
Key\Transmission\Lines\Thailand_Myanmar_F,Fixed OM Cost_,million $,,
Key\Transmission\Lines\Thailand_Myanmar_F,From Node,ID,,
Key\Transmission\Lines\Thailand_Myanmar_F,Fuel__,ID,,
Key\Transmission\Lines\Thailand_Myanmar_F,Interest Rate_,ID,,
Key\Transmission\Lines\Thailand_Myanmar_F,Lifetime_,years,,
Key\Transmission\Lines\Thailand_Myanmar_F,Maximum Flow,MW,,
Key\Transmission\Lines\Thailand_Myanmar_F,To Node,ID,,
Key\Transmission\Lines\Thailand_Myanmar_F,Variable OM Cost_,million $/PJ,,
Key\Transmission\Lines\Thailand_P. Malaysia_E,!Construction Year,year,,
Key\Transmission\Lines\Thailand_P. Malaysia_E,!Reactance,per unit,,
Key\Transmission\Lines\Thailand_P. Malaysia_E,Activity Level,NA,,
Key\Transmission\Lines\Thailand_P. Malaysia_E,Capital Cost_,million $,,
Key\Transmission\Lines\Thailand_P. Malaysia_E,Efficiency_,fraction,,
Key\Transmission\Lines\Thailand_P. Malaysia_E,Fixed OM Cost_,million $,,
Key\Transmission\Lines\Thailand_P. Malaysia_E,From Node,ID,,
Key\Transmission\Lines\Thailand_P. Malaysia_E,Fuel__,ID,,
Key\Transmission\Lines\Thailand_P. Malaysia_E,Interest Rate_,ID,,
Key\Transmission\Lines\Thailand_P. Malaysia_E,Lifetime_,years,,
Key\Transmission\Lines\Thailand_P. Malaysia_E,Maximum Flow,MW,,
Key\Transmission\Lines\Thailand_P. Malaysia_E,To Node,ID,,
Key\Transmission\Lines\Thailand_P. Malaysia_E,Variable OM Cost_,million $/PJ,,
Key\Transmission\Lines\Thailand_P. Malaysia_F,!Construction Year,year,,
Key\Transmission\Lines\Thailand_P. Malaysia_F,!Reactance,per unit,,
Key\Transmission\Lines\Thailand_P. Malaysia_F,Activity Level,NA,,
Key\Transmission\Lines\Thailand_P. Malaysia_F,Capital Cost_,million $,,
Key\Transmission\Lines\Thailand_P. Malaysia_F,Efficiency_,fraction,,
Key\Transmission\Lines\Thailand_P. Malaysia_F,Fixed OM Cost_,million $,,
Key\Transmission\Lines\Thailand_P. Malaysia_F,From Node,ID,,
Key\Transmission\Lines\Thailand_P. Malaysia_F,Fuel__,ID,,
Key\Transmission\Lines\Thailand_P. Malaysia_F,Interest Rate_,ID,,
Key\Transmission\Lines\Thailand_P. Malaysia_F,Lifetime_,years,,
Key\Transmission\Lines\Thailand_P. Malaysia_F,Maximum Flow,MW,,
Key\Transmission\Lines\Thailand_P. Malaysia_F,To Node,ID,,
Key\Transmission\Lines\Thailand_P. Malaysia_F,Variable OM Cost_,million $/PJ,,
Key\Transmission\Lines\Vietnam_Cambodia_E,!Construction Year,year,,
Key\Transmission\Lines\Vietnam_Cambodia_E,!Reactance,per unit,,
Key\Transmission\Lines\Vietnam_Cambodia_E,Activity Level,NA,,
Key\Transmission\Lines\Vietnam_Cambodia_E,Capital Cost_,million $,,
