branch_path,variable,scenario,region,expression,units,scale,per
Key\Annual EI Reduction\FuelEco,Activity Level,Regional Aspiration Scenario,ALL (12 regions),"Interp(2030, 3%) ?_x000D_
_x000D_
asean-fuel-economy-roadmap option 3,_x000D_
_x000D_
AEO7 - 2030,5.2%,2050,3%_x000D_
_x000D_
internal decision to keep 3% for all Years past 2030",%,,
Key\Annual EI Reduction\Industry,Activity Level,AMS Target Scenario,Base Template,0,%,,
Key\Annual EI Reduction\Industry,Activity Level,AMS Target Scenario,Brunei,-0.015,%,,
Key\Annual EI Reduction\Industry,Activity Level,AMS Target Scenario,Cambodia,-0.02,%,,
Key\Annual EI Reduction\Industry,Activity Level,AMS Target Scenario,Indonesia,-0.01,%,,
Key\Annual EI Reduction\Industry,Activity Level,AMS Target Scenario,Laos,"Step(2023, -0.5%, 2031, -1%)",%,,
Key\Annual EI Reduction\Industry,Activity Level,AMS Target Scenario,Malaysia,"Step(2023, -1.42% ,2041, -1.43%)",%,,
Key\Annual EI Reduction\Industry,Activity Level,AMS Target Scenario,Myanmar,"Step(2022, -1.8%)",%,,
Key\Annual EI Reduction\Industry,Activity Level,AMS Target Scenario,Philippines,-0.016,%,,
Key\Annual EI Reduction\Industry,Activity Level,AMS Target Scenario,Singapore,-0.02,%,,
Key\Annual EI Reduction\Industry,Activity Level,AMS Target Scenario,Thailand,-0.01,%,,
Key\Annual EI Reduction\Industry,Activity Level,AMS Target Scenario,Timor Leste,0,%,,
Key\Annual EI Reduction\Industry,Activity Level,AMS Target Scenario,Vietnam,0,%,,
Key\Annual EI Reduction\Industry,Activity Level,Baseline Simulation,ALL (12 regions),0,%,,
Key\Annual EI Reduction\Industry,Activity Level,Current Accounts,ALL (12 regions),0,%,,
Key\Annual EI Reduction\Industry,Activity Level,Regional Aspiration Scenario,Base Template,ScenarioValue(AMS Target Scenario) * EI Improvement_RAS[Factor],%,,
Key\Annual EI Reduction\Industry,Activity Level,Regional Aspiration Scenario,Brunei,ScenarioValue(AMS Target Scenario) * EI Improvement_RAS[Factor],%,,
Key\Annual EI Reduction\Industry,Activity Level,Regional Aspiration Scenario,Cambodia,ScenarioValue(AMS Target Scenario) * EI Improvement_RAS[Factor],%,,
Key\Annual EI Reduction\Industry,Activity Level,Regional Aspiration Scenario,Indonesia,ScenarioValue(AMS Target Scenario) * EI Improvement_RAS[Factor],%,,
Key\Annual EI Reduction\Industry,Activity Level,Regional Aspiration Scenario,Laos,ScenarioValue(AMS Target Scenario) * EI Improvement_RAS[Factor],%,,
Key\Annual EI Reduction\Industry,Activity Level,Regional Aspiration Scenario,Malaysia,ScenarioValue(AMS Target Scenario) * EI Improvement_RAS[Factor],%,,
Key\Annual EI Reduction\Industry,Activity Level,Regional Aspiration Scenario,Myanmar,"ScenarioValue(AMS Target Scenario) * Interp(2020, 3.6%, 2025, 5%, 2030, 6.6%)",%,,
Key\Annual EI Reduction\Industry,Activity Level,Regional Aspiration Scenario,Philippines,ScenarioValue(AMS Target Scenario) * EI Improvement_RAS[Factor],%,,
Key\Annual EI Reduction\Industry,Activity Level,Regional Aspiration Scenario,Singapore,ScenarioValue(AMS Target Scenario) * EI Improvement_RAS[Factor],%,,
Key\Annual EI Reduction\Industry,Activity Level,Regional Aspiration Scenario,Thailand,ScenarioValue(AMS Target Scenario) * EI Improvement_RAS[Factor],%,,
Key\Annual EI Reduction\Industry,Activity Level,Regional Aspiration Scenario,Timor Leste,ScenarioValue(AMS Target Scenario) * EI Improvement_RAS[Factor],%,,
Key\Annual EI Reduction\Industry,Activity Level,Regional Aspiration Scenario,Vietnam,ScenarioValue(AMS Target Scenario) * EI Improvement_RAS[Factor],%,,
Key\Annual EI Reduction\Iron and Steel,Activity Level,AMS Target Scenario,Base Template,0,%,,
Key\Annual EI Reduction\Iron and Steel,Activity Level,AMS Target Scenario,Brunei,0,%,,
Key\Annual EI Reduction\Iron and Steel,Activity Level,AMS Target Scenario,Cambodia,0,%,,
Key\Annual EI Reduction\Iron and Steel,Activity Level,AMS Target Scenario,Indonesia,0,%,,
Key\Annual EI Reduction\Iron and Steel,Activity Level,AMS Target Scenario,Laos,0,%,,
Key\Annual EI Reduction\Iron and Steel,Activity Level,AMS Target Scenario,Malaysia,0,%,,
Key\Annual EI Reduction\Iron and Steel,Activity Level,AMS Target Scenario,Myanmar,0,%,,
Key\Annual EI Reduction\Iron and Steel,Activity Level,AMS Target Scenario,Philippines,0,%,,
Key\Annual EI Reduction\Iron and Steel,Activity Level,AMS Target Scenario,Singapore,0,%,,
Key\Annual EI Reduction\Iron and Steel,Activity Level,AMS Target Scenario,Thailand,0,%,,
Key\Annual EI Reduction\Iron and Steel,Activity Level,AMS Target Scenario,Timor Leste,0,%,,
Key\Annual EI Reduction\Iron and Steel,Activity Level,AMS Target Scenario,Vietnam,-0.016,%,,
Key\Annual EI Reduction\Iron and Steel,Activity Level,Baseline Simulation,ALL (12 regions),0,%,,
Key\Annual EI Reduction\Iron and Steel,Activity Level,Current Accounts,ALL (12 regions),0,%,,
Key\Annual EI Reduction\Iron and Steel,Activity Level,Regional Aspiration Scenario,ALL (12 regions),ScenarioValue(AMS Target Scenario) * EI Improvement_RAS[Factor],%,,
Key\Annual EI Reduction\Mining,Activity Level,AMS Target Scenario,ALL (12 regions),0,%,,
Key\Annual EI Reduction\Mining,Activity Level,Baseline Simulation,ALL (12 regions),0,%,,
Key\Annual EI Reduction\Mining,Activity Level,Current Accounts,ALL (12 regions),0,%,,
Key\Annual EI Reduction\Mining,Activity Level,Regional Aspiration Scenario,ALL (12 regions),0,%,,
Key\Annual EI Reduction\Non Metallic Mineral,Activity Level,AMS Target Scenario,Base Template,0,%,,
Key\Annual EI Reduction\Non Metallic Mineral,Activity Level,AMS Target Scenario,Brunei,0,%,,
Key\Annual EI Reduction\Non Metallic Mineral,Activity Level,AMS Target Scenario,Cambodia,0,%,,
Key\Annual EI Reduction\Non Metallic Mineral,Activity Level,AMS Target Scenario,Indonesia,0,%,,
Key\Annual EI Reduction\Non Metallic Mineral,Activity Level,AMS Target Scenario,Laos,0,%,,
Key\Annual EI Reduction\Non Metallic Mineral,Activity Level,AMS Target Scenario,Malaysia,0,%,,
Key\Annual EI Reduction\Non Metallic Mineral,Activity Level,AMS Target Scenario,Myanmar,0,%,,
Key\Annual EI Reduction\Non Metallic Mineral,Activity Level,AMS Target Scenario,Philippines,0,%,,
Key\Annual EI Reduction\Non Metallic Mineral,Activity Level,AMS Target Scenario,Singapore,0,%,,
Key\Annual EI Reduction\Non Metallic Mineral,Activity Level,AMS Target Scenario,Thailand,0,%,,
Key\Annual EI Reduction\Non Metallic Mineral,Activity Level,AMS Target Scenario,Timor Leste,0,%,,
Key\Annual EI Reduction\Non Metallic Mineral,Activity Level,AMS Target Scenario,Vietnam,-0.035,%,,
Key\Annual EI Reduction\Non Metallic Mineral,Activity Level,Baseline Simulation,ALL (12 regions),0,%,,
Key\Annual EI Reduction\Non Metallic Mineral,Activity Level,Current Accounts,ALL (12 regions),0,%,,
Key\Annual EI Reduction\Non Metallic Mineral,Activity Level,Regional Aspiration Scenario,ALL (12 regions),ScenarioValue(AMS Target Scenario) * EI Improvement_RAS[Factor],%,,
Key\Annual EI Reduction\Pulp Paper,Activity Level,AMS Target Scenario,Base Template,0,%,,
Key\Annual EI Reduction\Pulp Paper,Activity Level,AMS Target Scenario,Brunei,0,%,,
Key\Annual EI Reduction\Pulp Paper,Activity Level,AMS Target Scenario,Cambodia,0,%,,
Key\Annual EI Reduction\Pulp Paper,Activity Level,AMS Target Scenario,Indonesia,0,%,,
Key\Annual EI Reduction\Pulp Paper,Activity Level,AMS Target Scenario,Laos,0,%,,
Key\Annual EI Reduction\Pulp Paper,Activity Level,AMS Target Scenario,Malaysia,0,%,,
Key\Annual EI Reduction\Pulp Paper,Activity Level,AMS Target Scenario,Myanmar,0,%,,
Key\Annual EI Reduction\Pulp Paper,Activity Level,AMS Target Scenario,Philippines,0,%,,
Key\Annual EI Reduction\Pulp Paper,Activity Level,AMS Target Scenario,Singapore,0,%,,
Key\Annual EI Reduction\Pulp Paper,Activity Level,AMS Target Scenario,Thailand,0,%,,
Key\Annual EI Reduction\Pulp Paper,Activity Level,AMS Target Scenario,Timor Leste,0,%,,
Key\Annual EI Reduction\Pulp Paper,Activity Level,AMS Target Scenario,Vietnam,-0.031,%,,
Key\Annual EI Reduction\Pulp Paper,Activity Level,Baseline Simulation,ALL (12 regions),0,%,,
Key\Annual EI Reduction\Pulp Paper,Activity Level,Current Accounts,ALL (12 regions),0,%,,
Key\Annual EI Reduction\Pulp Paper,Activity Level,Regional Aspiration Scenario,ALL (12 regions),ScenarioValue(AMS Target Scenario) * EI Improvement_RAS[Factor],%,,
Key\Annual EI Reduction\Residential,Activity Level,AMS Target Scenario,Base Template,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,AMS Target Scenario,Brunei,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,AMS Target Scenario,Cambodia,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,AMS Target Scenario,Indonesia,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,AMS Target Scenario,Laos,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,AMS Target Scenario,Malaysia,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,AMS Target Scenario,Myanmar,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,AMS Target Scenario,Philippines,0.8,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,AMS Target Scenario,Singapore,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,AMS Target Scenario,Thailand,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,AMS Target Scenario,Timor Leste,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,AMS Target Scenario,Vietnam,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,Baseline Simulation,ALL (12 regions),0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,Current Accounts,ALL (12 regions),0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,Regional Aspiration Scenario,Base Template,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,Regional Aspiration Scenario,Brunei,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,Regional Aspiration Scenario,Cambodia,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,Regional Aspiration Scenario,Indonesia,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,Regional Aspiration Scenario,Laos,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,Regional Aspiration Scenario,Malaysia,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,Regional Aspiration Scenario,Myanmar,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,Regional Aspiration Scenario,Philippines,0.8,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,Regional Aspiration Scenario,Singapore,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,Regional Aspiration Scenario,Thailand,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,Regional Aspiration Scenario,Timor Leste,0,Factor,,
Key\Annual EI Reduction\Residential,Activity Level,Regional Aspiration Scenario,Vietnam,0,Factor,,
Key\Annual EI Reduction\Textile,Activity Level,AMS Target Scenario,Base Template,0,%,,
Key\Annual EI Reduction\Textile,Activity Level,AMS Target Scenario,Brunei,0,%,,
Key\Annual EI Reduction\Textile,Activity Level,AMS Target Scenario,Cambodia,0,%,,
Key\Annual EI Reduction\Textile,Activity Level,AMS Target Scenario,Indonesia,0,%,,
Key\Annual EI Reduction\Textile,Activity Level,AMS Target Scenario,Laos,0,%,,
Key\Annual EI Reduction\Textile,Activity Level,AMS Target Scenario,Malaysia,0,%,,
Key\Annual EI Reduction\Textile,Activity Level,AMS Target Scenario,Myanmar,0,%,,
Key\Annual EI Reduction\Textile,Activity Level,AMS Target Scenario,Philippines,0,%,,
Key\Annual EI Reduction\Textile,Activity Level,AMS Target Scenario,Singapore,0,%,,
Key\Annual EI Reduction\Textile,Activity Level,AMS Target Scenario,Thailand,0,%,,
Key\Annual EI Reduction\Textile,Activity Level,AMS Target Scenario,Timor Leste,0,%,,
Key\Annual EI Reduction\Textile,Activity Level,AMS Target Scenario,Vietnam,-0.028,%,,
Key\Annual EI Reduction\Textile,Activity Level,Baseline Simulation,ALL (12 regions),0,%,,
Key\Annual EI Reduction\Textile,Activity Level,Current Accounts,ALL (12 regions),0,%,,
Key\Annual EI Reduction\Textile,Activity Level,Regional Aspiration Scenario,ALL (12 regions),ScenarioValue(AMS Target Scenario) * EI Improvement_RAS[Factor],%,,
Key\Cal\Transformation\Biogas_eff,Activity Level,AMS Target Scenario,Base Template,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,AMS Target Scenario,Brunei,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,AMS Target Scenario,Cambodia,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,AMS Target Scenario,Indonesia,"Interp(2022, 1.8)",Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,AMS Target Scenario,Laos,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,AMS Target Scenario,Malaysia,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,AMS Target Scenario,Myanmar,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,AMS Target Scenario,Philippines,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,AMS Target Scenario,Singapore,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,AMS Target Scenario,Thailand,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,AMS Target Scenario,Timor Leste,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,AMS Target Scenario,Vietnam,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Baseline Simulation,Base Template,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Baseline Simulation,Brunei,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Baseline Simulation,Cambodia,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Baseline Simulation,Indonesia,"Interp(2022, 1.8)",Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Baseline Simulation,Laos,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Baseline Simulation,Malaysia,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Baseline Simulation,Myanmar,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Baseline Simulation,Philippines,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Baseline Simulation,Singapore,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Baseline Simulation,Thailand,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Baseline Simulation,Timor Leste,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Baseline Simulation,Vietnam,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Current Accounts,Base Template,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Current Accounts,Brunei,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Current Accounts,Cambodia,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Current Accounts,Indonesia,"Interp(2022, 1.8)",Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Current Accounts,Laos,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Current Accounts,Malaysia,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Current Accounts,Myanmar,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Current Accounts,Philippines,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Current Accounts,Singapore,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Current Accounts,Thailand,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Current Accounts,Timor Leste,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Current Accounts,Vietnam,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Regional Aspiration Scenario,Base Template,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Regional Aspiration Scenario,Brunei,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Regional Aspiration Scenario,Cambodia,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Regional Aspiration Scenario,Indonesia,"Interp(2022, 1.8)",Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Regional Aspiration Scenario,Laos,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Regional Aspiration Scenario,Malaysia,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Regional Aspiration Scenario,Myanmar,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Regional Aspiration Scenario,Philippines,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Regional Aspiration Scenario,Singapore,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Regional Aspiration Scenario,Thailand,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Regional Aspiration Scenario,Timor Leste,1,Factor,,
Key\Cal\Transformation\Biogas_eff,Activity Level,Regional Aspiration Scenario,Vietnam,1,Factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,AMS Target Scenario,Base Template,1,factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,AMS Target Scenario,Brunei,"Interp(2022, 0.321)",factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,AMS Target Scenario,Cambodia,"Interp(2022, 0.925)",factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,AMS Target Scenario,Indonesia,"Interp(2022, 0.61375)",factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,AMS Target Scenario,Laos,"Interp(2022, 1.0488)",factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,AMS Target Scenario,Malaysia,"Interp(2022, 1.0444)",factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,AMS Target Scenario,Myanmar,"Interp(2022, 0.885)",factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,AMS Target Scenario,Philippines,"Interp(2022, 0.90163)",factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,AMS Target Scenario,Singapore,1,factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,AMS Target Scenario,Thailand,"Interp(2022, 1.25)",factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,AMS Target Scenario,Timor Leste,1,factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,AMS Target Scenario,Vietnam,1.12592,factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,Baseline Simulation,Base Template,1,factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,Baseline Simulation,Brunei,"Interp(2022, 0.321)",factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,Baseline Simulation,Cambodia,"Interp(2022, 0.925)",factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,Baseline Simulation,Indonesia,"Interp(2022, 0.61375)",factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,Baseline Simulation,Laos,"Interp(2022, 1.0488)",factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,Baseline Simulation,Malaysia,"Interp(2022, 1.0444)",factor,,
Key\Cal\Transformation\Coal_sub_eff,Activity Level,Baseline Simulation,Myanmar,"Interp(2022, 0.885)",factor,,
