ams,branch,variable,expression,unit,fuel,source,note,src_csv,data_confidence,scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDKA,Endogenous Capacity,"Step(2023, 150, 2034, 0)",Megawatt,,batch-1b endogenous decision (time-box): data (Coal Subcritical additions to 2033) + PERPRES 112/2022,no worse-tech after policy end (~960-1050 kg CO2/MWh - worst of fleet; prohibit after policy end); PERPRES 112/2022 (no new coal beyond committed pipeline) | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,Baseline Simulation
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDKA,Endogenous Capacity,"Step(2023, 150, 2034, 0)",Megawatt,,batch-1b endogenous decision (time-box): data (Coal Subcritical additions to 2033) + PERPRES 112/2022,no worse-tech after policy end (~960-1050 kg CO2/MWh - worst of fleet; prohibit after policy end); coal schedule ends 2033 | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Endogenous Capacity,"Step(2023, 150, 2034, 0)",Megawatt,,batch-1b endogenous decision (time-box): data (Coal Subcritical additions to 2033) + PERPRES 112/2022,no worse-tech after policy end (~960-1050 kg CO2/MWh - worst of fleet; prohibit after policy end); PERPRES 112/2022 (no new coal beyond committed pipeline) | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,Baseline Simulation
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Endogenous Capacity,"Step(2023, 150, 2034, 0)",Megawatt,,batch-1b endogenous decision (time-box): data (Coal Subcritical additions to 2033) + PERPRES 112/2022,no worse-tech after policy end (~960-1050 kg CO2/MWh - worst of fleet; prohibit after policy end); coal schedule ends 2033 | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_MYPE,Endogenous Capacity,"Step(2023, 0, 2024, 100, 2034, 0)",Megawatt,,batch-1b endogenous decision (time-box): data (Coal USC additions to 2033) + NETR 2023 no-new-coal (medium confidence),"leading-zero 2023 anchor per canon house style; NETR 2023 no-new-coal (policy, not statute - medium confidence). | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b",endogenous_decision_table.csv,medium,Baseline Simulation
Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_MYPE,Endogenous Capacity,"Step(2023, 0, 2024, 100, 2034, 0)",Megawatt,,batch-1b endogenous decision (time-box): data (Coal USC additions to 2033) + NETR 2023 no-new-coal (medium confidence),leading-zero 2023 anchor per canon house style (avoids pre-first-year ambiguity); coal schedule ends 2033. | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,medium,AMS Target Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_MYSR,Endogenous Capacity,"Step(2023, 0, 2024, 100, 2034, 0)",Megawatt,,batch-1b endogenous decision (time-box): data (Coal USC additions to 2033) + NETR 2023 no-new-coal (medium confidence),"leading-zero 2023 anchor per canon house style; NETR 2023 no-new-coal (policy, not statute - medium confidence). | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b",endogenous_decision_table.csv,medium,Baseline Simulation
Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_MYSR,Endogenous Capacity,"Step(2023, 0, 2024, 100, 2034, 0)",Megawatt,,batch-1b endogenous decision (time-box): data (Coal USC additions to 2033) + NETR 2023 no-new-coal (medium confidence),leading-zero 2023 anchor per canon house style (avoids pre-first-year ambiguity); coal schedule ends 2033. | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,medium,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDJW,Endogenous Capacity,"Step(2023, 64, 2027, 0)",Megawatt,,batch-1b endogenous decision (time-box): data (Diesel additions to 2026),diesel schedule ends 2026; ~580 kg CO2/MWh; prohibit after policy end | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDSA,Endogenous Capacity,"Step(2023, 64, 2027, 0)",Megawatt,,batch-1b endogenous decision (time-box): data (Diesel additions to 2026),diesel schedule ends 2026; ~580 kg CO2/MWh; prohibit after policy end | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDKA,Endogenous Capacity,"Step(2023, 64, 2027, 0)",Megawatt,,batch-1b endogenous decision (time-box): data (Diesel additions to 2026),diesel schedule ends 2026; ~580 kg CO2/MWh; prohibit after policy end | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDEast,Endogenous Capacity,"Step(2023, 64, 2027, 0)",Megawatt,,batch-1b endogenous decision (time-box): data (Diesel additions to 2026),diesel schedule ends 2026; ~580 kg CO2/MWh; prohibit after policy end | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Vietnam,Transformation\Centralized Electricity Generation\Processes\Diesel,Endogenous Capacity,0,Megawatt,,batch-1b endogenous decision (zero): no scheduled additions of this fuel,no worse-tech after policy end; no scheduled additions exist. ~580 kg CO2/MWh; prohibit after policy end | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Cambodia,Transformation\Centralized Electricity Generation\Processes\Diesel,Endogenous Capacity,0,Megawatt,,batch-1b endogenous decision (zero): no scheduled additions of this fuel,no worse-tech after policy end; no scheduled additions exist. ~580 kg CO2/MWh; prohibit after policy end | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Philippines,Transformation\Centralized Electricity Generation\Processes\Diesel,Endogenous Capacity,0,Megawatt,,batch-1b endogenous decision (zero): canon window inverted (permission opens later; DOE-aligned),"fix (batch-1b, user 2026-07-08): canon opens the PH diesel permission only later; the generic Step(2023,10,2025,0) inverted that window granting 10 MW in 2023-24 that canon forbids and dropped the later canon grants — replaced with plain 0. | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b",endogenous_decision_table.csv,high,AMS Target Scenario
Thailand,Transformation\Centralized Electricity Generation\Processes\Diesel,Endogenous Capacity,"Step(2023, 7, 2025, 0)",Megawatt,,"batch-1b endogenous decision (time-box): data (one-off InterpFSY(2024, 65 - Existing Capacity[MW]))",diesel schedule is a 2024 one-off; permission closes 2025. | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Singapore,Transformation\Centralized Electricity Generation\Processes\Diesel,Endogenous Capacity,0,Megawatt,,batch-1b endogenous decision (zero): no scheduled additions of this fuel,no worse-tech after policy end; no scheduled additions exist. ~580 kg CO2/MWh; prohibit after policy end | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Myanmar,Transformation\Centralized Electricity Generation\Processes\Diesel,Endogenous Capacity,0,Megawatt,,batch-1b endogenous decision (zero): no scheduled additions of this fuel,no worse-tech after policy end; no scheduled additions exist. ~580 kg CO2/MWh; prohibit after policy end | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Brunei,Transformation\Centralized Electricity Generation\Processes\Diesel,Endogenous Capacity,0,Megawatt,,batch-1b endogenous decision (zero): no scheduled additions of this fuel,no worse-tech after policy end; no scheduled additions exist. ~580 kg CO2/MWh; prohibit after policy end | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Diesel_MYPE,Endogenous Capacity,0,Megawatt,,batch-1b endogenous decision (zero): no scheduled additions of this fuel,no worse-tech after policy end; no scheduled additions exist. ~580 kg CO2/MWh; prohibit after policy end | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Diesel_MYSB,Endogenous Capacity,0,Megawatt,,batch-1b endogenous decision (zero): no scheduled additions of this fuel,no worse-tech after policy end; no scheduled additions exist. ~580 kg CO2/MWh; prohibit after policy end | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Malaysia,Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Endogenous Capacity,0,Megawatt,,batch-1b endogenous decision (zero): no scheduled additions of this fuel,no worse-tech after policy end; no scheduled additions exist. ~580 kg CO2/MWh; prohibit after policy end | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Cambodia,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Endogenous Capacity,0,Megawatt,,batch-1b endogenous decision (zero): no scheduled additions of this fuel,no worse-tech after policy end; no scheduled additions exist. ~606 kg CO2/MWh; prohibit after policy end | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Singapore,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Endogenous Capacity,0,Megawatt,,batch-1b endogenous decision (zero): no scheduled additions of this fuel,no worse-tech after policy end; no scheduled additions exist. ~606 kg CO2/MWh; prohibit after policy end | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical,Endogenous Capacity,0,Megawatt,,batch-1b endogenous decision (zero): canon window inverted (Baseline permission opens only at 2028),replaces the dangling Bad-Scenario reference with zero: canon grants PH coal auto-entry only AFTER the 2027 schedule end (the forbidden fallback pattern); DOE moratorium 2020 in force. ~960-1050 kg CO2/MWh - worst of fleet; prohibit after policy end | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Philippines,Transformation\Centralized Electricity Generation\Processes\Large Hydro,Endogenous Capacity,"Step(2023, 0, 2028, 0.21 * Key\End_cap multip\Total_:Activity Level[MW]*Key\End_cap multip\RE_Fraction:Activity Level[Fraction]) ? share of RE gap per sibling median, kick-in = first year after policy end; tune in review",Megawatt,,batch-1b endogenous decision (re-author (knob)): aligned to PH schedule end 2027 (+1); needs-confirm vs live PDP,"replaces the dangling Bad-Scenario reference with the healthy central-knob pattern; share = sibling median renormalised so PH shares sum to 1.00 of the RE gap | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b | NEEDS-CONFIRM: PH knob kick-in year derived, confirm vs live PDP",endogenous_decision_table.csv,medium,AMS Target Scenario
Philippines,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash,Endogenous Capacity,"Step(2023, 0, 2028, 0.19 * Key\End_cap multip\Total_:Activity Level[MW]*Key\End_cap multip\RE_Fraction:Activity Level[Fraction]) ? share of RE gap per sibling median, kick-in = first year after policy end; tune in review",Megawatt,,batch-1b endogenous decision (re-author (knob)): aligned to PH schedule end 2027 (+1); needs-confirm vs live PDP,"replaces the dangling Bad-Scenario reference with the healthy central-knob pattern; share = sibling median renormalised so PH shares sum to 1.00 of the RE gap | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b | NEEDS-CONFIRM: PH knob kick-in year derived, confirm vs live PDP",endogenous_decision_table.csv,medium,AMS Target Scenario
Philippines,Transformation\Centralized Electricity Generation\Processes\Solar PV,Endogenous Capacity,"Step(2023, 0, 2028, 0.41 * Key\End_cap multip\Total_:Activity Level[MW]*Key\End_cap multip\RE_Fraction:Activity Level[Fraction]) ? share of RE gap per sibling median, kick-in = first year after policy end; tune in review",Megawatt,,batch-1b endogenous decision (re-author (knob)): aligned to PH schedule end 2027 (+1); needs-confirm vs live PDP,"replaces the dangling Bad-Scenario reference with the healthy central-knob pattern; share = sibling median renormalised so PH shares sum to 1.00 of the RE gap | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b | NEEDS-CONFIRM: PH knob kick-in year derived, confirm vs live PDP",endogenous_decision_table.csv,medium,AMS Target Scenario
Philippines,Transformation\Centralized Electricity Generation\Processes\Wind Onshore,Endogenous Capacity,"Step(2023, 0, 2028, 0.16 * Key\End_cap multip\Total_:Activity Level[MW]*Key\End_cap multip\RE_Fraction:Activity Level[Fraction]) ? share of RE gap per sibling median, kick-in = first year after policy end; tune in review",Megawatt,,batch-1b endogenous decision (re-author (knob)): aligned to PH schedule end 2027 (+1); needs-confirm vs live PDP,"replaces the dangling Bad-Scenario reference with the healthy central-knob pattern; share = sibling median renormalised so PH shares sum to 1.00 of the RE gap (Wind Onshore has no knob sibling - assumption) | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b | NEEDS-CONFIRM: PH knob kick-in year derived, confirm vs live PDP",endogenous_decision_table.csv,medium,AMS Target Scenario
Philippines,Transformation\Centralized Electricity Generation\Processes\Biomass Other,Endogenous Capacity,"Step(2023, 0, 2028, 0.03 * Key\End_cap multip\Total_:Activity Level[MW]*Key\End_cap multip\RE_Fraction:Activity Level[Fraction]) ? share of RE gap per sibling median, kick-in = first year after policy end; tune in review",Megawatt,,batch-1b endogenous decision (re-author (knob)): aligned to PH schedule end 2027 (+1); needs-confirm vs live PDP,"replaces the dangling Bad-Scenario reference with the healthy central-knob pattern; share = sibling median renormalised so PH shares sum to 1.00 of the RE gap | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b | NEEDS-CONFIRM: PH knob kick-in year derived, confirm vs live PDP",endogenous_decision_table.csv,medium,AMS Target Scenario
Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical,Endogenous Capacity,"Step(2023, 100, 2031, 0)",Megawatt,,batch-1b endogenous decision (time-box): data (Coal Supercritical additions to 2030),replaces the dangling Bad-Scenario reference AND applies the ladder: coal schedule ends 2030. ~960-1050 kg CO2/MWh - worst of fleet; prohibit after policy end | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,high,AMS Target Scenario
Vietnam,Transformation\Centralized Electricity Generation\Processes\Solar PV,Endogenous Capacity,"Step(2023, 0, 2046, 0.5 * Key\End_cap multip\Total_:Activity Level[MW]*Key\End_cap multip\RE_Fraction:Activity Level[Fraction]) ? share of RE gap per sibling median, kick-in = first year after policy end; tune in review",Megawatt,,batch-1b endogenous decision (re-author (knob)): data (PDP8-modeled schedule ends 2045),replaces the dangling Bad-Scenario reference with the healthy central-knob pattern; share = sibling median | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,medium,AMS Target Scenario
Vietnam,Transformation\Centralized Electricity Generation\Processes\Wind Onshore,Endogenous Capacity,"Step(2023, 0, 2046, 0.2 * Key\End_cap multip\Total_:Activity Level[MW]*Key\End_cap multip\RE_Fraction:Activity Level[Fraction]) ? share of RE gap per sibling median, kick-in = first year after policy end; tune in review",Megawatt,,batch-1b endogenous decision (re-author (knob)): data (PDP8-modeled schedule ends 2045),replaces the dangling Bad-Scenario reference with the healthy central-knob pattern; share = sibling median (Wind Onshore has no knob sibling - assumption) | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,medium,AMS Target Scenario
Vietnam,Transformation\Centralized Electricity Generation\Processes\Large Hydro,Endogenous Capacity,"Step(2023, 0, 2046, 0.26 * Key\End_cap multip\Total_:Activity Level[MW]*Key\End_cap multip\RE_Fraction:Activity Level[Fraction]) ? share of RE gap per sibling median, kick-in = first year after policy end; tune in review",Megawatt,,batch-1b endogenous decision (re-author (knob)): data (PDP8-modeled schedule ends 2045),replaces the dangling Bad-Scenario reference with the healthy central-knob pattern; share = sibling median | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,medium,AMS Target Scenario
Vietnam,Transformation\Centralized Electricity Generation\Processes\Biomass Other,Endogenous Capacity,"Step(2023, 0, 2046, 0.04 * Key\End_cap multip\Total_:Activity Level[MW]*Key\End_cap multip\RE_Fraction:Activity Level[Fraction]) ? share of RE gap per sibling median, kick-in = first year after policy end; tune in review",Megawatt,,batch-1b endogenous decision (re-author (knob)): data (PDP8-modeled schedule ends 2045),replaces the dangling Bad-Scenario reference with the healthy central-knob pattern; share = sibling median | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,medium,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Endogenous Capacity,"Step(2023, 0, 2031, 0.2 * Key\End_cap multip\Total_:Activity Level[MW]*Key\End_cap multip\RE_Fraction:Activity Level[Fraction]) ? share of RE gap per sibling median, kick-in = first year after policy end; tune in review",Megawatt,,batch-1b endogenous decision (re-author (knob)): knob-anchor (sibling knobs kick 2031),replaces the dangling Bad-Scenario reference with the healthy central-knob pattern; share = sibling median | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b,endogenous_decision_table.csv,medium,AMS Target Scenario
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Endogenous Capacity,0,Megawatt,,batch-1b coal-tier coherence (user 2026-07-08): ATS supercritical strict to match RAS freeze,"zeros the canon ATS Coal Supercritical auto-build (0.3 * non-RE gap (canon ATS auto-build)); ~860 kg CO2/MWh, still worse than CCGT; matches RAS all-AMS supercritical freeze | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b",canon Coal Supercritical Endogenous Capacity (ATS),high,AMS Target Scenario
Laos,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Endogenous Capacity,0,Megawatt,,batch-1b coal-tier coherence (user 2026-07-08): ATS supercritical strict to match RAS freeze,"zeros the canon ATS Coal Supercritical auto-build (1.0 * non-RE gap (canon ATS auto-build)); ~860 kg CO2/MWh, still worse than CCGT; matches RAS all-AMS supercritical freeze | structural-create: Endogenous Capacity slot absent from the send-back canonical baseline (live-LEAP default row); batch-1b",canon Coal Supercritical Endogenous Capacity (ATS),high,AMS Target Scenario
