Country,Year,Size_group,Efficiency_level,device_thousand,source
Brunei Darussalam,2036,Large,Mid_eff,1.1646,retirement_survival
Brunei Darussalam,2037,Large,Mid_eff,0.9106,retirement_survival
Brunei Darussalam,2038,Large,Mid_eff,0.6928,retirement_survival
Brunei Darussalam,2039,Large,Mid_eff,0.5118,retirement_survival
Brunei Darussalam,2040,Large,Mid_eff,0.3662,retirement_survival
Brunei Darussalam,2041,Large,Mid_eff,0.2533,retirement_survival
Brunei Darussalam,2042,Large,Mid_eff,0.1689,retirement_survival
Brunei Darussalam,2043,Large,Mid_eff,0.1083,retirement_survival
Brunei Darussalam,2044,Large,Mid_eff,0.0666,retirement_survival
Brunei Darussalam,2045,Large,Mid_eff,0.0392,retirement_survival
Brunei Darussalam,2046,Large,Mid_eff,0.022,retirement_survival
Brunei Darussalam,2047,Large,Mid_eff,0.0118,retirement_survival
Brunei Darussalam,2048,Large,Mid_eff,0.006,retirement_survival
Brunei Darussalam,2049,Large,Mid_eff,0.0029,retirement_survival
Brunei Darussalam,2050,Large,Mid_eff,0.0013,retirement_survival
Brunei Darussalam,2051,Large,Mid_eff,0.0006,retirement_survival
Brunei Darussalam,2052,Large,Mid_eff,0.0002,retirement_survival
Brunei Darussalam,2053,Large,Mid_eff,0.0001,retirement_survival
Brunei Darussalam,2054,Large,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2055,Large,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2056,Large,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2057,Large,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2058,Large,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2059,Large,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2060,Large,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2005,Medium,High_eff,8.0503,existing_stock
Brunei Darussalam,2006,Medium,High_eff,8.442,existing_stock
Brunei Darussalam,2007,Medium,High_eff,8.8397,existing_stock
Brunei Darussalam,2008,Medium,High_eff,9.2436,existing_stock
Brunei Darussalam,2009,Medium,High_eff,9.6543,existing_stock
Brunei Darussalam,2010,Medium,High_eff,10.0735,existing_stock
Brunei Darussalam,2011,Medium,High_eff,10.4936,existing_stock
Brunei Darussalam,2012,Medium,High_eff,10.9123,existing_stock
Brunei Darussalam,2013,Medium,High_eff,11.3367,existing_stock
Brunei Darussalam,2014,Medium,High_eff,11.7647,existing_stock
Brunei Darussalam,2015,Medium,High_eff,12.1939,existing_stock
Brunei Darussalam,2016,Medium,High_eff,12.6221,existing_stock
Brunei Darussalam,2017,Medium,High_eff,13.0479,existing_stock
Brunei Darussalam,2018,Medium,High_eff,13.4692,existing_stock
Brunei Darussalam,2019,Medium,High_eff,13.888,existing_stock
Brunei Darussalam,2020,Medium,High_eff,14.3073,existing_stock
Brunei Darussalam,2021,Medium,High_eff,14.7285,existing_stock
Brunei Darussalam,2022,Medium,High_eff,15.1526,existing_stock
Brunei Darussalam,2023,Medium,High_eff,15.5757,existing_stock
Brunei Darussalam,2024,Medium,High_eff,15.9951,existing_stock
Brunei Darussalam,2025,Medium,High_eff,16.4112,existing_stock
Brunei Darussalam,2026,Medium,High_eff,15.2608,retirement_survival
Brunei Darussalam,2027,Medium,High_eff,14.0799,retirement_survival
Brunei Darussalam,2028,Medium,High_eff,12.8721,retirement_survival
Brunei Darussalam,2029,Medium,High_eff,11.6448,retirement_survival
Brunei Darussalam,2030,Medium,High_eff,10.4089,retirement_survival
Brunei Darussalam,2031,Medium,High_eff,9.1786,retirement_survival
Brunei Darussalam,2032,Medium,High_eff,7.971,retirement_survival
Brunei Darussalam,2033,Medium,High_eff,6.8051,retirement_survival
Brunei Darussalam,2034,Medium,High_eff,5.7007,retirement_survival
Brunei Darussalam,2035,Medium,High_eff,4.6767,retirement_survival
Brunei Darussalam,2036,Medium,High_eff,3.7496,retirement_survival
Brunei Darussalam,2037,Medium,High_eff,2.9318,retirement_survival
Brunei Darussalam,2038,Medium,High_eff,2.2307,retirement_survival
Brunei Darussalam,2039,Medium,High_eff,1.6478,retirement_survival
Brunei Darussalam,2040,Medium,High_eff,1.1792,retirement_survival
Brunei Darussalam,2041,Medium,High_eff,0.8155,retirement_survival
Brunei Darussalam,2042,Medium,High_eff,0.5437,retirement_survival
Brunei Darussalam,2043,Medium,High_eff,0.3486,retirement_survival
Brunei Darussalam,2044,Medium,High_eff,0.2145,retirement_survival
Brunei Darussalam,2045,Medium,High_eff,0.1263,retirement_survival
Brunei Darussalam,2046,Medium,High_eff,0.071,retirement_survival
Brunei Darussalam,2047,Medium,High_eff,0.038,retirement_survival
Brunei Darussalam,2048,Medium,High_eff,0.0193,retirement_survival
Brunei Darussalam,2049,Medium,High_eff,0.0093,retirement_survival
Brunei Darussalam,2050,Medium,High_eff,0.0042,retirement_survival
Brunei Darussalam,2051,Medium,High_eff,0.0018,retirement_survival
Brunei Darussalam,2052,Medium,High_eff,0.0007,retirement_survival
Brunei Darussalam,2053,Medium,High_eff,0.0003,retirement_survival
Brunei Darussalam,2054,Medium,High_eff,0.0001,retirement_survival
Brunei Darussalam,2055,Medium,High_eff,0.0,retirement_survival
Brunei Darussalam,2056,Medium,High_eff,0.0,retirement_survival
Brunei Darussalam,2057,Medium,High_eff,0.0,retirement_survival
Brunei Darussalam,2058,Medium,High_eff,0.0,retirement_survival
Brunei Darussalam,2059,Medium,High_eff,0.0,retirement_survival
Brunei Darussalam,2060,Medium,High_eff,0.0,retirement_survival
Brunei Darussalam,2005,Medium,Low_eff,5.1486,existing_stock
Brunei Darussalam,2006,Medium,Low_eff,5.3991,existing_stock
Brunei Darussalam,2007,Medium,Low_eff,5.6535,existing_stock
Brunei Darussalam,2008,Medium,Low_eff,5.9118,existing_stock
Brunei Darussalam,2009,Medium,Low_eff,6.1745,existing_stock
Brunei Darussalam,2010,Medium,Low_eff,6.4426,existing_stock
Brunei Darussalam,2011,Medium,Low_eff,6.7113,existing_stock
Brunei Darussalam,2012,Medium,Low_eff,6.9791,existing_stock
Brunei Darussalam,2013,Medium,Low_eff,7.2505,existing_stock
Brunei Darussalam,2014,Medium,Low_eff,7.5242,existing_stock
Brunei Darussalam,2015,Medium,Low_eff,7.7987,existing_stock
Brunei Darussalam,2016,Medium,Low_eff,8.0726,existing_stock
Brunei Darussalam,2017,Medium,Low_eff,8.3449,existing_stock
Brunei Darussalam,2018,Medium,Low_eff,8.6143,existing_stock
Brunei Darussalam,2019,Medium,Low_eff,8.8822,existing_stock
Brunei Darussalam,2020,Medium,Low_eff,9.1503,existing_stock
Brunei Darussalam,2021,Medium,Low_eff,9.4198,existing_stock
Brunei Darussalam,2022,Medium,Low_eff,9.691,existing_stock
Brunei Darussalam,2023,Medium,Low_eff,9.9616,existing_stock
Brunei Darussalam,2024,Medium,Low_eff,10.2298,existing_stock
Brunei Darussalam,2025,Medium,Low_eff,10.496,existing_stock
Brunei Darussalam,2026,Medium,Low_eff,9.7603,retirement_survival
Brunei Darussalam,2027,Medium,Low_eff,9.005,retirement_survival
Brunei Darussalam,2028,Medium,Low_eff,8.2325,retirement_survival
Brunei Darussalam,2029,Medium,Low_eff,7.4476,retirement_survival
Brunei Darussalam,2030,Medium,Low_eff,6.6572,retirement_survival
Brunei Darussalam,2031,Medium,Low_eff,5.8703,retirement_survival
Brunei Darussalam,2032,Medium,Low_eff,5.098,retirement_survival
Brunei Darussalam,2033,Medium,Low_eff,4.3523,retirement_survival
Brunei Darussalam,2034,Medium,Low_eff,3.646,retirement_survival
Brunei Darussalam,2035,Medium,Low_eff,2.9911,retirement_survival
Brunei Darussalam,2036,Medium,Low_eff,2.3981,retirement_survival
Brunei Darussalam,2037,Medium,Low_eff,1.8751,retirement_survival
Brunei Darussalam,2038,Medium,Low_eff,1.4267,retirement_survival
Brunei Darussalam,2039,Medium,Low_eff,1.0539,retirement_survival
Brunei Darussalam,2040,Medium,Low_eff,0.7542,retirement_survival
Brunei Darussalam,2041,Medium,Low_eff,0.5215,retirement_survival
Brunei Darussalam,2042,Medium,Low_eff,0.3477,retirement_survival
Brunei Darussalam,2043,Medium,Low_eff,0.223,retirement_survival
Brunei Darussalam,2044,Medium,Low_eff,0.1372,retirement_survival
Brunei Darussalam,2045,Medium,Low_eff,0.0808,retirement_survival
Brunei Darussalam,2046,Medium,Low_eff,0.0454,retirement_survival
Brunei Darussalam,2047,Medium,Low_eff,0.0243,retirement_survival
Brunei Darussalam,2048,Medium,Low_eff,0.0123,retirement_survival
Brunei Darussalam,2049,Medium,Low_eff,0.0059,retirement_survival
Brunei Darussalam,2050,Medium,Low_eff,0.0027,retirement_survival
Brunei Darussalam,2051,Medium,Low_eff,0.0012,retirement_survival
Brunei Darussalam,2052,Medium,Low_eff,0.0005,retirement_survival
Brunei Darussalam,2053,Medium,Low_eff,0.0002,retirement_survival
Brunei Darussalam,2054,Medium,Low_eff,0.0001,retirement_survival
Brunei Darussalam,2055,Medium,Low_eff,0.0,retirement_survival
Brunei Darussalam,2056,Medium,Low_eff,0.0,retirement_survival
Brunei Darussalam,2057,Medium,Low_eff,0.0,retirement_survival
Brunei Darussalam,2058,Medium,Low_eff,0.0,retirement_survival
Brunei Darussalam,2059,Medium,Low_eff,0.0,retirement_survival
Brunei Darussalam,2060,Medium,Low_eff,0.0,retirement_survival
Brunei Darussalam,2005,Medium,Mid_eff,6.3946,existing_stock
Brunei Darussalam,2006,Medium,Mid_eff,6.7057,existing_stock
Brunei Darussalam,2007,Medium,Mid_eff,7.0216,existing_stock
Brunei Darussalam,2008,Medium,Mid_eff,7.3425,existing_stock
Brunei Darussalam,2009,Medium,Mid_eff,7.6687,existing_stock
Brunei Darussalam,2010,Medium,Mid_eff,8.0017,existing_stock
Brunei Darussalam,2011,Medium,Mid_eff,8.3354,existing_stock
Brunei Darussalam,2012,Medium,Mid_eff,8.668,existing_stock
Brunei Darussalam,2013,Medium,Mid_eff,9.0051,existing_stock
Brunei Darussalam,2014,Medium,Mid_eff,9.3451,existing_stock
Brunei Darussalam,2015,Medium,Mid_eff,9.686,existing_stock
Brunei Darussalam,2016,Medium,Mid_eff,10.0262,existing_stock
Brunei Darussalam,2017,Medium,Mid_eff,10.3644,existing_stock
Brunei Darussalam,2018,Medium,Mid_eff,10.699,existing_stock
Brunei Darussalam,2019,Medium,Mid_eff,11.0317,existing_stock
Brunei Darussalam,2020,Medium,Mid_eff,11.3647,existing_stock
Brunei Darussalam,2021,Medium,Mid_eff,11.6994,existing_stock
Brunei Darussalam,2022,Medium,Mid_eff,12.0362,existing_stock
Brunei Darussalam,2023,Medium,Mid_eff,12.3723,existing_stock
Brunei Darussalam,2024,Medium,Mid_eff,12.7055,existing_stock
Brunei Darussalam,2025,Medium,Mid_eff,13.036,existing_stock
Brunei Darussalam,2026,Medium,Mid_eff,12.1222,retirement_survival
Brunei Darussalam,2027,Medium,Mid_eff,11.1841,retirement_survival
Brunei Darussalam,2028,Medium,Mid_eff,10.2248,retirement_survival
Brunei Darussalam,2029,Medium,Mid_eff,9.2499,retirement_survival
Brunei Darussalam,2030,Medium,Mid_eff,8.2682,retirement_survival
Brunei Darussalam,2031,Medium,Mid_eff,7.2909,retirement_survival
Brunei Darussalam,2032,Medium,Mid_eff,6.3317,retirement_survival
Brunei Darussalam,2033,Medium,Mid_eff,5.4056,retirement_survival
Brunei Darussalam,2034,Medium,Mid_eff,4.5283,retirement_survival
Brunei Darussalam,2035,Medium,Mid_eff,3.7149,retirement_survival
Brunei Darussalam,2036,Medium,Mid_eff,2.9784,retirement_survival
Brunei Darussalam,2037,Medium,Mid_eff,2.3288,retirement_survival
Brunei Darussalam,2038,Medium,Mid_eff,1.7719,retirement_survival
Brunei Darussalam,2039,Medium,Mid_eff,1.3089,retirement_survival
Brunei Darussalam,2040,Medium,Mid_eff,0.9367,retirement_survival
Brunei Darussalam,2041,Medium,Mid_eff,0.6478,retirement_survival
Brunei Darussalam,2042,Medium,Mid_eff,0.4319,retirement_survival
Brunei Darussalam,2043,Medium,Mid_eff,0.2769,retirement_survival
Brunei Darussalam,2044,Medium,Mid_eff,0.1704,retirement_survival
Brunei Darussalam,2045,Medium,Mid_eff,0.1003,retirement_survival
Brunei Darussalam,2046,Medium,Mid_eff,0.0564,retirement_survival
Brunei Darussalam,2047,Medium,Mid_eff,0.0302,retirement_survival
Brunei Darussalam,2048,Medium,Mid_eff,0.0153,retirement_survival
Brunei Darussalam,2049,Medium,Mid_eff,0.0074,retirement_survival
Brunei Darussalam,2050,Medium,Mid_eff,0.0034,retirement_survival
Brunei Darussalam,2051,Medium,Mid_eff,0.0014,retirement_survival
Brunei Darussalam,2052,Medium,Mid_eff,0.0006,retirement_survival
Brunei Darussalam,2053,Medium,Mid_eff,0.0002,retirement_survival
Brunei Darussalam,2054,Medium,Mid_eff,0.0001,retirement_survival
Brunei Darussalam,2055,Medium,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2056,Medium,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2057,Medium,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2058,Medium,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2059,Medium,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2060,Medium,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2005,Small,High_eff,6.1454,existing_stock
Brunei Darussalam,2006,Small,High_eff,6.4444,existing_stock
Brunei Darussalam,2007,Small,High_eff,6.748,existing_stock
Brunei Darussalam,2008,Small,High_eff,7.0564,existing_stock
Brunei Darussalam,2009,Small,High_eff,7.3699,existing_stock
Brunei Darussalam,2010,Small,High_eff,7.6899,existing_stock
Brunei Darussalam,2011,Small,High_eff,8.0106,existing_stock
Brunei Darussalam,2012,Small,High_eff,8.3303,existing_stock
Brunei Darussalam,2013,Small,High_eff,8.6542,existing_stock
Brunei Darussalam,2014,Small,High_eff,8.9809,existing_stock
Brunei Darussalam,2015,Small,High_eff,9.3085,existing_stock
Brunei Darussalam,2016,Small,High_eff,9.6355,existing_stock
Brunei Darussalam,2017,Small,High_eff,9.9605,existing_stock
Brunei Darussalam,2018,Small,High_eff,10.2821,existing_stock
Brunei Darussalam,2019,Small,High_eff,10.6018,existing_stock
Brunei Darussalam,2020,Small,High_eff,10.9219,existing_stock
Brunei Darussalam,2021,Small,High_eff,11.2435,existing_stock
Brunei Darussalam,2022,Small,High_eff,11.5672,existing_stock
Brunei Darussalam,2023,Small,High_eff,11.8902,existing_stock
Brunei Darussalam,2024,Small,High_eff,12.2103,existing_stock
Brunei Darussalam,2025,Small,High_eff,12.528,existing_stock
Brunei Darussalam,2026,Small,High_eff,11.6498,retirement_survival
Brunei Darussalam,2027,Small,High_eff,10.7483,retirement_survival
Brunei Darussalam,2028,Small,High_eff,9.8263,retirement_survival
Brunei Darussalam,2029,Small,High_eff,8.8894,retirement_survival
Brunei Darussalam,2030,Small,High_eff,7.946,retirement_survival
Brunei Darussalam,2031,Small,High_eff,7.0068,retirement_survival
Brunei Darussalam,2032,Small,High_eff,6.0849,retirement_survival
Brunei Darussalam,2033,Small,High_eff,5.1949,retirement_survival
Brunei Darussalam,2034,Small,High_eff,4.3518,retirement_survival
Brunei Darussalam,2035,Small,High_eff,3.5701,retirement_survival
Brunei Darussalam,2036,Small,High_eff,2.8624,retirement_survival
Brunei Darussalam,2037,Small,High_eff,2.2381,retirement_survival
Brunei Darussalam,2038,Small,High_eff,1.7028,retirement_survival
Brunei Darussalam,2039,Small,High_eff,1.2579,retirement_survival
Brunei Darussalam,2040,Small,High_eff,0.9002,retirement_survival
Brunei Darussalam,2041,Small,High_eff,0.6225,retirement_survival
Brunei Darussalam,2042,Small,High_eff,0.415,retirement_survival
Brunei Darussalam,2043,Small,High_eff,0.2661,retirement_survival
Brunei Darussalam,2044,Small,High_eff,0.1637,retirement_survival
Brunei Darussalam,2045,Small,High_eff,0.0964,retirement_survival
Brunei Darussalam,2046,Small,High_eff,0.0542,retirement_survival
Brunei Darussalam,2047,Small,High_eff,0.029,retirement_survival
Brunei Darussalam,2048,Small,High_eff,0.0147,retirement_survival
Brunei Darussalam,2049,Small,High_eff,0.0071,retirement_survival
Brunei Darussalam,2050,Small,High_eff,0.0032,retirement_survival
Brunei Darussalam,2051,Small,High_eff,0.0014,retirement_survival
Brunei Darussalam,2052,Small,High_eff,0.0006,retirement_survival
Brunei Darussalam,2053,Small,High_eff,0.0002,retirement_survival
Brunei Darussalam,2054,Small,High_eff,0.0001,retirement_survival
Brunei Darussalam,2055,Small,High_eff,0.0,retirement_survival
Brunei Darussalam,2056,Small,High_eff,0.0,retirement_survival
Brunei Darussalam,2057,Small,High_eff,0.0,retirement_survival
Brunei Darussalam,2058,Small,High_eff,0.0,retirement_survival
Brunei Darussalam,2059,Small,High_eff,0.0,retirement_survival
Brunei Darussalam,2060,Small,High_eff,0.0,retirement_survival
Brunei Darussalam,2005,Small,Low_eff,7.0028,existing_stock
Brunei Darussalam,2006,Small,Low_eff,7.3435,existing_stock
Brunei Darussalam,2007,Small,Low_eff,7.6895,existing_stock
Brunei Darussalam,2008,Small,Low_eff,8.0409,existing_stock
Brunei Darussalam,2009,Small,Low_eff,8.3981,existing_stock
Brunei Darussalam,2010,Small,Low_eff,8.7628,existing_stock
Brunei Darussalam,2011,Small,Low_eff,9.1282,existing_stock
Brunei Darussalam,2012,Small,Low_eff,9.4925,existing_stock
Brunei Darussalam,2013,Small,Low_eff,9.8616,existing_stock
Brunei Darussalam,2014,Small,Low_eff,10.2339,existing_stock
Brunei Darussalam,2015,Small,Low_eff,10.6073,existing_stock
Brunei Darussalam,2016,Small,Low_eff,10.9798,existing_stock
Brunei Darussalam,2017,Small,Low_eff,11.3502,existing_stock
Brunei Darussalam,2018,Small,Low_eff,11.7166,existing_stock
Brunei Darussalam,2019,Small,Low_eff,12.081,existing_stock
Brunei Darussalam,2020,Small,Low_eff,12.4457,existing_stock
Brunei Darussalam,2021,Small,Low_eff,12.8121,existing_stock
Brunei Darussalam,2022,Small,Low_eff,13.181,existing_stock
Brunei Darussalam,2023,Small,Low_eff,13.5491,existing_stock
Brunei Darussalam,2024,Small,Low_eff,13.9139,existing_stock
Brunei Darussalam,2025,Small,Low_eff,14.2759,existing_stock
Brunei Darussalam,2026,Small,Low_eff,13.2752,retirement_survival
