Country,Year,Scenario,Size_group,Efficiency_level,efficiency_pct,useful_energy_intensity_toe,demand_cost_usd_per_hh,kwh_unit,om_electricity_usd,tariff_usd_per_kwh
Brunei Darussalam,2017,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,2.5452,0.0072
Brunei Darussalam,2018,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,280.4464523384573,498.7,3.59064,0.0072
Brunei Darussalam,2018,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,266.85844326937456,760.1,5.47272,0.0072
Brunei Darussalam,2018,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,258.61905441967383,605.0,4.356,0.0072
Brunei Darussalam,2018,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.18972534282528,454.9,3.2752799999999995,0.0072
Brunei Darussalam,2018,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,182.886502331662,663.8,4.77936,0.0072
Brunei Darussalam,2018,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,166.19824864455632,501.4,3.61008,0.0072
Brunei Darussalam,2018,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,93.17491933085286,305.2,2.19744,0.0072
Brunei Darussalam,2018,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.469241544086856,518.6,3.73392,0.0072
Brunei Darussalam,2018,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,2.5452,0.0072
Brunei Darussalam,2019,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,280.4464523384573,498.7,3.59064,0.0072
Brunei Darussalam,2019,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,266.85844326937456,760.1,5.47272,0.0072
Brunei Darussalam,2019,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,258.61905441967383,605.0,4.356,0.0072
Brunei Darussalam,2019,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.18972534282528,454.9,3.2752799999999995,0.0072
Brunei Darussalam,2019,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,182.886502331662,663.8,4.77936,0.0072
Brunei Darussalam,2019,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,166.19824864455632,501.4,3.61008,0.0072
Brunei Darussalam,2019,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,93.17491933085286,305.2,2.19744,0.0072
Brunei Darussalam,2019,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.469241544086856,518.6,3.73392,0.0072
Brunei Darussalam,2019,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,2.5452,0.0072
Brunei Darussalam,2020,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,280.4464523384573,498.7,3.59064,0.0072
Brunei Darussalam,2020,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,266.85844326937456,760.1,5.47272,0.0072
Brunei Darussalam,2020,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,258.61905441967383,605.0,4.356,0.0072
Brunei Darussalam,2020,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.18972534282528,454.9,3.2752799999999995,0.0072
Brunei Darussalam,2020,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,182.886502331662,663.8,4.77936,0.0072
Brunei Darussalam,2020,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,166.19824864455632,501.4,3.61008,0.0072
Brunei Darussalam,2020,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,93.17491933085286,305.2,2.19744,0.0072
Brunei Darussalam,2020,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.469241544086856,518.6,3.73392,0.0072
Brunei Darussalam,2020,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,2.5452,0.0072
Brunei Darussalam,2021,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,280.4464523384573,498.7,3.59064,0.0072
Brunei Darussalam,2021,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,266.85844326937456,760.1,5.47272,0.0072
Brunei Darussalam,2021,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,258.61905441967383,605.0,4.356,0.0072
Brunei Darussalam,2021,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.18972534282528,454.9,3.2752799999999995,0.0072
Brunei Darussalam,2021,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,182.886502331662,663.8,4.77936,0.0072
Brunei Darussalam,2021,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,166.19824864455632,501.4,3.61008,0.0072
Brunei Darussalam,2021,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,93.17491933085286,305.2,2.19744,0.0072
Brunei Darussalam,2021,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.469241544086856,518.6,3.73392,0.0072
Brunei Darussalam,2021,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,2.5452,0.0072
Brunei Darussalam,2022,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,280.4464523384573,498.7,3.59064,0.0072
Brunei Darussalam,2022,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,266.85844326937456,760.1,5.47272,0.0072
Brunei Darussalam,2022,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,258.61905441967383,605.0,4.356,0.0072
Brunei Darussalam,2022,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.18972534282528,454.9,3.2752799999999995,0.0072
Brunei Darussalam,2022,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,182.886502331662,663.8,4.77936,0.0072
Brunei Darussalam,2022,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,166.19824864455632,501.4,3.61008,0.0072
Brunei Darussalam,2022,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,93.17491933085286,305.2,2.19744,0.0072
Brunei Darussalam,2022,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.469241544086856,518.6,3.73392,0.0072
Brunei Darussalam,2022,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,2.5452,0.0072
Brunei Darussalam,2023,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,280.4464523384573,498.7,3.59064,0.0072
Brunei Darussalam,2023,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,266.85844326937456,760.1,5.47272,0.0072
Brunei Darussalam,2023,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,258.61905441967383,605.0,4.356,0.0072
Brunei Darussalam,2023,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.18972534282528,454.9,3.2752799999999995,0.0072
Brunei Darussalam,2023,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,182.886502331662,663.8,4.77936,0.0072
Brunei Darussalam,2023,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,166.19824864455632,501.4,3.61008,0.0072
Brunei Darussalam,2023,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,93.17491933085286,305.2,2.19744,0.0072
Brunei Darussalam,2023,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.469241544086856,518.6,3.73392,0.0072
Brunei Darussalam,2023,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,2.5452,0.0072
Brunei Darussalam,2024,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,281.60275979058474,498.7,3.59064,0.0072
Brunei Darussalam,2024,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,268.19210705775834,760.1,5.47272,0.0072
Brunei Darussalam,2024,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,260.0616457216638,605.0,4.356,0.0072
Brunei Darussalam,2024,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.7343629108564,454.9,3.2752799999999995,0.0072
Brunei Darussalam,2024,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,183.80121414463727,663.8,4.77936,0.0072
Brunei Darussalam,2024,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,167.6129098148524,501.4,3.61008,0.0072
Brunei Darussalam,2024,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,92.32165380760418,305.2,2.19744,0.0072
Brunei Darussalam,2024,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.74714635444117,518.6,3.73392,0.0072
Brunei Darussalam,2024,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.36697121889681,353.5,2.5452,0.0072
Brunei Darussalam,2025,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,283.0104384279573,498.7,3.59064,0.0072
Brunei Darussalam,2025,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,269.53414988565027,760.1,5.47272,0.0072
Brunei Darussalam,2025,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,261.3617933520149,605.0,4.356,0.0072
Brunei Darussalam,2025,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,196.29575855790367,454.9,3.2752799999999995,0.0072
Brunei Darussalam,2025,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,184.7201154773666,663.8,4.77936,0.0072
Brunei Darussalam,2025,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,169.0177954390556,501.4,3.61008,0.0072
Brunei Darussalam,2025,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,91.5019044423882,305.2,2.19744,0.0072
Brunei Darussalam,2025,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,56.025051164795485,518.6,3.73392,0.0072
Brunei Darussalam,2025,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.14771968509967,353.5,2.5452,0.0072
Brunei Darussalam,2026,ATS,Large,High_eff,50.313736797763056,0.0211432771541045,284.42509959825344,488.726,3.5188272,0.0072
Brunei Darussalam,2026,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,270.881778739881,760.1,5.47272,0.0072
Brunei Darussalam,2026,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,262.66892351528946,605.0,4.356,0.0072
Brunei Darussalam,2026,ATS,Medium,High_eff,50.31373679776306,0.0192862979294207,196.8725157773828,445.802,3.2097744,0.0072
Brunei Darussalam,2026,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,185.64320632985,663.8,4.77936,0.0072
Brunei Darussalam,2026,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,170.41290551716594,501.4,3.61008,0.0072
Brunei Darussalam,2026,ATS,Small,High_eff,50.313736797763056,0.0129394990724537,90.71846424837427,299.096,2.1534912,0.0072
Brunei Darussalam,2026,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,56.30574898831918,518.6,3.73392,0.0072
Brunei Darussalam,2026,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.9438297237342,353.5,2.5452,0.0072
Brunei Darussalam,2027,ATS,Large,High_eff,51.340547752819454,0.0211432771541045,285.8481398080577,478.95148,3.4484506559999994,0.0072
Brunei Darussalam,2027,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,272.2363901270352,760.1,5.47272,0.0072
Brunei Darussalam,2027,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,263.9816397049028,605.0,4.356,0.0072
Brunei Darussalam,2027,ATS,Medium,High_eff,51.340547752819454,0.0192862979294207,197.4632380627088,436.88596,3.1455789119999995,0.0072
Brunei Darussalam,2027,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,186.5718832086722,663.8,4.77936,0.0072
Brunei Darussalam,2027,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,171.79824004918342,501.4,3.61008,0.0072
Brunei Darussalam,2027,ATS,Small,High_eff,51.340547752819454,0.0129394990724537,89.96714370580835,293.11407999999994,2.110421376,0.0072
Brunei Darussalam,2027,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,56.58644681184288,518.6,3.73392,0.0072
Brunei Darussalam,2027,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.75669784138508,353.5,2.5452,0.0072
Brunei Darussalam,2028,ATS,Large,High_eff,52.38831403348924,0.0211432771541045,287.2767660442007,469.37245039999993,3.37948164288,0.0072
Brunei Darussalam,2028,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,273.5965875405281,760.1,5.47272,0.0072
Brunei Darussalam,2028,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,265.3013384274396,605.0,4.356,0.0072
Brunei Darussalam,2028,ATS,Medium,High_eff,52.388314033489245,0.0192862979294207,198.0693219204664,428.1482408,3.0826673337599995,0.0072
Brunei Darussalam,2028,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,187.5047496072485,663.8,4.77936,0.0072
Brunei Darussalam,2028,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,173.173799035108,501.4,3.61008,0.0072
Brunei Darussalam,2028,ATS,Small,High_eff,52.38831403348924,0.0129394990724537,89.2493393212751,287.2517984,2.06821294848,0.0072
Brunei Darussalam,2028,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,56.86993764853598,518.6,3.73392,0.0072
Brunei Darussalam,2028,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.58492753146759,353.5,2.5452,0.0072
Brunei Darussalam,2029,ATS,Large,High_eff,53.45746329947881,0.0211432771541045,288.7137713198519,459.985001392,3.3118920100224,0.0072
Brunei Darussalam,2029,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,274.96516399352925,760.1,5.47272,0.0072
Brunei Darussalam,2029,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,266.6280196828999,605.0,4.356,0.0072
Brunei Darussalam,2029,ATS,Medium,High_eff,53.457463299478825,0.0192862979294207,198.69076735065573,419.5852759839999,3.021013987084799,0.0072
Brunei Darussalam,2029,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,188.44180552557887,663.8,4.77936,0.0072
Brunei Darussalam,2029,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,174.54097898152446,501.4,3.61008,0.0072
Brunei Darussalam,2029,ATS,Small,High_eff,53.45746329947881,0.0129394990724537,88.56225808160514,281.506762432,2.0268486895104,0.0072
Brunei Darussalam,2029,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,57.15482499181376,518.6,3.73392,0.0072
Brunei Darussalam,2029,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.42712228739704,353.5,2.5452,0.0072
Brunei Darussalam,2030,ATS,Large,High_eff,54.54843193824368,0.0211432771541045,290.1563626218419,450.78530136416,3.245654169821952,0.0072
Brunei Darussalam,2030,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,276.3393264728692,760.1,5.47272,0.0072
Brunei Darussalam,2030,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,267.9616834712836,605.0,4.356,0.0072
Brunei Darussalam,2030,ATS,Medium,High_eff,54.54843193824369,0.0192862979294207,199.32478134010728,411.1935704643199,2.9605937073431035,0.0072
Brunei Darussalam,2030,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,189.38444747024803,663.8,4.77936,0.0072
Brunei Darussalam,2030,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,175.90117639501742,501.4,3.61008,0.0072
Brunei Darussalam,2030,ATS,Small,High_eff,54.54843193824369,0.0129394990724537,87.90589998679847,275.87662718336,1.986311715720192,0.0072
Brunei Darussalam,2030,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,57.43971233509156,518.6,3.73392,0.0072
Brunei Darussalam,2030,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.28467861575815,353.5,2.5452,0.0072
Brunei Darussalam,2031,ATS,Large,High_eff,55.66166524310581,0.0211432771541045,291.60733296334,441.7695953368768,3.180741086425513,0.0072
Brunei Darussalam,2031,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,277.72186799171726,760.1,5.47272,0.0072
Brunei Darussalam,2031,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,269.30093328600617,605.0,4.356,0.0072
Brunei Darussalam,2031,ATS,Medium,High_eff,55.661665243105816,0.0192862979294207,199.97415690199048,402.9696990550335,2.901381833196241,0.0072
Brunei Darussalam,2031,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,190.33127893467125,663.8,4.77936,0.0072
Brunei Darussalam,2031,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,177.25159826241753,501.4,3.61008,0.0072
Brunei Darussalam,2031,ATS,Small,High_eff,55.66166524310581,0.0129394990724537,87.2788685302704,270.3590946396928,1.946585481405788,0.0072
Brunei Darussalam,2031,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,57.72739269153873,518.6,3.73392,0.0072
Brunei Darussalam,2031,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.1562000099662,353.5,2.5452,0.0072
Brunei Darussalam,2032,ATS,Large,High_eff,56.79761759500592,0.0211432771541045,293.0652858377616,432.9342034301392,3.1171262646970024,0.0072
Brunei Darussalam,2032,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,279.10999553690414,760.1,5.47272,0.0072
Brunei Darussalam,2032,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,270.6471656336522,605.0,4.356,0.0072
Brunei Darussalam,2032,ATS,Medium,High_eff,56.79761759500592,0.0192862979294207,200.84697351742489,394.9103050739329,2.843354196532317,0.0072
Brunei Darussalam,2032,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,191.28229991884857,663.8,4.77936,0.0072
Brunei Darussalam,2032,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,178.31015025361637,501.4,3.61008,0.0072
Brunei Darussalam,2032,ATS,Small,High_eff,56.79761759500592,0.0129394990724537,86.68116371202093,264.9519127468989,1.9076537717776725,0.0072
Brunei Darussalam,2032,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,58.016469554570605,518.6,3.73392,0.0072
Brunei Darussalam,2032,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.04308297660592,353.5,2.5452,0.0072
Brunei Darussalam,2033,ATS,Large,High_eff,57.95675264796522,0.0211432771541045,294.5302212451068,424.2755193615364,3.054783739403062,0.0072
Brunei Darussalam,2033,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,280.50510561501443,760.1,5.47272,0.0072
Brunei Darussalam,2033,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,272.0017770208064,605.0,4.356,0.0072
Brunei Darussalam,2033,ATS,Medium,High_eff,57.95675264796522,0.0192862979294207,201.85106175182065,387.0120989724542,2.7864871126016704,0.0072
Brunei Darussalam,2033,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,192.23890692936465,663.8,4.77936,0.0072
Brunei Darussalam,2033,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,179.2011214546518,501.4,3.61008,0.0072
Brunei Darussalam,2033,ATS,Small,High_eff,57.95675264796524,0.0129394990724537,86.11138902546536,259.6528744919609,1.8695006963421184,0.0072
Brunei Darussalam,2033,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,58.30554641760248,518.6,3.73392,0.0072
Brunei Darussalam,2033,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,70.94113799592317,353.5,2.5452,0.0072
Brunei Darussalam,2034,ATS,Large,High_eff,59.13954351833186,0.0211432771541045,296.00353569195994,415.7900089743057,2.993688064615001,0.0072
Brunei Darussalam,2034,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,281.908594732633,760.1,5.47272,0.0072
Brunei Darussalam,2034,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,273.36057792771464,605.0,4.356,0.0072
Brunei Darussalam,2034,ATS,Medium,High_eff,59.13954351833187,0.0192862979294207,202.86073601255512,379.27185699300514,2.730757370349637,0.0072
Brunei Darussalam,2034,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,193.2010999662196,663.8,4.77936,0.0072
Brunei Darussalam,2034,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,180.09767868202604,501.4,3.61008,0.0072
Brunei Darussalam,2034,ATS,Small,High_eff,59.13954351833187,0.0129394990724537,85.56814796401899,254.4598170021217,1.832110682415276,0.0072
Brunei Darussalam,2034,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,58.59741629380374,518.6,3.73392,0.0072
Brunei Darussalam,2034,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,70.85455458767208,353.5,2.5452,0.0072
Brunei Darussalam,2035,ATS,Large,High_eff,60.34647297788966,0.0211432771541045,297.4838326717367,407.4742087948195,2.9338143033227,0.0072
Brunei Darussalam,2035,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,283.3176698765903,760.1,5.47272,0.0072
Brunei Darussalam,2035,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,274.7277578741311,605.0,4.356,0.0072
Brunei Darussalam,2035,ATS,Medium,High_eff,60.34647297788968,0.0192862979294207,203.87459979304373,371.68641985314497,2.676142222942644,0.0072
Brunei Darussalam,2035,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,194.1660860162438,663.8,4.77936,0.0072
Brunei Darussalam,2035,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,180.9984254291543,501.4,3.61008,0.0072
Brunei Darussalam,2035,ATS,Small,High_eff,60.34647297788968,0.0129394990724537,85.0528370342665,249.37062066207923,1.7954684687669704,0.0072
Brunei Darussalam,2035,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,58.8906826765897,518.6,3.73392,0.0072
Brunei Darussalam,2035,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,70.77914323209855,353.5,2.5452,0.0072
Brunei Darussalam,2036,ATS,Large,High_eff,61.57803365090781,0.0211432771541045,298.9711121844369,399.3247246189232,2.875138017256247,0.0072
Brunei Darussalam,2036,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,284.73372755347106,760.1,5.47272,0.0072
Brunei Darussalam,2036,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,276.101920353471,605.0,4.356,0.0072
Brunei Darussalam,2036,ATS,Medium,High_eff,61.57803365090781,0.0192862979294207,204.8940495998711,364.2526914560821,2.6226193784837912,0.0072
Brunei Darussalam,2036,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,195.13805459919155,663.8,4.77936,0.0072
Brunei Darussalam,2036,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,181.90336169603668,501.4,3.61008,0.0072
Brunei Darussalam,2036,ATS,Small,High_eff,61.57803365090781,0.0129394990724537,84.56126671645386,244.3832082488377,1.7595590993916312,0.0072
Brunei Darussalam,2036,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,59.18534556596035,518.6,3.73392,0.0072
Brunei Darussalam,2036,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,70.71769694237196,353.5,2.5452,0.0072
Brunei Darussalam,2037,ATS,Large,High_eff,62.83472821521207,0.0211432771541045,300.46537423006066,391.3382301265447,2.8176352569111214,0.0072
