Country,Year,Size_group,Efficiency_level,device_thousand,source
Brunei Darussalam,2010,Large,Low_eff,29.3518,existing_stock
Brunei Darussalam,2011,Large,Low_eff,29.7564,existing_stock
Brunei Darussalam,2012,Large,Low_eff,30.1359,existing_stock
Brunei Darussalam,2013,Large,Low_eff,30.5116,existing_stock
Brunei Darussalam,2014,Large,Low_eff,30.8792,existing_stock
Brunei Darussalam,2015,Large,Low_eff,30.9665,existing_stock
Brunei Darussalam,2016,Large,Low_eff,30.8961,existing_stock
Brunei Darussalam,2017,Large,Low_eff,31.2072,existing_stock
Brunei Darussalam,2018,Large,Low_eff,31.3591,existing_stock
Brunei Darussalam,2019,Large,Low_eff,32.0482,existing_stock
Brunei Darussalam,2020,Large,Low_eff,32.3175,existing_stock
Brunei Darussalam,2021,Large,Low_eff,32.3017,existing_stock
Brunei Darussalam,2022,Large,Low_eff,32.1383,existing_stock
Brunei Darussalam,2023,Large,Low_eff,32.5336,existing_stock
Brunei Darussalam,2024,Large,Low_eff,33.2069,existing_stock
Brunei Darussalam,2025,Large,Low_eff,33.73,existing_stock
Brunei Darussalam,2026,Large,Low_eff,31.6638,retirement_survival
Brunei Darussalam,2027,Large,Low_eff,29.583,retirement_survival
Brunei Darussalam,2028,Large,Low_eff,27.4918,retirement_survival
Brunei Darussalam,2029,Large,Low_eff,25.3965,retirement_survival
Brunei Darussalam,2030,Large,Low_eff,23.3059,retirement_survival
Brunei Darussalam,2031,Large,Low_eff,21.2308,retirement_survival
Brunei Darussalam,2032,Large,Low_eff,19.184,retirement_survival
Brunei Darussalam,2033,Large,Low_eff,17.1802,retirement_survival
Brunei Darussalam,2034,Large,Low_eff,15.2354,retirement_survival
Brunei Darussalam,2035,Large,Low_eff,13.3662,retirement_survival
Brunei Darussalam,2036,Large,Low_eff,11.5897,retirement_survival
Brunei Darussalam,2037,Large,Low_eff,9.9219,retirement_survival
Brunei Darussalam,2038,Large,Low_eff,8.3777,retirement_survival
Brunei Darussalam,2039,Large,Low_eff,6.9691,retirement_survival
Brunei Darussalam,2040,Large,Low_eff,5.705,retirement_survival
Brunei Darussalam,2041,Large,Low_eff,4.5906,retirement_survival
Brunei Darussalam,2042,Large,Low_eff,3.6266,retirement_survival
Brunei Darussalam,2043,Large,Low_eff,2.8094,retirement_survival
Brunei Darussalam,2044,Large,Low_eff,2.1316,retirement_survival
Brunei Darussalam,2045,Large,Low_eff,1.5819,retirement_survival
Brunei Darussalam,2046,Large,Low_eff,1.147,retirement_survival
Brunei Darussalam,2047,Large,Low_eff,0.8114,retirement_survival
Brunei Darussalam,2048,Large,Low_eff,0.5593,retirement_survival
Brunei Darussalam,2049,Large,Low_eff,0.3752,retirement_survival
Brunei Darussalam,2050,Large,Low_eff,0.2447,retirement_survival
Brunei Darussalam,2051,Large,Low_eff,0.1548,retirement_survival
Brunei Darussalam,2052,Large,Low_eff,0.095,retirement_survival
Brunei Darussalam,2053,Large,Low_eff,0.0564,retirement_survival
Brunei Darussalam,2054,Large,Low_eff,0.0324,retirement_survival
Brunei Darussalam,2055,Large,Low_eff,0.018,retirement_survival
Brunei Darussalam,2056,Large,Low_eff,0.0096,retirement_survival
Brunei Darussalam,2057,Large,Low_eff,0.0049,retirement_survival
Brunei Darussalam,2058,Large,Low_eff,0.0024,retirement_survival
Brunei Darussalam,2059,Large,Low_eff,0.0012,retirement_survival
Brunei Darussalam,2060,Large,Low_eff,0.0005,retirement_survival
Brunei Darussalam,2005,Large,Mid_eff,38.8373,existing_stock
Brunei Darussalam,2006,Large,Mid_eff,39.4823,existing_stock
Brunei Darussalam,2007,Large,Mid_eff,40.1114,existing_stock
Brunei Darussalam,2008,Large,Mid_eff,40.7277,existing_stock
Brunei Darussalam,2009,Large,Mid_eff,41.3356,existing_stock
Brunei Darussalam,2010,Large,Mid_eff,41.9435,existing_stock
Brunei Darussalam,2011,Large,Mid_eff,42.5218,existing_stock
Brunei Darussalam,2012,Large,Mid_eff,43.064,existing_stock
Brunei Darussalam,2013,Large,Mid_eff,43.6009,existing_stock
Brunei Darussalam,2014,Large,Mid_eff,44.1262,existing_stock
Brunei Darussalam,2015,Large,Mid_eff,44.251,existing_stock
Brunei Darussalam,2016,Large,Mid_eff,44.1503,existing_stock
Brunei Darussalam,2017,Large,Mid_eff,44.595,existing_stock
Brunei Darussalam,2018,Large,Mid_eff,44.8119,existing_stock
Brunei Darussalam,2019,Large,Mid_eff,45.7968,existing_stock
Brunei Darussalam,2020,Large,Mid_eff,46.1815,existing_stock
Brunei Darussalam,2021,Large,Mid_eff,46.1589,existing_stock
Brunei Darussalam,2022,Large,Mid_eff,45.9255,existing_stock
Brunei Darussalam,2023,Large,Mid_eff,46.4903,existing_stock
Brunei Darussalam,2024,Large,Mid_eff,47.4524,existing_stock
Brunei Darussalam,2025,Large,Mid_eff,48.2,existing_stock
Brunei Darussalam,2026,Large,Mid_eff,45.2474,retirement_survival
Brunei Darussalam,2027,Large,Mid_eff,42.274,retirement_survival
Brunei Darussalam,2028,Large,Mid_eff,39.2857,retirement_survival
Brunei Darussalam,2029,Large,Mid_eff,36.2915,retirement_survival
Brunei Darussalam,2030,Large,Mid_eff,33.304,retirement_survival
Brunei Darussalam,2031,Large,Mid_eff,30.3386,retirement_survival
Brunei Darussalam,2032,Large,Mid_eff,27.4138,retirement_survival
Brunei Darussalam,2033,Large,Mid_eff,24.5504,retirement_survival
Brunei Darussalam,2034,Large,Mid_eff,21.7713,retirement_survival
Brunei Darussalam,2035,Large,Mid_eff,19.1003,retirement_survival
Brunei Darussalam,2036,Large,Mid_eff,16.5616,retirement_survival
Brunei Darussalam,2037,Large,Mid_eff,14.1784,retirement_survival
Brunei Darussalam,2038,Large,Mid_eff,11.9717,retirement_survival
Brunei Darussalam,2039,Large,Mid_eff,9.9588,retirement_survival
Brunei Darussalam,2040,Large,Mid_eff,8.1525,retirement_survival
Brunei Darussalam,2041,Large,Mid_eff,6.56,retirement_survival
Brunei Darussalam,2042,Large,Mid_eff,5.1824,retirement_survival
Brunei Darussalam,2043,Large,Mid_eff,4.0147,retirement_survival
Brunei Darussalam,2044,Large,Mid_eff,3.046,retirement_survival
Brunei Darussalam,2045,Large,Mid_eff,2.2606,retirement_survival
Brunei Darussalam,2046,Large,Mid_eff,1.639,retirement_survival
Brunei Darussalam,2047,Large,Mid_eff,1.1595,retirement_survival
Brunei Darussalam,2048,Large,Mid_eff,0.7993,retirement_survival
Brunei Darussalam,2049,Large,Mid_eff,0.5362,retirement_survival
Brunei Darussalam,2050,Large,Mid_eff,0.3496,retirement_survival
Brunei Darussalam,2051,Large,Mid_eff,0.2213,retirement_survival
Brunei Darussalam,2052,Large,Mid_eff,0.1357,retirement_survival
Brunei Darussalam,2053,Large,Mid_eff,0.0806,retirement_survival
Brunei Darussalam,2054,Large,Mid_eff,0.0463,retirement_survival
Brunei Darussalam,2055,Large,Mid_eff,0.0257,retirement_survival
Brunei Darussalam,2056,Large,Mid_eff,0.0137,retirement_survival
Brunei Darussalam,2057,Large,Mid_eff,0.0071,retirement_survival
Brunei Darussalam,2058,Large,Mid_eff,0.0035,retirement_survival
Brunei Darussalam,2059,Large,Mid_eff,0.0017,retirement_survival
Brunei Darussalam,2060,Large,Mid_eff,0.0008,retirement_survival
Brunei Darussalam,2005,Medium,High_eff,15.5108,existing_stock
Brunei Darussalam,2006,Medium,High_eff,15.7683,existing_stock
Brunei Darussalam,2007,Medium,High_eff,16.0196,existing_stock
Brunei Darussalam,2008,Medium,High_eff,16.2657,existing_stock
Brunei Darussalam,2009,Medium,High_eff,16.5085,existing_stock
Brunei Darussalam,2010,Medium,High_eff,16.7513,existing_stock
Brunei Darussalam,2011,Medium,High_eff,16.9822,existing_stock
Brunei Darussalam,2012,Medium,High_eff,17.1988,existing_stock
Brunei Darussalam,2013,Medium,High_eff,17.4132,existing_stock
Brunei Darussalam,2014,Medium,High_eff,17.623,existing_stock
Brunei Darussalam,2015,Medium,High_eff,17.6728,existing_stock
Brunei Darussalam,2016,Medium,High_eff,17.6327,existing_stock
Brunei Darussalam,2017,Medium,High_eff,17.8102,existing_stock
Brunei Darussalam,2018,Medium,High_eff,17.8969,existing_stock
Brunei Darussalam,2019,Medium,High_eff,18.2902,existing_stock
Brunei Darussalam,2020,Medium,High_eff,18.4439,existing_stock
Brunei Darussalam,2021,Medium,High_eff,18.4348,existing_stock
Brunei Darussalam,2022,Medium,High_eff,18.3416,existing_stock
Brunei Darussalam,2023,Medium,High_eff,18.5672,existing_stock
Brunei Darussalam,2024,Medium,High_eff,18.9514,existing_stock
Brunei Darussalam,2025,Medium,High_eff,19.25,existing_stock
Brunei Darussalam,2026,Medium,High_eff,18.0708,retirement_survival
Brunei Darussalam,2027,Medium,High_eff,16.8833,retirement_survival
Brunei Darussalam,2028,Medium,High_eff,15.6898,retirement_survival
Brunei Darussalam,2029,Medium,High_eff,14.494,retirement_survival
Brunei Darussalam,2030,Medium,High_eff,13.3009,retirement_survival
Brunei Darussalam,2031,Medium,High_eff,12.1166,retirement_survival
Brunei Darussalam,2032,Medium,High_eff,10.9485,retirement_survival
Brunei Darussalam,2033,Medium,High_eff,9.8049,retirement_survival
Brunei Darussalam,2034,Medium,High_eff,8.695,retirement_survival
Brunei Darussalam,2035,Medium,High_eff,7.6282,retirement_survival
Brunei Darussalam,2036,Medium,High_eff,6.6143,retirement_survival
Brunei Darussalam,2037,Medium,High_eff,5.6625,retirement_survival
Brunei Darussalam,2038,Medium,High_eff,4.7812,retirement_survival
Brunei Darussalam,2039,Medium,High_eff,3.9773,retirement_survival
Brunei Darussalam,2040,Medium,High_eff,3.2559,retirement_survival
Brunei Darussalam,2041,Medium,High_eff,2.6199,retirement_survival
Brunei Darussalam,2042,Medium,High_eff,2.0697,retirement_survival
Brunei Darussalam,2043,Medium,High_eff,1.6034,retirement_survival
Brunei Darussalam,2044,Medium,High_eff,1.2165,retirement_survival
Brunei Darussalam,2045,Medium,High_eff,0.9028,retirement_survival
Brunei Darussalam,2046,Medium,High_eff,0.6546,retirement_survival
Brunei Darussalam,2047,Medium,High_eff,0.4631,retirement_survival
Brunei Darussalam,2048,Medium,High_eff,0.3192,retirement_survival
Brunei Darussalam,2049,Medium,High_eff,0.2141,retirement_survival
Brunei Darussalam,2050,Medium,High_eff,0.1396,retirement_survival
Brunei Darussalam,2051,Medium,High_eff,0.0884,retirement_survival
Brunei Darussalam,2052,Medium,High_eff,0.0542,retirement_survival
Brunei Darussalam,2053,Medium,High_eff,0.0322,retirement_survival
Brunei Darussalam,2054,Medium,High_eff,0.0185,retirement_survival
Brunei Darussalam,2055,Medium,High_eff,0.0102,retirement_survival
Brunei Darussalam,2056,Medium,High_eff,0.0055,retirement_survival
Brunei Darussalam,2057,Medium,High_eff,0.0028,retirement_survival
Brunei Darussalam,2058,Medium,High_eff,0.0014,retirement_survival
Brunei Darussalam,2059,Medium,High_eff,0.0007,retirement_survival
Brunei Darussalam,2060,Medium,High_eff,0.0003,retirement_survival
Brunei Darussalam,2005,Medium,Low_eff,20.2808,existing_stock
Brunei Darussalam,2006,Medium,Low_eff,20.6176,existing_stock
Brunei Darussalam,2007,Medium,Low_eff,20.9461,existing_stock
Brunei Darussalam,2008,Medium,Low_eff,21.268,existing_stock
Brunei Darussalam,2009,Medium,Low_eff,21.5854,existing_stock
Brunei Darussalam,2010,Medium,Low_eff,21.9029,existing_stock
Brunei Darussalam,2011,Medium,Low_eff,22.2048,existing_stock
Brunei Darussalam,2012,Medium,Low_eff,22.488,existing_stock
Brunei Darussalam,2013,Medium,Low_eff,22.7684,existing_stock
Brunei Darussalam,2014,Medium,Low_eff,23.0427,existing_stock
Brunei Darussalam,2015,Medium,Low_eff,23.1078,existing_stock
Brunei Darussalam,2016,Medium,Low_eff,23.0553,existing_stock
Brunei Darussalam,2017,Medium,Low_eff,23.2874,existing_stock
Brunei Darussalam,2018,Medium,Low_eff,23.4008,existing_stock
Brunei Darussalam,2019,Medium,Low_eff,23.915,existing_stock
Brunei Darussalam,2020,Medium,Low_eff,24.1159,existing_stock
Brunei Darussalam,2021,Medium,Low_eff,24.1041,existing_stock
Brunei Darussalam,2022,Medium,Low_eff,23.9823,existing_stock
Brunei Darussalam,2023,Medium,Low_eff,24.2772,existing_stock
Brunei Darussalam,2024,Medium,Low_eff,24.7796,existing_stock
Brunei Darussalam,2025,Medium,Low_eff,25.17,existing_stock
Brunei Darussalam,2026,Medium,Low_eff,23.6281,retirement_survival
Brunei Darussalam,2027,Medium,Low_eff,22.0755,retirement_survival
Brunei Darussalam,2028,Medium,Low_eff,20.515,retirement_survival
Brunei Darussalam,2029,Medium,Low_eff,18.9514,retirement_survival
Brunei Darussalam,2030,Medium,Low_eff,17.3913,retirement_survival
Brunei Darussalam,2031,Medium,Low_eff,15.8428,retirement_survival
Brunei Darussalam,2032,Medium,Low_eff,14.3155,retirement_survival
Brunei Darussalam,2033,Medium,Low_eff,12.8202,retirement_survival
Brunei Darussalam,2034,Medium,Low_eff,11.3689,retirement_survival
Brunei Darussalam,2035,Medium,Low_eff,9.9741,retirement_survival
Brunei Darussalam,2036,Medium,Low_eff,8.6485,retirement_survival
Brunei Darussalam,2037,Medium,Low_eff,7.404,retirement_survival
Brunei Darussalam,2038,Medium,Low_eff,6.2516,retirement_survival
Brunei Darussalam,2039,Medium,Low_eff,5.2005,retirement_survival
Brunei Darussalam,2040,Medium,Low_eff,4.2572,retirement_survival
Brunei Darussalam,2041,Medium,Low_eff,3.4256,retirement_survival
Brunei Darussalam,2042,Medium,Low_eff,2.7063,retirement_survival
Brunei Darussalam,2043,Medium,Low_eff,2.0965,retirement_survival
Brunei Darussalam,2044,Medium,Low_eff,1.5906,retirement_survival
Brunei Darussalam,2045,Medium,Low_eff,1.1805,retirement_survival
Brunei Darussalam,2046,Medium,Low_eff,0.8559,retirement_survival
Brunei Darussalam,2047,Medium,Low_eff,0.6055,retirement_survival
Brunei Darussalam,2048,Medium,Low_eff,0.4174,retirement_survival
Brunei Darussalam,2049,Medium,Low_eff,0.28,retirement_survival
Brunei Darussalam,2050,Medium,Low_eff,0.1826,retirement_survival
Brunei Darussalam,2051,Medium,Low_eff,0.1155,retirement_survival
Brunei Darussalam,2052,Medium,Low_eff,0.0709,retirement_survival
Brunei Darussalam,2053,Medium,Low_eff,0.0421,retirement_survival
Brunei Darussalam,2054,Medium,Low_eff,0.0242,retirement_survival
Brunei Darussalam,2055,Medium,Low_eff,0.0134,retirement_survival
Brunei Darussalam,2056,Medium,Low_eff,0.0072,retirement_survival
Brunei Darussalam,2057,Medium,Low_eff,0.0037,retirement_survival
Brunei Darussalam,2058,Medium,Low_eff,0.0018,retirement_survival
Brunei Darussalam,2059,Medium,Low_eff,0.0009,retirement_survival
Brunei Darussalam,2060,Medium,Low_eff,0.0004,retirement_survival
Brunei Darussalam,2005,Medium,Mid_eff,15.7686,existing_stock
Brunei Darussalam,2006,Medium,Mid_eff,16.0305,existing_stock
Brunei Darussalam,2007,Medium,Mid_eff,16.2859,existing_stock
Brunei Darussalam,2008,Medium,Mid_eff,16.5361,existing_stock
Brunei Darussalam,2009,Medium,Mid_eff,16.783,existing_stock
Brunei Darussalam,2010,Medium,Mid_eff,17.0298,existing_stock
Brunei Darussalam,2011,Medium,Mid_eff,17.2645,existing_stock
Brunei Darussalam,2012,Medium,Mid_eff,17.4847,existing_stock
Brunei Darussalam,2013,Medium,Mid_eff,17.7027,existing_stock
Brunei Darussalam,2014,Medium,Mid_eff,17.916,existing_stock
Brunei Darussalam,2015,Medium,Mid_eff,17.9666,existing_stock
Brunei Darussalam,2016,Medium,Mid_eff,17.9258,existing_stock
Brunei Darussalam,2017,Medium,Mid_eff,18.1063,existing_stock
Brunei Darussalam,2018,Medium,Mid_eff,18.1944,existing_stock
Brunei Darussalam,2019,Medium,Mid_eff,18.5942,existing_stock
Brunei Darussalam,2020,Medium,Mid_eff,18.7505,existing_stock
Brunei Darussalam,2021,Medium,Mid_eff,18.7413,existing_stock
Brunei Darussalam,2022,Medium,Mid_eff,18.6465,existing_stock
Brunei Darussalam,2023,Medium,Mid_eff,18.8758,existing_stock
Brunei Darussalam,2024,Medium,Mid_eff,19.2665,existing_stock
Brunei Darussalam,2025,Medium,Mid_eff,19.57,existing_stock
Brunei Darussalam,2026,Medium,Mid_eff,18.3712,retirement_survival
Brunei Darussalam,2027,Medium,Mid_eff,17.164,retirement_survival
Brunei Darussalam,2028,Medium,Mid_eff,15.9506,retirement_survival
Brunei Darussalam,2029,Medium,Mid_eff,14.735,retirement_survival
Brunei Darussalam,2030,Medium,Mid_eff,13.522,retirement_survival
Brunei Darussalam,2031,Medium,Mid_eff,12.318,retirement_survival
Brunei Darussalam,2032,Medium,Mid_eff,11.1305,retirement_survival
Brunei Darussalam,2033,Medium,Mid_eff,9.9679,retirement_survival
Brunei Darussalam,2034,Medium,Mid_eff,8.8395,retirement_survival
Brunei Darussalam,2035,Medium,Mid_eff,7.755,retirement_survival
Brunei Darussalam,2036,Medium,Mid_eff,6.7243,retirement_survival
Brunei Darussalam,2037,Medium,Mid_eff,5.7567,retirement_survival
Brunei Darussalam,2038,Medium,Mid_eff,4.8607,retirement_survival
Brunei Darussalam,2039,Medium,Mid_eff,4.0434,retirement_survival
Brunei Darussalam,2040,Medium,Mid_eff,3.31,retirement_survival
Brunei Darussalam,2041,Medium,Mid_eff,2.6635,retirement_survival
Brunei Darussalam,2042,Medium,Mid_eff,2.1042,retirement_survival
Brunei Darussalam,2043,Medium,Mid_eff,1.63,retirement_survival
Brunei Darussalam,2044,Medium,Mid_eff,1.2367,retirement_survival
Brunei Darussalam,2045,Medium,Mid_eff,0.9178,retirement_survival
Brunei Darussalam,2046,Medium,Mid_eff,0.6655,retirement_survival
Brunei Darussalam,2047,Medium,Mid_eff,0.4708,retirement_survival
Brunei Darussalam,2048,Medium,Mid_eff,0.3245,retirement_survival
Brunei Darussalam,2049,Medium,Mid_eff,0.2177,retirement_survival
Brunei Darussalam,2050,Medium,Mid_eff,0.1419,retirement_survival
Brunei Darussalam,2051,Medium,Mid_eff,0.0898,retirement_survival
Brunei Darussalam,2052,Medium,Mid_eff,0.0551,retirement_survival
Brunei Darussalam,2053,Medium,Mid_eff,0.0327,retirement_survival
Brunei Darussalam,2054,Medium,Mid_eff,0.0188,retirement_survival
Brunei Darussalam,2055,Medium,Mid_eff,0.0104,retirement_survival
Brunei Darussalam,2056,Medium,Mid_eff,0.0056,retirement_survival
Brunei Darussalam,2057,Medium,Mid_eff,0.0029,retirement_survival
Brunei Darussalam,2058,Medium,Mid_eff,0.0014,retirement_survival
Brunei Darussalam,2059,Medium,Mid_eff,0.0007,retirement_survival
Brunei Darussalam,2060,Medium,Mid_eff,0.0003,retirement_survival
Brunei Darussalam,2005,Small,High_eff,13.585,existing_stock
Brunei Darussalam,2006,Small,High_eff,13.8106,existing_stock
Brunei Darussalam,2007,Small,High_eff,14.0307,existing_stock
Brunei Darussalam,2008,Small,High_eff,14.2463,existing_stock
Brunei Darussalam,2009,Small,High_eff,14.4589,existing_stock
Brunei Darussalam,2010,Small,High_eff,14.6715,existing_stock
Brunei Darussalam,2011,Small,High_eff,14.8738,existing_stock
Brunei Darussalam,2012,Small,High_eff,15.0635,existing_stock
Brunei Darussalam,2013,Small,High_eff,15.2513,existing_stock
Brunei Darussalam,2014,Small,High_eff,15.435,existing_stock
Brunei Darussalam,2015,Small,High_eff,15.4787,existing_stock
Brunei Darussalam,2016,Small,High_eff,15.4435,existing_stock
Brunei Darussalam,2017,Small,High_eff,15.599,existing_stock
Brunei Darussalam,2018,Small,High_eff,15.6749,existing_stock
Brunei Darussalam,2019,Small,High_eff,16.0194,existing_stock
Brunei Darussalam,2020,Small,High_eff,16.1539,existing_stock
Brunei Darussalam,2021,Small,High_eff,16.146,existing_stock
Brunei Darussalam,2022,Small,High_eff,16.0644,existing_stock
Brunei Darussalam,2023,Small,High_eff,16.262,existing_stock
Brunei Darussalam,2024,Small,High_eff,16.5985,existing_stock
Brunei Darussalam,2025,Small,High_eff,16.86,existing_stock
Brunei Darussalam,2026,Small,High_eff,15.8272,retirement_survival
Brunei Darussalam,2027,Small,High_eff,14.7871,retirement_survival
Brunei Darussalam,2028,Small,High_eff,13.7418,retirement_survival
Brunei Darussalam,2029,Small,High_eff,12.6945,retirement_survival
Brunei Darussalam,2030,Small,High_eff,11.6495,retirement_survival
Brunei Darussalam,2031,Small,High_eff,10.6122,retirement_survival
Brunei Darussalam,2032,Small,High_eff,9.5892,retirement_survival
Brunei Darussalam,2033,Small,High_eff,8.5876,retirement_survival
Brunei Darussalam,2034,Small,High_eff,7.6154,retirement_survival
Brunei Darussalam,2035,Small,High_eff,6.6811,retirement_survival
Brunei Darussalam,2036,Small,High_eff,5.7931,retirement_survival
Brunei Darussalam,2037,Small,High_eff,4.9595,retirement_survival
Brunei Darussalam,2038,Small,High_eff,4.1876,retirement_survival
Brunei Darussalam,2039,Small,High_eff,3.4835,retirement_survival
Brunei Darussalam,2040,Small,High_eff,2.8517,retirement_survival
Brunei Darussalam,2041,Small,High_eff,2.2946,retirement_survival
Brunei Darussalam,2042,Small,High_eff,1.8128,retirement_survival
Brunei Darussalam,2043,Small,High_eff,1.4043,retirement_survival
Brunei Darussalam,2044,Small,High_eff,1.0655,retirement_survival
Brunei Darussalam,2045,Small,High_eff,0.7907,retirement_survival
Brunei Darussalam,2046,Small,High_eff,0.5733,retirement_survival
Brunei Darussalam,2047,Small,High_eff,0.4056,retirement_survival
Brunei Darussalam,2048,Small,High_eff,0.2796,retirement_survival
Brunei Darussalam,2049,Small,High_eff,0.1876,retirement_survival
Brunei Darussalam,2050,Small,High_eff,0.1223,retirement_survival
Brunei Darussalam,2051,Small,High_eff,0.0774,retirement_survival
Brunei Darussalam,2052,Small,High_eff,0.0475,retirement_survival
Brunei Darussalam,2053,Small,High_eff,0.0282,retirement_survival
Brunei Darussalam,2054,Small,High_eff,0.0162,retirement_survival
Brunei Darussalam,2055,Small,High_eff,0.009,retirement_survival
Brunei Darussalam,2056,Small,High_eff,0.0048,retirement_survival
Brunei Darussalam,2057,Small,High_eff,0.0025,retirement_survival
Brunei Darussalam,2058,Small,High_eff,0.0012,retirement_survival
Brunei Darussalam,2059,Small,High_eff,0.0006,retirement_survival
Brunei Darussalam,2060,Small,High_eff,0.0003,retirement_survival
Brunei Darussalam,2005,Small,Low_eff,21.6909,existing_stock
Brunei Darussalam,2006,Small,Low_eff,22.0511,existing_stock
Brunei Darussalam,2007,Small,Low_eff,22.4025,existing_stock
Brunei Darussalam,2008,Small,Low_eff,22.7467,existing_stock
Brunei Darussalam,2009,Small,Low_eff,23.0862,existing_stock
Brunei Darussalam,2010,Small,Low_eff,23.4257,existing_stock
Brunei Darussalam,2011,Small,Low_eff,23.7487,existing_stock
Brunei Darussalam,2012,Small,Low_eff,24.0515,existing_stock
Brunei Darussalam,2013,Small,Low_eff,24.3514,existing_stock
Brunei Darussalam,2014,Small,Low_eff,24.6448,existing_stock
Brunei Darussalam,2015,Small,Low_eff,24.7144,existing_stock
Brunei Darussalam,2016,Small,Low_eff,24.6582,existing_stock
Brunei Darussalam,2017,Small,Low_eff,24.9066,existing_stock
Brunei Darussalam,2018,Small,Low_eff,25.0277,existing_stock
Brunei Darussalam,2019,Small,Low_eff,25.5778,existing_stock
Brunei Darussalam,2020,Small,Low_eff,25.7926,existing_stock
Brunei Darussalam,2021,Small,Low_eff,25.78,existing_stock
Brunei Darussalam,2022,Small,Low_eff,25.6497,existing_stock
Brunei Darussalam,2023,Small,Low_eff,25.9651,existing_stock
Brunei Darussalam,2024,Small,Low_eff,26.5025,existing_stock
Brunei Darussalam,2025,Small,Low_eff,26.92,existing_stock
