Country,Year,Size_group,Efficiency_level,device_thousand,source
Brunei Darussalam,2007,Large,Low_eff,2.9433419278859962,existing_stock
Brunei Darussalam,2008,Large,Low_eff,3.0777827635399944,existing_stock
Brunei Darussalam,2009,Large,Low_eff,3.2145045315354284,existing_stock
Brunei Darussalam,2010,Large,Low_eff,3.3541780943256603,existing_stock
Brunei Darussalam,2011,Large,Low_eff,3.493985829606565,existing_stock
Brunei Darussalam,2012,Large,Low_eff,3.6333910474154525,existing_stock
Brunei Darussalam,2013,Large,Low_eff,3.774808852584429,existing_stock
Brunei Darussalam,2014,Large,Low_eff,3.9173000376787868,existing_stock
Brunei Darussalam,2015,Large,Low_eff,4.060193740245163,existing_stock
Brunei Darussalam,2016,Large,Low_eff,4.202819097830193,existing_stock
Brunei Darussalam,2017,Large,Low_eff,4.344505247980515,existing_stock
Brunei Darussalam,2018,Large,Low_eff,4.484849673224111,existing_stock
Brunei Darussalam,2019,Large,Low_eff,4.624254891032997,existing_stock
Brunei Darussalam,2020,Large,Low_eff,4.763794281332556,existing_stock
Brunei Darussalam,2021,Large,Low_eff,4.904138706576152,existing_stock
Brunei Darussalam,2022,Large,Low_eff,5.045288166763783,existing_stock
Brunei Darussalam,2023,Large,Low_eff,5.186169281970069,existing_stock
Brunei Darussalam,2024,Large,Low_eff,5.3258428447603015,existing_stock
Brunei Darussalam,2025,Large,Low_eff,5.464443027625153,existing_stock
Brunei Darussalam,2026,Large,Low_eff,5.081380566754727,retirement_survival
Brunei Darussalam,2027,Large,Low_eff,4.68812099659318,retirement_survival
Brunei Darussalam,2028,Large,Low_eff,4.286006042047238,retirement_survival
Brunei Darussalam,2029,Large,Low_eff,3.8774508079490086,retirement_survival
Brunei Darussalam,2030,Large,Low_eff,3.4658096065653083,retirement_survival
Brunei Darussalam,2031,Large,Low_eff,3.0561809925416976,retirement_survival
Brunei Darussalam,2032,Large,Low_eff,2.6540660379957557,retirement_survival
Brunei Darussalam,2033,Large,Low_eff,2.2659050224797697,retirement_survival
Brunei Darussalam,2034,Large,Low_eff,1.8981382255460268,retirement_survival
Brunei Darussalam,2035,Large,Low_eff,1.5572059267468146,retirement_survival
Brunei Darussalam,2036,Large,Low_eff,1.2484750257090393,retirement_survival
Brunei Darussalam,2037,Large,Low_eff,0.9762390421342256,retirement_survival
Brunei Darussalam,2038,Large,Low_eff,0.7427789083638088,retirement_survival
Brunei Darussalam,2039,Large,Low_eff,0.5487654868511521,retirement_survival
Brunei Darussalam,2040,Large,Low_eff,0.3925887077081837,retirement_survival
Brunei Darussalam,2041,Large,Low_eff,0.2715651211214503,retirement_survival
Brunei Darussalam,2042,Large,Low_eff,0.18099868991740933,retirement_survival
Brunei Darussalam,2043,Large,Low_eff,0.11605920443184513,retirement_survival
Brunei Darussalam,2044,Large,Low_eff,0.07137976503785157,retirement_survival
Brunei Darussalam,2045,Large,Low_eff,0.041995989580540495,retirement_survival
Brunei Darussalam,2046,Large,Low_eff,0.02361435835838699,retirement_survival
Brunei Darussalam,2047,Large,Low_eff,0.012612214123229415,retirement_survival
Brunei Darussalam,2048,Large,Low_eff,0.006440279552287359,retirement_survival
Brunei Darussalam,2049,Large,Low_eff,0.003085967285471027,retirement_survival
Brunei Darussalam,2050,Large,Low_eff,0.0014758973973991868,retirement_survival
Brunei Darussalam,2051,Large,Low_eff,0.0006708624533632667,retirement_survival
Brunei Darussalam,2052,Large,Low_eff,0.00026834498134530667,retirement_survival
Brunei Darussalam,2053,Large,Low_eff,0.00013417249067265334,retirement_survival
Brunei Darussalam,2054,Large,Low_eff,0.0,retirement_survival
Brunei Darussalam,2055,Large,Low_eff,0.0,retirement_survival
Brunei Darussalam,2056,Large,Low_eff,0.0,retirement_survival
Brunei Darussalam,2057,Large,Low_eff,0.0,retirement_survival
Brunei Darussalam,2058,Large,Low_eff,0.0,retirement_survival
Brunei Darussalam,2059,Large,Low_eff,0.0,retirement_survival
Brunei Darussalam,2060,Large,Low_eff,0.0,retirement_survival
Brunei Darussalam,2005,Large,Mid_eff,3.354848956779024,existing_stock
Brunei Darussalam,2006,Large,Mid_eff,3.518136877927643,existing_stock
Brunei Darussalam,2007,Large,Mid_eff,3.68383990390837,existing_stock
Brunei Darussalam,2008,Large,Mid_eff,3.8520922072118773,existing_stock
Brunei Darussalam,2009,Large,Mid_eff,4.023296305310183,existing_stock
Brunei Darussalam,2010,Large,Mid_eff,4.197988888165978,existing_stock
Brunei Darussalam,2011,Large,Mid_eff,4.37308398849379,existing_stock
Brunei Darussalam,2012,Large,Mid_eff,4.547642398858913,existing_stock
Brunei Darussalam,2013,Large,Mid_eff,4.724481741565469,existing_stock
Brunei Darussalam,2014,Large,Mid_eff,4.902796981669425,existing_stock
Brunei Darussalam,2015,Large,Mid_eff,5.081648911736072,existing_stock
Brunei Darussalam,2016,Large,Mid_eff,5.260098324330701,existing_stock
Brunei Darussalam,2017,Large,Mid_eff,5.437608529490621,existing_stock
Brunei Darussalam,2018,Large,Mid_eff,5.613106147290453,existing_stock
Brunei Darussalam,2019,Large,Mid_eff,5.7876645576555745,existing_stock
Brunei Darussalam,2020,Large,Mid_eff,5.96235714051137,existing_stock
Brunei Darussalam,2021,Large,Mid_eff,6.137988930801872,existing_stock
Brunei Darussalam,2022,Large,Mid_eff,6.314694101017757,existing_stock
Brunei Darussalam,2023,Large,Mid_eff,6.490996753761623,existing_stock
Brunei Darussalam,2024,Large,Mid_eff,6.6658235091080895,existing_stock
Brunei Darussalam,2025,Large,Mid_eff,6.839174367057158,existing_stock
Brunei Darussalam,2026,Large,Mid_eff,6.359776057883768,retirement_survival
Brunei Darussalam,2027,Large,Mid_eff,5.867631362096475,retirement_survival
Brunei Darussalam,2028,Large,Mid_eff,5.364350349583352,retirement_survival
Brunei Darussalam,2029,Large,Mid_eff,4.852884815139198,retirement_survival
Brunei Darussalam,2030,Large,Mid_eff,4.3377966234468825,retirement_survival
Brunei Darussalam,2031,Large,Mid_eff,3.8251235365866743,retirement_survival
Brunei Darussalam,2032,Large,Mid_eff,3.3218425240735514,retirement_survival
Brunei Darussalam,2033,Large,Mid_eff,2.8360039353478737,retirement_survival
Brunei Darussalam,2034,Large,Mid_eff,2.3756581198499997,retirement_survival
Brunei Darussalam,2035,Large,Mid_eff,1.948989599510962,retirement_survival
Brunei Darussalam,2036,Large,Mid_eff,1.5625728263737209,retirement_survival
Brunei Darussalam,2037,Large,Mid_eff,1.2217747000651813,retirement_survival
Brunei Darussalam,2038,Large,Mid_eff,0.9295470153801423,retirement_survival
Brunei Darussalam,2039,Large,Mid_eff,0.6866948072626398,retirement_survival
Brunei Darussalam,2040,Large,Mid_eff,0.49133966084325653,retirement_survival
Brunei Darussalam,2041,Large,Mid_eff,0.3398589188738309,retirement_survival
Brunei Darussalam,2042,Large,Mid_eff,0.22661733674611148,retirement_survival
Brunei Darussalam,2043,Large,Mid_eff,0.14530880739848356,retirement_survival
Brunei Darussalam,2044,Large,Mid_eff,0.08935887878798712,retirement_survival
Brunei Darussalam,2045,Large,Mid_eff,0.0525956163436801,retirement_survival
Brunei Darussalam,2046,Large,Mid_eff,0.029517947947983732,retirement_survival
Brunei Darussalam,2047,Large,Mid_eff,0.015832353899373094,retirement_survival
Brunei Darussalam,2048,Large,Mid_eff,0.0080503494403592,retirement_survival
Brunei Darussalam,2049,Large,Mid_eff,0.003891002229506946,retirement_survival
Brunei Darussalam,2050,Large,Mid_eff,0.0017442423787444932,retirement_survival
Brunei Darussalam,2051,Large,Mid_eff,0.0008050349440359199,retirement_survival
Brunei Darussalam,2052,Large,Mid_eff,0.00026834498134530667,retirement_survival
Brunei Darussalam,2053,Large,Mid_eff,0.00013417249067265334,retirement_survival
Brunei Darussalam,2054,Large,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2055,Large,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2056,Large,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2057,Large,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2058,Large,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2059,Large,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2060,Large,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2005,Medium,High_eff,10.801288016620612,existing_stock
Brunei Darussalam,2006,Medium,High_eff,11.326841662585394,existing_stock
Brunei Darussalam,2007,Medium,High_eff,11.860445657990537,existing_stock
Brunei Darussalam,2008,Medium,High_eff,12.402368347817385,existing_stock
Brunei Darussalam,2009,Medium,High_eff,12.953414767009969,existing_stock
Brunei Darussalam,2010,Medium,High_eff,13.515865847909733,existing_stock
Brunei Darussalam,2011,Medium,High_eff,14.079524481225551,existing_stock
Brunei Darussalam,2012,Medium,High_eff,14.64130469967195,existing_stock
Brunei Darussalam,2013,Medium,High_eff,15.210732750086692,existing_stock
Brunei Darussalam,2014,Medium,High_eff,15.784991010165646,existing_stock
Brunei Darussalam,2015,Medium,High_eff,16.360859340132674,existing_stock
Brunei Darussalam,2016,Medium,High_eff,16.935385945192976,existing_stock
Brunei Darussalam,2017,Medium,High_eff,17.506692410477136,existing_stock
Brunei Darussalam,2018,Medium,High_eff,18.071961113681024,existing_stock
Brunei Darussalam,2019,Medium,High_eff,18.633875504618096,existing_stock
Brunei Darussalam,2020,Medium,High_eff,19.19646075800853,existing_stock
Brunei Darussalam,2021,Medium,High_eff,19.761595288721747,existing_stock
Brunei Darussalam,2022,Medium,High_eff,20.330620821664468,existing_stock
Brunei Darussalam,2023,Medium,High_eff,20.898304629700466,existing_stock
Brunei Darussalam,2024,Medium,High_eff,21.461024055581575,existing_stock
Brunei Darussalam,2025,Medium,High_eff,22.019315789270486,existing_stock
Brunei Darussalam,2026,Medium,High_eff,20.47579545657228,retirement_survival
Brunei Darussalam,2027,Medium,High_eff,18.891352514218916,retirement_survival
Brunei Darussalam,2028,Medium,High_eff,17.270817171874608,retirement_survival
Brunei Darussalam,2029,Medium,High_eff,15.624118193849135,retirement_survival
Brunei Darussalam,2030,Medium,High_eff,13.965880381625812,retirement_survival
Brunei Darussalam,2031,Medium,High_eff,12.315156228880157,retirement_survival
Brunei Darussalam,2032,Medium,High_eff,10.694889231517196,retirement_survival
Brunei Darussalam,2033,Medium,High_eff,9.130572162764732,retirement_survival
Brunei Darussalam,2034,Medium,High_eff,7.648771175775949,retirement_survival
Brunei Darussalam,2035,Medium,High_eff,6.2748448712879785,retirement_survival
Brunei Darussalam,2036,Medium,High_eff,5.030931710261809,retirement_survival
Brunei Darussalam,2037,Medium,High_eff,3.93366908154085,retirement_survival
Brunei Darussalam,2038,Medium,High_eff,2.992985749434878,retirement_survival
Brunei Darussalam,2039,Medium,High_eff,2.2108943013039815,retirement_survival
Brunei Darussalam,2040,Medium,High_eff,1.5821620100119282,retirement_survival
Brunei Darussalam,2041,Medium,High_eff,1.094176661435488,retirement_survival
Brunei Darussalam,2042,Medium,High_eff,0.7294958317872161,retirement_survival
Brunei Darussalam,2043,Medium,High_eff,0.46772530248486954,retirement_survival
Brunei Darussalam,2044,Medium,High_eff,0.2877999924928414,retirement_survival
Brunei Darussalam,2045,Medium,High_eff,0.16945985571956115,retirement_survival
Brunei Darussalam,2046,Medium,High_eff,0.09526246837758386,retirement_survival
Brunei Darussalam,2047,Medium,High_eff,0.050985546455608266,retirement_survival
Brunei Darussalam,2048,Medium,High_eff,0.025895290699822094,retirement_survival
Brunei Darussalam,2049,Medium,High_eff,0.01247804163255676,retirement_survival
Brunei Darussalam,2050,Medium,High_eff,0.00563524460825144,retirement_survival
Brunei Darussalam,2051,Medium,High_eff,0.00241510483210776,retirement_survival
Brunei Darussalam,2052,Medium,High_eff,0.0009392074347085733,retirement_survival
Brunei Darussalam,2053,Medium,High_eff,0.00040251747201795995,retirement_survival
Brunei Darussalam,2054,Medium,High_eff,0.00013417249067265334,retirement_survival
Brunei Darussalam,2055,Medium,High_eff,0.0,retirement_survival
Brunei Darussalam,2056,Medium,High_eff,0.0,retirement_survival
Brunei Darussalam,2057,Medium,High_eff,0.0,retirement_survival
Brunei Darussalam,2058,Medium,High_eff,0.0,retirement_survival
Brunei Darussalam,2059,Medium,High_eff,0.0,retirement_survival
Brunei Darussalam,2060,Medium,High_eff,0.0,retirement_survival
Brunei Darussalam,2005,Medium,Low_eff,6.90800485477223,existing_stock
Brunei Darussalam,2006,Medium,Low_eff,7.244106943907226,existing_stock
Brunei Darussalam,2007,Medium,Low_eff,7.5854417601784565,existing_stock
Brunei Darussalam,2008,Medium,Low_eff,7.93200930358592,existing_stock
Brunei Darussalam,2009,Medium,Low_eff,8.28448043658298,existing_stock
Brunei Darussalam,2010,Medium,Low_eff,8.644196884076363,existing_stock
Brunei Darussalam,2011,Medium,Low_eff,9.004718366513783,existing_stock
Brunei Darussalam,2012,Medium,Low_eff,9.364032296535148,existing_stock
Brunei Darussalam,2013,Medium,Low_eff,9.72817643622073,existing_stock
Brunei Darussalam,2014,Medium,Low_eff,10.095406543191782,existing_stock
Brunei Darussalam,2015,Medium,Low_eff,10.463710030088215,existing_stock
Brunei Darussalam,2016,Medium,Low_eff,10.831208482040612,existing_stock
Brunei Darussalam,2017,Medium,Low_eff,11.196560174142249,existing_stock
Brunei Darussalam,2018,Medium,Low_eff,11.558020864014376,existing_stock
Brunei Darussalam,2019,Medium,Low_eff,11.917468966526414,existing_stock
Brunei Darussalam,2020,Medium,Low_eff,12.277185414019797,existing_stock
Brunei Darussalam,2021,Medium,Low_eff,12.6387802763826,existing_stock
Brunei Darussalam,2022,Medium,Low_eff,13.002656071086836,existing_stock
Brunei Darussalam,2023,Medium,Low_eff,13.365726830847036,existing_stock
Brunei Darussalam,2024,Medium,Low_eff,13.72557745083109,existing_stock
Brunei Darussalam,2025,Medium,Low_eff,14.082744621001694,existing_stock
Brunei Darussalam,2026,Medium,Low_eff,13.095637607122985,retirement_survival
Brunei Darussalam,2027,Medium,Low_eff,12.082232785072433,retirement_survival
Brunei Darussalam,2028,Medium,Low_eff,11.045750294626185,retirement_survival
Brunei Darussalam,2029,Medium,Low_eff,9.99263041533653,retirement_survival
Brunei Darussalam,2030,Medium,Low_eff,8.932131049059876,retirement_survival
Brunei Darussalam,2031,Medium,Low_eff,7.876327719956769,retirement_survival
Brunei Darussalam,2032,Medium,Low_eff,6.840113574491867,retirement_survival
Brunei Darussalam,2033,Medium,Low_eff,5.839589311545891,retirement_survival
Brunei Darussalam,2034,Medium,Low_eff,4.89192900992494,retirement_survival
Brunei Darussalam,2035,Medium,Low_eff,4.0132333685097334,retirement_survival
Brunei Darussalam,2036,Medium,Low_eff,3.2175904988208996,retirement_survival
Brunei Darussalam,2037,Medium,Low_eff,2.5158683726029225,retirement_survival
Brunei Darussalam,2038,Medium,Low_eff,1.9142389244267453,retirement_survival
Brunei Darussalam,2039,Medium,Low_eff,1.4140438791990935,retirement_survival
Brunei Darussalam,2040,Medium,Low_eff,1.0119289246531513,retirement_survival
Brunei Darussalam,2041,Medium,Low_eff,0.6997095388578871,retirement_survival
Brunei Darussalam,2042,Medium,Low_eff,0.46651775006881563,retirement_survival
Brunei Darussalam,2043,Medium,Low_eff,0.29920465420001696,retirement_survival
Brunei Darussalam,2044,Medium,Low_eff,0.18408465720288036,retirement_survival
Brunei Darussalam,2045,Medium,Low_eff,0.1084113724635039,retirement_survival
Brunei Darussalam,2046,Medium,Low_eff,0.060914310765384616,retirement_survival
Brunei Darussalam,2047,Medium,Low_eff,0.03260391523345476,retirement_survival
Brunei Darussalam,2048,Medium,Low_eff,0.01650321635273636,retirement_survival
Brunei Darussalam,2049,Medium,Low_eff,0.007916176949686547,retirement_survival
Brunei Darussalam,2050,Medium,Low_eff,0.00362265724816164,retirement_survival
Brunei Darussalam,2051,Medium,Low_eff,0.0016100698880718398,retirement_survival
Brunei Darussalam,2052,Medium,Low_eff,0.0006708624533632667,retirement_survival
Brunei Darussalam,2053,Medium,Low_eff,0.00026834498134530667,retirement_survival
Brunei Darussalam,2054,Medium,Low_eff,0.00013417249067265334,retirement_survival
Brunei Darussalam,2055,Medium,Low_eff,0.0,retirement_survival
Brunei Darussalam,2056,Medium,Low_eff,0.0,retirement_survival
Brunei Darussalam,2057,Medium,Low_eff,0.0,retirement_survival
Brunei Darussalam,2058,Medium,Low_eff,0.0,retirement_survival
Brunei Darussalam,2059,Medium,Low_eff,0.0,retirement_survival
Brunei Darussalam,2060,Medium,Low_eff,0.0,retirement_survival
Brunei Darussalam,2005,Medium,Mid_eff,8.57979408855349,existing_stock
Brunei Darussalam,2006,Medium,Mid_eff,8.997204707036115,existing_stock
Brunei Darussalam,2007,Medium,Mid_eff,9.421055605071027,existing_stock
Brunei Darussalam,2008,Medium,Mid_eff,9.85161512763957,existing_stock
Brunei Darussalam,2009,Medium,Mid_eff,10.289285792213766,existing_stock
Brunei Darussalam,2010,Medium,Mid_eff,10.736080186153702,existing_stock
Brunei Darussalam,2011,Medium,Mid_eff,11.183813787528345,existing_stock
Brunei Darussalam,2012,Medium,Mid_eff,11.63007149150559,existing_stock
Brunei Darussalam,2013,Medium,Mid_eff,12.082366957563107,existing_stock
Brunei Darussalam,2014,Medium,Mid_eff,12.538553425850127,existing_stock
Brunei Darussalam,2015,Medium,Mid_eff,12.995947446553203,existing_stock
Brunei Darussalam,2016,Medium,Mid_eff,13.452402259821568,existing_stock
Brunei Darussalam,2017,Medium,Mid_eff,13.906173623276482,existing_stock
Brunei Darussalam,2018,Medium,Mid_eff,14.35511477706718,existing_stock
Brunei Darussalam,2019,Medium,Mid_eff,14.801506653535098,existing_stock
Brunei Darussalam,2020,Medium,Mid_eff,15.248301047475032,existing_stock
Brunei Darussalam,2021,Medium,Mid_eff,15.697376373756406,existing_stock
Brunei Darussalam,2022,Medium,Mid_eff,16.1492693223419,existing_stock
Brunei Darussalam,2023,Medium,Mid_eff,16.600223063492688,existing_stock
Brunei Darussalam,2024,Medium,Mid_eff,17.04728580241397,existing_stock
Brunei Darussalam,2025,Medium,Mid_eff,17.490725884087087,existing_stock
Brunei Darussalam,2026,Medium,Mid_eff,16.26465766432038,retirement_survival
Brunei Darussalam,2027,Medium,Mid_eff,15.005985529320222,retirement_survival
Brunei Darussalam,2028,Medium,Mid_eff,13.718868826297458,retirement_survival
Brunei Darussalam,2029,Medium,Mid_eff,12.410821214729761,retirement_survival
Brunei Darussalam,2030,Medium,Mid_eff,11.093649873796323,retirement_survival
Brunei Darussalam,2031,Medium,Mid_eff,9.782382122452482,retirement_survival
Brunei Darussalam,2032,Medium,Mid_eff,8.49539959192039,retirement_survival
Brunei Darussalam,2033,Medium,Mid_eff,7.252828155800948,retirement_survival
Brunei Darussalam,2034,Medium,Mid_eff,6.075732895129761,retirement_survival
Brunei Darussalam,2035,Medium,Mid_eff,4.984373855998399,retirement_survival
Brunei Darussalam,2036,Medium,Mid_eff,3.996193462194307,retirement_survival
Brunei Darussalam,2037,Medium,Mid_eff,3.1246089627847513,retirement_survival
Brunei Darussalam,2038,Medium,Mid_eff,2.3774023622287443,retirement_survival
Brunei Darussalam,2039,Medium,Mid_eff,1.7561837304143595,retirement_survival
Brunei Darussalam,2040,Medium,Mid_eff,1.2567937201307438,retirement_survival
Brunei Darussalam,2041,Medium,Mid_eff,0.8691693945774484,retirement_survival
Brunei Darussalam,2042,Medium,Mid_eff,0.5794909872151898,retirement_survival
Brunei Darussalam,2043,Medium,Mid_eff,0.37152362667257705,retirement_survival
Brunei Darussalam,2044,Medium,Mid_eff,0.22862992410620128,retirement_survival
Brunei Darussalam,2045,Medium,Mid_eff,0.1345750081446713,retirement_survival
Brunei Darussalam,2046,Medium,Mid_eff,0.07567328473937648,retirement_survival
Brunei Darussalam,2047,Medium,Mid_eff,0.04052009218314131,retirement_survival
Brunei Darussalam,2048,Medium,Mid_eff,0.020528391072915958,retirement_survival
Brunei Darussalam,2049,Medium,Mid_eff,0.009928764309776347,retirement_survival
Brunei Darussalam,2050,Medium,Mid_eff,0.004561864682870213,retirement_survival
Brunei Darussalam,2051,Medium,Mid_eff,0.0018784148694171467,retirement_survival
Brunei Darussalam,2052,Medium,Mid_eff,0.0008050349440359199,retirement_survival
Brunei Darussalam,2053,Medium,Mid_eff,0.00026834498134530667,retirement_survival
Brunei Darussalam,2054,Medium,Mid_eff,0.00013417249067265334,retirement_survival
Brunei Darussalam,2055,Medium,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2056,Medium,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2057,Medium,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2058,Medium,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2059,Medium,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2060,Medium,Mid_eff,0.0,retirement_survival
Brunei Darussalam,2005,Small,High_eff,8.245436241797238,existing_stock
Brunei Darussalam,2006,Small,High_eff,8.646611988908472,existing_stock
Brunei Darussalam,2007,Small,High_eff,9.053959670590647,existing_stock
Brunei Darussalam,2008,Small,High_eff,9.46774763182511,existing_stock
Brunei Darussalam,2009,Small,High_eff,9.88837839008388,existing_stock
Brunei Darussalam,2010,Small,High_eff,10.317730360236368,existing_stock
Brunei Darussalam,2011,Small,High_eff,10.748021537823568,existing_stock
Brunei Darussalam,2012,Small,High_eff,11.17697099050404,existing_stock
Brunei Darussalam,2013,Small,High_eff,11.611555687792764,existing_stock
Brunei Darussalam,2014,Small,High_eff,12.049897214820323,existing_stock
Brunei Darussalam,2015,Small,High_eff,12.489446294263937,existing_stock
Brunei Darussalam,2016,Small,High_eff,12.928190338763512,existing_stock
Brunei Darussalam,2017,Small,High_eff,13.364250933449634,existing_stock
Brunei Darussalam,2018,Small,High_eff,13.795749663452888,existing_stock
Brunei Darussalam,2019,Small,High_eff,14.224699116133362,existing_stock
Brunei Darussalam,2020,Small,High_eff,14.654185258776526,existing_stock
Brunei Darussalam,2021,Small,High_eff,15.085683988779776,existing_stock
Brunei Darussalam,2022,Small,High_eff,15.520000341087156,existing_stock
Brunei Darussalam,2023,Small,High_eff,15.953377485959827,existing_stock
Brunei Darussalam,2024,Small,High_eff,16.38286362860299,existing_stock
Brunei Darussalam,2025,Small,High_eff,16.80912963147001,existing_stock
Brunei Darussalam,2026,Small,High_eff,15.630826818382769,retirement_survival
Brunei Darussalam,2027,Small,High_eff,14.4212618149688,retirement_survival
Brunei Darussalam,2028,Small,High_eff,13.184191450966933,retirement_survival
Brunei Darussalam,2029,Small,High_eff,11.927129385854846,retirement_survival
Brunei Darussalam,2030,Small,High_eff,10.661346108849033,retirement_survival
Brunei Darussalam,2031,Small,High_eff,9.401198076451474,retirement_survival
Brunei Darussalam,2032,Small,High_eff,8.164261884940283,retirement_survival
Brunei Darussalam,2033,Small,High_eff,6.970126717953668,retirement_survival
Brunei Darussalam,2034,Small,High_eff,5.838918449092527,retirement_survival
Brunei Darussalam,2035,Small,High_eff,4.790092089504396,retirement_survival
Brunei Darussalam,2036,Small,High_eff,3.840553373014029,retirement_survival
Brunei Darussalam,2037,Small,High_eff,3.0029145137446545,retirement_survival
Brunei Darussalam,2038,Small,High_eff,2.284689171173941,retirement_survival
Brunei Darussalam,2039,Small,High_eff,1.6877557601713062,retirement_survival
Brunei Darussalam,2040,Small,High_eff,1.2078207610352254,retirement_survival
Brunei Darussalam,2041,Small,High_eff,0.835223754437267,retirement_survival
Brunei Darussalam,2042,Small,High_eff,0.5568158362915113,retirement_survival
Brunei Darussalam,2043,Small,High_eff,0.3570329976799305,retirement_survival
Brunei Darussalam,2044,Small,High_eff,0.21964036723113353,retirement_survival
Brunei Darussalam,2045,Small,High_eff,0.1293422810084378,retirement_survival
