Country,Year,Scenario,Size_group,Efficiency_level,efficiency_pct,useful_energy_intensity_toe,demand_cost_usd_per_unit,kwh_unit,om_electricity_usd,tariff_usd_per_kwh
Brunei Darussalam,2017,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,59.721946107859246,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2017,ATS,Small,High_eff,83.90886103705793,0.0564635207631999,69.16282707754785,782.6,5.63472,0.0072
Brunei Darussalam,2017,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,38.44584773333108,1213.9,8.74008,0.0072
Brunei Darussalam,2017,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,40.80296650368697,955.2,6.87744,0.0072
Brunei Darussalam,2018,ATS,Large,High_eff,83.90886103705793,0.13453555733087,141.0078071979954,1864.7,13.42584,0.0072
Brunei Darussalam,2018,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,134.2937404689606,3522.6,25.36272,0.0072
Brunei Darussalam,2018,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,137.65077383347798,2578.2,18.56304,0.0072
Brunei Darussalam,2018,ATS,Medium,High_eff,83.90886103705793,0.08200413710638,87.9949654638649,1136.6,8.18352,0.0072
Brunei Darussalam,2018,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,65.5030900393637,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2018,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,59.721946107859246,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2018,ATS,Small,High_eff,83.90886103705793,0.0564635207631999,69.16282707754785,782.6,5.63472,0.0072
Brunei Darussalam,2018,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,38.44584773333108,1213.9,8.74008,0.0072
Brunei Darussalam,2018,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,40.80296650368697,955.2,6.87744,0.0072
Brunei Darussalam,2019,ATS,Large,High_eff,83.90886103705793,0.13453555733087,141.0078071979954,1864.7,13.42584,0.0072
Brunei Darussalam,2019,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,134.2937404689606,3522.6,25.36272,0.0072
Brunei Darussalam,2019,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,137.65077383347798,2578.2,18.56304,0.0072
Brunei Darussalam,2019,ATS,Medium,High_eff,83.90886103705793,0.08200413710638,87.9949654638649,1136.6,8.18352,0.0072
Brunei Darussalam,2019,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,65.5030900393637,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2019,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,59.721946107859246,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2019,ATS,Small,High_eff,83.90886103705793,0.0564635207631999,69.16282707754785,782.6,5.63472,0.0072
Brunei Darussalam,2019,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,38.44584773333108,1213.9,8.74008,0.0072
Brunei Darussalam,2019,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,40.80296650368697,955.2,6.87744,0.0072
Brunei Darussalam,2020,ATS,Large,High_eff,83.90886103705793,0.13453555733087,141.0078071979954,1864.7,13.42584,0.0072
Brunei Darussalam,2020,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,134.2937404689606,3522.6,25.36272,0.0072
Brunei Darussalam,2020,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,137.65077383347798,2578.2,18.56304,0.0072
Brunei Darussalam,2020,ATS,Medium,High_eff,83.90886103705793,0.08200413710638,87.9949654638649,1136.6,8.18352,0.0072
Brunei Darussalam,2020,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,65.5030900393637,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2020,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,59.721946107859246,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2020,ATS,Small,High_eff,83.90886103705793,0.0564635207631999,69.16282707754785,782.6,5.63472,0.0072
Brunei Darussalam,2020,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,38.44584773333108,1213.9,8.74008,0.0072
Brunei Darussalam,2020,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,40.80296650368697,955.2,6.87744,0.0072
Brunei Darussalam,2021,ATS,Large,High_eff,83.90886103705793,0.13453555733087,141.0078071979954,1864.7,13.42584,0.0072
Brunei Darussalam,2021,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,134.2937404689606,3522.6,25.36272,0.0072
Brunei Darussalam,2021,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,137.65077383347798,2578.2,18.56304,0.0072
Brunei Darussalam,2021,ATS,Medium,High_eff,83.90886103705793,0.08200413710638,87.9949654638649,1136.6,8.18352,0.0072
Brunei Darussalam,2021,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,65.5030900393637,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2021,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,59.721946107859246,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2021,ATS,Small,High_eff,83.90886103705793,0.0564635207631999,69.16282707754785,782.6,5.63472,0.0072
Brunei Darussalam,2021,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,38.44584773333108,1213.9,8.74008,0.0072
Brunei Darussalam,2021,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,40.80296650368697,955.2,6.87744,0.0072
Brunei Darussalam,2022,ATS,Large,High_eff,83.90886103705793,0.13453555733087,141.0078071979954,1864.7,13.42584,0.0072
Brunei Darussalam,2022,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,134.2937404689606,3522.6,25.36272,0.0072
Brunei Darussalam,2022,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,137.65077383347798,2578.2,18.56304,0.0072
Brunei Darussalam,2022,ATS,Medium,High_eff,83.90886103705793,0.08200413710638,87.9949654638649,1136.6,8.18352,0.0072
Brunei Darussalam,2022,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,65.5030900393637,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2022,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,59.721946107859246,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2022,ATS,Small,High_eff,83.90886103705793,0.0564635207631999,69.16282707754785,782.6,5.63472,0.0072
Brunei Darussalam,2022,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,38.44584773333108,1213.9,8.74008,0.0072
Brunei Darussalam,2022,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,40.80296650368697,955.2,6.87744,0.0072
Brunei Darussalam,2023,ATS,Large,High_eff,83.90886103705793,0.13453555733087,141.0078071979954,1864.7,13.42584,0.0072
Brunei Darussalam,2023,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,134.2937404689606,3522.6,25.36272,0.0072
Brunei Darussalam,2023,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,137.65077383347798,2578.2,18.56304,0.0072
Brunei Darussalam,2023,ATS,Medium,High_eff,83.90886103705793,0.08200413710638,87.9949654638649,1136.6,8.18352,0.0072
Brunei Darussalam,2023,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,65.5030900393637,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2023,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,59.721946107859246,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2023,ATS,Small,High_eff,83.90886103705793,0.0564635207631999,69.16282707754785,782.6,5.63472,0.0072
Brunei Darussalam,2023,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,38.44584773333108,1213.9,8.74008,0.0072
Brunei Darussalam,2023,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,40.80296650368697,955.2,6.87744,0.0072
Brunei Darussalam,2024,ATS,Large,High_eff,83.90886103705793,0.13453555733087,141.7137022402757,1864.7,13.42584,0.0072
Brunei Darussalam,2024,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,134.9648990240988,3522.6,25.36272,0.0072
Brunei Darussalam,2024,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,138.33930063218722,2578.2,18.56304,0.0072
Brunei Darussalam,2024,ATS,Medium,High_eff,83.90886103705793,0.08200413710638,87.64760059244404,1136.6,8.18352,0.0072
Brunei Darussalam,2024,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,65.83060548956051,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2024,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,60.223143993766506,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2024,ATS,Small,High_eff,83.90886103705793,0.0564635207631999,68.43336084756402,782.6,5.63472,0.0072
Brunei Darussalam,2024,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,38.63813900143906,1213.9,8.74008,0.0072
Brunei Darussalam,2024,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,40.924544208684274,955.2,6.87744,0.0072
Brunei Darussalam,2025,ATS,Large,High_eff,83.90886103705793,0.13453555733087,142.42207846020892,1864.7,13.42584,0.0072
Brunei Darussalam,2025,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,135.63977934571648,3522.6,25.36272,0.0072
Brunei Darussalam,2025,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,139.03154919737597,2578.2,18.56304,0.0072
Brunei Darussalam,2025,ATS,Medium,High_eff,83.90886103705793,0.08200413710638,87.32256631990023,1136.6,8.18352,0.0072
Brunei Darussalam,2025,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,66.15936152858383,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2025,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,60.72062011319424,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2025,ATS,Small,High_eff,83.90886103705793,0.0564635207631999,67.73242816058978,782.6,5.63472,0.0072
Brunei Darussalam,2025,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,38.83167085837354,1213.9,8.74008,0.0072
Brunei Darussalam,2025,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,41.04860309133458,955.2,6.87744,0.0072
Brunei Darussalam,2026,ATS,Large,High_eff,84.33051360508334,0.13453555733087,143.1341764466217,1855.3765,13.3587108,0.0072
Brunei Darussalam,2026,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,136.31838143381367,3522.6,25.36272,0.0072
Brunei Darussalam,2026,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,139.7262789402177,2578.2,18.56304,0.0072
Brunei Darussalam,2026,ATS,Medium,High_eff,84.33051360508334,0.08200413710638,87.01862205740696,1130.917,8.1426024,0.0072
Brunei Darussalam,2026,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,66.49059874526017,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2026,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,61.21437446614248,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2026,ATS,Small,High_eff,84.33051360508334,0.0564635207631999,67.06002901662508,778.687,5.6065464,0.0072
Brunei Darussalam,2026,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,39.025202715308026,1213.9,8.74008,0.0072
Brunei Darussalam,2026,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,41.17638374046441,955.2,6.87744,0.0072
Brunei Darussalam,2027,ATS,Large,High_eff,84.75428503023451,0.13453555733087,143.84999619951398,1846.0996175,13.291917246,0.0072
Brunei Darussalam,2027,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,136.99946469956387,3522.6,25.36272,0.0072
Brunei Darussalam,2027,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,140.42473044953894,2578.2,18.56304,0.0072
Brunei Darussalam,2027,ATS,Medium,High_eff,84.75428503023451,0.08200413710638,86.73452721613776,1125.262415,8.101889388,0.0072
Brunei Darussalam,2027,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,66.82307655076299,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2027,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,61.7044070526112,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2027,ATS,Small,High_eff,84.75428503023451,0.0564635207631999,66.41368223801697,774.7935650000001,5.578513668,0.0072
Brunei Darussalam,2027,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,39.219975161069016,1213.9,8.74008,0.0072
Brunei Darussalam,2027,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,41.307886156073735,955.2,6.87744,0.0072
Brunei Darussalam,2028,ATS,Large,High_eff,85.18018596003468,0.13453555733087,144.56953771888578,1836.8691194125,13.22545765977,0.0072
Brunei Darussalam,2028,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,137.6842697317936,3522.6,25.36272,0.0072
Brunei Darussalam,2028,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,141.12690372533967,2578.2,18.56304,0.0072
Brunei Darussalam,2028,ATS,Medium,High_eff,85.18018596003468,0.08200413710638,86.4715223849191,1119.636102925,8.061379941059998,0.0072
Brunei Darussalam,2028,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,67.15679494509234,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2028,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,62.19319905025343,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2028,ATS,Small,High_eff,85.18018596003468,0.0564635207631999,65.79462841359194,770.919597175,5.55062109966,0.0072
Brunei Darussalam,2028,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,39.41722878448301,1213.9,8.74008,0.0072
Brunei Darussalam,2028,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,41.440629160509566,955.2,6.87744,0.0072
Brunei Darussalam,2029,ATS,Large,High_eff,85.60822709551225,0.13453555733087,145.29156041591062,1827.6847738154372,13.15933037147115,0.0072
Brunei Darussalam,2029,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,138.37279653050282,3522.6,25.36272,0.0072
Brunei Darussalam,2029,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,141.83279876761995,2578.2,18.56304,0.0072
Brunei Darussalam,2029,ATS,Medium,High_eff,85.60822709551225,0.08200413710638,86.22836697492448,1114.037922410375,8.021073041354699,0.0072
Brunei Darussalam,2029,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,67.49299451707466,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2029,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,62.67702869258964,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2029,ATS,Small,High_eff,85.60822709551226,0.0564635207631999,65.20038636569694,767.0649991891249,5.522867994161699,0.0072
Brunei Darussalam,2029,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,39.613241819070495,1213.9,8.74008,0.0072
Brunei Darussalam,2029,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,41.577093931424905,955.2,6.87744,0.0072
Brunei Darussalam,2030,ATS,Large,High_eff,86.0384191914696,0.13453555733087,146.01854546824143,1818.5463499463604,13.093533719613792,0.0072
Brunei Darussalam,2030,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,139.06504509569154,3522.6,25.36272,0.0072
Brunei Darussalam,2030,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,142.54117498755323,2578.2,18.56304,0.0072
Brunei Darussalam,2030,ATS,Medium,High_eff,86.0384191914696,0.08200413710638,86.00382039732743,1108.467732798323,7.980967676147925,0.0072
Brunei Darussalam,2030,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,67.83043467788352,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2030,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,63.15961774609934,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2030,ATS,Small,High_eff,86.0384191914696,0.0564635207631999,64.63095609433202,763.2296741931793,5.495253654190891,0.0072
Brunei Darussalam,2030,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,39.811736031311,1213.9,8.74008,0.0072
Brunei Darussalam,2030,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,41.71603987999325,955.2,6.87744,0.0072
Brunei Darussalam,2031,ATS,Large,High_eff,86.47077305675337,0.13453555733087,146.74801169822524,1809.4536181966284,13.028066051015724,0.0072
Brunei Darussalam,2031,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,139.76101542735978,3522.6,25.36272,0.0072
Brunei Darussalam,2031,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,143.2545135627925,2578.2,18.56304,0.0072
Brunei Darussalam,2031,ATS,Medium,High_eff,86.47077305675337,0.08200413710638,85.79788265212792,1102.925394134331,7.941062837767185,0.0072
Brunei Darussalam,2031,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,68.16911542751886,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2031,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,63.63848503312954,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2031,ATS,Small,High_eff,86.47077305675336,0.0564635207631999,64.08509701067067,759.4135258222135,5.467777385919937,0.0072
Brunei Darussalam,2031,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,40.01147083237799,1213.9,8.74008,0.0072
Brunei Darussalam,2031,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,41.85870759504111,955.2,6.87744,0.0072
Brunei Darussalam,2032,ATS,Large,High_eff,86.905299554526,0.13453555733087,147.48244028351507,1800.4063501056453,12.962925720760646,0.0072
Brunei Darussalam,2032,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,140.45946693668105,3522.6,25.36272,0.0072
Brunei Darussalam,2032,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,143.9703333156848,2578.2,18.56304,0.0072
Brunei Darussalam,2032,ATS,Medium,High_eff,86.90529955452598,0.08200413710638,85.60931315049946,1097.4107671636598,7.90135752357835,0.0072
Brunei Darussalam,2032,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,68.51027735480722,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2032,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,64.11487114250673,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2032,ATS,Small,High_eff,86.905299554526,0.0564635207631999,63.562809114712856,755.6164581931024,5.440438498990337,0.0072
Brunei Darussalam,2032,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,40.21120563344499,1213.9,8.74008,0.0072
Brunei Darussalam,2032,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,42.002615898915465,955.2,6.87744,0.0072
Brunei Darussalam,2033,ATS,Large,High_eff,87.34200960253868,0.13453555733087,148.21935004645792,1791.404318355117,12.898111092156842,0.0072
Brunei Darussalam,2033,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,141.16164021248176,3522.6,25.36272,0.0072
Brunei Darussalam,2033,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,144.6911154238831,2578.2,18.56304,0.0072
Brunei Darussalam,2033,ATS,Medium,High_eff,87.34200960253868,0.08200413710638,85.43935248126853,1091.9237133278414,7.8618507359604575,0.0072
Brunei Darussalam,2033,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,68.85267987092207,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2033,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,64.59001666305741,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2033,ATS,Small,High_eff,87.34200960253868,0.0564635207631999,63.0628518176321,751.8383759021369,5.413236306495386,0.0072
Brunei Darussalam,2033,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,40.4121810233385,1213.9,8.74008,0.0072
Brunei Darussalam,2033,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,42.150245969269335,955.2,6.87744,0.0072
Brunei Darussalam,2034,ATS,Large,High_eff,87.78091417340572,0.13453555733087,148.96122216470678,1782.4472967633417,12.833620536696058,0.0072
Brunei Darussalam,2034,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,141.86753525476203,3522.6,25.36272,0.0072
Brunei Darussalam,2034,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,145.41437870973442,2578.2,18.56304,0.0072
Brunei Darussalam,2034,ATS,Medium,High_eff,87.7809141734057,0.08200413710638,85.28551946678215,1086.4640947612022,7.822541482280656,0.0072
Brunei Darussalam,2034,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,69.19756356468993,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2034,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,65.06144041712861,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2034,ATS,Small,High_eff,87.78091417340572,0.0564635207631999,62.58646570825491,748.0791840226261,5.386170124962908,0.0072
Brunei Darussalam,2034,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,40.614397002058496,1213.9,8.74008,0.0072
Brunei Darussalam,2034,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,42.300357217276215,955.2,6.87744,0.0072
Brunei Darussalam,2035,ATS,Large,High_eff,88.22202429488011,0.13453555733087,149.70557546060863,1773.535060279525,12.76945243401258,0.0072
Brunei Darussalam,2035,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,142.57715206352182,3522.6,25.36272,0.0072
Brunei Darussalam,2035,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,146.14136376206525,2578.2,18.56304,0.0072
Brunei Darussalam,2035,ATS,Medium,High_eff,88.22202429488011,0.08200413710638,85.1490546958668,1081.0317742873965,7.783428774869253,0.0072
Brunei Darussalam,2035,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,69.5436878472843,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2035,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,65.53162358237327,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2035,ATS,Small,High_eff,88.22202429488011,0.0564635207631999,62.12992902010177,744.338788102513,5.359239274338094,0.0072
Brunei Darussalam,2035,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,40.8166129807785,1213.9,8.74008,0.0072
Brunei Darussalam,2035,ATS,Small,Mid_eff,68.74693744514397,0.0564635207631999,42.45294964293609,955.2,6.87744,0.0072
Brunei Darussalam,2036,ATS,Large,High_eff,88.66535105013078,0.13453555733087,150.45365052299,1764.667384978127,12.705605171842514,0.0072
Brunei Darussalam,2036,ATS,Large,Low_eff,44.417434047522256,0.13453555733087,143.2892500499346,3522.6,25.36272,0.0072
Brunei Darussalam,2036,ATS,Large,Mid_eff,60.68763213707312,0.13453555733087,146.87207058087557,2578.2,18.56304,0.0072
Brunei Darussalam,2036,ATS,Medium,High_eff,88.66535105013078,0.08200413710638,85.02871757969599,1075.6266154159591,7.744511630994905,0.0072
Brunei Darussalam,2036,ATS,Medium,Low_eff,42.86135969382052,0.08200413710638,69.89105271870517,2225.1,16.020719999999997,0.0072
Brunei Darussalam,2036,ATS,Medium,Mid_eff,62.96765578682162,0.08200413710638,66.00056615879144,1514.6,10.905119999999998,0.0072
Brunei Darussalam,2036,ATS,Small,High_eff,88.66535105013077,0.0564635207631999,61.69448234199918,740.6170941620005,5.332443077966404,0.0072
Brunei Darussalam,2036,ATS,Small,Low_eff,54.09595077650674,0.0564635207631999,41.02131013715152,1213.9,8.74008,0.0072
