Country,Year,Size_group,Efficiency_level,device_thousand
Brunei Darussalam,2057,Large,Mid_eff,0.0
Brunei Darussalam,2058,Large,Mid_eff,0.0
Brunei Darussalam,2059,Large,Mid_eff,0.0
Brunei Darussalam,2060,Large,Mid_eff,0.0
Brunei Darussalam,2005,Medium,High_eff,0.0
Brunei Darussalam,2006,Medium,High_eff,0.0
Brunei Darussalam,2007,Medium,High_eff,0.0
Brunei Darussalam,2008,Medium,High_eff,0.0
Brunei Darussalam,2009,Medium,High_eff,0.0
Brunei Darussalam,2010,Medium,High_eff,0.0
Brunei Darussalam,2011,Medium,High_eff,0.0
Brunei Darussalam,2012,Medium,High_eff,0.0
Brunei Darussalam,2013,Medium,High_eff,0.0
Brunei Darussalam,2014,Medium,High_eff,0.0
Brunei Darussalam,2015,Medium,High_eff,0.0
Brunei Darussalam,2016,Medium,High_eff,0.0
Brunei Darussalam,2017,Medium,High_eff,0.0
Brunei Darussalam,2018,Medium,High_eff,0.0
Brunei Darussalam,2019,Medium,High_eff,0.0
Brunei Darussalam,2020,Medium,High_eff,0.0
Brunei Darussalam,2021,Medium,High_eff,0.0
Brunei Darussalam,2022,Medium,High_eff,0.0
Brunei Darussalam,2023,Medium,High_eff,0.0
Brunei Darussalam,2024,Medium,High_eff,0.0
Brunei Darussalam,2025,Medium,High_eff,0.0
Brunei Darussalam,2026,Medium,High_eff,0.0
Brunei Darussalam,2027,Medium,High_eff,0.0
Brunei Darussalam,2028,Medium,High_eff,0.0
Brunei Darussalam,2029,Medium,High_eff,0.0
Brunei Darussalam,2030,Medium,High_eff,0.0
Brunei Darussalam,2031,Medium,High_eff,0.0
Brunei Darussalam,2032,Medium,High_eff,0.0
Brunei Darussalam,2033,Medium,High_eff,0.0
Brunei Darussalam,2034,Medium,High_eff,0.0
Brunei Darussalam,2035,Medium,High_eff,0.0
Brunei Darussalam,2036,Medium,High_eff,0.0
Brunei Darussalam,2037,Medium,High_eff,0.0
Brunei Darussalam,2038,Medium,High_eff,0.0
Brunei Darussalam,2039,Medium,High_eff,0.0
Brunei Darussalam,2040,Medium,High_eff,0.0
Brunei Darussalam,2041,Medium,High_eff,0.0
Brunei Darussalam,2042,Medium,High_eff,0.0
Brunei Darussalam,2043,Medium,High_eff,0.0
Brunei Darussalam,2044,Medium,High_eff,0.0
Brunei Darussalam,2045,Medium,High_eff,0.0
Brunei Darussalam,2046,Medium,High_eff,0.0
Brunei Darussalam,2047,Medium,High_eff,0.0
Brunei Darussalam,2048,Medium,High_eff,0.0
Brunei Darussalam,2049,Medium,High_eff,0.0
Brunei Darussalam,2050,Medium,High_eff,0.0
Brunei Darussalam,2051,Medium,High_eff,0.0
Brunei Darussalam,2052,Medium,High_eff,0.0
Brunei Darussalam,2053,Medium,High_eff,0.0
Brunei Darussalam,2054,Medium,High_eff,0.0
Brunei Darussalam,2055,Medium,High_eff,0.0
Brunei Darussalam,2056,Medium,High_eff,0.0
Brunei Darussalam,2057,Medium,High_eff,0.0
Brunei Darussalam,2058,Medium,High_eff,0.0
Brunei Darussalam,2059,Medium,High_eff,0.0
Brunei Darussalam,2060,Medium,High_eff,0.0
Brunei Darussalam,2005,Medium,Low_eff,0.0
Brunei Darussalam,2006,Medium,Low_eff,0.0
Brunei Darussalam,2007,Medium,Low_eff,0.0
Brunei Darussalam,2008,Medium,Low_eff,0.0
Brunei Darussalam,2009,Medium,Low_eff,0.0
Brunei Darussalam,2010,Medium,Low_eff,0.0
Brunei Darussalam,2011,Medium,Low_eff,0.0
Brunei Darussalam,2012,Medium,Low_eff,0.0
Brunei Darussalam,2013,Medium,Low_eff,0.0
Brunei Darussalam,2014,Medium,Low_eff,0.0
Brunei Darussalam,2015,Medium,Low_eff,0.0
Brunei Darussalam,2016,Medium,Low_eff,0.0
Brunei Darussalam,2017,Medium,Low_eff,0.0
Brunei Darussalam,2018,Medium,Low_eff,0.0
Brunei Darussalam,2019,Medium,Low_eff,0.0
Brunei Darussalam,2020,Medium,Low_eff,0.0
Brunei Darussalam,2021,Medium,Low_eff,0.0
Brunei Darussalam,2022,Medium,Low_eff,0.0
Brunei Darussalam,2023,Medium,Low_eff,0.0
Brunei Darussalam,2024,Medium,Low_eff,0.0
Brunei Darussalam,2025,Medium,Low_eff,0.0
Brunei Darussalam,2026,Medium,Low_eff,0.0
Brunei Darussalam,2027,Medium,Low_eff,0.0
Brunei Darussalam,2028,Medium,Low_eff,0.0
Brunei Darussalam,2029,Medium,Low_eff,0.0
Brunei Darussalam,2030,Medium,Low_eff,0.0
Brunei Darussalam,2031,Medium,Low_eff,0.0
Brunei Darussalam,2032,Medium,Low_eff,0.0
Brunei Darussalam,2033,Medium,Low_eff,0.0
Brunei Darussalam,2034,Medium,Low_eff,0.0
Brunei Darussalam,2035,Medium,Low_eff,0.0
Brunei Darussalam,2036,Medium,Low_eff,0.0
Brunei Darussalam,2037,Medium,Low_eff,0.0
Brunei Darussalam,2038,Medium,Low_eff,0.0
Brunei Darussalam,2039,Medium,Low_eff,0.0
Brunei Darussalam,2040,Medium,Low_eff,0.0
Brunei Darussalam,2041,Medium,Low_eff,0.0
Brunei Darussalam,2042,Medium,Low_eff,0.0
Brunei Darussalam,2043,Medium,Low_eff,0.0
Brunei Darussalam,2044,Medium,Low_eff,0.0
Brunei Darussalam,2045,Medium,Low_eff,0.0
Brunei Darussalam,2046,Medium,Low_eff,0.0
Brunei Darussalam,2047,Medium,Low_eff,0.0
Brunei Darussalam,2048,Medium,Low_eff,0.0
Brunei Darussalam,2049,Medium,Low_eff,0.0
Brunei Darussalam,2050,Medium,Low_eff,0.0
Brunei Darussalam,2051,Medium,Low_eff,0.0
Brunei Darussalam,2052,Medium,Low_eff,0.0
Brunei Darussalam,2053,Medium,Low_eff,0.0
Brunei Darussalam,2054,Medium,Low_eff,0.0
Brunei Darussalam,2055,Medium,Low_eff,0.0
Brunei Darussalam,2056,Medium,Low_eff,0.0
Brunei Darussalam,2057,Medium,Low_eff,0.0
Brunei Darussalam,2058,Medium,Low_eff,0.0
Brunei Darussalam,2059,Medium,Low_eff,0.0
Brunei Darussalam,2060,Medium,Low_eff,0.0
Brunei Darussalam,2005,Medium,Mid_eff,19.5935
Brunei Darussalam,2006,Medium,Mid_eff,20.5469
Brunei Darussalam,2007,Medium,Mid_eff,21.5148
Brunei Darussalam,2008,Medium,Mid_eff,22.4979
Brunei Darussalam,2009,Medium,Mid_eff,23.4975
Brunei Darussalam,2010,Medium,Mid_eff,24.5178
Brunei Darussalam,2011,Medium,Mid_eff,25.5404
Brunei Darussalam,2012,Medium,Mid_eff,26.5595
Brunei Darussalam,2013,Medium,Mid_eff,27.5923
Brunei Darussalam,2014,Medium,Mid_eff,28.634
Brunei Darussalam,2015,Medium,Mid_eff,29.6786
Brunei Darussalam,2016,Medium,Mid_eff,30.7209
Brunei Darussalam,2017,Medium,Mid_eff,31.7572
Brunei Darussalam,2018,Medium,Mid_eff,32.7826
Brunei Darussalam,2019,Medium,Mid_eff,33.8019
Brunei Darussalam,2020,Medium,Mid_eff,34.8223
Brunei Darussalam,2021,Medium,Mid_eff,35.8477
Brunei Darussalam,2022,Medium,Mid_eff,36.8798
Brunei Darussalam,2023,Medium,Mid_eff,37.9097
Brunei Darussalam,2024,Medium,Mid_eff,38.9304
Brunei Darussalam,2025,Medium,Mid_eff,39.9432
Brunei Darussalam,2026,Medium,Mid_eff,37.1433
Brunei Darussalam,2027,Medium,Mid_eff,34.2689
Brunei Darussalam,2028,Medium,Mid_eff,31.3294
Brunei Darussalam,2029,Medium,Mid_eff,28.3423
Brunei Darussalam,2030,Medium,Mid_eff,25.3343
Brunei Darussalam,2031,Medium,Mid_eff,22.3398
Brunei Darussalam,2032,Medium,Mid_eff,19.4006
Brunei Darussalam,2033,Medium,Mid_eff,16.563
Brunei Darussalam,2034,Medium,Mid_eff,13.8751
Brunei Darussalam,2035,Medium,Mid_eff,11.3828
Brunei Darussalam,2036,Medium,Mid_eff,9.1261
Brunei Darussalam,2037,Medium,Mid_eff,7.1357
Brunei Darussalam,2038,Medium,Mid_eff,5.4292
Brunei Darussalam,2039,Medium,Mid_eff,4.0107
Brunei Darussalam,2040,Medium,Mid_eff,2.87
Brunei Darussalam,2041,Medium,Mid_eff,1.9848
Brunei Darussalam,2042,Medium,Mid_eff,1.3233
Brunei Darussalam,2043,Medium,Mid_eff,0.8485
Brunei Darussalam,2044,Medium,Mid_eff,0.522
Brunei Darussalam,2045,Medium,Mid_eff,0.3073
Brunei Darussalam,2046,Medium,Mid_eff,0.1727
Brunei Darussalam,2047,Medium,Mid_eff,0.0924
Brunei Darussalam,2048,Medium,Mid_eff,0.047
Brunei Darussalam,2049,Medium,Mid_eff,0.0226
Brunei Darussalam,2050,Medium,Mid_eff,0.0103
Brunei Darussalam,2051,Medium,Mid_eff,0.0044
Brunei Darussalam,2052,Medium,Mid_eff,0.0018
Brunei Darussalam,2053,Medium,Mid_eff,0.0007
Brunei Darussalam,2054,Medium,Mid_eff,0.0002
Brunei Darussalam,2055,Medium,Mid_eff,0.0001
Brunei Darussalam,2056,Medium,Mid_eff,0.0
Brunei Darussalam,2057,Medium,Mid_eff,0.0
Brunei Darussalam,2058,Medium,Mid_eff,0.0
Brunei Darussalam,2059,Medium,Mid_eff,0.0
Brunei Darussalam,2060,Medium,Mid_eff,0.0
Brunei Darussalam,2005,Small,High_eff,0.0
Brunei Darussalam,2006,Small,High_eff,0.0
Brunei Darussalam,2007,Small,High_eff,0.0
Brunei Darussalam,2008,Small,High_eff,0.0
Brunei Darussalam,2009,Small,High_eff,0.0
Brunei Darussalam,2010,Small,High_eff,0.0
Brunei Darussalam,2011,Small,High_eff,0.0
Brunei Darussalam,2012,Small,High_eff,0.0
Brunei Darussalam,2013,Small,High_eff,0.0
Brunei Darussalam,2014,Small,High_eff,0.0
Brunei Darussalam,2015,Small,High_eff,0.0
Brunei Darussalam,2016,Small,High_eff,0.0
Brunei Darussalam,2017,Small,High_eff,0.0
Brunei Darussalam,2018,Small,High_eff,0.0
Brunei Darussalam,2019,Small,High_eff,0.0
Brunei Darussalam,2020,Small,High_eff,0.0
Brunei Darussalam,2021,Small,High_eff,0.0
Brunei Darussalam,2022,Small,High_eff,0.0
Brunei Darussalam,2023,Small,High_eff,0.0
Brunei Darussalam,2024,Small,High_eff,0.0
Brunei Darussalam,2025,Small,High_eff,0.0
Brunei Darussalam,2026,Small,High_eff,0.0
Brunei Darussalam,2027,Small,High_eff,0.0
Brunei Darussalam,2028,Small,High_eff,0.0
Brunei Darussalam,2029,Small,High_eff,0.0
Brunei Darussalam,2030,Small,High_eff,0.0
Brunei Darussalam,2031,Small,High_eff,0.0
Brunei Darussalam,2032,Small,High_eff,0.0
Brunei Darussalam,2033,Small,High_eff,0.0
Brunei Darussalam,2034,Small,High_eff,0.0
Brunei Darussalam,2035,Small,High_eff,0.0
Brunei Darussalam,2036,Small,High_eff,0.0
Brunei Darussalam,2037,Small,High_eff,0.0
Brunei Darussalam,2038,Small,High_eff,0.0
Brunei Darussalam,2039,Small,High_eff,0.0
Brunei Darussalam,2040,Small,High_eff,0.0
Brunei Darussalam,2041,Small,High_eff,0.0
Brunei Darussalam,2042,Small,High_eff,0.0
Brunei Darussalam,2043,Small,High_eff,0.0
Brunei Darussalam,2044,Small,High_eff,0.0
Brunei Darussalam,2045,Small,High_eff,0.0
Brunei Darussalam,2046,Small,High_eff,0.0
Brunei Darussalam,2047,Small,High_eff,0.0
Brunei Darussalam,2048,Small,High_eff,0.0
Brunei Darussalam,2049,Small,High_eff,0.0
Brunei Darussalam,2050,Small,High_eff,0.0
Brunei Darussalam,2051,Small,High_eff,0.0
Brunei Darussalam,2052,Small,High_eff,0.0
Brunei Darussalam,2053,Small,High_eff,0.0
Brunei Darussalam,2054,Small,High_eff,0.0
Brunei Darussalam,2055,Small,High_eff,0.0
Brunei Darussalam,2056,Small,High_eff,0.0
Brunei Darussalam,2057,Small,High_eff,0.0
Brunei Darussalam,2058,Small,High_eff,0.0
Brunei Darussalam,2059,Small,High_eff,0.0
Brunei Darussalam,2060,Small,High_eff,0.0
Brunei Darussalam,2005,Small,Low_eff,15.015
Brunei Darussalam,2006,Small,Low_eff,15.7457
Brunei Darussalam,2007,Small,Low_eff,16.4874
Brunei Darussalam,2008,Small,Low_eff,17.2408
Brunei Darussalam,2009,Small,Low_eff,18.0068
Brunei Darussalam,2010,Small,Low_eff,18.7887
Brunei Darussalam,2011,Small,Low_eff,19.5723
Brunei Darussalam,2012,Small,Low_eff,20.3533
Brunei Darussalam,2013,Small,Low_eff,21.1448
Brunei Darussalam,2014,Small,Low_eff,21.9431
Brunei Darussalam,2015,Small,Low_eff,22.7436
Brunei Darussalam,2016,Small,Low_eff,23.5423
Brunei Darussalam,2017,Small,Low_eff,24.3365
Brunei Darussalam,2018,Small,Low_eff,25.1222
Brunei Darussalam,2019,Small,Low_eff,25.9034
Brunei Darussalam,2020,Small,Low_eff,26.6854
Brunei Darussalam,2021,Small,Low_eff,27.4711
Brunei Darussalam,2022,Small,Low_eff,28.2621
Brunei Darussalam,2023,Small,Low_eff,29.0513
Brunei Darussalam,2024,Small,Low_eff,29.8335
Brunei Darussalam,2025,Small,Low_eff,30.6096
Brunei Darussalam,2026,Small,Low_eff,28.4639
Brunei Darussalam,2027,Small,Low_eff,26.2613
Brunei Darussalam,2028,Small,Low_eff,24.0086
Brunei Darussalam,2029,Small,Low_eff,21.7195
Brunei Darussalam,2030,Small,Low_eff,19.4143
Brunei Darussalam,2031,Small,Low_eff,17.1196
Brunei Darussalam,2032,Small,Low_eff,14.8672
Brunei Darussalam,2033,Small,Low_eff,12.6927
Brunei Darussalam,2034,Small,Low_eff,10.6328
Brunei Darussalam,2035,Small,Low_eff,8.7229
Brunei Darussalam,2036,Small,Low_eff,6.9936
Brunei Darussalam,2037,Small,Low_eff,5.4682
Brunei Darussalam,2038,Small,Low_eff,4.1606
Brunei Darussalam,2039,Small,Low_eff,3.0735
Brunei Darussalam,2040,Small,Low_eff,2.1994
Brunei Darussalam,2041,Small,Low_eff,1.521
Brunei Darussalam,2042,Small,Low_eff,1.0141
Brunei Darussalam,2043,Small,Low_eff,0.6502
Brunei Darussalam,2044,Small,Low_eff,0.4
Brunei Darussalam,2045,Small,Low_eff,0.2355
Brunei Darussalam,2046,Small,Low_eff,0.1324
Brunei Darussalam,2047,Small,Low_eff,0.0708
Brunei Darussalam,2048,Small,Low_eff,0.036
Brunei Darussalam,2049,Small,Low_eff,0.0173
Brunei Darussalam,2050,Small,Low_eff,0.0079
Brunei Darussalam,2051,Small,Low_eff,0.0034
Brunei Darussalam,2052,Small,Low_eff,0.0014
Brunei Darussalam,2053,Small,Low_eff,0.0005
Brunei Darussalam,2054,Small,Low_eff,0.0002
Brunei Darussalam,2055,Small,Low_eff,0.0001
Brunei Darussalam,2056,Small,Low_eff,0.0
Brunei Darussalam,2057,Small,Low_eff,0.0
Brunei Darussalam,2058,Small,Low_eff,0.0
Brunei Darussalam,2059,Small,Low_eff,0.0
Brunei Darussalam,2060,Small,Low_eff,0.0
Brunei Darussalam,2005,Small,Mid_eff,0.0
Brunei Darussalam,2006,Small,Mid_eff,0.0
Brunei Darussalam,2007,Small,Mid_eff,0.0
Brunei Darussalam,2008,Small,Mid_eff,0.0
Brunei Darussalam,2009,Small,Mid_eff,0.0
Brunei Darussalam,2010,Small,Mid_eff,0.0
Brunei Darussalam,2011,Small,Mid_eff,0.0
Brunei Darussalam,2012,Small,Mid_eff,0.0
Brunei Darussalam,2013,Small,Mid_eff,0.0
Brunei Darussalam,2014,Small,Mid_eff,0.0
Brunei Darussalam,2015,Small,Mid_eff,0.0
Brunei Darussalam,2016,Small,Mid_eff,0.0
Brunei Darussalam,2017,Small,Mid_eff,0.0
Brunei Darussalam,2018,Small,Mid_eff,0.0
Brunei Darussalam,2019,Small,Mid_eff,0.0
Brunei Darussalam,2020,Small,Mid_eff,0.0
Brunei Darussalam,2021,Small,Mid_eff,0.0
Brunei Darussalam,2022,Small,Mid_eff,0.0
Brunei Darussalam,2023,Small,Mid_eff,0.0
Brunei Darussalam,2024,Small,Mid_eff,0.0
Brunei Darussalam,2025,Small,Mid_eff,0.0
Brunei Darussalam,2026,Small,Mid_eff,0.0
Brunei Darussalam,2027,Small,Mid_eff,0.0
Brunei Darussalam,2028,Small,Mid_eff,0.0
Brunei Darussalam,2029,Small,Mid_eff,0.0
Brunei Darussalam,2030,Small,Mid_eff,0.0
Brunei Darussalam,2031,Small,Mid_eff,0.0
Brunei Darussalam,2032,Small,Mid_eff,0.0
Brunei Darussalam,2033,Small,Mid_eff,0.0
Brunei Darussalam,2034,Small,Mid_eff,0.0
Brunei Darussalam,2035,Small,Mid_eff,0.0
Brunei Darussalam,2036,Small,Mid_eff,0.0
Brunei Darussalam,2037,Small,Mid_eff,0.0
Brunei Darussalam,2038,Small,Mid_eff,0.0
Brunei Darussalam,2039,Small,Mid_eff,0.0
Brunei Darussalam,2040,Small,Mid_eff,0.0
Brunei Darussalam,2041,Small,Mid_eff,0.0
Brunei Darussalam,2042,Small,Mid_eff,0.0
Brunei Darussalam,2043,Small,Mid_eff,0.0
Brunei Darussalam,2044,Small,Mid_eff,0.0
Brunei Darussalam,2045,Small,Mid_eff,0.0
Brunei Darussalam,2046,Small,Mid_eff,0.0
Brunei Darussalam,2047,Small,Mid_eff,0.0
Brunei Darussalam,2048,Small,Mid_eff,0.0
Brunei Darussalam,2049,Small,Mid_eff,0.0
Brunei Darussalam,2050,Small,Mid_eff,0.0
Brunei Darussalam,2051,Small,Mid_eff,0.0
Brunei Darussalam,2052,Small,Mid_eff,0.0
Brunei Darussalam,2053,Small,Mid_eff,0.0
Brunei Darussalam,2054,Small,Mid_eff,0.0
Brunei Darussalam,2055,Small,Mid_eff,0.0
Brunei Darussalam,2056,Small,Mid_eff,0.0
Brunei Darussalam,2057,Small,Mid_eff,0.0
Brunei Darussalam,2058,Small,Mid_eff,0.0
Brunei Darussalam,2059,Small,Mid_eff,0.0
Brunei Darussalam,2060,Small,Mid_eff,0.0
Cambodia,2005,Large,High_eff,40.536
Cambodia,2006,Large,High_eff,42.5274
Cambodia,2007,Large,High_eff,44.5904
Cambodia,2008,Large,High_eff,46.6802
Cambodia,2009,Large,High_eff,48.7619
Cambodia,2010,Large,High_eff,50.8766
Cambodia,2011,Large,High_eff,53.0466
Cambodia,2012,Large,High_eff,55.2714
Cambodia,2013,Large,High_eff,57.5427
Cambodia,2014,Large,High_eff,59.8514
Cambodia,2015,Large,High_eff,62.1859
Cambodia,2016,Large,High_eff,64.5638
Cambodia,2017,Large,High_eff,66.9789
Cambodia,2018,Large,High_eff,69.3841
Cambodia,2019,Large,High_eff,71.7729
Cambodia,2020,Large,High_eff,74.2253
Cambodia,2021,Large,High_eff,76.7258
Cambodia,2022,Large,High_eff,79.197
Cambodia,2023,Large,High_eff,81.6896
Cambodia,2024,Large,High_eff,84.2111
