ams,branch,branch_type,variable,year,value,unit,unit_source
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Costs of Production,2035,6561296.738380803,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Costs of Production,2040,6789119.541796802,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Costs of Production,2045,6834684.102479999,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Costs of Production,2050,6834684.102479999,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Energy Generation,2025,55117.00458312877,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Energy Generation,2030,58914.729068046094,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Energy Generation,2035,77302.56566494088,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Energy Generation,2040,94990.4384845322,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Energy Generation,2045,104616.65469678162,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Energy Generation,2050,110735.2125339188,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Power Generation,2025,49147.635935486345,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Power Generation,2030,56394.14981907888,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Power Generation,2035,65176.71118723762,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Power Generation,2040,80446.45169401827,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Power Generation,2045,88848.8001998427,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Power Generation,2050,94556.18984416878,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Curtailed Energy Production,2025,37123.08253506711,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Curtailed Energy Production,2030,39983.57966375026,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Curtailed Energy Production,2035,57059.86800373458,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Curtailed Energy Production,2040,73446.73288737117,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Curtailed Energy Production,2045,82331.5666116387,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Curtailed Energy Production,2050,88166.37044892309,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Pollutant Loadings,2025,-372555.6123482746,Metric Tonne CO2 Equivalent,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Pollutant Loadings,2030,-175812.048830349,Metric Tonne CO2 Equivalent,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Pollutant Loadings,2035,185194.291682221,Metric Tonne CO2 Equivalent,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Pollutant Loadings,2040,105739.73257549107,Metric Tonne CO2 Equivalent,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Pollutant Loadings,2045,89224.869633656,Metric Tonne CO2 Equivalent,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Transformation Process,Pollutant Loadings,2050,19980.21808296442,Metric Tonne CO2 Equivalent,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Energy Generation,2045,106.37997797203903,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Energy Generation,2050,425.5199118881561,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Power Generation,2025,27254.89965328699,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Power Generation,2030,32928.366014365,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Power Generation,2035,40540.87734499175,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Power Generation,2040,54122.39161578091,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Power Generation,2045,61445.441891857605,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Power Generation,2050,66720.08541146357,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Curtailed Energy Production,2045,105.79945700017191,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Curtailed Energy Production,2050,423.19782800068765,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Energy Generation,2045,100.71275516777243,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Energy Generation,2050,402.8510206710897,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Energy Generation,2055,2751.257615094339,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Energy Generation,2060,6954.567860377358,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Power Generation,2045,95.42726296117321,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Power Generation,2050,73.40558689321017,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Curtailed Energy Production,2045,104.64239955022245,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Curtailed Energy Production,2050,418.5695982008898,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Curtailed Energy Production,2055,36258.55879245285,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Curtailed Energy Production,2060,91653.57916981139,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Energy Generation,2045,116.46471376791303,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Energy Generation,2050,465.8588550716521,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Energy Generation,2055,82799.34765283015,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Energy Generation,2060,209298.35101132072,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Power Generation,2045,94.38363921613518,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Power Generation,2050,72.60279939702706,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Power Generation,2055,19217.036160000007,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Power Generation,2060,61494.51571200003,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Curtailed Energy Production,2045,124.11463026658333,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Curtailed Energy Production,2050,496.45852106633333,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Curtailed Energy Production,2055,125261.59109433954,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Curtailed Energy Production,2060,316633.46637735836,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Capacity Additions,2025,700.0,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Capacity Additions,2030,770.0,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Capacity Additions,2035,770.0,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Capacity Additions,2040,770.0,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Capacity Additions,2045,770.0,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Capacity Additions,2050,770.0,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Capacity Additions,2055,770.0,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Capacity Additions,2060,770.0,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Existing Capacity,2025,254.0,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Existing Capacity,2030,254.0,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Existing Capacity,2035,254.0,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Existing Capacity,2040,254.0,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Existing Capacity,2045,254.0,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Existing Capacity,2050,254.0,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Existing Capacity,2055,254.0,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Existing Capacity,2060,254.0,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Energy Generation,2045,129.15372189203663,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Energy Generation,2050,516.6148875681465,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Energy Generation,2055,158064.43150188684,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Energy Generation,2060,399551.7574075473,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Power Generation,2045,111.94688324117573,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Power Generation,2050,86.11298710859671,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Power Generation,2055,66388.64327999996,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Power Generation,2060,212443.65849599984,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Curtailed Energy Production,2045,132.0771180196981,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Curtailed Energy Production,2050,528.3084720787924,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Curtailed Energy Production,2055,173389.27775094353,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Curtailed Energy Production,2060,438289.5632037739,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Energy Generation,2045,135.2042541968094,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Energy Generation,2050,540.8170167872375,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Energy Generation,2055,179590.78813584906,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Energy Generation,2060,453965.6033433962,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Power Generation,2045,119.12875764947604,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Power Generation,2050,91.63750588421235,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Power Generation,2055,91896.31720800007,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Power Generation,2060,294068.21506560023,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Curtailed Energy Production,2045,138.84941890476009,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Curtailed Energy Production,2050,555.3976756190403,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Curtailed Energy Production,2055,174181.37787169815,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Curtailed Energy Production,2060,440291.8162867925,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Energy Generation,2045,132.6596617962306,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Energy Generation,2050,530.6386471849224,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Energy Generation,2055,69501.06964528299,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Energy Generation,2060,175683.25938113197,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Power Generation,2045,124.95811828720815,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Power Generation,2050,96.12162945169858,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Power Generation,2055,63551.42474400003,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Power Generation,2060,203364.55918080008,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Curtailed Energy Production,2045,134.10505639000112,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Curtailed Energy Production,2050,536.4202255600045,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Curtailed Energy Production,2055,23011.36070943396,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Curtailed Energy Production,2060,58167.60623773585,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Power Generation,2045,121.3401065530872,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Power Generation,2050,93.33854350237478,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Transformation Process,Energy Generation,2025,589824.0000000001,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Transformation Process,Power Generation,2025,324875.0592,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Transformation Process,Curtailed Energy Production,2025,589824.0000000001,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear LWR,Transformation Process,Energy Generation,2025,585272.0094922784,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear LWR,Transformation Process,Energy Generation,2060,1778.0316995099954,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear LWR,Transformation Process,Power Generation,2025,324875.0592,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear LWR,Transformation Process,Power Generation,2060,3460.1743716761266,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear LWR,Transformation Process,Curtailed Energy Production,2025,580439.6264357431,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear LWR,Transformation Process,Curtailed Energy Production,2060,1727.364569939826,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SMR,Transformation Process,Energy Generation,2025,539468.8558228596,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SMR,Transformation Process,Energy Generation,2060,1691.5865170635875,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SMR,Transformation Process,Power Generation,2025,319882.38711266365,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SMR,Transformation Process,Power Generation,2060,3291.9459846691007,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SMR,Transformation Process,Curtailed Energy Production,2025,446382.4202121626,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SMR,Transformation Process,Curtailed Energy Production,2060,1665.2524771547714,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SFR,Transformation Process,Energy Generation,2025,323991.1419684868,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SFR,Transformation Process,Energy Generation,2030,11502.131976542376,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SFR,Transformation Process,Energy Generation,2035,15845.184074122108,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SFR,Transformation Process,Energy Generation,2040,17163.903531468623,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SFR,Transformation Process,Energy Generation,2060,1643.4906675865013,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SFR,Transformation Process,Power Generation,2025,246041.27641176563,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SFR,Transformation Process,Power Generation,2060,3198.348088866416,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SFR,Transformation Process,Curtailed Energy Production,2025,190440.6897707485,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SFR,Transformation Process,Curtailed Energy Production,2030,4525.667086684507,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SFR,Transformation Process,Curtailed Energy Production,2035,8793.521960658802,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SFR,Transformation Process,Curtailed Energy Production,2040,10074.662937469515,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Nuclear SFR,Transformation Process,Curtailed Energy Production,2060,1629.9209490166545,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Large Hydro,Transformation Process,Energy Generation,2025,84491.10207090365,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Large Hydro,Transformation Process,Energy Generation,2035,3814.0660076340005,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Large Hydro,Transformation Process,Energy Generation,2040,5068.671341414927,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Large Hydro,Transformation Process,Energy Generation,2060,1543.845263577593,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Large Hydro,Transformation Process,Power Generation,2025,105102.88041320903,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Large Hydro,Transformation Process,Power Generation,2030,2184.0415142133666,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Large Hydro,Transformation Process,Power Generation,2035,4405.712118919462,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Large Hydro,Transformation Process,Power Generation,2040,5564.166003632889,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Large Hydro,Transformation Process,Power Generation,2060,3004.4311450335485,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Large Hydro,Transformation Process,Curtailed Energy Production,2025,43826.01240808401,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Large Hydro,Transformation Process,Curtailed Energy Production,2035,148.99255479011262,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Large Hydro,Transformation Process,Curtailed Energy Production,2040,1384.066622155592,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Large Hydro,Transformation Process,Curtailed Energy Production,2060,1607.7111390832385,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Small Hydro,Transformation Process,Energy Generation,2025,43727.20491754428,Gigajoule,inferred
