domain,scenario,sector,layer,fuel,carrier,region,year,value,unit,value_pj,confident_carrier,branch_leaf,branch_path
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Indonesia,2040,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Indonesia,2050,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Indonesia,2060,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Laos,2010,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Laos,2020,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Laos,2030,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Laos,2040,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Laos,2050,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Laos,2060,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Malaysia,2010,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Malaysia,2020,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Malaysia,2030,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Malaysia,2040,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Malaysia,2050,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Malaysia,2060,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Myanmar,2010,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Myanmar,2020,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Myanmar,2030,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Myanmar,2040,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Myanmar,2050,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Myanmar,2060,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Philippines,2010,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Philippines,2020,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Philippines,2030,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Philippines,2040,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Philippines,2050,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Philippines,2060,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Singapore,2010,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Singapore,2020,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Singapore,2030,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Singapore,2040,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Singapore,2050,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Singapore,2060,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Thailand,2010,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Thailand,2020,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Thailand,2030,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Thailand,2040,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Thailand,2050,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Thailand,2060,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Vietnam,2010,50.409072,PJ,50.409072,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Vietnam,2020,13.39776,PJ,13.39776,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Vietnam,2030,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Vietnam,2040,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Vietnam,2050,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Coal,thermal,Vietnam,2060,0.0,PJ,0.0,True,Coal,Demand\Residential\Historical\Coal
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Brunei,2010,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Brunei,2020,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Brunei,2030,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Brunei,2040,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Brunei,2050,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Brunei,2060,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Cambodia,2010,1.339776,PJ,1.339776,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Cambodia,2020,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Cambodia,2030,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Cambodia,2040,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Cambodia,2050,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Cambodia,2060,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Indonesia,2010,84.950172,PJ,84.950172,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Indonesia,2020,15.634390428000001,PJ,15.634390428000001,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Indonesia,2030,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Indonesia,2040,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Indonesia,2050,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Indonesia,2060,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Laos,2010,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Laos,2020,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Laos,2030,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Laos,2040,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Laos,2050,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Laos,2060,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Malaysia,2010,0.544284,PJ,0.544284,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Malaysia,2020,0.06765868800000001,PJ,0.06765868800000001,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Malaysia,2030,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Malaysia,2040,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Malaysia,2050,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Malaysia,2060,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Myanmar,2010,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Myanmar,2020,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Myanmar,2030,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Myanmar,2040,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Myanmar,2050,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Myanmar,2060,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Philippines,2010,5.323851144000001,PJ,5.323851144000001,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Philippines,2020,2.1362309640000006,PJ,2.1362309640000006,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Philippines,2030,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Philippines,2040,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Philippines,2050,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Philippines,2060,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Singapore,2010,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Singapore,2020,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Singapore,2030,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Singapore,2040,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Singapore,2050,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Singapore,2060,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Thailand,2010,0.167472,PJ,0.167472,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Thailand,2020,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Thailand,2030,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Thailand,2040,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Thailand,2050,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Thailand,2060,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Vietnam,2010,2.637684,PJ,2.637684,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Vietnam,2020,1.004832,PJ,1.004832,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Vietnam,2030,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Vietnam,2040,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Vietnam,2050,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Kerosene,thermal,Vietnam,2060,0.0,PJ,0.0,True,Kerosene,Demand\Residential\Historical\Kerosene
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Brunei,2010,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Brunei,2020,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Brunei,2030,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Brunei,2040,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Brunei,2050,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Brunei,2060,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Cambodia,2010,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Cambodia,2020,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Cambodia,2030,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Cambodia,2040,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Cambodia,2050,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Cambodia,2060,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Indonesia,2010,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Indonesia,2020,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Indonesia,2030,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Indonesia,2040,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Indonesia,2050,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Indonesia,2060,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Laos,2010,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Laos,2020,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Laos,2030,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Laos,2040,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Laos,2050,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Laos,2060,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Malaysia,2010,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Malaysia,2020,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Malaysia,2030,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Malaysia,2040,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Malaysia,2050,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Malaysia,2060,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Myanmar,2010,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Myanmar,2020,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Myanmar,2030,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Myanmar,2040,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Myanmar,2050,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Myanmar,2060,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Philippines,2010,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Philippines,2020,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Philippines,2030,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Philippines,2040,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Philippines,2050,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Philippines,2060,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Singapore,2010,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Singapore,2020,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Singapore,2030,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Singapore,2040,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Singapore,2050,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Singapore,2060,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Thailand,2010,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Thailand,2020,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Thailand,2030,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Thailand,2040,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Thailand,2050,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Thailand,2060,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Vietnam,2010,1.590984,PJ,1.590984,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Vietnam,2020,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Vietnam,2030,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Vietnam,2040,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Vietnam,2050,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Diesel,thermal,Vietnam,2060,0.0,PJ,0.0,True,Diesel,Demand\Residential\Historical\Diesel
demand,AMS Target Scenario,Residential,Historical,Residual Fuel Oil,thermal,Brunei,2010,0.0,PJ,0.0,True,Residual Fuel Oil,Demand\Residential\Historical\Residual Fuel Oil
demand,AMS Target Scenario,Residential,Historical,Residual Fuel Oil,thermal,Brunei,2020,0.0,PJ,0.0,True,Residual Fuel Oil,Demand\Residential\Historical\Residual Fuel Oil
demand,AMS Target Scenario,Residential,Historical,Residual Fuel Oil,thermal,Brunei,2030,0.0,PJ,0.0,True,Residual Fuel Oil,Demand\Residential\Historical\Residual Fuel Oil
demand,AMS Target Scenario,Residential,Historical,Residual Fuel Oil,thermal,Brunei,2040,0.0,PJ,0.0,True,Residual Fuel Oil,Demand\Residential\Historical\Residual Fuel Oil
