branch_path,variable,units,scale,per
Key\Industry\Subsector_share\Construction,Activity Level,Share,%,
Key\Industry\Subsector_share\Food Beverages and Tobacco,Activity Level,Share,%,
Key\Industry\Subsector_share\Iron and Steel,Activity Level,Share,%,
Key\Industry\Subsector_share\Mining,Activity Level,Share,%,
Key\Industry\Subsector_share\Non Metallic Minerals,Activity Level,Share,%,
Key\Industry\Subsector_share\Other Industry,Activity Level,Share,%,
Key\Industry\Subsector_share\Pulp and Paper,Activity Level,Share,%,
Key\Industry\Subsector_share\Textile and Leather,Activity Level,Share,%,
Key\Job creations\Geothermal_Declining Factor_CAPEX,Activity Level,Factor,,
Key\Job creations\Geothermal_Declining Factor_OPEX,Activity Level,Factor,,
Key\Job creations\Geothermal_EF_Construction,Activity Level,Job-Years,,
Key\Job creations\Geothermal_EF_Manufacturing,Activity Level,Job-Years,,
Key\Job creations\Geothermal_EF_OM,Activity Level,Jobs/MW,,
Key\Job creations\Hydro_Declining Factor_CAPEX,Activity Level,Factor,,
Key\Job creations\Hydro_Declining Factor_OPEX,Activity Level,Factor,,
Key\Job creations\Hydro_EF_Construction,Activity Level,Job-Years,,
Key\Job creations\Hydro_EF_Manufacturing,Activity Level,Job-Years,,
Key\Job creations\Hydro_EF_OM,Activity Level,Jobs/MW,,
Key\Job creations\Local Manufacturing,Activity Level,Fraction,,
Key\Job creations\Regionality Factor,Activity Level,Factor,,
Key\Job creations\Solar_Declining Factor_CAPEX,Activity Level,Factor,,
Key\Job creations\Solar_Declining Factor_OPEX,Activity Level,Factor,,
Key\Job creations\Solar_EF_Construction,Activity Level,Job-Years,,
Key\Job creations\Solar_EF_Manufacturing,Activity Level,Job-Years,,
Key\Job creations\Solar_EF_OM,Activity Level,Jobs/MW,,
Key\Job creations\Wind_Declining Factor_CAPEX,Activity Level,Factor,,
Key\Job creations\Wind_Declining Factor_OPEX,Activity Level,Factor,,
Key\Job creations\Wind_EF_Construction,Activity Level,Job-Years,,
Key\Job creations\Wind_EF_Manufacturing,Activity Level,Job-Years,,
Key\Job creations\Wind_EF_OM,Activity Level,Jobs/MW,,
Key\Lighting_data\Bulbs per household,Activity Level,Lamp,,
Key\Lighting_data\Operating hours,Activity Level,hours,,
Key\Macroeconomic\Agriculture Fraction in GDP,Activity Level,fraction,,
Key\Macroeconomic\Construction Fraction in Industry,Activity Level,fraction,,
Key\Macroeconomic\Elasticity,Activity Level,fraction,,
Key\Macroeconomic\Gross Fixed Capital Formation,Activity Level,2021 USD,Million,
Key\Macroeconomic\Industry Fraction in GDP,Activity Level,fraction,,
Key\Macroeconomic\Manufacturing Fraction in Industry,Activity Level,fraction,,
Key\Macroeconomic\Mining Fraction in Industry,Activity Level,fraction,,
Key\Macroeconomic\Real GDP Agriculture,Activity Level,2021 USD,Million,
Key\Macroeconomic\Real GDP Industry,Activity Level,2021 USD,Million,
Key\Macroeconomic\Real GDP Manufacturing,Activity Level,2021 USD,Million,
Key\Macroeconomic\Real GDP PPP,Activity Level,2021 USD,Million,
Key\Macroeconomic\Real GDP Per Capita,Activity Level,2021 USD / person,,
Key\Macroeconomic\Real GDP Per Capita_Growth,Activity Level,%,,
Key\Macroeconomic\Real GDP Service,Activity Level,2021 USD,Million,
Key\Macroeconomic\Real GDP Service Per Capita,Activity Level,2021 USD / person,,
Key\Macroeconomic\Services Fraction in GDP,Activity Level,fraction,,
Key\Macroeconomic\Utilities Fraction in Industry,Activity Level,fraction,,
Key\Modeling Assumptions\BECCS Lead Time,Activity Level,years,,
Key\Modeling Assumptions\Batteries Lead Time,Activity Level,years,,
Key\Modeling Assumptions\Biogas Lead Time,Activity Level,years,,
Key\Modeling Assumptions\Biomass Combustion Lead Time,Activity Level,years,,
Key\Modeling Assumptions\Coal Lead Time,Activity Level,years,,
Key\Modeling Assumptions\Coal and Gas CCS Lead Time,Activity Level,years,,
Key\Modeling Assumptions\Gas Lead Time,Activity Level,years,,
Key\Modeling Assumptions\Geothermal Lead Time,Activity Level,years,,
Key\Modeling Assumptions\Incumbent Generator DIspatch Phaseout,Activity Level,years,,
Key\Modeling Assumptions\Large Hydro Lead Time,Activity Level,years,,
Key\Modeling Assumptions\Nuclear Lead Time,Activity Level,years,,
Key\Modeling Assumptions\Oil Lead Time,Activity Level,years,,
Key\Modeling Assumptions\Small Hydro Lead Time,Activity Level,years,,
Key\Modeling Assumptions\Solar PV Lead Time,Activity Level,years,,
Key\Modeling Assumptions\Tidal and Wave Lead time,Activity Level,years,,
Key\Modeling Assumptions\Wind Lead Time,Activity Level,years,,
Key\Net Zero Measures\Industry\Cement\Clinker in Cement,Activity Level,tonnes clinker/tonne cement,,
Key\Net Zero Measures\Industry\Cement\Implementation of Efficient Material Use,Activity Level,fraction,,
Key\Net Zero Measures\Industry\Iron and Steel\Implementation of CO2 Utilization for MeOH,Activity Level,fraction,,
Key\Net Zero Measures\Industry\Iron and Steel\Implementation of Efficient Material Use,Activity Level,fraction,,
Key\Net Zero Measures\Industry\Other\Hydrogen Displacement of Coal and Gas,Activity Level,fraction,,
Key\Net Zero Measures\Industry\Process Heat\Biomass in Process Heat,Activity Level,fraction,,
Key\Net Zero Measures\Industry\Process Heat\Biomethane in Process Heat,Activity Level,fraction,,
Key\Net Zero Measures\Industry\Process Heat\Electricity in Process Heat,Activity Level,fraction,,
Key\Net Zero Measures\Industry\Process Heat\Fraction of Heat Decarbonized,Activity Level,fraction,,
Key\Net Zero Measures\Industry\Process Heat\Hydrogen in Process Heat,Activity Level,fraction,,
Key\Net Zero Measures\Residential\Building Orientation\Cooling Energy Savings,Activity Level,%,,
Key\Net Zero Measures\Residential\Building Orientation\Lighting Energy Savings,Activity Level,%,,
Key\Net Zero Measures\Residential\Building Orientation\Share_Households,Activity Level,%,,
Key\Net Zero Measures\Residential\Gamification\Energy Savings,Activity Level,%,,
Key\Net Zero Measures\Residential\Gamification\Share_Households,Activity Level,%,,
Key\Net Zero Measures\Residential\Programmable Thermostats\Energy Savings,Activity Level,%,,
Key\Net Zero Measures\Residential\Programmable Thermostats\Share_Households,Activity Level,%,,
Key\Net Zero Measures\Residential\Reflective Coatings Cool Roofs\Energy Savings,Activity Level,%,,
Key\Net Zero Measures\Residential\Reflective Coatings Cool Roofs\Share_Households,Activity Level,%,,
Key\Net Zero Measures\Transport\Aviation\Aviation_efficiency,Activity Level,AGR,,
Key\Net Zero Measures\Transport\Aviation\Electric Taxiing,Activity Level,%,,
Key\Net Zero Measures\Transport\Aviation\Hydrogen Fuel Cell,Activity Level,%,,
Key\Net Zero Measures\Transport\Aviation\Sustainable Aviation Fuel,Activity Level,%,,
Key\Net Zero Measures\Transport\Navigation\Cold ironing\Demand_electricity,Activity Level,MWh,,
Key\Net Zero Measures\Transport\Navigation\Cold ironing\Method,Activity Level,NA,,
Key\Net Zero Measures\Transport\Navigation\Cold ironing\Share_electricity,Activity Level,%,,
Key\Net Zero Measures\Transport\Navigation\Hull coatings,Activity Level,%,,
Key\Net Zero Measures\Transport\Navigation\Kites,Activity Level,%,,
Key\Net Zero Measures\Transport\Navigation\Rudder bulb,Activity Level,%,,
Key\Net Zero Measures\Transport\Road\Electric taxis with automation,Activity Level,Fraction,,
Key\Net Zero Measures\Transport\Road\Fuel_economy improvement,Activity Level,%,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Cambodia Biodiesel,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Cambodia Cassava,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade Region 2,ID,,
Key\Optimized Trade\Brunei_Cambodia Coconut Oil,Trade_NEMO Fuel,ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Activity Level,1 or 0,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade LEAP Fuel,ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade Region 1,ID,,
Key\Optimized Trade\Brunei_Cambodia Corn,Trade Region 2,ID,,
