ams,branch,variable,expression,unit,fuel,source,note,src_csv,domain,data_confidence
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDSA,Minimum Utilization,0,,Electricity,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDKA,Minimum Utilization,0,,Electricity,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Minimum Utilization,0,,Electricity,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Minimum Utilization,0,,Electricity,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Minimum Utilization,0,,Electricity,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Minimum Utilization,0,,Electricity,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Thailand,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Minimum Utilization,0,,Electricity,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Indonesia,Transformation\Centralized Electricity Generation\Processes\Waste,Minimum Utilization,0,,Electricity,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Thailand,Transformation\Centralized Electricity Generation\Processes\Waste,Minimum Utilization,0,,Electricity,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Singapore,Transformation\Centralized Electricity Generation\Processes\Waste,Minimum Utilization,0,,Electricity,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Thailand,Transformation\Centralized Electricity Generation\Processes\Biogas,Minimum Utilization,0,,Electricity,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Malaysia,Transformation\Centralized Electricity Generation\Processes\Biogas,Minimum Utilization,0,,Electricity,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Laos,Transformation\Centralized Electricity Generation\Processes\Biomass Other,Minimum Utilization,0,,Electricity,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Vietnam,Transformation\Centralized Electricity Generation\Processes\Biomass Other,Minimum Utilization,0,,Electricity,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Philippines,Transformation\Centralized Electricity Generation\Processes\Biomass Other,Minimum Utilization,0,,Electricity,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Other,Minimum Utilization,0,,Electricity,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Indonesia,Transformation\Bioethanol Production\Processes\Molasses,Minimum Utilization,0,,Ethanol,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Thailand,Transformation\Bioethanol Production\Processes\Molasses,Minimum Utilization,0,,Ethanol,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
Philippines,Transformation\Bioethanol Production\Processes\Molasses,Minimum Utilization,0,,Ethanol,nemo_read p6 conservative cleanup (TL Sugarcane + missed VRE + biofuel MU=0),PLACEHOLDER (Stage 5: p6 conservative cleanup — Timor Leste Sugarcane Production Cost (missed in p4) + Wind Offshore base branch (missed in p4) + 6 Indonesia subregional VRE re-push (p5 pushed [OK] but NEMO sqlite still showed MU>0; re-attempting in case LEAP needs a re-write) + 20 biofuel/biomass process MU=0 rows for clear-rationale techs (Biomass Other / Biogas / Waste / Biomass Gasification / Molasses). Excludes thermal baseload (Coal/Gas) and dispatchable RE (Large Hydro / Geothermal) which may be intentionally must-run.),placeholder_p6_v042_conservative_cleanup_20260512.csv,cleanup_diagnostic,PLACEHOLDER
