ams,branch,variable,expression,unit,fuel,source,note,src_csv,domain,data_confidence
Timor Leste,Transformation\Biodiesel Production\Processes\FAME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,patch 2026-04-30,Issue 5 Timor-Leste — author left at 'Unlimited' / 'RegionValue(...)' default. Bounding at 0 (no Timor Leste biofuel production assumed).,canonical_patch_2026_04_30.csv,max_capacity,High
Brunei,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Cambodia,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Indonesia,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Laos,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Malaysia,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Myanmar,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Philippines,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Add(2025, 0.5, 2030, 0.25, 2035, 0.25, 2040, 0.25, 2045, 0.25, 2050, 0.25, 2055, 0.25, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Medium-High
Singapore,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Thailand,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Vietnam,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Timor Leste,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,patch 2026-04-30,Issue 5 Timor-Leste — author left at 'Unlimited' / 'RegionValue(...)' default. Bounding at 0 (no Timor Leste biofuel production assumed).,canonical_patch_2026_04_30.csv,max_capacity,High
Brunei,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Cambodia,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Indonesia,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Capacity,"Add(2025, 0.15, 2030, 0.25, 2035, 0.1, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Medium-High
Laos,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Malaysia,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Capacity,"Add(2025, 0.15, 2030, 0.25, 2035, 0.1, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Medium-High
Myanmar,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Philippines,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Singapore,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Thailand,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Vietnam,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Timor Leste,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Biodiesel,patch 2026-04-30,Issue 5 Timor-Leste — author left at 'Unlimited' / 'RegionValue(...)' default. Bounding at 0 (no Timor Leste biofuel production assumed).,canonical_patch_2026_04_30.csv,max_capacity,High
Brunei,Transformation\Bioethanol Production\Processes\Corn Ethanol,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Cambodia,Transformation\Bioethanol Production\Processes\Corn Ethanol,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Indonesia,Transformation\Bioethanol Production\Processes\Corn Ethanol,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Laos,Transformation\Bioethanol Production\Processes\Corn Ethanol,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Malaysia,Transformation\Bioethanol Production\Processes\Corn Ethanol,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Myanmar,Transformation\Bioethanol Production\Processes\Corn Ethanol,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Philippines,Transformation\Bioethanol Production\Processes\Corn Ethanol,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Singapore,Transformation\Bioethanol Production\Processes\Corn Ethanol,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Thailand,Transformation\Bioethanol Production\Processes\Corn Ethanol,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Vietnam,Transformation\Bioethanol Production\Processes\Corn Ethanol,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Timor Leste,Transformation\Bioethanol Production\Processes\Corn Ethanol,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Ethanol,patch 2026-04-30,Issue 5 Timor-Leste — author left at 'Unlimited' / 'RegionValue(...)' default. Bounding at 0 (no Timor Leste biofuel production assumed).,canonical_patch_2026_04_30.csv,max_capacity,High
Brunei,Transformation\Bioethanol Production\Processes\Cassava,Maximum Capacity,"Add(2025, 0, 2030, 0, 2035, 0, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
Cambodia,Transformation\Bioethanol Production\Processes\Cassava,Maximum Capacity,"Add(2025, 0.1, 2030, 0.25, 2035, 0.15, 2040, 0, 2045, 0, 2050, 0, 2055, 0, 2060, 0)",Million Tonnes/yr,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)",Issue 5 fix — curve-preserving Add (deltas) overwriting team's mechanical Interp->Add rename (absolute values). Reconstructs the same capacity schedule at every milestone year using incremental additions (the conventional LEAP Add() semantic).,canonical_patch_2026_04_30.csv,refining_capacity,Low
