ams,branch,variable,expression,unit,fuel,source,note,src_csv,domain,data_confidence
Indonesia,Transformation\Biodiesel Production\Processes\CME Biodiesel,Variable OM Cost,"Interp(2025, 5.3074, 2030, 5.1136, 2035, 4.9206, 2040, 4.7384, 2045, 4.5662, 2050, 4.402, 2055, 4.2483, 2060, 4.1052)",USD/GJ,Biodiesel,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.900 vs Thailand; output_fuel=Biodiesel; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Laos,Transformation\Biodiesel Production\Processes\CME Biodiesel,Variable OM Cost,"Interp(2025, 5.3355, 2030, 5.1117, 2035, 4.8886, 2040, 4.6826, 2045, 4.495, 2050, 4.3239, 2055, 4.1636, 2060, 4.0132)",USD/GJ,Biodiesel,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.905 vs Thailand; output_fuel=Biodiesel; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Malaysia,Transformation\Biodiesel Production\Processes\CME Biodiesel,Variable OM Cost,"Interp(2025, 6.552, 2030, 6.4117, 2035, 6.2995, 2040, 6.194, 2045, 6.0977, 2050, 6.0006, 2055, 5.9117, 2060, 5.8358)",USD/GJ,Biodiesel,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=1.111 vs Thailand; output_fuel=Biodiesel; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Myanmar,Transformation\Biodiesel Production\Processes\CME Biodiesel,Variable OM Cost,"Interp(2025, 5.1683, 2030, 4.9275, 2035, 4.7129, 2040, 4.5116, 2045, 4.3232, 2050, 4.1484, 2055, 3.9842, 2060, 3.8301)",USD/GJ,Biodiesel,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.877 vs Thailand; output_fuel=Biodiesel; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Philippines,Transformation\Biodiesel Production\Processes\CME Biodiesel,Variable OM Cost,"Interp(2025, 5.556, 2030, 5.3966, 2035, 5.2275, 2040, 5.0662, 2045, 4.912, 2050, 4.7612, 2055, 4.6224, 2060, 4.4948)",USD/GJ,Biodiesel,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.943 vs Thailand; output_fuel=Biodiesel; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Singapore,Transformation\Biodiesel Production\Processes\CME Biodiesel,Variable OM Cost,"Interp(2025, 14.9792, 2030, 14.936, 2035, 15.0321, 2040, 15.1841, 2045, 15.3313, 2050, 15.4943, 2055, 15.6678, 2060, 15.8612)",USD/GJ,Biodiesel,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=2.541 vs Thailand; output_fuel=Biodiesel; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Thailand,Transformation\Biodiesel Production\Processes\CME Biodiesel,Variable OM Cost,"Interp(2025, 5.9023, 2030, 5.7243, 2035, 5.595, 2040, 5.481, 2045, 5.3869, 2050, 5.3065, 2055, 5.2468, 2060, 5.2061)",USD/GJ,Biodiesel,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=1.001 vs Thailand; output_fuel=Biodiesel; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Vietnam,Transformation\Biodiesel Production\Processes\CME Biodiesel,Variable OM Cost,"Interp(2025, 5.5853, 2030, 5.4579, 2035, 5.3226, 2040, 5.2025, 2045, 5.0927, 2050, 4.9852, 2055, 4.8942, 2060, 4.8193)",USD/GJ,Biodiesel,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.948 vs Thailand; output_fuel=Biodiesel; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Brunei,Transformation\Bioethanol Production\Processes\Cassava,Variable OM Cost,"Interp(2025, 7.4867, 2030, 7.3143, 2035, 6.964, 2040, 6.6215, 2045, 6.3084, 2050, 6.0164, 2055, 5.7438, 2060, 5.4838)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.27, scaling_2025=1.220 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Cambodia,Transformation\Bioethanol Production\Processes\Cassava,Variable OM Cost,"Interp(2025, 5.2699, 2030, 5.1154, 2035, 4.9201, 2040, 4.74, 2045, 4.5722, 2050, 4.4131, 2055, 4.2635, 2060, 4.123)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.27, scaling_2025=0.859 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Indonesia,Transformation\Bioethanol Production\Processes\Cassava,Variable OM Cost,"Interp(2025, 5.2201, 2030, 5.0677, 2035, 4.9092, 2040, 4.7607, 2045, 4.6211, 2050, 4.4878, 2055, 4.3647, 2060, 4.2524)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.27, scaling_2025=0.851 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Laos,Transformation\Bioethanol Production\Processes\Cassava,Variable OM Cost,"Interp(2025, 5.2639, 2030, 5.0647, 2035, 4.8592, 2040, 4.6736, 2045, 4.5101, 2050, 4.3659, 2055, 4.2323, 2060, 4.1088)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.27, scaling_2025=0.858 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Malaysia,Transformation\Bioethanol Production\Processes\Cassava,Variable OM Cost,"Interp(2025, 7.1637, 2030, 7.0949, 2035, 7.0627, 2040, 7.034, 2045, 7.013, 2050, 6.9843, 2055, 6.9624, 2060, 6.9552)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.27, scaling_2025=1.167 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Myanmar,Transformation\Bioethanol Production\Processes\Cassava,Variable OM Cost,"Interp(2025, 5.0028, 2030, 4.777, 2035, 4.5848, 2040, 4.4065, 2045, 4.2417, 2050, 4.0917, 2055, 3.9523, 2060, 3.8229)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.27, scaling_2025=0.815 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Philippines,Transformation\Bioethanol Production\Processes\Cassava,Variable OM Cost,"Interp(2025, 5.6082, 2030, 5.5096, 2035, 5.3885, 2040, 5.2727, 2045, 5.1613, 2050, 5.0487, 2055, 4.949, 2060, 4.8608)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.27, scaling_2025=0.914 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Singapore,Transformation\Bioethanol Production\Processes\Cassava,Variable OM Cost,"Interp(2025, 20.3247, 2030, 20.4076, 2035, 20.7003, 2040, 21.074, 2045, 21.4333, 2050, 21.811, 2055, 22.1986, 2060, 22.6119)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.27, scaling_2025=3.312 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Thailand,Transformation\Bioethanol Production\Processes\Cassava,Variable OM Cost,"Interp(2025, 6.1491, 2030, 6.0215, 2035, 5.9625, 2040, 5.9205, 2045, 5.9028, 2050, 5.9004, 2055, 5.924, 2060, 5.9717)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.27, scaling_2025=1.002 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Vietnam,Transformation\Bioethanol Production\Processes\Cassava,Variable OM Cost,"Interp(2025, 5.6539, 2030, 5.6054, 2035, 5.537, 2040, 5.4855, 2045, 5.4434, 2050, 5.3985, 2055, 5.3733, 2060, 5.3676)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.27, scaling_2025=0.921 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Brunei,Transformation\Bioethanol Production\Processes\Cellulosic Rice Straw,Variable OM Cost,"Interp(2025, 15.6979, 2030, 13.7415, 2035, 11.8102, 2040, 10.1406, 2045, 8.7194, 2050, 7.5028, 2055, 6.4609, 2060, 5.5638)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=1.147 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Cambodia,Transformation\Bioethanol Production\Processes\Cellulosic Rice Straw,Variable OM Cost,"Interp(2025, 12.4011, 2030, 10.7886, 2035, 9.3317, 2040, 8.0804, 2045, 7.0026, 2050, 6.0713, 2055, 5.2675, 2060, 4.5731)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.906 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Indonesia,Transformation\Bioethanol Production\Processes\Cellulosic Rice Straw,Variable OM Cost,"Interp(2025, 12.327, 2030, 10.7245, 2035, 9.3185, 2040, 8.103, 2045, 7.051, 2050, 6.138, 2055, 5.3491, 2060, 4.6674)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.900 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Laos,Transformation\Bioethanol Production\Processes\Cellulosic Rice Straw,Variable OM Cost,"Interp(2025, 12.3922, 2030, 10.7205, 2035, 9.2579, 2040, 8.0076, 2045, 6.9412, 2050, 6.0292, 2055, 5.2423, 2060, 4.5629)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.905 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Malaysia,Transformation\Bioethanol Production\Processes\Cellulosic Rice Straw,Variable OM Cost,"Interp(2025, 15.2176, 2030, 13.4469, 2035, 11.9299, 2040, 10.5923, 2045, 9.416, 2050, 8.367, 2055, 7.4434, 2060, 6.635)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=1.111 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Myanmar,Transformation\Bioethanol Production\Processes\Cellulosic Rice Straw,Variable OM Cost,"Interp(2025, 12.0039, 2030, 10.3341, 2035, 8.9251, 2040, 7.7152, 2045, 6.6758, 2050, 5.7844, 2055, 5.0166, 2060, 4.3547)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.877 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Philippines,Transformation\Bioethanol Production\Processes\Cellulosic Rice Straw,Variable OM Cost,"Interp(2025, 12.9043, 2030, 11.318, 2035, 9.8998, 2040, 8.6637, 2045, 7.5851, 2050, 6.6389, 2055, 5.8201, 2060, 5.1103)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.943 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Singapore,Transformation\Bioethanol Production\Processes\Cellulosic Rice Straw,Variable OM Cost,"Interp(2025, 34.7905, 2030, 31.3245, 2035, 28.4674, 2040, 25.9661, 2045, 23.6744, 2050, 21.6049, 2055, 19.7273, 2060, 18.0334)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=2.541 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Thailand,Transformation\Bioethanol Production\Processes\Cellulosic Rice Straw,Variable OM Cost,"Interp(2025, 13.7086, 2030, 12.0054, 2035, 10.5958, 2040, 9.373, 2045, 8.3183, 2050, 7.3993, 2055, 6.6062, 2060, 5.919)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=1.001 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Vietnam,Transformation\Bioethanol Production\Processes\Cellulosic Rice Straw,Variable OM Cost,"Interp(2025, 12.9723, 2030, 11.4466, 2035, 10.0798, 2040, 8.8967, 2045, 7.864, 2050, 6.9512, 2055, 6.1622, 2060, 5.4793)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.948 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Brunei,Transformation\Bioethanol Production\Processes\Corn Ethanol,Variable OM Cost,"Interp(2025, 5.4131, 2030, 5.2476, 2035, 4.9945, 2040, 4.7492, 2045, 4.5223, 2050, 4.3094, 2055, 4.1096, 2060, 3.9192)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=1.147 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Cambodia,Transformation\Bioethanol Production\Processes\Corn Ethanol,Variable OM Cost,"Interp(2025, 4.2763, 2030, 4.1199, 2035, 3.9464, 2040, 3.7843, 2045, 3.6319, 2050, 3.4872, 2055, 3.3505, 2060, 3.2214)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.906 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Indonesia,Transformation\Bioethanol Production\Processes\Corn Ethanol,Variable OM Cost,"Interp(2025, 4.2507, 2030, 4.0954, 2035, 3.9408, 2040, 3.7949, 2045, 3.657, 2050, 3.5255, 2055, 3.4024, 2060, 3.2878)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.900 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Laos,Transformation\Bioethanol Production\Processes\Corn Ethanol,Variable OM Cost,"Interp(2025, 4.2732, 2030, 4.0939, 2035, 3.9152, 2040, 3.7502, 2045, 3.6, 2050, 3.463, 2055, 3.3345, 2060, 3.2141)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.905 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Malaysia,Transformation\Bioethanol Production\Processes\Corn Ethanol,Variable OM Cost,"Interp(2025, 5.2475, 2030, 5.1351, 2035, 5.0451, 2040, 4.9607, 2045, 4.8836, 2050, 4.8057, 2055, 4.7345, 2060, 4.6738)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=1.111 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Myanmar,Transformation\Bioethanol Production\Processes\Corn Ethanol,Variable OM Cost,"Interp(2025, 4.1393, 2030, 3.9464, 2035, 3.7744, 2040, 3.6133, 2045, 3.4624, 2050, 3.3224, 2055, 3.1909, 2060, 3.0675)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.877 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Philippines,Transformation\Bioethanol Production\Processes\Corn Ethanol,Variable OM Cost,"Interp(2025, 4.4498, 2030, 4.3221, 2035, 4.1866, 2040, 4.0575, 2045, 3.934, 2050, 3.8131, 2055, 3.702, 2060, 3.5998)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.943 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Singapore,Transformation\Bioethanol Production\Processes\Corn Ethanol,Variable OM Cost,"Interp(2025, 11.9968, 2030, 11.9621, 2035, 12.0388, 2040, 12.1608, 2045, 12.2787, 2050, 12.4091, 2055, 12.5479, 2060, 12.7029)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=2.541 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Thailand,Transformation\Bioethanol Production\Processes\Corn Ethanol,Variable OM Cost,"Interp(2025, 4.7271, 2030, 4.5846, 2035, 4.4809, 2040, 4.3897, 2045, 4.3143, 2050, 4.2499, 2055, 4.202, 2060, 4.1695)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=1.001 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Vietnam,Transformation\Bioethanol Production\Processes\Corn Ethanol,Variable OM Cost,"Interp(2025, 4.4732, 2030, 4.3712, 2035, 4.2627, 2040, 4.1666, 2045, 4.0787, 2050, 3.9925, 2055, 3.9196, 2060, 3.8597)",USD/GJ,Ethanol,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=0.948 vs Thailand; output_fuel=Ethanol; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
Brunei,Transformation\Biodiesel Production\Processes\FAME Biodiesel,Variable OM Cost,"Interp(2025, 6.7588, 2030, 6.5521, 2035, 6.2363, 2040, 5.9299, 2045, 5.6466, 2050, 5.3808, 2055, 5.1314, 2060, 4.8937)",USD/GJ,Biodiesel,"build_per_ams_vom.py (TH anchor × mfg-wage ratio, labour_share TEA literature)","labour_share=0.18, scaling_2025=1.147 vs Thailand; output_fuel=Biodiesel; source-of-truth: Bioenergy/Analysis/per_ams_vom_panel.csv",Bioenergy/Analysis/per_ams_vom_panel.csv,processing_cost,Medium
